# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-bril pasontwerp
gid://shopify/TaxonomyAttribute/6576  : Speelgoedboot speelfuncties
gid://shopify/TaxonomyAttribute/6577  : Speelgoedboot aanbevolen speelomgeving
gid://shopify/TaxonomyAttribute/6578  : Meegeleverde speelgoedbowlinguitrusting
gid://shopify/TaxonomyAttribute/6579  : Speelgoedauto kenmerken
gid://shopify/TaxonomyAttribute/6580  : Inbegrepen accessoires speelgoedtekentablet
gid://shopify/TaxonomyAttribute/6581  : Wismethode speelgoedtekentablet
gid://shopify/TaxonomyAttribute/6582  : Schermtype speelgoedtekentablet
gid://shopify/TaxonomyAttribute/6583  : Speelgoedtekentablet schrijf-/tekeninstrument
gid://shopify/TaxonomyAttribute/6584  : Speelgoedfiguur geluidsfunctie
gid://shopify/TaxonomyAttribute/3398  : Thema speelgoedfiguur
gid://shopify/TaxonomyAttribute/6586  : Inbegrepen items cadeaumand speelgoed
gid://shopify/TaxonomyAttribute/6587  : Lanceermethode speelgoedzweefvliegtuig
gid://shopify/TaxonomyAttribute/6588  : Speelgoedhelikopter besturingstype
gid://shopify/TaxonomyAttribute/6589  : Speelgoedhelikopter kenmerken
gid://shopify/TaxonomyAttribute/6590  : Speelgoedjacksset meegeleverde items
gid://shopify/TaxonomyAttribute/6591  : Speelgoedkeyboard leermodus
gid://shopify/TaxonomyAttribute/6592  : Speelgoedkeyboard geluidsthema
gid://shopify/TaxonomyAttribute/6593  : Speelgoedkeuken meegeleverde apparaten
gid://shopify/TaxonomyAttribute/6594  : Speelgoedkeuken montagevereiste
gid://shopify/TaxonomyAttribute/6595  : Speelgoedkeuken interactieve kenmerken
gid://shopify/TaxonomyAttribute/6596  : Speelgoedmotor feature set
gid://shopify/TaxonomyAttribute/6597  : Speelgoedmotor schaal
gid://shopify/TaxonomyAttribute/6598  : Speelgoedparachute lanceermethode
gid://shopify/TaxonomyAttribute/6599  : Speelgoedpiano en -keyboard meegeleverde accessoires
gid://shopify/TaxonomyAttribute/6600  : Speelset montage vereist
gid://shopify/TaxonomyAttribute/6601  : Inbegrepen speelgoedonderdelen
gid://shopify/TaxonomyAttribute/6602  : Veiligheidscertificering speelgoed
gid://shopify/TaxonomyAttribute/6603  : Speelgoedruimteschip kenmerken
gid://shopify/TaxonomyAttribute/6604  : Speelgoedruimteschip maatklasse
gid://shopify/TaxonomyAttribute/6605  : Inbegrepen speelgoedserviesonderdelen
gid://shopify/TaxonomyAttribute/6606  : Speelgoedgereedschap elektronische kenmerken
gid://shopify/TaxonomyAttribute/6607  : Inbegrepen onderdelen speelgoedgereedschapset
gid://shopify/TaxonomyAttribute/3405  : Type speelgoedgereedschap
gid://shopify/TaxonomyAttribute/6608  : Schaal speelgoedtrein
gid://shopify/TaxonomyAttribute/6609  : Speelgoedtrein railindeling type
gid://shopify/TaxonomyAttribute/6610  : Speelgoedwapen- en gadgetkenmerken
gid://shopify/TaxonomyAttribute/6585  : Kenmerken speelgoed/spel
gid://shopify/TaxonomyAttribute/2896  : Materiaal speelgoed/spel
gid://shopify/TaxonomyAttribute/11147 : Atletiekevenement geschiktheid
gid://shopify/TaxonomyAttribute/11145 : Atletiekdiscipline
gid://shopify/TaxonomyAttribute/5474  : Spoor configuratie
gid://shopify/TaxonomyAttribute/11146 : Baanonderdeel specialisatie
gid://shopify/TaxonomyAttribute/6228  : Type rail van railverlichting
gid://shopify/TaxonomyAttribute/6229  : Compatibiliteit railsysteem
gid://shopify/TaxonomyAttribute/6230  : Circuitconfiguratie van de spanningsrail
gid://shopify/TaxonomyAttribute/6611  : Racebaanset speciale kenmerken
gid://shopify/TaxonomyAttribute/11148 : Compatibiliteit met ondergrond
gid://shopify/TaxonomyAttribute/6231  : Railsysteemstandaard
gid://shopify/TaxonomyAttribute/5344  : Tracker vormfactor
gid://shopify/TaxonomyAttribute/11149 : Trackinghulpmiddel type
gid://shopify/TaxonomyAttribute/1549  : Statistieken volgen
gid://shopify/TaxonomyAttribute/1934  : Doel van het volgen
gid://shopify/TaxonomyAttribute/11150 : Tractiepatroon type
gid://shopify/TaxonomyAttribute/3362  : Tractortoebehoren inbegrepen
gid://shopify/TaxonomyAttribute/6232  : Toepassing tractorband
gid://shopify/TaxonomyAttribute/6233  : Classificatie van tractorbandprofielen
gid://shopify/TaxonomyAttribute/3046  : Kenmerken handelsbeursdisplay
gid://shopify/TaxonomyAttribute/10449 : Verzamelkaart league
gid://shopify/TaxonomyAttribute/2369  : Verpakking ruilkaarten
gid://shopify/TaxonomyAttribute/3047  : Kenmerken verkeersregelapparaten
gid://shopify/TaxonomyAttribute/2032  : Ontwerp trailcamera
gid://shopify/TaxonomyAttribute/8796  : Trailer constructie
gid://shopify/TaxonomyAttribute/8797  : Trailerkoppeling maat
gid://shopify/TaxonomyAttribute/8798  : Trailerkoppeling montagepositie/-methode
gid://shopify/TaxonomyAttribute/8799  : Trailerlicht functie
gid://shopify/TaxonomyAttribute/11151 : Type ophanging aanhanger
gid://shopify/TaxonomyAttribute/2724  : Aanhangwagentype
gid://shopify/TaxonomyAttribute/8800  : Trailerbekabeling circuit
gid://shopify/TaxonomyAttribute/8801  : Trailerbekabeling connectortype
gid://shopify/TaxonomyAttribute/10450 : Treinfluit bedoeld gebruik
gid://shopify/TaxonomyAttribute/10451 : Treinfluit geluidskarakter
gid://shopify/TaxonomyAttribute/11152 : Type trainermontage
gid://shopify/TaxonomyAttribute/2653  : Vereisten trainingsgegevens
gid://shopify/TaxonomyAttribute/11153 : Trainingsdummy vorm
gid://shopify/TaxonomyAttribute/11154 : Trainingsfocus
gid://shopify/TaxonomyAttribute/11155 : Trainingsfocusgebied
gid://shopify/TaxonomyAttribute/11156 : Trainingsdoel
gid://shopify/TaxonomyAttribute/11157 : Trainingsoppervlak geschiktheid
gid://shopify/TaxonomyAttribute/11158 : Trainingsoppervlak gebruik
gid://shopify/TaxonomyAttribute/6841  : Trainingsgebruik type
gid://shopify/TaxonomyAttribute/2766  : Ontwerp trampoline
gid://shopify/TaxonomyAttribute/6612  : Trampoline omheiningstype
gid://shopify/TaxonomyAttribute/6613  : Veiligheidscertificeringen trampoline
gid://shopify/TaxonomyAttribute/5354  : Transceiver vormfactor
gid://shopify/TaxonomyAttribute/5063  : Type transferhulpmiddel
gid://shopify/TaxonomyAttribute/10452 : Aanbrengmethode transfer
gid://shopify/TaxonomyAttribute/5064  : Vorm transferplank
gid://shopify/TaxonomyAttribute/1586  : Oppervlaktetype transferborden
gid://shopify/TaxonomyAttribute/10453 : Transfermethode
gid://shopify/TaxonomyAttribute/3272  : Techniek transferpapier
gid://shopify/TaxonomyAttribute/10454 : Transfer peeltemperatuur
gid://shopify/TaxonomyAttribute/8802  : Transmissiekoeler constructie
gid://shopify/TaxonomyAttribute/8803  : Transmissievloeistof specificatie
gid://shopify/TaxonomyAttribute/8804  : Transmissiesteun bushingmateriaal
gid://shopify/TaxonomyAttribute/8805  : Transmissiesteun type
gid://shopify/TaxonomyAttribute/2699  : Versnellingsbaktype
gid://shopify/TaxonomyAttribute/5478  : Zender vormfactor
gid://shopify/TaxonomyAttribute/6969  : Transparantieniveau
gid://shopify/TaxonomyAttribute/11159 : Transportkoffer type
gid://shopify/TaxonomyAttribute/5037  : Type vervoer
gid://shopify/TaxonomyAttribute/10455 : Transpositiemodi
gid://shopify/TaxonomyAttribute/11160 : Valontwerp
gid://shopify/TaxonomyAttribute/11161 : Val veerconfiguratie
gid://shopify/TaxonomyAttribute/3039  : Kenmerken prullenbak
gid://shopify/TaxonomyAttribute/6970  : Accessoires voor de reiswieg inbegrepen
gid://shopify/TaxonomyAttribute/5212  : Reiskussen functies
gid://shopify/TaxonomyAttribute/1689  : Vorm reiskussen
gid://shopify/TaxonomyAttribute/10456 : Reisspinnewiel montage vereist
gid://shopify/TaxonomyAttribute/10457 : Reisspinnewiel draagbaarheidskenmerken
gid://shopify/TaxonomyAttribute/8806  : Reistrailer apparatuur brandstoftype
gid://shopify/TaxonomyAttribute/8807  : Reistrailer afvaltanktype
gid://shopify/TaxonomyAttribute/8808  : Reistrailer stroomaansluiting (walstroom)
gid://shopify/TaxonomyAttribute/5176  : Lepel-compatibiliteit
gid://shopify/TaxonomyAttribute/11162 : Type profielpatroon
gid://shopify/TaxonomyAttribute/11163 : Loopband veiligheidssleutel type
gid://shopify/TaxonomyAttribute/11164 : Type loopbandonderdeel
gid://shopify/TaxonomyAttribute/11165 : Loopband positie
gid://shopify/TaxonomyAttribute/5291  : Behandelingsmethode
gid://shopify/TaxonomyAttribute/5203  : Behandelingsmodi
gid://shopify/TaxonomyAttribute/1564  : Behandelingsdoelstelling
gid://shopify/TaxonomyAttribute/5268  : Behandeling doelgebied
gid://shopify/TaxonomyAttribute/1756  : Textuur behandeling
gid://shopify/TaxonomyAttribute/1644  : Behandelingstype
gid://shopify/TaxonomyAttribute/6234  : Boomvorm
gid://shopify/TaxonomyAttribute/2805  : Materiaal boomstandaard
gid://shopify/TaxonomyAttribute/2108  : Ontwerp Trellis
gid://shopify/TaxonomyAttribute/10458 : Triangleslager materiaal
gid://shopify/TaxonomyAttribute/2877  : Ontwerp driewieler
gid://shopify/TaxonomyAttribute/2878  : Type driewieleraandrijving
gid://shopify/TaxonomyAttribute/10459 : Triggerinput connector
gid://shopify/TaxonomyAttribute/10460 : Triggerinput connectortype
gid://shopify/TaxonomyAttribute/10461 : Triggerinput zoneondersteuning
gid://shopify/TaxonomyAttribute/6318  : Triggertype
gid://shopify/TaxonomyAttribute/8809  : Trim- & tilt type
gid://shopify/TaxonomyAttribute/10462 : Toepassingsmethode sierlijst
gid://shopify/TaxonomyAttribute/6842  : Trim detail
gid://shopify/TaxonomyAttribute/10463 : Trim elasticiteit
gid://shopify/TaxonomyAttribute/10464 : Afwerking sierlijst
gid://shopify/TaxonomyAttribute/6235  : Draadtoevoersysteem
gid://shopify/TaxonomyAttribute/6236  : Vorm van maaidraad
gid://shopify/TaxonomyAttribute/2166  : Triptype
gid://shopify/TaxonomyAttribute/3061  : Type statiefgreep
gid://shopify/TaxonomyAttribute/3060  : Type bevestiging statief/monopod
gid://shopify/TaxonomyAttribute/2009  : Type kop voor statief en monopod
gid://shopify/TaxonomyAttribute/8810  : Trolleybus voedingssysteem type
gid://shopify/TaxonomyAttribute/2528  : Trofeeontwerp
gid://shopify/TaxonomyAttribute/8812  : Truck laadbaklengteklasse
gid://shopify/TaxonomyAttribute/8811  : Truck laadbak-/carrosserietype
gid://shopify/TaxonomyAttribute/11166 : Truck montagegatpatroon
gid://shopify/TaxonomyAttribute/11167 : Montagestijl truck
gid://shopify/TaxonomyAttribute/11168 : Truck profiel
gid://shopify/TaxonomyAttribute/2747  : Vrachtwagentype
gid://shopify/TaxonomyAttribute/10465 : Trompet beker materiaal
gid://shopify/TaxonomyAttribute/10466 : Mondpijpmateriaal trompet
gid://shopify/TaxonomyAttribute/6971  : Trundle mechanisme
gid://shopify/TaxonomyAttribute/8813  : Kofferbakonderdeel type
gid://shopify/TaxonomyAttribute/10467 : Tuba leadpipe materiaal
gid://shopify/TaxonomyAttribute/10468 : Type basis buis
gid://shopify/TaxonomyAttribute/2417  : Buiscomponent
gid://shopify/TaxonomyAttribute/2418  : Buisconfiguratie
gid://shopify/TaxonomyAttribute/10469 : Tube matchinggraad
gid://shopify/TaxonomyAttribute/11169 : Gewichtsklasse binnenband
gid://shopify/TaxonomyAttribute/11170 : Tubeless compatibel
gid://shopify/TaxonomyAttribute/10470 : Buisvorm
gid://shopify/TaxonomyAttribute/11171 : Tubulaire constructievorm
gid://shopify/TaxonomyAttribute/10471 : Tulp type (bloemvorm)
gid://shopify/TaxonomyAttribute/3286  : Ontwerp tuner
gid://shopify/TaxonomyAttribute/10472 : Tuner-invoermethodeTuner invoermethode
gid://shopify/TaxonomyAttribute/1812  : Afstemmertype
gid://shopify/TaxonomyAttribute/2588  : Ontwerp stemvork
gid://shopify/TaxonomyAttribute/2589  : Frequentie stemvork
gid://shopify/TaxonomyAttribute/10473 : Stemmechanisme
gid://shopify/TaxonomyAttribute/2399  : Afstemmodi
gid://shopify/TaxonomyAttribute/2465  : Afstemming pitch
gid://shopify/TaxonomyAttribute/2400  : Afstembereik
gid://shopify/TaxonomyAttribute/10474 : Stemsysteem
gid://shopify/TaxonomyAttribute/8814  : Richtingaanwijzer lenskleur
gid://shopify/TaxonomyAttribute/8815  : Richtingaanwijzer verlichtingsstijl
gid://shopify/TaxonomyAttribute/7988  : Knolraap- en koolraapvariëteit
gid://shopify/TaxonomyAttribute/6237  : Draaiplateautype
gid://shopify/TaxonomyAttribute/8816  : Tweeter crossover type
gid://shopify/TaxonomyAttribute/8817  : Tweeter materiaal
gid://shopify/TaxonomyAttribute/8818  : Tweeter montagetype
gid://shopify/TaxonomyAttribute/10475 : Twillrichting
gid://shopify/TaxonomyAttribute/10476 : Draairichting
gid://shopify/TaxonomyAttribute/8819  : U-joint serie/maat
gid://shopify/TaxonomyAttribute/5027  : UC-platformcertificering
gid://shopify/TaxonomyAttribute/6325  : UK kinderschoenmaat
gid://shopify/TaxonomyAttribute/6326  : UK kledingmaat
gid://shopify/TaxonomyAttribute/6327  : UK cupmaat
gid://shopify/TaxonomyAttribute/6328  : UK schoenmaat mannen
gid://shopify/TaxonomyAttribute/6329  : UK damesschoenmaat
gid://shopify/TaxonomyAttribute/6242  : UPF-classificatie
gid://shopify/TaxonomyAttribute/5576  : UPS-topologie
gid://shopify/TaxonomyAttribute/6330  : VS schoenmaat kinderen
gid://shopify/TaxonomyAttribute/6331  : VS kledingmaat
gid://shopify/TaxonomyAttribute/6332  : VS cupmaat
gid://shopify/TaxonomyAttribute/6333  : VS schoenmaat mannen
gid://shopify/TaxonomyAttribute/6334  : VS ringmaat
gid://shopify/TaxonomyAttribute/6335  : UK schoenmaat dames
gid://shopify/TaxonomyAttribute/5028  : USB-connectortype
gid://shopify/TaxonomyAttribute/1792  : USB-standaard
gid://shopify/TaxonomyAttribute/7989  : USDA honingclassificatie
gid://shopify/TaxonomyAttribute/5222  : UV-blokkeringsklasse
gid://shopify/TaxonomyAttribute/1696  : UV-bescherming
gid://shopify/TaxonomyAttribute/5284  : Uva-beschermingsgraad
gid://shopify/TaxonomyAttribute/10477 : Uilleann pipes zakmateriaal
gid://shopify/TaxonomyAttribute/10478 : Uilleann pipes handoriëntatie
gid://shopify/TaxonomyAttribute/10479 : Uilleann pipes setconfiguratie
gid://shopify/TaxonomyAttribute/10480 : Ukulele achter- en zijkanthout
gid://shopify/TaxonomyAttribute/10481 : Ukulele body cutaway
gid://shopify/TaxonomyAttribute/10482 : Ukulele bodyvorm
gid://shopify/TaxonomyAttribute/10483 : Ukulele brugmateriaal
gid://shopify/TaxonomyAttribute/10484 : Constructietype ukulele
gid://shopify/TaxonomyAttribute/10485 : Ukulele elektronica configuratie
gid://shopify/TaxonomyAttribute/10486 : Ukulele snaar re-entrant stemming
gid://shopify/TaxonomyAttribute/10487 : Ukulele bovenbladhout
gid://shopify/TaxonomyAttribute/10488 : Ukulele stemmechanisme
gid://shopify/TaxonomyAttribute/10489 : Ukulele stemmertype
gid://shopify/TaxonomyAttribute/10490 : Ukulele stemming
gid://shopify/TaxonomyAttribute/8820  : Ultralight vliegtuigvleugelconfiguratie
gid://shopify/TaxonomyAttribute/6238  : Inbegrepen accessoires voor ultrasone reiniger
gid://shopify/TaxonomyAttribute/5107  : Type echosonde
gid://shopify/TaxonomyAttribute/6239  : Type parasolvoet
gid://shopify/TaxonomyAttribute/6240  : Openingsmechanisme parasol
gid://shopify/TaxonomyAttribute/6241  : Type parasol
gid://shopify/TaxonomyAttribute/6972  : Functies onder bed
gid://shopify/TaxonomyAttribute/6843  : Underfoot strap type
gid://shopify/TaxonomyAttribute/3249  : Stijl onderhemd
gid://shopify/TaxonomyAttribute/6844  : Ondergoed pasvorm
gid://shopify/TaxonomyAttribute/6845  : Inbegrepen onderkledingstukken
gid://shopify/TaxonomyAttribute/1194  : Stijl ondergoed
gid://shopify/TaxonomyAttribute/6846  : Uniform meegeleverde onderdelen
gid://shopify/TaxonomyAttribute/6847  : Uniform rol
gid://shopify/TaxonomyAttribute/1348  : Meeteenheden
gid://shopify/TaxonomyAttribute/2661  : Updatefrequentie
gid://shopify/TaxonomyAttribute/8821  : Update methode
gid://shopify/TaxonomyAttribute/8822  : Bekledingstof voeringtype
gid://shopify/TaxonomyAttribute/8823  : Bekledingstof waterbestendigheid
gid://shopify/TaxonomyAttribute/2797  : Materiaal bekleding
gid://shopify/TaxonomyAttribute/5357  : Uplink-poorttype
gid://shopify/TaxonomyAttribute/6848  : Bovenmateriaal
gid://shopify/TaxonomyAttribute/10491 : Contrabas pickupsysteem
gid://shopify/TaxonomyAttribute/10492 : Staande piano voedingsbron
gid://shopify/TaxonomyAttribute/11172 : Urinatieapparaat kenmerken
gid://shopify/TaxonomyAttribute/8824  : Gebruik
gid://shopify/TaxonomyAttribute/1681  : Gebruiksvoorwaarden
gid://shopify/TaxonomyAttribute/5288  : Gebruiksomgeving
gid://shopify/TaxonomyAttribute/1672  : Gebruiksfrequentie
gid://shopify/TaxonomyAttribute/843   : Gebruikstype
gid://shopify/TaxonomyAttribute/11173 : Bedieningsmethode gebruiker
gid://shopify/TaxonomyAttribute/2648  : Type gebruiker
gid://shopify/TaxonomyAttribute/6243  : Flexibiliteit van keukengerei
gid://shopify/TaxonomyAttribute/6244  : Kenmerken van keukengereihouder
gid://shopify/TaxonomyAttribute/6245  : Kenmerken van lade voor keuengerei
gid://shopify/TaxonomyAttribute/2656  : Type nuts-/onderhoudstaak
gid://shopify/TaxonomyAttribute/5414  : Videorecorder configuratie
gid://shopify/TaxonomyAttribute/1880  : Ondersteuning voor VDI-protocol
gid://shopify/TaxonomyAttribute/5390  : VESA-montagepatroon
gid://shopify/TaxonomyAttribute/1512  : VG/PG-verhouding
gid://shopify/TaxonomyAttribute/8880  : VOC nalevingsstandaard
gid://shopify/TaxonomyAttribute/8881  : VOC regelgevingsklasse
gid://shopify/TaxonomyAttribute/1382  : Luchtfilteringstechnologie
gid://shopify/TaxonomyAttribute/6246  : Type stofzuigerslangkoppeling
gid://shopify/TaxonomyAttribute/8825  : Vacuüm-/boostreferentiepoort
gid://shopify/TaxonomyAttribute/6247  : Volantstijl
gid://shopify/TaxonomyAttribute/6248  : Kenmerken kledingstandaard/valet
gid://shopify/TaxonomyAttribute/11174 : Ventielbasis vorm
gid://shopify/TaxonomyAttribute/6319  : Klepconfiguratie
gid://shopify/TaxonomyAttribute/11175 : Type klepkern
gid://shopify/TaxonomyAttribute/8826  : Klepdekselpakking materiaal
gid://shopify/TaxonomyAttribute/8827  : Materiaal kleppendeksel
gid://shopify/TaxonomyAttribute/8828  : Ventielontwerp
gid://shopify/TaxonomyAttribute/10493 : Dekkingsgebied ventielbeschermer
gid://shopify/TaxonomyAttribute/6249  : Ventielhoek
gid://shopify/TaxonomyAttribute/1280  : Ventieltype
gid://shopify/TaxonomyAttribute/8829  : Klepbediening configuratie
gid://shopify/TaxonomyAttribute/2748  : Bestelwagentype
gid://shopify/TaxonomyAttribute/1511  : Vapestijl
gid://shopify/TaxonomyAttribute/10494 : Lak formuleringsbasis
gid://shopify/TaxonomyAttribute/10495 : Lak transparantie/tint
gid://shopify/TaxonomyAttribute/2067  : Toepassing vernis/afwerking
gid://shopify/TaxonomyAttribute/6250  : Vulmateriaal vaas
gid://shopify/TaxonomyAttribute/1355  : Vaasvorm
gid://shopify/TaxonomyAttribute/10496 : Plantaardig materiaal (VM) gehalte
gid://shopify/TaxonomyAttribute/7990  : Groente bereidingsstijl
gid://shopify/TaxonomyAttribute/3214  : Kenmerken voertuigalarm-/slot
gid://shopify/TaxonomyAttribute/2706  : Voertuigtoepassingsgebied
gid://shopify/TaxonomyAttribute/8830  : Voertuigaudio DSP vormfactor
gid://shopify/TaxonomyAttribute/3199  : Kenmerken voertuigaudiosysteem
gid://shopify/TaxonomyAttribute/8831  : Voertuigacculader kenmerken
gid://shopify/TaxonomyAttribute/8832  : Voertuigplamuur vorm
gid://shopify/TaxonomyAttribute/3201  : Kenmerken voertuigremmen
gid://shopify/TaxonomyAttribute/3211  : Kenmerken voertuigreinigingsartikel
gid://shopify/TaxonomyAttribute/8833  : Voertuig coaxiale luidspreker nominale maat
gid://shopify/TaxonomyAttribute/8834  : Voertuighoes maatklasse
gid://shopify/TaxonomyAttribute/3212  : Kenmerken voertuigdecor
gid://shopify/TaxonomyAttribute/8835  : Voertuigdecoratieset meegeleverde items
gid://shopify/TaxonomyAttribute/8836  : Voertuigdeurslot bedieningsmethode
gid://shopify/TaxonomyAttribute/8837  : Inhoud van kit met actuatoren voor het autodeurslot
gid://shopify/TaxonomyAttribute/8838  : Voertuigdeurslot actuator bedradingsconfiguratie
gid://shopify/TaxonomyAttribute/8839  : Voertuigdeurslot meegeleverde componenten
