# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Productos para mascotas y animales
gid://shopify/TaxonomyCategory/vp-1-5-3-6-3      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Fundas para vehículos > Cubiertas para almacenamiento de vehículos > Cubiertas para almacenamiento de motocicletas
gid://shopify/TaxonomyCategory/vp-1-5-3-6-4      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Fundas para vehículos > Cubiertas para almacenamiento de vehículos > Cubiertas de almacenamiento para vehículos recreativos
gid://shopify/TaxonomyCategory/vp-1-5-3-6-5      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Fundas para vehículos > Cubiertas para almacenamiento de vehículos > Cubiertas para almacenamiento de barcas
gid://shopify/TaxonomyCategory/vp-1-5-4          : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-1        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Pegatinas de parachoques
gid://shopify/TaxonomyCategory/vp-1-5-4-2        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Ambientadores para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-3        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Bolas para antenas de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-4        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Accesorios para salpicaderos de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-5        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Vinilos para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-6        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Conjuntos de accesorios de decoración para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-7        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Banderitas para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-8        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Emblemas para vehículos y decoraciones para capós
gid://shopify/TaxonomyCategory/vp-1-5-4-9        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Cubiertas para enganches de remolques para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-10       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Fundas para matrículas de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-11       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Marcos para matrículas de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-12       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Monturas y soportes para placas de matrícula de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-13       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Placas de matrículas de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-14       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Imanes para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-15       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Adornos para retrovisores de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-16       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Fundas para palancas de cambio de marchas para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-17       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Pomos para palancas de cambio de marchas para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-18       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Cubiertas para volantes de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-4-19       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Decoración de vehículos > Rótulos integrales para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-5          : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-5-1        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Anticongelantes para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-5-2        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Líquido para frenos de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-5-3        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Aditivos para el sistema de refrigeración
gid://shopify/TaxonomyCategory/vp-1-5-5-3-1      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Aditivos para el sistema de refrigeración > Aditivos para refrigerantes
gid://shopify/TaxonomyCategory/vp-1-5-5-3-2      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Aditivos para el sistema de refrigeración > Purga de radiadores
gid://shopify/TaxonomyCategory/vp-1-5-5-3-3      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Aditivos para el sistema de refrigeración > Selladores de radiador
gid://shopify/TaxonomyCategory/vp-1-5-5-4        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Desengrasantes de motor
gid://shopify/TaxonomyCategory/vp-1-5-5-5        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Limpiadores para sistemas de combustible de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-5-5-1      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Limpiadores para sistemas de combustible de vehículos > Limpiadores de carburador
gid://shopify/TaxonomyCategory/vp-1-5-5-5-2      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Limpiadores para sistemas de combustible de vehículos > Limpiadores completos del sistema de combustible
gid://shopify/TaxonomyCategory/vp-1-5-5-5-3      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Limpiadores para sistemas de combustible de vehículos > Limpiadores de inyectores de combustible
gid://shopify/TaxonomyCategory/vp-1-5-5-6        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Aceite para engranajes
gid://shopify/TaxonomyCategory/vp-1-5-5-7        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Fluido para embragues hidráulicos de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-5-8        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Aceite para motores de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-5-8-1      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Aceite para motores de vehículos > Aceite de motor convencional
gid://shopify/TaxonomyCategory/vp-1-5-5-8-3      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Aceite para motores de vehículos > Aceite de motor de alto kilometraje
gid://shopify/TaxonomyCategory/vp-1-5-5-8-2      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Aceite para motores de vehículos > Aceite de motor semisintético
gid://shopify/TaxonomyCategory/vp-1-5-5-8-4      : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Aceite para motores de vehículos > Aceite de motor sintético
gid://shopify/TaxonomyCategory/vp-1-5-5-9        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Aditivos para el rendimiento de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-5-10       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Fluido para la dirección asistida de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-5-11       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Fluido para la transmisión de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-5-12       : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Líquidos para vehículos > Fluido para parabrisas de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-6          : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Pintura de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-6-1        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Pintura de vehículos > Pintura de chapa de vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-5-6-2        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Pintura de vehículos > Pintura para mordazas de frenos de vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-5-7          : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Herramientas específicas y de reparación para vehículos
gid://shopify/TaxonomyCategory/vp-1-5-7-1        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Herramientas específicas y de reparación para vehículos > Kits de mantenimiento de frenos de vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-5-7-2        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Herramientas específicas y de reparación para vehículos > Herramientas de alineación y desmontaje de embragues de vehículos motorizados
gid://shopify/TaxonomyCategory/vp-1-5-7-3        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Herramientas específicas y de reparación para vehículos > Cargadores de baterías de vehículos
gid://shopify/TaxonomyCategory/vp-1-5-7-4        : Vehículos y recambios > Piezas y accesorios para vehículos > Mantenimiento, cuidado y decoración de vehículos > Herramientas específicas y de reparación para vehículos > Comprobadores de baterías para vehículos
