# Shopify Product Taxonomy - Categories: 2025-08-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Animais e produtos para animais de estimação
gid://shopify/TaxonomyCategory/hg-18-2-1-2       : Casa e jardim > Piscina e spa > Acessórios para sauna > Baldes e conchas para sauna > Conchas de sauna
gid://shopify/TaxonomyCategory/hg-18-2-2         : Casa e jardim > Piscina e spa > Acessórios para sauna > Aquecedores de sauna
gid://shopify/TaxonomyCategory/hg-18-2-3         : Casa e jardim > Piscina e spa > Acessórios para sauna > Kits para sauna
gid://shopify/TaxonomyCategory/hg-18-3           : Casa e jardim > Piscina e spa > Saunas
gid://shopify/TaxonomyCategory/hg-18-4           : Casa e jardim > Piscina e spa > Spas
gid://shopify/TaxonomyCategory/hg-18-5           : Casa e jardim > Piscina e spa > Piscinas
gid://shopify/TaxonomyCategory/hg-19             : Casa e jardim > Acessórios para fumantes
gid://shopify/TaxonomyCategory/hg-19-1           : Casa e jardim > Acessórios para fumantes > Cinzeiros
gid://shopify/TaxonomyCategory/hg-19-2           : Casa e jardim > Acessórios para fumantes > Estojos de charutos
gid://shopify/TaxonomyCategory/hg-19-3           : Casa e jardim > Acessórios para fumantes > Cortadores de charutos
gid://shopify/TaxonomyCategory/hg-19-3-1         : Casa e jardim > Acessórios para fumantes > Cortadores de charutos > Cortadores de charuto
gid://shopify/TaxonomyCategory/hg-19-3-2         : Casa e jardim > Acessórios para fumantes > Cortadores de charutos > Furadores de charuto
gid://shopify/TaxonomyCategory/hg-19-4           : Casa e jardim > Acessórios para fumantes > Estojos de cigarros
gid://shopify/TaxonomyCategory/hg-19-5           : Casa e jardim > Acessórios para fumantes > Piteiras
gid://shopify/TaxonomyCategory/hg-19-6           : Casa e jardim > Acessórios para fumantes > Acessórios para humidor
gid://shopify/TaxonomyCategory/hg-19-7           : Casa e jardim > Acessórios para fumantes > Humidores
gid://shopify/TaxonomyCategory/hg-20             : Casa e jardim > Capas e estojos para guarda-chuvas
gid://shopify/TaxonomyCategory/hg-20-1           : Casa e jardim > Capas e estojos para guarda-chuvas > Estojos para guarda-chuva
gid://shopify/TaxonomyCategory/hg-20-2           : Casa e jardim > Capas e estojos para guarda-chuvas > Capas para guarda-chuva
gid://shopify/TaxonomyCategory/hg-21             : Casa e jardim > Fogões à lenha
gid://shopify/TaxonomyCategory/lb                : Malas e bolsas
gid://shopify/TaxonomyCategory/lb-1              : Malas e bolsas > Mochilas
gid://shopify/TaxonomyCategory/lb-1-15           : Malas e bolsas > Mochilas > Mochilas para caminhadas
gid://shopify/TaxonomyCategory/lb-1-16           : Malas e bolsas > Mochilas > Mochilas para laptop
gid://shopify/TaxonomyCategory/lb-1-17           : Malas e bolsas > Mochilas > Mochilas militares
gid://shopify/TaxonomyCategory/lb-1-12           : Malas e bolsas > Mochilas > Mochilas escolares
gid://shopify/TaxonomyCategory/lb-2              : Malas e bolsas > Pastas
gid://shopify/TaxonomyCategory/lb-3              : Malas e bolsas > Nécessaires de cosmética e higiene
gid://shopify/TaxonomyCategory/lb-3-3            : Malas e bolsas > Nécessaires de cosmética e higiene > Bolsas de maquiagem
gid://shopify/TaxonomyCategory/lb-3-4            : Malas e bolsas > Nécessaires de cosmética e higiene > Nécessaires
gid://shopify/TaxonomyCategory/lb-3-5            : Malas e bolsas > Nécessaires de cosmética e higiene > Bolsas organizadoras de viagem
gid://shopify/TaxonomyCategory/lb-4              : Malas e bolsas > Bolsas para fraldas
gid://shopify/TaxonomyCategory/lb-5              : Malas e bolsas > Caixas impermeáveis
gid://shopify/TaxonomyCategory/lb-6              : Malas e bolsas > Mochilas de viagem
gid://shopify/TaxonomyCategory/lb-6-1            : Malas e bolsas > Mochilas de viagem > Mochilas para ginástica
gid://shopify/TaxonomyCategory/lb-7              : Malas e bolsas > Pochetes
gid://shopify/TaxonomyCategory/lb-8              : Malas e bolsas > Sacos para proteger roupas
gid://shopify/TaxonomyCategory/lb-15             : Malas e bolsas > Bolsas para laptop
gid://shopify/TaxonomyCategory/lb-9              : Malas e bolsas > Acessórios para malas
gid://shopify/TaxonomyCategory/lb-9-1            : Malas e bolsas > Acessórios para malas > Forros e espumas para caixas impermeáveis
gid://shopify/TaxonomyCategory/lb-9-2            : Malas e bolsas > Acessórios para malas > Capas de proteção para mochilas
gid://shopify/TaxonomyCategory/lb-9-3            : Malas e bolsas > Acessórios para malas > Suportes para malas
gid://shopify/TaxonomyCategory/lb-9-4            : Malas e bolsas > Acessórios para malas > Alças de bagagem
gid://shopify/TaxonomyCategory/lb-9-5            : Malas e bolsas > Acessórios para malas > Etiquetas de bagagem
gid://shopify/TaxonomyCategory/lb-9-6            : Malas e bolsas > Acessórios para malas > Organizadores de embalagem
gid://shopify/TaxonomyCategory/lb-9-7            : Malas e bolsas > Acessórios para malas > Garrafas e recipientes de viagem
gid://shopify/TaxonomyCategory/lb-9-8            : Malas e bolsas > Acessórios para malas > Bolsas de viagens
gid://shopify/TaxonomyCategory/lb-10             : Malas e bolsas > Bolsas a tiracolo
gid://shopify/TaxonomyCategory/lb-11             : Malas e bolsas > Sacolas de compras
gid://shopify/TaxonomyCategory/lb-12             : Malas e bolsas > Maletas
gid://shopify/TaxonomyCategory/lb-12-2           : Malas e bolsas > Maletas > Malas de mão
gid://shopify/TaxonomyCategory/lb-12-3           : Malas e bolsas > Maletas > Malas despachadas
gid://shopify/TaxonomyCategory/lb-12-5           : Malas e bolsas > Maletas > Malas infantis
gid://shopify/TaxonomyCategory/lb-12-9           : Malas e bolsas > Maletas > Conjuntos de malas de viagem
gid://shopify/TaxonomyCategory/lb-13             : Malas e bolsas > Sacola de compras
gid://shopify/TaxonomyCategory/lb-14             : Malas e bolsas > Maletas para cosméticos
gid://shopify/TaxonomyCategory/ma                : Adultos
gid://shopify/TaxonomyCategory/ma-1              : Adultos > Erótico
gid://shopify/TaxonomyCategory/ma-1-6            : Adultos > Erótico > Livros eróticos
gid://shopify/TaxonomyCategory/ma-1-1            : Adultos > Erótico > Roupas eróticas
gid://shopify/TaxonomyCategory/ma-1-2            : Adultos > Erótico > Comidas afrodisíacas
gid://shopify/TaxonomyCategory/ma-1-3            : Adultos > Erótico > Revistas eróticas
gid://shopify/TaxonomyCategory/ma-1-5            : Adultos > Erótico > Vídeos eróticos
gid://shopify/TaxonomyCategory/ma-1-4            : Adultos > Erótico > Brinquedos e jogos eróticos
gid://shopify/TaxonomyCategory/ma-2              : Adultos > Armas e acessórios para armas
gid://shopify/TaxonomyCategory/ma-2-1            : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas
gid://shopify/TaxonomyCategory/ma-2-1-1          : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Munição
gid://shopify/TaxonomyCategory/ma-2-1-2          : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Caixas e suportes de munição
gid://shopify/TaxonomyCategory/ma-2-1-3          : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Acessórios e equipamentos de recarga
gid://shopify/TaxonomyCategory/ma-2-1-3-1        : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Acessórios e equipamentos de recarga > Prensas para recarga de munição
gid://shopify/TaxonomyCategory/ma-2-1-4          : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Estojos e bolsas para armas
gid://shopify/TaxonomyCategory/ma-2-1-5          : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Limpeza de armas
gid://shopify/TaxonomyCategory/ma-2-1-5-1        : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Limpeza de armas > Panos e cotonetes de limpeza
gid://shopify/TaxonomyCategory/ma-2-1-5-2        : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Limpeza de armas > Esponjas de limpeza
gid://shopify/TaxonomyCategory/ma-2-1-5-3        : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Limpeza de armas > Solventes de limpeza
gid://shopify/TaxonomyCategory/ma-2-1-6          : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Punhos de armas
gid://shopify/TaxonomyCategory/ma-2-1-7          : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Coldres para armas
gid://shopify/TaxonomyCategory/ma-2-1-8          : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Luzes de armas
gid://shopify/TaxonomyCategory/ma-2-1-9          : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Armas com trilho
gid://shopify/TaxonomyCategory/ma-2-1-10         : Adultos > Armas e acessórios para armas > Acessórios e cuidados para armas > Armas de estilingue
gid://shopify/TaxonomyCategory/ma-2-2            : Adultos > Armas e acessórios para armas > Armas
gid://shopify/TaxonomyCategory/ma-2-2-1          : Adultos > Armas e acessórios para armas > Armas > Soco inglês
gid://shopify/TaxonomyCategory/ma-2-2-2          : Adultos > Armas e acessórios para armas > Armas > Porretes e bastões
gid://shopify/TaxonomyCategory/ma-2-2-3          : Adultos > Armas e acessórios para armas > Armas > Facas militares
gid://shopify/TaxonomyCategory/ma-2-2-12         : Adultos > Armas e acessórios para armas > Armas > Armas
gid://shopify/TaxonomyCategory/ma-2-2-4          : Adultos > Armas e acessórios para armas > Armas > Spray de pimenta
gid://shopify/TaxonomyCategory/ma-2-2-5          : Adultos > Armas e acessórios para armas > Armas > Nunchaku
gid://shopify/TaxonomyCategory/ma-2-2-6          : Adultos > Armas e acessórios para armas > Armas > Lanças e azagaias
gid://shopify/TaxonomyCategory/ma-2-2-7          : Adultos > Armas e acessórios para armas > Armas > Armas de bastão
gid://shopify/TaxonomyCategory/ma-2-2-8          : Adultos > Armas e acessórios para armas > Armas > Armas imobilizadoras
gid://shopify/TaxonomyCategory/ma-2-2-9          : Adultos > Armas e acessórios para armas > Armas > Espadas
gid://shopify/TaxonomyCategory/ma-2-2-10         : Adultos > Armas e acessórios para armas > Armas > Estrelas de arremesso
gid://shopify/TaxonomyCategory/ma-2-2-11         : Adultos > Armas e acessórios para armas > Armas > Chicotes
gid://shopify/TaxonomyCategory/me                : Mídia
gid://shopify/TaxonomyCategory/me-8              : Mídia > Artigos e estudos acadêmicos
gid://shopify/TaxonomyCategory/me-1              : Mídia > Livros
gid://shopify/TaxonomyCategory/me-1-1            : Mídia > Livros > Audiolivros
gid://shopify/TaxonomyCategory/me-1-2            : Mídia > Livros > E-books
gid://shopify/TaxonomyCategory/me-1-3            : Mídia > Livros > Livros impressos
gid://shopify/TaxonomyCategory/me-2              : Mídia > Revistas e jornais
gid://shopify/TaxonomyCategory/me-2-1            : Mídia > Revistas e jornais > Revistas
gid://shopify/TaxonomyCategory/me-2-1-1          : Mídia > Revistas e jornais > Revistas > Revistas de consumo
gid://shopify/TaxonomyCategory/me-2-1-2          : Mídia > Revistas e jornais > Revistas > Revistas internas
gid://shopify/TaxonomyCategory/me-2-1-3          : Mídia > Revistas e jornais > Revistas > Revistas profissionais
gid://shopify/TaxonomyCategory/me-2-2            : Mídia > Revistas e jornais > Jornais
gid://shopify/TaxonomyCategory/me-2-2-1          : Mídia > Revistas e jornais > Jornais > Jornais internacionais
gid://shopify/TaxonomyCategory/me-2-2-2          : Mídia > Revistas e jornais > Jornais > Jornais locais
gid://shopify/TaxonomyCategory/me-2-2-3          : Mídia > Revistas e jornais > Jornais > Jornais nacionais
gid://shopify/TaxonomyCategory/me-3              : Mídia > Gravações de músicas
gid://shopify/TaxonomyCategory/me-3-1            : Mídia > Gravações de músicas > Downloads de música digital
gid://shopify/TaxonomyCategory/me-3-3            : Mídia > Gravações de músicas > CDs de música
gid://shopify/TaxonomyCategory/me-3-2            : Mídia > Gravações de músicas > Fitas cassete de música
gid://shopify/TaxonomyCategory/me-3-4            : Mídia > Gravações de músicas > Discos e LPs
gid://shopify/TaxonomyCategory/me-3-5            : Mídia > Gravações de músicas > Palavras faladas e gravações de campo
gid://shopify/TaxonomyCategory/me-3-6            : Mídia > Gravações de músicas > Vinil
gid://shopify/TaxonomyCategory/me-4              : Mídia > Podcasts e transmissões ao vivo
gid://shopify/TaxonomyCategory/me-4-1            : Mídia > Podcasts e transmissões ao vivo > Transmissões ao vivo
gid://shopify/TaxonomyCategory/me-4-2            : Mídia > Podcasts e transmissões ao vivo > Podcasts
gid://shopify/TaxonomyCategory/me-4-3            : Mídia > Podcasts e transmissões ao vivo > Programas de rádio
gid://shopify/TaxonomyCategory/me-5              : Mídia > Manuais de produtos
gid://shopify/TaxonomyCategory/me-6              : Mídia > Partitura
gid://shopify/TaxonomyCategory/me-7              : Mídia > Vídeos
gid://shopify/TaxonomyCategory/me-7-1            : Mídia > Vídeos > Blu-ray
gid://shopify/TaxonomyCategory/me-7-3            : Mídia > Vídeos > DVDs
gid://shopify/TaxonomyCategory/me-7-2            : Mídia > Vídeos > Downloads digitais
gid://shopify/TaxonomyCategory/me-7-4            : Mídia > Vídeos > Fitas VHS
gid://shopify/TaxonomyCategory/os                : Materiais de escritório
gid://shopify/TaxonomyCategory/os-1              : Materiais de escritório > Acessórios para livros
gid://shopify/TaxonomyCategory/os-1-1            : Materiais de escritório > Acessórios para livros > Capas de livros
gid://shopify/TaxonomyCategory/os-1-2            : Materiais de escritório > Acessórios para livros > Luminárias para leitura
gid://shopify/TaxonomyCategory/os-1-3            : Materiais de escritório > Acessórios para livros > Suportes e descansos para livros
gid://shopify/TaxonomyCategory/os-1-4            : Materiais de escritório > Acessórios para livros > Marcadores de livros
gid://shopify/TaxonomyCategory/os-2              : Materiais de escritório > Mata-borrões para escrivaninhas
gid://shopify/TaxonomyCategory/os-3              : Materiais de escritório > Arquivamento e organização
gid://shopify/TaxonomyCategory/os-3-1            : Materiais de escritório > Arquivamento e organização > Agendas de endereços
gid://shopify/TaxonomyCategory/os-3-2            : Materiais de escritório > Arquivamento e organização > Suprimentos para encadernação
gid://shopify/TaxonomyCategory/os-3-2-1          : Materiais de escritório > Arquivamento e organização > Suprimentos para encadernação > Acessórios para fichários
gid://shopify/TaxonomyCategory/os-3-2-1-1        : Materiais de escritório > Arquivamento e organização > Suprimentos para encadernação > Acessórios para fichários > Anéis para encadernação
gid://shopify/TaxonomyCategory/os-3-2-1-2        : Materiais de escritório > Arquivamento e organização > Suprimentos para encadernação > Acessórios para fichários > Divisores indexadores
