# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : Дизайн 3D-очков
gid://shopify/TaxonomyAttribute/10467 : Материал входного трубопровода тубы
gid://shopify/TaxonomyAttribute/10468 : Тип основания трубки
gid://shopify/TaxonomyAttribute/2417  : Компонент лампы
gid://shopify/TaxonomyAttribute/2418  : Конфигурация ламп
gid://shopify/TaxonomyAttribute/10469 : Степень подбора ламп
gid://shopify/TaxonomyAttribute/11169 : Категория веса трубки
gid://shopify/TaxonomyAttribute/11170 : Совместимость с бескамерными шинами
gid://shopify/TaxonomyAttribute/10470 : Форма трубок
gid://shopify/TaxonomyAttribute/11171 : Тип трубчатой конструкции
gid://shopify/TaxonomyAttribute/10471 : Тип тюльпана (форма цветка)
gid://shopify/TaxonomyAttribute/3286  : Конструкция тюнера
gid://shopify/TaxonomyAttribute/10472 : Метод входного сигнала тюнера
gid://shopify/TaxonomyAttribute/1812  : Тип тюнера
gid://shopify/TaxonomyAttribute/2588  : Конструкция камертона
gid://shopify/TaxonomyAttribute/2589  : Частота камертона
gid://shopify/TaxonomyAttribute/10473 : Механизм настройки
gid://shopify/TaxonomyAttribute/2399  : Режимы настройки
gid://shopify/TaxonomyAttribute/2465  : Частота настройки
gid://shopify/TaxonomyAttribute/2400  : Диапазон настройки
gid://shopify/TaxonomyAttribute/10474 : Система настройки
gid://shopify/TaxonomyAttribute/8814  : Цвет линзы указателя поворота
gid://shopify/TaxonomyAttribute/8815  : Стиль подсветки указателя поворота
gid://shopify/TaxonomyAttribute/7988  : Сорт репы или брюквы
gid://shopify/TaxonomyAttribute/6237  : Тип поворотного стола
gid://shopify/TaxonomyAttribute/8816  : Тип кроссовера твитера
gid://shopify/TaxonomyAttribute/8817  : Материал твитера
gid://shopify/TaxonomyAttribute/8818  : Тип крепления твитера
gid://shopify/TaxonomyAttribute/10475 : Направление саржи
gid://shopify/TaxonomyAttribute/10476 : Направление скрутки
gid://shopify/TaxonomyAttribute/8819  : Серия или размер карданного шарнира
gid://shopify/TaxonomyAttribute/5027  : Сертификация для платформ УК
gid://shopify/TaxonomyAttribute/6325  : Размер детской обуви UK
gid://shopify/TaxonomyAttribute/6326  : Размер одежды UK
gid://shopify/TaxonomyAttribute/6327  : Размер чашки бюстгальтера UK
gid://shopify/TaxonomyAttribute/6328  : Размер мужской обуви UK
gid://shopify/TaxonomyAttribute/6329  : Размер женской обуви UK
gid://shopify/TaxonomyAttribute/6242  : Уровень защиты UPF
gid://shopify/TaxonomyAttribute/5576  : Топология ИБП
gid://shopify/TaxonomyAttribute/6330  : Размер детской обуви US
gid://shopify/TaxonomyAttribute/6331  : Размер одежды US
gid://shopify/TaxonomyAttribute/6332  : Размер чашки бюстгальтера US
gid://shopify/TaxonomyAttribute/6333  : Размер мужской обуви US
gid://shopify/TaxonomyAttribute/6334  : Размер кольца US
gid://shopify/TaxonomyAttribute/6335  : Размер женской обуви US
gid://shopify/TaxonomyAttribute/5028  : Тип разъема USB
gid://shopify/TaxonomyAttribute/1792  : Стандарт USB
gid://shopify/TaxonomyAttribute/7989  : Класс меда USDA
gid://shopify/TaxonomyAttribute/5222  : Класс блокировки УФ-излучения
gid://shopify/TaxonomyAttribute/1696  : Защита от ультрафиолетового излучения
gid://shopify/TaxonomyAttribute/5284  : Степень защиты от УФА-излучения
gid://shopify/TaxonomyAttribute/10477 : Материал мешка ирландской волынки
gid://shopify/TaxonomyAttribute/10478 : Ориентация ирландской волынки
gid://shopify/TaxonomyAttribute/10479 : Конфигурация набора ирландской волынки
gid://shopify/TaxonomyAttribute/10480 : Древесина задней и боковых частей укулеле
gid://shopify/TaxonomyAttribute/10481 : Вырез корпуса укулеле
gid://shopify/TaxonomyAttribute/10482 : Форма корпуса укулеле
gid://shopify/TaxonomyAttribute/10483 : Материал бриджа укулеле
gid://shopify/TaxonomyAttribute/10484 : Тип конструкции укулеле
gid://shopify/TaxonomyAttribute/10485 : Конфигурация электроники укулеле
gid://shopify/TaxonomyAttribute/10486 : Реентерабельный строй струн укулеле
gid://shopify/TaxonomyAttribute/10487 : Древесина верхней деки укулеле
gid://shopify/TaxonomyAttribute/10488 : Механизм колков укулеле
gid://shopify/TaxonomyAttribute/10489 : Тип колков укулеле
gid://shopify/TaxonomyAttribute/10490 : Строй укулеле
gid://shopify/TaxonomyAttribute/8820  : Конфигурация крыла сверхлегкого летательного аппарата
gid://shopify/TaxonomyAttribute/6238  : Комплектация ультразвукового очистителя
gid://shopify/TaxonomyAttribute/5107  : Тип ультразвукового датчика
gid://shopify/TaxonomyAttribute/6239  : Тип основания зонта
gid://shopify/TaxonomyAttribute/6240  : Механизм раскрытия зонта
gid://shopify/TaxonomyAttribute/6241  : Тип зонта
gid://shopify/TaxonomyAttribute/6972  : Функциональность подкроватного пространства
gid://shopify/TaxonomyAttribute/6843  : Тип ремня под стопой
gid://shopify/TaxonomyAttribute/3249  : Фасон майки
gid://shopify/TaxonomyAttribute/6844  : Посадка нижнего белья
gid://shopify/TaxonomyAttribute/6845  : Состав нижнего белья
gid://shopify/TaxonomyAttribute/1194  : Фасон нижнего белья
gid://shopify/TaxonomyAttribute/6846  : Комплект элементов униформы
gid://shopify/TaxonomyAttribute/6847  : Назначение униформы
gid://shopify/TaxonomyAttribute/1348  : Единицы измерения
gid://shopify/TaxonomyAttribute/2661  : Частота обновления
gid://shopify/TaxonomyAttribute/8821  : Метод обновления
gid://shopify/TaxonomyAttribute/8822  : Тип основы обивочной ткани
gid://shopify/TaxonomyAttribute/8823  : Водостойкость обивочной ткани
gid://shopify/TaxonomyAttribute/2797  : Материал обивки
gid://shopify/TaxonomyAttribute/5357  : Тип порта восходящей связи
gid://shopify/TaxonomyAttribute/6848  : Материал верха
gid://shopify/TaxonomyAttribute/10491 : Система звукоснимателя контрабаса
gid://shopify/TaxonomyAttribute/10492 : Источник питания пианино
gid://shopify/TaxonomyAttribute/11172 : Особенности устройства для мочеиспускания
gid://shopify/TaxonomyAttribute/8824  : Назначение
gid://shopify/TaxonomyAttribute/1681  : Условия использования
gid://shopify/TaxonomyAttribute/5288  : Среда использования
gid://shopify/TaxonomyAttribute/1672  : Частота использования
gid://shopify/TaxonomyAttribute/843   : Тип использования
gid://shopify/TaxonomyAttribute/11173 : Метод управления пользователем
