# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Životinje i potrepštine za kućne ljubimce
gid://shopify/TaxonomyCategory/sg-4-1-2-7-2      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Odjeća za plovidbu i vodene sportove > Ronilačko odijelo > Kratko ronilačko odijelo
gid://shopify/TaxonomyCategory/sg-4-1-12         : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Zaštitna oprema za plovidbu i vodene sportove
gid://shopify/TaxonomyCategory/sg-4-1-12-1       : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Zaštitna oprema za plovidbu i vodene sportove > Oprema za zaštitu očiju za plovidbu i vodene sportove
gid://shopify/TaxonomyCategory/sg-4-1-12-2       : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Zaštitna oprema za plovidbu i vodene sportove > Kacige za vodene sportove
gid://shopify/TaxonomyCategory/sg-4-1-3          : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom
gid://shopify/TaxonomyCategory/sg-4-1-3-1        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Kompenzatori uzgona
gid://shopify/TaxonomyCategory/sg-4-1-3-2        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Ronilačka računala
gid://shopify/TaxonomyCategory/sg-4-1-3-3        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Kompleti opreme za ronjenje i ronjenje s disalicom
gid://shopify/TaxonomyCategory/sg-4-1-3-4        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Peraje za ronjenje i ronjenje s disalicom
gid://shopify/TaxonomyCategory/sg-4-1-3-4-1      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Peraje za ronjenje i ronjenje s disalicom > Peraje u obliku vesla
gid://shopify/TaxonomyCategory/sg-4-1-3-4-2      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Peraje za ronjenje i ronjenje s disalicom > Razdvojene peraje
gid://shopify/TaxonomyCategory/sg-4-1-3-5        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Maske za ronjenje
gid://shopify/TaxonomyCategory/sg-4-1-3-6        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Ronilački pojasevi
gid://shopify/TaxonomyCategory/sg-4-1-3-7        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Ronilački noževi i škare
gid://shopify/TaxonomyCategory/sg-4-1-3-7-1      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Ronilački noževi i škare > Ronilački noževi
gid://shopify/TaxonomyCategory/sg-4-1-3-7-2      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Ronilački noževi i škare > Ronilačke škare
gid://shopify/TaxonomyCategory/sg-4-1-3-8        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Regulator za ronjenje
gid://shopify/TaxonomyCategory/sg-4-1-3-9        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Disalice
gid://shopify/TaxonomyCategory/sg-4-1-3-9-1      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Disalice > Disalice s nepovratnim ventilom
gid://shopify/TaxonomyCategory/sg-4-1-3-9-2      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Disalice > Disalice sa zaštitom od valova
gid://shopify/TaxonomyCategory/sg-4-1-3-9-3      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Ronjenje i ronjenje s disalicom > Disalice > Tradicionalne disalice
gid://shopify/TaxonomyCategory/sg-4-1-4          : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Kitesurfing
gid://shopify/TaxonomyCategory/sg-4-1-4-1        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Kitesurfing > Torbe za kiteboard daske
gid://shopify/TaxonomyCategory/sg-4-1-4-2        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Kitesurfing > Dijelovi kiteboard daske
gid://shopify/TaxonomyCategory/sg-4-1-4-2-1      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Kitesurfing > Dijelovi kiteboard daske > Peraje za kiteboard dasku
gid://shopify/TaxonomyCategory/sg-4-1-4-2-2      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Kitesurfing > Dijelovi kiteboard daske > Trake za kiteboard dasku
gid://shopify/TaxonomyCategory/sg-4-1-4-2-3      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Kitesurfing > Dijelovi kiteboard daske > Ručke za kiteboard dasku
gid://shopify/TaxonomyCategory/sg-4-1-4-2-4      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Kitesurfing > Dijelovi kiteboard daske > Rocker linije za kiteboard dasku
gid://shopify/TaxonomyCategory/sg-4-1-4-3        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Kitesurfing > Kiteboard daske
gid://shopify/TaxonomyCategory/sg-4-1-4-4        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Kitesurfing > Oprema za kitesurfing i windsurfing
gid://shopify/TaxonomyCategory/sg-4-1-4-5        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Kitesurfing > Zmajevi za kitesurfing
gid://shopify/TaxonomyCategory/sg-4-1-5          : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje
gid://shopify/TaxonomyCategory/sg-4-1-5-1        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Bodyboard daske
gid://shopify/TaxonomyCategory/sg-4-1-5-2        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > SUP daska
gid://shopify/TaxonomyCategory/sg-4-1-5-3        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Skimboard daske
gid://shopify/TaxonomyCategory/sg-4-1-5-4        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Konop za surfanje
gid://shopify/TaxonomyCategory/sg-4-1-5-5        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Torbe za dasku za surfanje
gid://shopify/TaxonomyCategory/sg-4-1-5-6        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Peraje za dasku za surfanje
gid://shopify/TaxonomyCategory/sg-4-1-5-7        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Vosak za dasku za surfanje
gid://shopify/TaxonomyCategory/sg-4-1-5-8        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Daske za surfanje
gid://shopify/TaxonomyCategory/sg-4-1-5-8-1      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Daske za surfanje > Longboard daske za surfanje
gid://shopify/TaxonomyCategory/sg-4-1-5-8-2      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Daske za surfanje > Shortboard daske za surfanje
gid://shopify/TaxonomyCategory/sg-4-1-5-8-3      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Daske za surfanje > SUP daske
gid://shopify/TaxonomyCategory/sg-4-1-5-8-4      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Daske za surfanje > Waveski daske
gid://shopify/TaxonomyCategory/sg-4-1-5-9        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Rukavice za surfanje
gid://shopify/TaxonomyCategory/sg-4-1-5-10       : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Surfanje > Jastučići za rep za surfanje
gid://shopify/TaxonomyCategory/sg-4-1-6          : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-1        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dječja pomagala za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-1-1      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dječja pomagala za plivanje > Naramenice za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-1-2      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dječja pomagala za plivanje > Daske za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-1-3      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dječja pomagala za plivanje > Plutače za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-1-4      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dječja pomagala za plivanje > Diskovi za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-1-5      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dječja pomagala za plivanje > Peraje za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-1-6      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dječja pomagala za plivanje > Kickboard daske za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-1-7      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dječja pomagala za plivanje > Kolutovi za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-1-8      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dječja pomagala za plivanje > Kolutovi sa sjedalicom za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-1-9      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dječja pomagala za plivanje > Trenerke za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-1-10     : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dječja pomagala za plivanje > Prsluci za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-2        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Ručne lopatice
gid://shopify/TaxonomyCategory/sg-4-1-6-3        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Kickboard daske
gid://shopify/TaxonomyCategory/sg-4-1-6-4        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Pjenasta plutača za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-5        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Pojasevi za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-6        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Kape za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-7        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Rukavice za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-8        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dodaci za naočale i maske za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-8-1      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dodaci za naočale i maske za plivanje > Leće za masku za ronjenje
gid://shopify/TaxonomyCategory/sg-4-1-6-8-2      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Dodaci za naočale i maske za plivanje > Futrole za naočale i maske za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-9        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Naočale i maske za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-10       : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Utezi za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-11       : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Peraje za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-11-1     : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Peraje za plivanje > Monoperaja
gid://shopify/TaxonomyCategory/sg-4-1-6-11-2     : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Peraje za plivanje > Peraje za trening
gid://shopify/TaxonomyCategory/sg-4-1-6-12       : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Sprave za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-6-13       : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Plivanje > Štipaljke za nos za plivanje
gid://shopify/TaxonomyCategory/sg-4-1-7          : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi
gid://shopify/TaxonomyCategory/sg-4-1-7-1        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Kneeboard
gid://shopify/TaxonomyCategory/sg-4-1-7-1-1      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Kneeboard > Kneeboard daske
gid://shopify/TaxonomyCategory/sg-4-1-7-2        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Vučne splavi i jastuci
gid://shopify/TaxonomyCategory/sg-4-1-7-3        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Rukavice za vučne vodene sportove
gid://shopify/TaxonomyCategory/sg-4-1-7-4        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Wakeboard
gid://shopify/TaxonomyCategory/sg-4-1-7-4-1      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Wakeboard > Vezice za kiteboard i wakeboard daske
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Wakeboard > Dijelovi wakeboard daske
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2-1    : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Wakeboard > Dijelovi wakeboard daske > Vezice za wakeboard daske
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2-2    : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Wakeboard > Dijelovi wakeboard daske > Peraje za wakeboard daske
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2-3    : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Wakeboard > Dijelovi wakeboard daske > Ručke za wakeboard daske
gid://shopify/TaxonomyCategory/sg-4-1-7-4-2-4    : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Wakeboard > Dijelovi wakeboard daske > Užad za wakeboard daske
gid://shopify/TaxonomyCategory/sg-4-1-7-4-3      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Wakeboard > Wakeboard daske
gid://shopify/TaxonomyCategory/sg-4-1-7-5        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Skijanje na vodi
gid://shopify/TaxonomyCategory/sg-4-1-7-5-1      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Skijanje na vodi > Sjedeće hidrogliser daske
gid://shopify/TaxonomyCategory/sg-4-1-7-5-2      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Skijanje na vodi > Vezice za skijanje na vodi
gid://shopify/TaxonomyCategory/sg-4-1-7-5-3      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Skijanje na vodi > Kovčezi i torbe za skije za vodu
gid://shopify/TaxonomyCategory/sg-4-1-7-5-4      : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Skijanje na vodi > Skije za vodu
gid://shopify/TaxonomyCategory/sg-4-1-7-5-4-1    : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Skijanje na vodi > Skije za vodu > Kombinirane skije za vodu
gid://shopify/TaxonomyCategory/sg-4-1-7-5-4-2    : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Skijanje na vodi > Skije za vodu > Slalom skije za vodu
gid://shopify/TaxonomyCategory/sg-4-1-7-5-4-3    : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Skijanje na vodi > Skije za vodu > Skije za vodu za trikove
gid://shopify/TaxonomyCategory/sg-4-1-7-6        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Vučni vodeni sportovi > Kabel za vuču za vodene sportove
gid://shopify/TaxonomyCategory/sg-4-1-8          : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Stalci za pohranu plovila
gid://shopify/TaxonomyCategory/sg-4-1-8-1        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Stalci za pohranu plovila > Stalci za pohranu čamca
gid://shopify/TaxonomyCategory/sg-4-1-8-2        : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Stalci za pohranu plovila > Stalci za pohranu dasaka za vodene sportove
gid://shopify/TaxonomyCategory/sg-4-1-11         : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Windfoiling
gid://shopify/TaxonomyCategory/sg-4-1-11-5       : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Windfoiling > Dodaci za windfoiling
gid://shopify/TaxonomyCategory/sg-4-1-11-5-1     : Sportska oprema > Rekreacija na otvorenom > Plovidba i vodeni sportovi > Windfoiling > Dodaci za windfoiling > Torbe i navlake za opremu za windfoiling
