# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-Brillen-Passform-Design
gid://shopify/TaxonomyAttribute/10461 : Unterstützung für Trigger-Eingangszonen
gid://shopify/TaxonomyAttribute/6318  : Auslösertyp
gid://shopify/TaxonomyAttribute/8809  : Trimm- und Neigungsart
gid://shopify/TaxonomyAttribute/10462 : Befestigungsmethode der Bordüre
gid://shopify/TaxonomyAttribute/6842  : Besatzdetails
gid://shopify/TaxonomyAttribute/10463 : Elastizität des Besatzes
gid://shopify/TaxonomyAttribute/10464 : Oberflächentextur der Bordüre
gid://shopify/TaxonomyAttribute/6235  : Fadenzufuhrsystem für Trimmer
gid://shopify/TaxonomyAttribute/6236  : Form des Trimmerfadens
gid://shopify/TaxonomyAttribute/2166  : Auslösungstyp
gid://shopify/TaxonomyAttribute/3061  : Stativgrifftyp
gid://shopify/TaxonomyAttribute/3060  : Stativ-/Einbeinstativ-Befestigungstyp
gid://shopify/TaxonomyAttribute/2009  : Kopftyp des Stativs
gid://shopify/TaxonomyAttribute/8810  : Stromversorgungsart des Oberleitungsbusses
gid://shopify/TaxonomyAttribute/2528  : Design der Trophäe
gid://shopify/TaxonomyAttribute/8812  : Längenklasse der LKW-Ladefläche
gid://shopify/TaxonomyAttribute/8811  : Art der LKW-Ladefläche/des Aufbaus
gid://shopify/TaxonomyAttribute/11166 : Befestigungslochmuster der Achsen
gid://shopify/TaxonomyAttribute/11167 : Montageart der Achse
gid://shopify/TaxonomyAttribute/11168 : Achsprofil
gid://shopify/TaxonomyAttribute/2747  : Lkw-Typ
gid://shopify/TaxonomyAttribute/10465 : Material des Trompetenschallstücks
gid://shopify/TaxonomyAttribute/10466 : Material des Trompeten-Mundrohrs
gid://shopify/TaxonomyAttribute/6971  : Ausziehmechanismus
gid://shopify/TaxonomyAttribute/8813  : Art des Kofferraumteils
gid://shopify/TaxonomyAttribute/10467 : Material des Tuba-Mundrohrs
gid://shopify/TaxonomyAttribute/10468 : Röhrensockelart
gid://shopify/TaxonomyAttribute/2417  : Röhrenkomponente
gid://shopify/TaxonomyAttribute/2418  : Röhrenkonfiguration
gid://shopify/TaxonomyAttribute/10469 : Grad der Röhrenabstimmung
gid://shopify/TaxonomyAttribute/11169 : Gewichtsklasse des Fahrradschlauchs
gid://shopify/TaxonomyAttribute/11170 : Tubeless-kompatibel
gid://shopify/TaxonomyAttribute/10470 : Rohrform
gid://shopify/TaxonomyAttribute/11171 : Bau art des Schlauchreifens
gid://shopify/TaxonomyAttribute/10471 : Tulpenart (Blütenform)
gid://shopify/TaxonomyAttribute/3286  : Tuner-Design
gid://shopify/TaxonomyAttribute/10472 : Eingangsmethode des Stimmgeräts
gid://shopify/TaxonomyAttribute/1812  : Empfängertyp
gid://shopify/TaxonomyAttribute/2588  : Stimmgabeldesign
gid://shopify/TaxonomyAttribute/2589  : Stimmgabelfrequenz
gid://shopify/TaxonomyAttribute/10473 : Stimmmechanismus
gid://shopify/TaxonomyAttribute/2399  : Abstimmungsmodi
gid://shopify/TaxonomyAttribute/2465  : Kammerton
gid://shopify/TaxonomyAttribute/2400  : Abstimmungsbereich
gid://shopify/TaxonomyAttribute/10474 : Stimmsystem
gid://shopify/TaxonomyAttribute/8814  : Farbe der Blinkerlinse
gid://shopify/TaxonomyAttribute/8815  : Beleuchtungsstil des Blinkers
gid://shopify/TaxonomyAttribute/7988  : Sorte von Speiserübe und Steckrübe
gid://shopify/TaxonomyAttribute/6237  : Drehtellertyp
gid://shopify/TaxonomyAttribute/8816  : Art der Hochtöner-Frequenzweiche
gid://shopify/TaxonomyAttribute/8817  : Material des Hochtöners
gid://shopify/TaxonomyAttribute/8818  : Montageart des Hochtöners
gid://shopify/TaxonomyAttribute/10475 : Köperrichtung
gid://shopify/TaxonomyAttribute/10476 : Schlagungsart
gid://shopify/TaxonomyAttribute/8819  : Serie/Größe des Kreuzgelenks
gid://shopify/TaxonomyAttribute/5027  : UC-Plattform-Zertifizierung
gid://shopify/TaxonomyAttribute/6325  : Britische Kinderschuhgröße
gid://shopify/TaxonomyAttribute/6326  : UK-Kleidergröße
gid://shopify/TaxonomyAttribute/6327  : UK-Körbchengröße
gid://shopify/TaxonomyAttribute/6328  : Britische Herrenschuhgröße
gid://shopify/TaxonomyAttribute/6329  : Britische Damenschuhgröße
gid://shopify/TaxonomyAttribute/6242  : UPF-Bewertung
gid://shopify/TaxonomyAttribute/5576  : USV-Topologie
gid://shopify/TaxonomyAttribute/6330  : US-Kinderschuhgröße
gid://shopify/TaxonomyAttribute/6331  : US-Kleidergröße
gid://shopify/TaxonomyAttribute/6332  : US-Körbchengröße
gid://shopify/TaxonomyAttribute/6333  : US-Herrenschuhgröße
gid://shopify/TaxonomyAttribute/6334  : US-Ringgröße
gid://shopify/TaxonomyAttribute/6335  : US-Damenschuhgröße
gid://shopify/TaxonomyAttribute/5028  : USB-Anschlusstyp
gid://shopify/TaxonomyAttribute/1792  : USB-Standard
gid://shopify/TaxonomyAttribute/7989  : USDA-Honigklassifizierung
gid://shopify/TaxonomyAttribute/5222  : UV-Schutzklasse
gid://shopify/TaxonomyAttribute/1696  : UV-Schutz
gid://shopify/TaxonomyAttribute/5284  : UVA-Schutzgrad
gid://shopify/TaxonomyAttribute/10477 : Material des Luftsacks der Uilleann Pipes
gid://shopify/TaxonomyAttribute/10478 : Händigkeit der Uilleann Pipes
gid://shopify/TaxonomyAttribute/10479 : Konfiguration des Uilleann-Pipes-Sets
gid://shopify/TaxonomyAttribute/10480 : Holz von Boden und Zargen der Ukulele
gid://shopify/TaxonomyAttribute/10481 : Cutaway des Ukulelenkorpus
gid://shopify/TaxonomyAttribute/10482 : Korpusform der Ukulele
gid://shopify/TaxonomyAttribute/10483 : Material der Ukulelenbrücke
gid://shopify/TaxonomyAttribute/10484 : Bauart der Ukulele
gid://shopify/TaxonomyAttribute/10485 : Elektronikkonfiguration der Ukulele
gid://shopify/TaxonomyAttribute/10486 : Reentrant-Stimmung der Ukulele
gid://shopify/TaxonomyAttribute/10487 : Holz der Ukulelendecke
gid://shopify/TaxonomyAttribute/10488 : Mechanik der Ukulelenstimmwirbel
gid://shopify/TaxonomyAttribute/10489 : Art der Ukulelenstimmwirbel
gid://shopify/TaxonomyAttribute/10490 : Stimmung der Ukulele
gid://shopify/TaxonomyAttribute/8820  : Flügelkonfiguration des Ultraleichtflugzeugs
gid://shopify/TaxonomyAttribute/6238  : Inbegriffenes Zubehör für Ultraschallreiniger
gid://shopify/TaxonomyAttribute/5107  : Ultraschallsondentyp
gid://shopify/TaxonomyAttribute/6239  : Schirmständertyp
gid://shopify/TaxonomyAttribute/6240  : Öffnungsmechanismus des Schirms
gid://shopify/TaxonomyAttribute/6241  : Schirmtyp
gid://shopify/TaxonomyAttribute/6972  : Merkmale des Bettkastens
gid://shopify/TaxonomyAttribute/6843  : Art des Fußriemens
gid://shopify/TaxonomyAttribute/3249  : Unterhemd-Stil
gid://shopify/TaxonomyAttribute/6844  : Passform der Unterwäsche
gid://shopify/TaxonomyAttribute/6845  : Inbegriffene Unterwäscheartikel
gid://shopify/TaxonomyAttribute/1194  : Unterwäsche-Stil
gid://shopify/TaxonomyAttribute/6846  : Enthaltene Uniformteile
gid://shopify/TaxonomyAttribute/6847  : Einsatzbereich der Uniform
gid://shopify/TaxonomyAttribute/1348  : Maßeinheiten
gid://shopify/TaxonomyAttribute/2661  : Aktualisierungshäufigkeit
gid://shopify/TaxonomyAttribute/8821  : Aktualisierungsmethode
gid://shopify/TaxonomyAttribute/8822  : Art der Rückseitenbeschichtung des Polsterstoffs
gid://shopify/TaxonomyAttribute/8823  : Wasserbeständigkeit des Polsterstoffs
gid://shopify/TaxonomyAttribute/2797  : Polstermaterial
gid://shopify/TaxonomyAttribute/5357  : Video-Port-Typ
gid://shopify/TaxonomyAttribute/6848  : Obermaterial
gid://shopify/TaxonomyAttribute/10491 : Tonabnehmersystem des Kontrabasses
gid://shopify/TaxonomyAttribute/10492 : Stromversorgung des Klaviers
gid://shopify/TaxonomyAttribute/11172 : Merkmale der Urinierhilfe
gid://shopify/TaxonomyAttribute/8824  : Verwendungszweck
gid://shopify/TaxonomyAttribute/1681  : Nutzungsbedingungen
gid://shopify/TaxonomyAttribute/5288  : Nutzungsumgebung
gid://shopify/TaxonomyAttribute/1672  : Nutzungshäufigkeit
gid://shopify/TaxonomyAttribute/843   : Nutzungstyp
gid://shopify/TaxonomyAttribute/11173 : Bedienungsmethode
gid://shopify/TaxonomyAttribute/2648  : Benutzertyp
gid://shopify/TaxonomyAttribute/6243  : Flexibilität des Küchenutensils
gid://shopify/TaxonomyAttribute/6244  : Eigenschaften des Halters für Küchenutensilien
gid://shopify/TaxonomyAttribute/6245  : Merkmale der Besteckschublade
gid://shopify/TaxonomyAttribute/2656  : Aufgabentyp des Dienstprogramms/der Wartung
gid://shopify/TaxonomyAttribute/5414  : Videorecorder-Konfiguration
gid://shopify/TaxonomyAttribute/1880  : VDI-Protokollunterstützung
gid://shopify/TaxonomyAttribute/5390  : VESA-Montagemuster
gid://shopify/TaxonomyAttribute/1512  : VG/PG-Verhältnis
gid://shopify/TaxonomyAttribute/8880  : VOC-Konformitätsstandard
gid://shopify/TaxonomyAttribute/8881  : VOC-Regulierungsklasse
gid://shopify/TaxonomyAttribute/1382  : Vakuumluftfilterungstechnologie
gid://shopify/TaxonomyAttribute/6246  : Anschlusstyp des Staubsaugerschlauchs
gid://shopify/TaxonomyAttribute/8825  : Referenzanschluss für Vakuum/Boost
gid://shopify/TaxonomyAttribute/6247  : Volantstil
gid://shopify/TaxonomyAttribute/6248  : Organizer-Eigenschaften
gid://shopify/TaxonomyAttribute/11174 : Form der Ventilbasis
gid://shopify/TaxonomyAttribute/6319  : Ventilkonfiguration
gid://shopify/TaxonomyAttribute/11175 : Art des Ventileinsatzes
gid://shopify/TaxonomyAttribute/8826  : Material der Ventildeckeldichtung
gid://shopify/TaxonomyAttribute/8827  : Ventildeckelmaterial
gid://shopify/TaxonomyAttribute/8828  : Ventilkonstruktion
gid://shopify/TaxonomyAttribute/10493 : Anwendungsbereich des Ventilschutzes
gid://shopify/TaxonomyAttribute/6249  : Ventilschaftwinkel
gid://shopify/TaxonomyAttribute/1280  : Ventiltyp
gid://shopify/TaxonomyAttribute/8829  : Ventiltriebskonfiguration
gid://shopify/TaxonomyAttribute/2748  : Transportertyp
gid://shopify/TaxonomyAttribute/1511  : Dampfstil
gid://shopify/TaxonomyAttribute/10494 : Basisformulierung des Lacks
gid://shopify/TaxonomyAttribute/10495 : Transparenz/Tönung des Lacks
gid://shopify/TaxonomyAttribute/2067  : Anwendung des Lacks/der Lasur
gid://shopify/TaxonomyAttribute/6250  : Vasenfüller
gid://shopify/TaxonomyAttribute/1355  : Vasenform
gid://shopify/TaxonomyAttribute/10496 : Anteil pflanzlicher Bestandteile (VM)
gid://shopify/TaxonomyAttribute/7990  : Zubereitungsart des Gemüses
gid://shopify/TaxonomyAttribute/3214  : Alarm-/Verriegelungsfunktionen des Fahrzeugs
gid://shopify/TaxonomyAttribute/2706  : Fahrzeuganwendungsbereich
gid://shopify/TaxonomyAttribute/8830  : Formfaktor des Fahrzeug-Audio-DSP
gid://shopify/TaxonomyAttribute/3199  : Funktionen des Fahrzeug-Audiosystems
gid://shopify/TaxonomyAttribute/8831  : Funktionen des Fahrzeugbatterieladegeräts
gid://shopify/TaxonomyAttribute/8832  : Form des Karosseriespachtels
gid://shopify/TaxonomyAttribute/3201  : Bremsfunktionen des Fahrzeugs
gid://shopify/TaxonomyAttribute/3211  : Eigenschaften der Fahrzeugreinigungsartikel
gid://shopify/TaxonomyAttribute/8833  : Nenngröße des Fahrzeug-Koaxiallautsprechers
gid://shopify/TaxonomyAttribute/8834  : Größenklasse der Fahrzeugabdeckung
gid://shopify/TaxonomyAttribute/3212  : Eigenschaften der Fahrzeugdeko
gid://shopify/TaxonomyAttribute/8835  : Enthaltene Teile des Fahrzeugdekor-Sets
gid://shopify/TaxonomyAttribute/8836  : Betätigungsart des Fahrzeugtürschlosses
gid://shopify/TaxonomyAttribute/8837  : Inhalt des Sets für den Türschloss-Stellantrieb
gid://shopify/TaxonomyAttribute/8838  : Verdrahtungskonfiguration des Türschloss-Stellantriebs
gid://shopify/TaxonomyAttribute/8839  : Enthaltene Komponenten des Fahrzeugtürschlosses
gid://shopify/TaxonomyAttribute/3210  : Fahr- und Handling-Eigenschaften des Fahrzeugs
gid://shopify/TaxonomyAttribute/8840  : Art des elektrischen Fahrzeuganschlusses
gid://shopify/TaxonomyAttribute/3204  : Eigenschaften von Fahrzeugmotoren/-teilen
gid://shopify/TaxonomyAttribute/8841  : Ausstattungsgrad des Fahrzeugs
gid://shopify/TaxonomyAttribute/3407  : Auspufftyp des Fahrzeugs
gid://shopify/TaxonomyAttribute/3215  : Fahrzeugmerkmale
gid://shopify/TaxonomyAttribute/4681  : Fahrzeugbodenausführung
gid://shopify/TaxonomyAttribute/3213  : Eigenschaften der Fahrzeugflüssigkeiten
gid://shopify/TaxonomyAttribute/3410  : Fahrzeugflüssigkeitstyp
gid://shopify/TaxonomyAttribute/3206  : Eigenschaften von Chassis/Karosserie
gid://shopify/TaxonomyAttribute/8842  : Form des Fahrzeugglasreinigers
gid://shopify/TaxonomyAttribute/8843  : Beleuchtungsart der Anhängerkupplungsabdeckung
gid://shopify/TaxonomyAttribute/8844  : Anbringungsart der Anhängerkupplungsabdeckung
gid://shopify/TaxonomyAttribute/8845  : Finish des Fahrzeugkennzeichens
gid://shopify/TaxonomyAttribute/8846  : Diebstahlschutzdesign des Kennzeichenrahmens
gid://shopify/TaxonomyAttribute/8847  : Standard des Kennzeichenrahmens
gid://shopify/TaxonomyAttribute/8848  : Profil des Fahrzeugkennzeichenrahmens
gid://shopify/TaxonomyAttribute/8849  : Anzahl der Befestigungslöcher des Fahrzeugkennzeichens
gid://shopify/TaxonomyAttribute/8850  : Muster der Befestigungslöcher des Fahrzeugkennzeichens
gid://shopify/TaxonomyAttribute/8851  : Reflektivität des Fahrzeugkennzeichens
gid://shopify/TaxonomyAttribute/8852  : Größenstandard des Fahrzeugkennzeichens
gid://shopify/TaxonomyAttribute/8853  : Schriftart des Fahrzeugkennzeichens
gid://shopify/TaxonomyAttribute/8854  : Thema des Fahrzeugkennzeichens
gid://shopify/TaxonomyAttribute/8855  : Betätigungsart des Fahrzeughebebühne
gid://shopify/TaxonomyAttribute/8856  : Montageart der Fahrzeughebebühne
gid://shopify/TaxonomyAttribute/8857  : Art der Fahrzeughebebühne
gid://shopify/TaxonomyAttribute/8858  : Befestigungsart des Fahrzeugmagneten
gid://shopify/TaxonomyAttribute/8859  : Verwendungszweck des Fahrzeugmagneten
gid://shopify/TaxonomyAttribute/8860  : Verstellungsart des Fahrzeugspiegels
gid://shopify/TaxonomyAttribute/3408  : Fahrzeugspiegel-Design
gid://shopify/TaxonomyAttribute/3207  : Eigenschaften der Fahrzeugspiegel
gid://shopify/TaxonomyAttribute/8861  : Glaseigenschaften des Fahrzeugspiegels
gid://shopify/TaxonomyAttribute/3409  : Fahrzeugspiegeltyp
gid://shopify/TaxonomyAttribute/5431  : Fahrzeug-Montageort
gid://shopify/TaxonomyAttribute/3202  : Eigenschaften von Fahrzeugölen
gid://shopify/TaxonomyAttribute/8862  : Eigenschaften des Fahrzeug-Organizers
gid://shopify/TaxonomyAttribute/8863  : Chemische Basis des Fahrzeuglacks
gid://shopify/TaxonomyAttribute/2713  : Art des Fahrzeuglacks
gid://shopify/TaxonomyAttribute/1271  : Fahrzeugplatzierung
gid://shopify/TaxonomyAttribute/8864  : Anwendungsmethode der Fahrzeugpolitur
gid://shopify/TaxonomyAttribute/8865  : Polizei-Einsatzpaket des Fahrzeugs
gid://shopify/TaxonomyAttribute/8866  : Position der Fahrzeugsicherheitsausrüstung
gid://shopify/TaxonomyAttribute/8867  : Sichtbarkeitsmerkmale der Fahrzeugsicherheitsausrüstung
gid://shopify/TaxonomyAttribute/8868  : Sitzreihe des Fahrzeugs
gid://shopify/TaxonomyAttribute/3208  : Fahrzeugsitzfunktionen
gid://shopify/TaxonomyAttribute/8869  : Art der Lenkunterstützung des Fahrzeugs
gid://shopify/TaxonomyAttribute/8870  : Formfaktor der Lenkradsperre
gid://shopify/TaxonomyAttribute/3209  : Eigenschaften der Fahrzeugaufhängung
gid://shopify/TaxonomyAttribute/2701  : Fahrzeugreifentyp
gid://shopify/TaxonomyAttribute/2705  : Fahrzeugtyp
gid://shopify/TaxonomyAttribute/8871  : Produktform von Fahrzeugwachs/-politur
gid://shopify/TaxonomyAttribute/8872  : Art des Fahrzeugradventilschafts
gid://shopify/TaxonomyAttribute/8873  : Formulierung der Scheibenwaschflüssigkeit
gid://shopify/TaxonomyAttribute/6849  : Schleierlänge
gid://shopify/TaxonomyAttribute/10497 : Deckkraft des Pergaments
gid://shopify/TaxonomyAttribute/6251  : Entlüftungsrohrtyp
gid://shopify/TaxonomyAttribute/6252  : Lüftungsstil
gid://shopify/TaxonomyAttribute/8874  : Konfiguration der Belüftung
gid://shopify/TaxonomyAttribute/11176 : Belüftungssteuerung
gid://shopify/TaxonomyAttribute/8875  : Belüftungsgrad
gid://shopify/TaxonomyAttribute/5582  : Belüftungstyp
gid://shopify/TaxonomyAttribute/8876  : Belüftungsdesign
gid://shopify/TaxonomyAttribute/2607  : Verifizierungstechnologie
gid://shopify/TaxonomyAttribute/11177 : Art des Vorraums
gid://shopify/TaxonomyAttribute/10498 : Material der Vibraphon-Klangstäbe
gid://shopify/TaxonomyAttribute/10499 : Art des Vibraphonmotors
gid://shopify/TaxonomyAttribute/10500 : Tonumfang des Vibraphons (Oktaven)
gid://shopify/TaxonomyAttribute/10501 : Material der Vibraphon-Resonatorrohre
gid://shopify/TaxonomyAttribute/10502 : Stimmstandard des Vibraphons
gid://shopify/TaxonomyAttribute/1963  : Unterstützte Video-Codecs/-Formate
gid://shopify/TaxonomyAttribute/3168  : Merkmale der Videospielinhalte
gid://shopify/TaxonomyAttribute/4678  : Medienformat des Videospiels
gid://shopify/TaxonomyAttribute/2677  : Genre des Videospiels
gid://shopify/TaxonomyAttribute/3380  : Videospielplattform
gid://shopify/TaxonomyAttribute/2678  : Untergenre des Videospiels
gid://shopify/TaxonomyAttribute/1916  : Video-Port-Typ
gid://shopify/TaxonomyAttribute/5412  : Videorecorder-Typ
gid://shopify/TaxonomyAttribute/1965  : Video-Regionalcode
gid://shopify/TaxonomyAttribute/1805  : Unterstützte Videoauflösung
gid://shopify/TaxonomyAttribute/5411  : Videosignalstandard
gid://shopify/TaxonomyAttribute/2640  : Sichtfeldhöhe
gid://shopify/TaxonomyAttribute/2641  : Sichtfeldbreite
gid://shopify/TaxonomyAttribute/11178 : Anzeigeseiten
gid://shopify/TaxonomyAttribute/1483  : Auswahl an Essiggetränken
gid://shopify/TaxonomyAttribute/1489  : Auswahl an Essig
gid://shopify/TaxonomyAttribute/8877  : Fahrerhaustyp von Oldtimer- und klassischen Lkw
gid://shopify/TaxonomyAttribute/10503 : Jahrzehnt der Vintage-Werbung
gid://shopify/TaxonomyAttribute/10504 : Format der Retro-Werbung
gid://shopify/TaxonomyAttribute/10505 : Motivkategorie der Vintage-Werbung
gid://shopify/TaxonomyAttribute/11179 : Virginia-Tech-Helmsternebewertung
gid://shopify/TaxonomyAttribute/10506 : Formfaktor des virtuell-analogen Synthesizers
gid://shopify/TaxonomyAttribute/2711  : Viskosität
gid://shopify/TaxonomyAttribute/10507 : Viskosität/Dicke
gid://shopify/TaxonomyAttribute/11180 : Spannerkonfiguration
gid://shopify/TaxonomyAttribute/8878  : Sichtbarkeitsfunktionen
gid://shopify/TaxonomyAttribute/5225  : Sehkorrekturtyp
gid://shopify/TaxonomyAttribute/8879  : Schirmart
gid://shopify/TaxonomyAttribute/11182 : Oberfläche der Visierscheibe
gid://shopify/TaxonomyAttribute/11183 : Visierstil
gid://shopify/TaxonomyAttribute/11181 : Art des Visiers bzw. Schirms
gid://shopify/TaxonomyAttribute/2303  : Visueller Effekt
gid://shopify/TaxonomyAttribute/1942  : VoIP-Protokollunterstützung
gid://shopify/TaxonomyAttribute/7991  : Grundzutat des Wodkas
gid://shopify/TaxonomyAttribute/8882  : Schwingspulenkonfiguration
gid://shopify/TaxonomyAttribute/6614  : Gesangseffekte
gid://shopify/TaxonomyAttribute/5464  : Sprachrekorder-Formfaktor
gid://shopify/TaxonomyAttribute/8883  : Art der Spannungsnennangabe
gid://shopify/TaxonomyAttribute/8884  : Art des Spannungsregleranschlusses
gid://shopify/TaxonomyAttribute/5353  : WAN-Schnittstellentyp
gid://shopify/TaxonomyAttribute/11184 : Art der Watschuhe
gid://shopify/TaxonomyAttribute/11185 : Art der Watsohle
gid://shopify/TaxonomyAttribute/3185  : Wathose Typ
gid://shopify/TaxonomyAttribute/6253  : Waffelstil
gid://shopify/TaxonomyAttribute/37    : Taillenhöhe
gid://shopify/TaxonomyAttribute/6850  : Art des Hosenbundes
gid://shopify/TaxonomyAttribute/11186 : Montagemuster der Wakeboard-Bindung
gid://shopify/TaxonomyAttribute/11187 : Wakeboard-Fahrstil
gid://shopify/TaxonomyAttribute/5074  : Rollator-Bremstyp
gid://shopify/TaxonomyAttribute/5075  : Rollator-Sitztyp
gid://shopify/TaxonomyAttribute/5073  : Rollatortyp
gid://shopify/TaxonomyAttribute/5068  : Gehhilfen-Spitzenart
