# Shopify Product Taxonomy - Mappings: 0.17.0
# Format:
# {input_taxonomy_version} -> {output_taxonomy_version} # Mappings A start
# ...
# {input_category_id} -> {output_category_id}
# ...
# {input_taxonomy_version} -> {output_taxonomy_version} # Mappings A end, Mappings B start
# ...
# {input_category_id} -> {output_category_id}
# ...

shopify/2024-04 -> google/2021-09-21
gid://shopify/TaxonomyCategory/ap                => 1                                               
gid://shopify/TaxonomyCategory/4350              => gid://shopify/TaxonomyCategory/so-1-7           
gid://shopify/TaxonomyCategory/4351              => gid://shopify/TaxonomyCategory/so-1-8           
gid://shopify/TaxonomyCategory/4352              => gid://shopify/TaxonomyCategory/so-1-9           
gid://shopify/TaxonomyCategory/4353              => gid://shopify/TaxonomyCategory/so-1-10          
gid://shopify/TaxonomyCategory/4354              => gid://shopify/TaxonomyCategory/so-1-10-1        
gid://shopify/TaxonomyCategory/4355              => gid://shopify/TaxonomyCategory/so-1-10-2        
gid://shopify/TaxonomyCategory/4356              => gid://shopify/TaxonomyCategory/so-1-10-3        
gid://shopify/TaxonomyCategory/4357              => gid://shopify/TaxonomyCategory/so-1-10-4        
gid://shopify/TaxonomyCategory/4358              => gid://shopify/TaxonomyCategory/so-1-10-5        
gid://shopify/TaxonomyCategory/4359              => gid://shopify/TaxonomyCategory/so-1-10-6        
gid://shopify/TaxonomyCategory/4360              => gid://shopify/TaxonomyCategory/so-1-10-7        
gid://shopify/TaxonomyCategory/4361              => gid://shopify/TaxonomyCategory/so-1-10-8        
gid://shopify/TaxonomyCategory/4362              => gid://shopify/TaxonomyCategory/so-1-10-9        
gid://shopify/TaxonomyCategory/4363              => gid://shopify/TaxonomyCategory/so-1-10-10       
gid://shopify/TaxonomyCategory/4364              => gid://shopify/TaxonomyCategory/so-1-11          
gid://shopify/TaxonomyCategory/4365              => gid://shopify/TaxonomyCategory/so-1-12          
gid://shopify/TaxonomyCategory/4366              => gid://shopify/TaxonomyCategory/so-1-13          
gid://shopify/TaxonomyCategory/4367              => gid://shopify/TaxonomyCategory/so-1-14          
gid://shopify/TaxonomyCategory/4368              => gid://shopify/TaxonomyCategory/so-2             
gid://shopify/TaxonomyCategory/4369              => gid://shopify/TaxonomyCategory/so-2-1           
gid://shopify/TaxonomyCategory/4370              => gid://shopify/TaxonomyCategory/so-2-2           
gid://shopify/TaxonomyCategory/4371              => gid://shopify/TaxonomyCategory/so-2-3           
gid://shopify/TaxonomyCategory/4372              => gid://shopify/TaxonomyCategory/so-2-4           
gid://shopify/TaxonomyCategory/4373              => gid://shopify/TaxonomyCategory/so-2-5           
gid://shopify/TaxonomyCategory/4374              => gid://shopify/TaxonomyCategory/so-2-6           
gid://shopify/TaxonomyCategory/4375              => gid://shopify/TaxonomyCategory/so-2-7           
gid://shopify/TaxonomyCategory/4376              => gid://shopify/TaxonomyCategory/so-3             
gid://shopify/TaxonomyCategory/4377              => gid://shopify/TaxonomyCategory/sg               
gid://shopify/TaxonomyCategory/4378              => gid://shopify/TaxonomyCategory/sg-1             
gid://shopify/TaxonomyCategory/4379              => gid://shopify/TaxonomyCategory/sg-1-2           
gid://shopify/TaxonomyCategory/4380              => gid://shopify/TaxonomyCategory/sg-1-2-1         
gid://shopify/TaxonomyCategory/4381              => gid://shopify/TaxonomyCategory/sg-1-2-2         
gid://shopify/TaxonomyCategory/4382              => gid://shopify/TaxonomyCategory/sg-1-2-3         
gid://shopify/TaxonomyCategory/4383              => gid://shopify/TaxonomyCategory/sg-1-2-5         
gid://shopify/TaxonomyCategory/4384              => gid://shopify/TaxonomyCategory/sg-1-2-6         
gid://shopify/TaxonomyCategory/4385              => gid://shopify/TaxonomyCategory/sg-1-2-8         
gid://shopify/TaxonomyCategory/4386              => gid://shopify/TaxonomyCategory/sg-1-2-8-1       
gid://shopify/TaxonomyCategory/4387              => gid://shopify/TaxonomyCategory/sg-1-2-8-2       
gid://shopify/TaxonomyCategory/4388              => gid://shopify/TaxonomyCategory/sg-1-2-8-3       
gid://shopify/TaxonomyCategory/4389              => gid://shopify/TaxonomyCategory/sg-1-2-8-4       
gid://shopify/TaxonomyCategory/4390              => gid://shopify/TaxonomyCategory/sg-1-2-8-5       
gid://shopify/TaxonomyCategory/4391              => gid://shopify/TaxonomyCategory/sg-1-2-10        
gid://shopify/TaxonomyCategory/4392              => gid://shopify/TaxonomyCategory/sg-1-2-11        
gid://shopify/TaxonomyCategory/4393              => gid://shopify/TaxonomyCategory/sg-1-2-12        
gid://shopify/TaxonomyCategory/4394              => gid://shopify/TaxonomyCategory/sg-1-2-13        
gid://shopify/TaxonomyCategory/4395              => gid://shopify/TaxonomyCategory/sg-1-2-14        
gid://shopify/TaxonomyCategory/4396              => gid://shopify/TaxonomyCategory/sg-1-3           
gid://shopify/TaxonomyCategory/4397              => gid://shopify/TaxonomyCategory/sg-1-3-1         
gid://shopify/TaxonomyCategory/4398              => gid://shopify/TaxonomyCategory/sg-1-3-1-1       
gid://shopify/TaxonomyCategory/4399              => gid://shopify/TaxonomyCategory/sg-1-3-1-2       
gid://shopify/TaxonomyCategory/4400              => gid://shopify/TaxonomyCategory/sg-1-3-1-3       
gid://shopify/TaxonomyCategory/4401              => gid://shopify/TaxonomyCategory/sg-1-3-1-4       
gid://shopify/TaxonomyCategory/4402              => gid://shopify/TaxonomyCategory/sg-1-3-1-5       
gid://shopify/TaxonomyCategory/4403              => gid://shopify/TaxonomyCategory/sg-1-3-2         
gid://shopify/TaxonomyCategory/4404              => gid://shopify/TaxonomyCategory/sg-1-3-3         
gid://shopify/TaxonomyCategory/4405              => gid://shopify/TaxonomyCategory/sg-1-3-4         
gid://shopify/TaxonomyCategory/4406              => gid://shopify/TaxonomyCategory/sg-1-4           
gid://shopify/TaxonomyCategory/4407              => gid://shopify/TaxonomyCategory/sg-1-4-1         
gid://shopify/TaxonomyCategory/4408              => gid://shopify/TaxonomyCategory/sg-1-4-1-5       
gid://shopify/TaxonomyCategory/4409              => gid://shopify/TaxonomyCategory/sg-1-4-1-1       
gid://shopify/TaxonomyCategory/4410              => gid://shopify/TaxonomyCategory/sg-1-4-1-2       
gid://shopify/TaxonomyCategory/4411              => gid://shopify/TaxonomyCategory/sg-1-4-1-3       
gid://shopify/TaxonomyCategory/4412              => gid://shopify/TaxonomyCategory/sg-1-4-1-4       
gid://shopify/TaxonomyCategory/4413              => gid://shopify/TaxonomyCategory/sg-1-4-1-6       
gid://shopify/TaxonomyCategory/4414              => gid://shopify/TaxonomyCategory/sg-1-4-2         
gid://shopify/TaxonomyCategory/4415              => gid://shopify/TaxonomyCategory/sg-1-4-2-1       
gid://shopify/TaxonomyCategory/4416              => gid://shopify/TaxonomyCategory/sg-1-4-2-2       
gid://shopify/TaxonomyCategory/4417              => gid://shopify/TaxonomyCategory/sg-1-4-2-3       
gid://shopify/TaxonomyCategory/4418              => gid://shopify/TaxonomyCategory/sg-1-4-2-4       
gid://shopify/TaxonomyCategory/4419              => gid://shopify/TaxonomyCategory/sg-1-4-2-5       
gid://shopify/TaxonomyCategory/4420              => gid://shopify/TaxonomyCategory/sg-1-4-3         
gid://shopify/TaxonomyCategory/4421              => gid://shopify/TaxonomyCategory/sg-1-4-4         
gid://shopify/TaxonomyCategory/4422              => gid://shopify/TaxonomyCategory/sg-1-4-5         
gid://shopify/TaxonomyCategory/4423              => gid://shopify/TaxonomyCategory/sg-1-4-6         
gid://shopify/TaxonomyCategory/4424              => gid://shopify/TaxonomyCategory/sg-1-5           
gid://shopify/TaxonomyCategory/4425              => gid://shopify/TaxonomyCategory/sg-1-6           
gid://shopify/TaxonomyCategory/4426              => gid://shopify/TaxonomyCategory/sg-1-6-1         
gid://shopify/TaxonomyCategory/4427              => gid://shopify/TaxonomyCategory/sg-1-7           
gid://shopify/TaxonomyCategory/4428              => gid://shopify/TaxonomyCategory/sg-1-7-1         
gid://shopify/TaxonomyCategory/4429              => gid://shopify/TaxonomyCategory/sg-1-7-2         
gid://shopify/TaxonomyCategory/4430              => gid://shopify/TaxonomyCategory/sg-1-7-3         
gid://shopify/TaxonomyCategory/4431              => gid://shopify/TaxonomyCategory/sg-1-7-4         
gid://shopify/TaxonomyCategory/4432              => gid://shopify/TaxonomyCategory/sg-1-7-5         
gid://shopify/TaxonomyCategory/4433              => gid://shopify/TaxonomyCategory/sg-1-7-6         
gid://shopify/TaxonomyCategory/4434              => gid://shopify/TaxonomyCategory/sg-1-7-7         
gid://shopify/TaxonomyCategory/4435              => gid://shopify/TaxonomyCategory/sg-1-7-8         
gid://shopify/TaxonomyCategory/4436              => gid://shopify/TaxonomyCategory/sg-1-7-9         
gid://shopify/TaxonomyCategory/4437              => gid://shopify/TaxonomyCategory/sg-1-7-10        
gid://shopify/TaxonomyCategory/4438              => gid://shopify/TaxonomyCategory/sg-1-7-11        
gid://shopify/TaxonomyCategory/4439              => gid://shopify/TaxonomyCategory/sg-1-8           
gid://shopify/TaxonomyCategory/4440              => gid://shopify/TaxonomyCategory/sg-1-8-1         
gid://shopify/TaxonomyCategory/4441              => gid://shopify/TaxonomyCategory/sg-1-8-2         
gid://shopify/TaxonomyCategory/4442              => gid://shopify/TaxonomyCategory/sg-1-8-2-1       
gid://shopify/TaxonomyCategory/4443              => gid://shopify/TaxonomyCategory/sg-1-8-3         
gid://shopify/TaxonomyCategory/4444              => gid://shopify/TaxonomyCategory/sg-1-8-4         
gid://shopify/TaxonomyCategory/4445              => gid://shopify/TaxonomyCategory/sg-1-8-5         
gid://shopify/TaxonomyCategory/4446              => gid://shopify/TaxonomyCategory/sg-1-8-5-1       
gid://shopify/TaxonomyCategory/4447              => gid://shopify/TaxonomyCategory/sg-1-8-5-2       
gid://shopify/TaxonomyCategory/4448              => gid://shopify/TaxonomyCategory/sg-1-8-5-3       
gid://shopify/TaxonomyCategory/4449              => gid://shopify/TaxonomyCategory/sg-1-8-6         
gid://shopify/TaxonomyCategory/4450              => gid://shopify/TaxonomyCategory/sg-1-9           
gid://shopify/TaxonomyCategory/4451              => gid://shopify/TaxonomyCategory/sg-1-9-1         
gid://shopify/TaxonomyCategory/4452              => gid://shopify/TaxonomyCategory/sg-1-10          
gid://shopify/TaxonomyCategory/4453              => gid://shopify/TaxonomyCategory/sg-1-10-1        
gid://shopify/TaxonomyCategory/4454              => gid://shopify/TaxonomyCategory/sg-1-10-1-2      
gid://shopify/TaxonomyCategory/4455              => gid://shopify/TaxonomyCategory/sg-1-10-1-3      
gid://shopify/TaxonomyCategory/4456              => gid://shopify/TaxonomyCategory/sg-1-10-1-4      
gid://shopify/TaxonomyCategory/4457              => gid://shopify/TaxonomyCategory/sg-1-10-4        
gid://shopify/TaxonomyCategory/4458              => gid://shopify/TaxonomyCategory/sg-1-11          
gid://shopify/TaxonomyCategory/4459              => gid://shopify/TaxonomyCategory/sg-1-11-1        
gid://shopify/TaxonomyCategory/4460              => gid://shopify/TaxonomyCategory/sg-1-11-1-1      
gid://shopify/TaxonomyCategory/4461              => gid://shopify/TaxonomyCategory/sg-1-11-1-2      
gid://shopify/TaxonomyCategory/4462              => gid://shopify/TaxonomyCategory/sg-1-11-1-3      
gid://shopify/TaxonomyCategory/4463              => gid://shopify/TaxonomyCategory/sg-1-11-1-4      
gid://shopify/TaxonomyCategory/4464              => gid://shopify/TaxonomyCategory/sg-1-11-2        
gid://shopify/TaxonomyCategory/4465              => gid://shopify/TaxonomyCategory/sg-1-11-3        
gid://shopify/TaxonomyCategory/4466              => gid://shopify/TaxonomyCategory/sg-1-11-4        
gid://shopify/TaxonomyCategory/4467              => gid://shopify/TaxonomyCategory/sg-1-11-6        
gid://shopify/TaxonomyCategory/4468              => gid://shopify/TaxonomyCategory/sg-1-11-7        
gid://shopify/TaxonomyCategory/4469              => gid://shopify/TaxonomyCategory/sg-1-11-8        
gid://shopify/TaxonomyCategory/4470              => gid://shopify/TaxonomyCategory/sg-1-11-9        
gid://shopify/TaxonomyCategory/4471              => gid://shopify/TaxonomyCategory/sg-1-11-9-1      
gid://shopify/TaxonomyCategory/4472              => gid://shopify/TaxonomyCategory/sg-1-11-9-2      
gid://shopify/TaxonomyCategory/4473              => gid://shopify/TaxonomyCategory/sg-1-11-9-3      
gid://shopify/TaxonomyCategory/4474              => gid://shopify/TaxonomyCategory/sg-1-11-10       
gid://shopify/TaxonomyCategory/4475              => gid://shopify/TaxonomyCategory/sg-1-11-11       
gid://shopify/TaxonomyCategory/4476              => gid://shopify/TaxonomyCategory/sg-1-12          
gid://shopify/TaxonomyCategory/4477              => gid://shopify/TaxonomyCategory/sg-1-12-2        
gid://shopify/TaxonomyCategory/4478              => gid://shopify/TaxonomyCategory/sg-1-12-3        
gid://shopify/TaxonomyCategory/4479              => gid://shopify/TaxonomyCategory/sg-1-12-4        
gid://shopify/TaxonomyCategory/4480              => gid://shopify/TaxonomyCategory/sg-1-12-4-1      
gid://shopify/TaxonomyCategory/4481              => gid://shopify/TaxonomyCategory/sg-1-12-4-2      
gid://shopify/TaxonomyCategory/4482              => gid://shopify/TaxonomyCategory/sg-1-12-4-3      
gid://shopify/TaxonomyCategory/4483              => gid://shopify/TaxonomyCategory/sg-1-12-4-4      
gid://shopify/TaxonomyCategory/4484              => gid://shopify/TaxonomyCategory/sg-1-12-4-5      
gid://shopify/TaxonomyCategory/4485              => gid://shopify/TaxonomyCategory/sg-1-12-4-6      
gid://shopify/TaxonomyCategory/4486              => gid://shopify/TaxonomyCategory/sg-1-12-4-7      
gid://shopify/TaxonomyCategory/4487              => gid://shopify/TaxonomyCategory/sg-1-12-4-8      
gid://shopify/TaxonomyCategory/4488              => gid://shopify/TaxonomyCategory/sg-1-12-5        
gid://shopify/TaxonomyCategory/4489              => gid://shopify/TaxonomyCategory/sg-1-12-6        
gid://shopify/TaxonomyCategory/4490              => gid://shopify/TaxonomyCategory/sg-1-12-7        
gid://shopify/TaxonomyCategory/4491              => gid://shopify/TaxonomyCategory/sg-1-12-7-1      
gid://shopify/TaxonomyCategory/4492              => gid://shopify/TaxonomyCategory/sg-1-12-7-2      
gid://shopify/TaxonomyCategory/4493              => gid://shopify/TaxonomyCategory/sg-1-12-8        
gid://shopify/TaxonomyCategory/4494              => gid://shopify/TaxonomyCategory/sg-1-12-9        
