# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-glasögonpassningsdesign
gid://shopify/TaxonomyAttribute/1716  : Säkerhetscertifieringar
gid://shopify/TaxonomyAttribute/1725  : Installation av säkerhetsanordning
gid://shopify/TaxonomyAttribute/10186 : Säkerhetsdokumentation tillgänglig
gid://shopify/TaxonomyAttribute/8678  : Ingående säkerhetsutrustning
gid://shopify/TaxonomyAttribute/2949  : Säkerhetsutrustning - material
gid://shopify/TaxonomyAttribute/10187 : Säkerhetsfunktioner
gid://shopify/TaxonomyAttribute/10926 : Säkerhetsseletyp
gid://shopify/TaxonomyAttribute/10927 : Typ av säkerhetsmekanism
gid://shopify/TaxonomyAttribute/6125  : Säkerhetsspegelns funktioner
gid://shopify/TaxonomyAttribute/1732  : Installation av säkerhetsskena
gid://shopify/TaxonomyAttribute/6540  : Typ av säkerhetsbälte
gid://shopify/TaxonomyAttribute/6541  : Säkerhetsvarning
gid://shopify/TaxonomyAttribute/10928 : Seglets form
gid://shopify/TaxonomyAttribute/2756  : Segelbåtstyp
gid://shopify/TaxonomyAttribute/7920  : Typ av salladsdressing
gid://shopify/TaxonomyAttribute/6126  : Mekanism för salladsslunga
gid://shopify/TaxonomyAttribute/7921  : Basingrediens för salladstillbehör
gid://shopify/TaxonomyAttribute/7922  : Saltnivå
gid://shopify/TaxonomyAttribute/6545  : Sand- och vattenkvarnsartiklar som ingår
gid://shopify/TaxonomyAttribute/6127  : Sandfärg
gid://shopify/TaxonomyAttribute/6542  : Sandkopp – funktioner
gid://shopify/TaxonomyAttribute/6543  : Stil på sandspadens handtag
gid://shopify/TaxonomyAttribute/6544  : Delar som ingår i sandleksakset
gid://shopify/TaxonomyAttribute/6310  : Sandtyp
gid://shopify/TaxonomyAttribute/3264  : Stil på sandaler
gid://shopify/TaxonomyAttribute/10929 : Sandsäcksstil
gid://shopify/TaxonomyAttribute/2181  : Tillämpning för sandbläster
gid://shopify/TaxonomyAttribute/6546  : Sandlådans bottentyp
gid://shopify/TaxonomyAttribute/6547  : Typ av dränering för sandlåda
gid://shopify/TaxonomyAttribute/6548  : Typ av sittplats för sandlåda
gid://shopify/TaxonomyAttribute/2182  : Sliptyp
gid://shopify/TaxonomyAttribute/2187  : Sliptillämpning
gid://shopify/TaxonomyAttribute/7923  : Sapodillo-sorten
gid://shopify/TaxonomyAttribute/7924  : Sapotesort
gid://shopify/TaxonomyAttribute/1865  : Satellittäckningsområde
gid://shopify/TaxonomyAttribute/5508  : Satellitmeddelandekapacitet
gid://shopify/TaxonomyAttribute/5023  : Satellitnavigeringssystem som stöds
gid://shopify/TaxonomyAttribute/1866  : Satellitnätverkstyp
gid://shopify/TaxonomyAttribute/10188 : Satinband – sidotyp
gid://shopify/TaxonomyAttribute/7925  : Såskonsistens
gid://shopify/TaxonomyAttribute/7926  : Produktform för sås
gid://shopify/TaxonomyAttribute/7927  : Såsvariant
gid://shopify/TaxonomyAttribute/6128  : Funktioner hos underlägg/tallrik
gid://shopify/TaxonomyAttribute/3363  : Bastutillbehör som ingår
gid://shopify/TaxonomyAttribute/6129  : Formfaktor för bastu
gid://shopify/TaxonomyAttribute/6130  : Typ av bastuaggregat
gid://shopify/TaxonomyAttribute/10189 : Saxofonkroppens ytbehandling
gid://shopify/TaxonomyAttribute/10190 : Typ av saxofonkropp
gid://shopify/TaxonomyAttribute/10191 : Saxofonens konstruktionsstil
gid://shopify/TaxonomyAttribute/10192 : Ingående tillbehör för saxofon
gid://shopify/TaxonomyAttribute/10193 : Saxofonens klaviatursystem
gid://shopify/TaxonomyAttribute/10194 : Material för saxofonens klaviaturanslag
gid://shopify/TaxonomyAttribute/10195 : Saxofonmunstycke, baffeltyp
gid://shopify/TaxonomyAttribute/10196 : Saxofon – typ av hals
gid://shopify/TaxonomyAttribute/10197 : Saxofonpaket – Innehåll
gid://shopify/TaxonomyAttribute/10198 : Saxofonrörbladsskärning
gid://shopify/TaxonomyAttribute/10199 : Materialtyp för saxofonrörblad
gid://shopify/TaxonomyAttribute/10200 : Saxofonrörbladets styrkeskala
gid://shopify/TaxonomyAttribute/10201 : Gängstorlek för smådelar till saxofon
gid://shopify/TaxonomyAttribute/10202 : Användningsområde för saxofonrengöringsduk
gid://shopify/TaxonomyAttribute/10203 : Balja/slida – material
gid://shopify/TaxonomyAttribute/2195  : Monteringstyp för ställning
gid://shopify/TaxonomyAttribute/2381  : Tillbehörstyp skalmodell
gid://shopify/TaxonomyAttribute/10204 : Skalmodell – monteringsgrad
gid://shopify/TaxonomyAttribute/10205 : Skalmodellbil – egenskaper
gid://shopify/TaxonomyAttribute/10206 : Skalmodell – monteringskrav för byggsats
gid://shopify/TaxonomyAttribute/10207 : Skalmodellbyggsats – medföljande komponenter
gid://shopify/TaxonomyAttribute/3284  : Typ av kit för modellbyggen
gid://shopify/TaxonomyAttribute/2932  : Skalmodell - material
gid://shopify/TaxonomyAttribute/10208 : Skalmodell – målningsbehov
gid://shopify/TaxonomyAttribute/10209 : Position för skalmodell
gid://shopify/TaxonomyAttribute/10210 : Skalmodellens rotorkonfiguration
gid://shopify/TaxonomyAttribute/2382  : Tema för modellbygge
gid://shopify/TaxonomyAttribute/10211 : Skalmodell av lastbil – tidsperiod
gid://shopify/TaxonomyAttribute/10212 : Skalmodell av lastbil – framdrivningstyp
gid://shopify/TaxonomyAttribute/10213 : Skalindelning
gid://shopify/TaxonomyAttribute/5166  : Hårbottenproblem
gid://shopify/TaxonomyAttribute/2599  : Skalpellbladsnummer
gid://shopify/TaxonomyAttribute/3053  : Form på skalpellblad
gid://shopify/TaxonomyAttribute/2600  : Skalpellhandtagsnummer
gid://shopify/TaxonomyAttribute/3092  : Detaljer för skanner
gid://shopify/TaxonomyAttribute/5384  : Skannergreppkompatibilitet
gid://shopify/TaxonomyAttribute/5385  : Klassificerar produktens natur så att köpare snabbt kan skilja mellan rengöringskort, kompletta kit, kalibreringskit, rulluppsättningar, servetter och lösningar
gid://shopify/TaxonomyAttribute/1904  : Sensortyp i streckkodsläsare
gid://shopify/TaxonomyAttribute/3256  : Stil på scarf/sjal
gid://shopify/TaxonomyAttribute/2024  : Scenlägen
gid://shopify/TaxonomyAttribute/10930 : Doftfunktion
gid://shopify/TaxonomyAttribute/10931 : Doftkälla
gid://shopify/TaxonomyAttribute/8679  : Skolbussens karosstyp
gid://shopify/TaxonomyAttribute/8680  : Skolbussens säkerhetsfunktion
gid://shopify/TaxonomyAttribute/10214 : Skollim – avtvättbarhet
gid://shopify/TaxonomyAttribute/2344  : Typ av saxblad
gid://shopify/TaxonomyAttribute/10215 : Saxens användningsområde
gid://shopify/TaxonomyAttribute/6131  : Mekanism för frigöring av skopa
gid://shopify/TaxonomyAttribute/6311  : Skopytans design
gid://shopify/TaxonomyAttribute/6132  : Väggdesign – skopa
gid://shopify/TaxonomyAttribute/10932 : Material för bromsbelägg på skoter
gid://shopify/TaxonomyAttribute/4994  : Bromstyp för skoter
gid://shopify/TaxonomyAttribute/3304  : Design på kikarsikte
gid://shopify/TaxonomyAttribute/3305  : Typ av objektiv för kikarsikte
gid://shopify/TaxonomyAttribute/2037  : Utförande av kikarsikte/sikte
gid://shopify/TaxonomyAttribute/3063  : Detaljer för kikarsikte/sikte
gid://shopify/TaxonomyAttribute/3170  : Detaljer för resultattavla
gid://shopify/TaxonomyAttribute/10933 : Poängsättningsmetod
gid://shopify/TaxonomyAttribute/10934 : Poängsättningsmönster
gid://shopify/TaxonomyAttribute/10935 : Typ av poängsystem
gid://shopify/TaxonomyAttribute/10216 : Skotskt småpipspåsematerial
gid://shopify/TaxonomyAttribute/10217 : Stämningskonfiguration för småpipornas borduner
gid://shopify/TaxonomyAttribute/10218 : Skotska småpipors rörbladstyp
gid://shopify/TaxonomyAttribute/2289  : Scrapbook-papperstyp
gid://shopify/TaxonomyAttribute/10219 : Typ av skrapyta
gid://shopify/TaxonomyAttribute/5533  : Skärmenhetens komponenter som ingår
gid://shopify/TaxonomyAttribute/5389  : Skärmkrökning
gid://shopify/TaxonomyAttribute/1424  : Skärmmaterial
gid://shopify/TaxonomyAttribute/5403  : Bildskärmsmanövreringstyp
gid://shopify/TaxonomyAttribute/5526  : Skärmskyddsfunktioner
gid://shopify/TaxonomyAttribute/5524  : Skärmskyddets vidhäftningstyp
gid://shopify/TaxonomyAttribute/5566  : Skärmskyddets täckningsstil
gid://shopify/TaxonomyAttribute/5565  : Skärmskyddsfunktioner
gid://shopify/TaxonomyAttribute/5419  : Skärmskyddets finish
gid://shopify/TaxonomyAttribute/5673  : Skärmytans finish
gid://shopify/TaxonomyAttribute/2003  : Skärm-/displaydesign
gid://shopify/TaxonomyAttribute/10936 : Skruvdrivningstyp
gid://shopify/TaxonomyAttribute/10937 : Storlek på skruvmönster
gid://shopify/TaxonomyAttribute/6133  : Skrubberhuvudtyp
gid://shopify/TaxonomyAttribute/6134  : Skrubbstyrka
gid://shopify/TaxonomyAttribute/10220 : Typ av bas för modellera
gid://shopify/TaxonomyAttribute/7928  : Styckning av skaldjur
gid://shopify/TaxonomyAttribute/7929  : Bearbetningsmetod för skaldjur
gid://shopify/TaxonomyAttribute/7930  : Källa för skaldjur
gid://shopify/TaxonomyAttribute/1497  : Typ av skaldjur
gid://shopify/TaxonomyAttribute/6135  : Skaldjursbestick som ingår
gid://shopify/TaxonomyAttribute/10938 : Tätningsmaterial
gid://shopify/TaxonomyAttribute/2384  : Sigillstämpeldesign
gid://shopify/TaxonomyAttribute/8681  : Tätningstyp
gid://shopify/TaxonomyAttribute/10939 : Tätningsmedelsformulering
gid://shopify/TaxonomyAttribute/6136  : Förslutningslägen
gid://shopify/TaxonomyAttribute/8682  : Typ av läckage som tätas
gid://shopify/TaxonomyAttribute/10940 : Sömkonstruktion
gid://shopify/TaxonomyAttribute/6802  : Utformning av söm
gid://shopify/TaxonomyAttribute/10221 : Sömmätare skala-typ
gid://shopify/TaxonomyAttribute/10222 : Sömmmått glidmaterial
gid://shopify/TaxonomyAttribute/10223 : Sömsprättare-spetsstil
gid://shopify/TaxonomyAttribute/6803  : Sömtätningstyp
gid://shopify/TaxonomyAttribute/10941 : Sömtyp
gid://shopify/TaxonomyAttribute/1628  : Säsong
gid://shopify/TaxonomyAttribute/10942 : Säsongsklassning
gid://shopify/TaxonomyAttribute/8683  : Säsongs-/väderskydd
gid://shopify/TaxonomyAttribute/7931  : Kryddsort
gid://shopify/TaxonomyAttribute/8684  : Typ av sätesjusteringskraft
gid://shopify/TaxonomyAttribute/8685  : Typ av säkerhetsbältesfäste
gid://shopify/TaxonomyAttribute/8686  : Typ av elektrisk anslutning för säkerhetsbältesspänne
gid://shopify/TaxonomyAttribute/8687  : Monteringstyp för säkerhetsbältesspänne
gid://shopify/TaxonomyAttribute/8688  : Färg på spännets öppningsknapp
gid://shopify/TaxonomyAttribute/8689  : Placering av säkerhetsbältesskydd
gid://shopify/TaxonomyAttribute/8690  : Integrering av säkerhetsbälte
gid://shopify/TaxonomyAttribute/8691  : Säkerhetsbälte – utförande
gid://shopify/TaxonomyAttribute/8692  : Monteringsplats för säkerhetsbälte
gid://shopify/TaxonomyAttribute/8693  : Placering av sätesöverdrag
gid://shopify/TaxonomyAttribute/8694  : Sätesöverdragets fästmetod
gid://shopify/TaxonomyAttribute/8695  : Sätesöverdrag – innehåll
gid://shopify/TaxonomyAttribute/2405  : Sätesdämpning
gid://shopify/TaxonomyAttribute/6953  : Sitstyg
gid://shopify/TaxonomyAttribute/6954  : Sitthöjdskategori
gid://shopify/TaxonomyAttribute/6955  : Sitsmaterial
gid://shopify/TaxonomyAttribute/8696  : Typ av montering för säte
gid://shopify/TaxonomyAttribute/5035  : Sittplatsreservation
gid://shopify/TaxonomyAttribute/5066  : Sätesrotation
gid://shopify/TaxonomyAttribute/2406  : Sätesform
gid://shopify/TaxonomyAttribute/1537  : Sätesstruktur
gid://shopify/TaxonomyAttribute/5062  : Sätesvridningsmekanism
gid://shopify/TaxonomyAttribute/1518  : Sätestyp
gid://shopify/TaxonomyAttribute/6956  : Sittyta – material
gid://shopify/TaxonomyAttribute/10943 : Sadelstolpeklämmekanism
gid://shopify/TaxonomyAttribute/6957  : Kompatibilitet mellan sektionsorientering
gid://shopify/TaxonomyAttribute/6958  : Sektionskonfiguration
gid://shopify/TaxonomyAttribute/6959  : Sektionssoffans form
gid://shopify/TaxonomyAttribute/10944 : Säkrade komponenter
gid://shopify/TaxonomyAttribute/1939  : Säkerhetsalgoritmer
gid://shopify/TaxonomyAttribute/2139  : Säkerhetsnivå
gid://shopify/TaxonomyAttribute/6137  : Undertyp av säkerhetssensor
gid://shopify/TaxonomyAttribute/7932  : Fröinnehåll
gid://shopify/TaxonomyAttribute/7933  : Klassificering för fröstorlek
gid://shopify/TaxonomyAttribute/6138  : Fröbehandling
gid://shopify/TaxonomyAttribute/10224 : Självhäftande baksida – utförande
gid://shopify/TaxonomyAttribute/10225 : Självhäftande kardborreband
gid://shopify/TaxonomyAttribute/10226 : Form på kardborreband
gid://shopify/TaxonomyAttribute/6139  : Självrengörande metod
gid://shopify/TaxonomyAttribute/10227 : Självhärdande lerfinish
gid://shopify/TaxonomyAttribute/10228 : Självhärdande leras vattenbeständighet efter härdning
gid://shopify/TaxonomyAttribute/5024  : Selfie-stickfunktionalitetstyp
gid://shopify/TaxonomyAttribute/5504  : Halvledarmaterial
gid://shopify/TaxonomyAttribute/5195  : Känsloeffekt
gid://shopify/TaxonomyAttribute/10945 : Sensorfunktioner
gid://shopify/TaxonomyAttribute/10946 : Mätläge för sensor
gid://shopify/TaxonomyAttribute/10947 : Monteringsposition för sensor
gid://shopify/TaxonomyAttribute/8697  : Typ av montering för sensor
gid://shopify/TaxonomyAttribute/8698  : Monteringsplattor för sensorer eller mätare
gid://shopify/TaxonomyAttribute/1332  : Sensortyp
gid://shopify/TaxonomyAttribute/2988  : Detaljer för sensor-/mätverktyg
gid://shopify/TaxonomyAttribute/5168  : Sensorisk effekt
gid://shopify/TaxonomyAttribute/6549  : Sensorisk modalitet
gid://shopify/TaxonomyAttribute/6550  : Fidgetmekanism för sensorisk leksak
gid://shopify/TaxonomyAttribute/6551  : Ljusfunktioner för sensorisk leksak
gid://shopify/TaxonomyAttribute/6552  : Texturtyp för sensorisk leksak
gid://shopify/TaxonomyAttribute/10229 : Metod för applicering av paljetter
gid://shopify/TaxonomyAttribute/10230 : Paljettfinish
gid://shopify/TaxonomyAttribute/2323  : Paljett-/glitterform
gid://shopify/TaxonomyAttribute/10231 : Overlockmaskin – sömfunktioner
gid://shopify/TaxonomyAttribute/10232 : Antal trådar i overlockmaskinen
gid://shopify/TaxonomyAttribute/6140  : Serveringsdelar som ingår
gid://shopify/TaxonomyAttribute/8699  : Serviceintervall
gid://shopify/TaxonomyAttribute/2645  : Typ av tjänst
gid://shopify/TaxonomyAttribute/7934  : Serveringstemperatur
gid://shopify/TaxonomyAttribute/7935  : Sesamfrö – skalförekomst
gid://shopify/TaxonomyAttribute/7936  : Sesamfrön – rostningsnivå
gid://shopify/TaxonomyAttribute/7937  : Sesamfrösort
gid://shopify/TaxonomyAttribute/10948 : Setklassificering
gid://shopify/TaxonomyAttribute/10233 : Setkomponenter
gid://shopify/TaxonomyAttribute/6804  : Delar som ingår i setet
gid://shopify/TaxonomyAttribute/10949 : Monteringsmekanism
gid://shopify/TaxonomyAttribute/6553  : Typ av montering
gid://shopify/TaxonomyAttribute/10234 : Insytt mellanlägg – elasticitet
gid://shopify/TaxonomyAttribute/10235 : Placering av insydd etikett
gid://shopify/TaxonomyAttribute/10236 : Påsytt kantavslut
gid://shopify/TaxonomyAttribute/10237 : Hålorientering för påsytt strass
gid://shopify/TaxonomyAttribute/2339  : Typ av sömnadsfot
gid://shopify/TaxonomyAttribute/10238 : Komponenter som ingår i syset
gid://shopify/TaxonomyAttribute/10239 : Typ av symaskinsspole
gid://shopify/TaxonomyAttribute/10240 : Knapphålstyp för symaskin
gid://shopify/TaxonomyAttribute/10241 : Typ av symaskinsdisplay
gid://shopify/TaxonomyAttribute/10242 : Symaskinsnålspetstyp
gid://shopify/TaxonomyAttribute/10243 : Nålsystem för symaskin
gid://shopify/TaxonomyAttribute/10244 : Typ av nål för symaskin
gid://shopify/TaxonomyAttribute/2340  : Kategori för symaskinsdelar
gid://shopify/TaxonomyAttribute/10245 : Symaskin – typ av fäste för pressarfot
gid://shopify/TaxonomyAttribute/10246 : Typ av tillbehör till symönster
gid://shopify/TaxonomyAttribute/10247 : Nödvändiga tillbehör för sömnadsmönster
gid://shopify/TaxonomyAttribute/10248 : Rekommenderat tyg för sömnadsmönster
gid://shopify/TaxonomyAttribute/10249 : Sömnadsmönstrets storleksintervall
gid://shopify/TaxonomyAttribute/10250 : Sytråd – storlekssystem
gid://shopify/TaxonomyAttribute/10950 : Skaftkrökning
gid://shopify/TaxonomyAttribute/1300  : Skaftflexibilitet
gid://shopify/TaxonomyAttribute/10951 : Skaftets flexpunkt
gid://shopify/TaxonomyAttribute/10952 : Typ av axellängd
gid://shopify/TaxonomyAttribute/2178  : Axelorientering
gid://shopify/TaxonomyAttribute/10953 : Skaftform
gid://shopify/TaxonomyAttribute/10251 : Fyllningsmaterial för shaker
gid://shopify/TaxonomyAttribute/6141  : Shaker-setdelar som ingår
gid://shopify/TaxonomyAttribute/10252 : Skalmaterial för shaker
gid://shopify/TaxonomyAttribute/7938  : Schalottenlökssort
gid://shopify/TaxonomyAttribute/1653  : Typ av schampo
gid://shopify/TaxonomyAttribute/10954 : Typ av skaft
gid://shopify/TaxonomyAttribute/73    : Form
gid://shopify/TaxonomyAttribute/6805  : Formgivande egenskaper för shapewear
gid://shopify/TaxonomyAttribute/1197  : Supportnivå för formgivande plagg
gid://shopify/TaxonomyAttribute/1684  : Rakgelsformula
gid://shopify/TaxonomyAttribute/1687  : Delar i rakningssats
gid://shopify/TaxonomyAttribute/6142  : Sheath material
gid://shopify/TaxonomyAttribute/10253 : Typ av slida
gid://shopify/TaxonomyAttribute/2066  : Glansnivå
gid://shopify/TaxonomyAttribute/5285  : Arkmaskens material
gid://shopify/TaxonomyAttribute/10254 : Dämpningsmaterial för notklämma
gid://shopify/TaxonomyAttribute/10255 : Notklämmans fjäderspänningsnivå
gid://shopify/TaxonomyAttribute/10256 : Notklämmans användningsmiljö
gid://shopify/TaxonomyAttribute/6143  : Hyllplats i apparaten
gid://shopify/TaxonomyAttribute/2567  : Hyllmaterial
gid://shopify/TaxonomyAttribute/10257 : Skalkonstruktion
gid://shopify/TaxonomyAttribute/10258 : Skalfinish
gid://shopify/TaxonomyAttribute/2890  : Skal/ram - material
gid://shopify/TaxonomyAttribute/7939  : Skalstatus
gid://shopify/TaxonomyAttribute/8700  : Fästmetod för växelstövel
gid://shopify/TaxonomyAttribute/8701  : Ingående installationsmaterial för växelspaksskydd
gid://shopify/TaxonomyAttribute/8702  : Växelknoppens belysning
gid://shopify/TaxonomyAttribute/8703  : Installationsmetod för växelknopp
gid://shopify/TaxonomyAttribute/8704  : Växelknoppens form
gid://shopify/TaxonomyAttribute/8705  : Typ av växelmönster
gid://shopify/TaxonomyAttribute/10955 : Kompatibilitet för växelreglage
gid://shopify/TaxonomyAttribute/10956 : Gränssnitt för montering av växelreglage
gid://shopify/TaxonomyAttribute/10957 : Växlingsmanövreringstyp
gid://shopify/TaxonomyAttribute/10958 : Växlingsmekanism
gid://shopify/TaxonomyAttribute/10959 : Syfte med shims
gid://shopify/TaxonomyAttribute/10960 : Metod för fastsättning av benskydd
gid://shopify/TaxonomyAttribute/2916  : Shingel/panna - material
gid://shopify/TaxonomyAttribute/6806  : Modell av skjortärm
gid://shopify/TaxonomyAttribute/7941  : Shochu & soju sort
gid://shopify/TaxonomyAttribute/7940  : Shochu-basingrediens
gid://shopify/TaxonomyAttribute/8706  : Material i stötdämparbussning
