# Shopify Product Taxonomy - Categories: 2025-03
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Eläinten ja lemmikkieläinten tarvikkeet
gid://shopify/TaxonomyCategory/hg-12-4-4-8-1     : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin vedettävät ja työnnettävät lisälaitteet > Ruohonleikkurin työnnettävät lisälaitteet
gid://shopify/TaxonomyCategory/hg-12-4-4-8-2     : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin vedettävät ja työnnettävät lisälaitteet > Ruohonleikkurin vedettävät lisälaitteet
gid://shopify/TaxonomyCategory/hg-12-4-4-9       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin sisäkumit
gid://shopify/TaxonomyCategory/hg-12-4-4-10      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin renkaat
gid://shopify/TaxonomyCategory/hg-12-4-4-11      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Ruohonleikkurin pyörät
gid://shopify/TaxonomyCategory/hg-12-4-4-12      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Nurmikon raidoitussetit
gid://shopify/TaxonomyCategory/hg-12-4-4-13      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohonleikkurin lisätarvikkeet > Lehtien- ja ruohonkerääjät
gid://shopify/TaxonomyCategory/hg-12-4-5         : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Lehtipuhaltimen lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-4-5-1       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Lehtipuhaltimen lisätarvikkeet > Lehtipuhaltimen putket
gid://shopify/TaxonomyCategory/hg-12-4-6         : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ulkokäyttöisten monitoimivoimatyökalujen lisälaitteet
gid://shopify/TaxonomyCategory/hg-12-4-6-1       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ulkokäyttöisten monitoimivoimatyökalujen lisälaitteet > Nurmikon rajaajan lisävarusteet
gid://shopify/TaxonomyCategory/hg-12-4-6-2       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ulkokäyttöisten monitoimivoimatyökalujen lisälaitteet > Lehtipuhaltimen lisälaitteet
gid://shopify/TaxonomyCategory/hg-12-4-6-3       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ulkokäyttöisten monitoimivoimatyökalujen lisälaitteet > Pensasleikkurin lisävarusteet
gid://shopify/TaxonomyCategory/hg-12-4-6-4       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ulkokäyttöisten monitoimivoimatyökalujen lisälaitteet > Oksasahan lisävarusteet
gid://shopify/TaxonomyCategory/hg-12-4-6-5       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ulkokäyttöisten monitoimivoimatyökalujen lisälaitteet > Kultivaattorin lisälaitteet
gid://shopify/TaxonomyCategory/hg-12-4-6-6       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ulkokäyttöisten monitoimivoimatyökalujen lisälaitteet > Ruohotrimmerin lisävarusteet
gid://shopify/TaxonomyCategory/hg-12-4-7         : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ulkokäyttöisten voimatyökalujen akut
gid://shopify/TaxonomyCategory/hg-12-4-8         : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-4-8-4       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Puhdistusaineet
gid://shopify/TaxonomyCategory/hg-12-4-8-5       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Kartiosuuttimet
gid://shopify/TaxonomyCategory/hg-12-4-8-7       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Vaahdonestoaineet
gid://shopify/TaxonomyCategory/hg-12-4-8-13      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Suuttimet
gid://shopify/TaxonomyCategory/hg-12-4-8-15      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Pistoolipäät
gid://shopify/TaxonomyCategory/hg-12-4-8-17      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Tehopesurit
gid://shopify/TaxonomyCategory/hg-12-4-8-18      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Katon puhdistusaineet
gid://shopify/TaxonomyCategory/hg-12-4-8-20      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Roiskesuojat
gid://shopify/TaxonomyCategory/hg-12-4-8-21      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Leveät suutinosat
gid://shopify/TaxonomyCategory/hg-12-4-8-22      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Hihnat
gid://shopify/TaxonomyCategory/hg-12-4-8-23      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Imuletkut
gid://shopify/TaxonomyCategory/hg-12-4-8-24      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Imusuuttimet
gid://shopify/TaxonomyCategory/hg-12-4-8-29      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Painepesurin lisätarvikkeet > Vesihiekkapuhaltimet
gid://shopify/TaxonomyCategory/hg-12-4-9         : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Lumilingon lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-4-9-1       : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Lumilingon lisätarvikkeet > Lumilingon suojat
gid://shopify/TaxonomyCategory/hg-12-4-10        : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Traktorin osat ja tarvikkeet
gid://shopify/TaxonomyCategory/hg-12-4-10-1      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Traktorin osat ja tarvikkeet > Traktorin renkaat
gid://shopify/TaxonomyCategory/hg-12-4-10-1-1    : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Traktorin osat ja tarvikkeet > Traktorin renkaat > Puutarhatraktorin renkaat
gid://shopify/TaxonomyCategory/hg-12-4-10-1-2    : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Traktorin osat ja tarvikkeet > Traktorin renkaat > Nurmikkotraktorin renkaat
gid://shopify/TaxonomyCategory/hg-12-4-10-1-5    : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Traktorin osat ja tarvikkeet > Traktorin renkaat > Traktorin perävaunun renkaat
gid://shopify/TaxonomyCategory/hg-12-4-10-2      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Traktorin osat ja tarvikkeet > Traktorin pyörät
gid://shopify/TaxonomyCategory/hg-12-4-11        : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohotrimmerin lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-4-11-1      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohotrimmerin lisätarvikkeet > Ruohotrimmerin terät ja kelat
gid://shopify/TaxonomyCategory/hg-12-4-11-1-1    : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohotrimmerin lisätarvikkeet > Ruohotrimmerin terät ja kelat > Ruohotrimmerin terät
gid://shopify/TaxonomyCategory/hg-12-4-11-1-2    : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohotrimmerin lisätarvikkeet > Ruohotrimmerin terät ja kelat > Ruohotrimmerin kelat
gid://shopify/TaxonomyCategory/hg-12-4-11-2      : Koti ja puutarha > Piha ja puutarha > Ulkokäyttöisten voimatyökalujen lisätarvikkeet > Ruohotrimmerin lisätarvikkeet > Ruohotrimmerin kelan suojukset
gid://shopify/TaxonomyCategory/hg-12-5           : Koti ja puutarha > Piha ja puutarha > Lumenpoisto
gid://shopify/TaxonomyCategory/hg-12-5-1         : Koti ja puutarha > Piha ja puutarha > Lumenpoisto > Jääskrapat ja lumiharjat
gid://shopify/TaxonomyCategory/hg-12-5-1-1       : Koti ja puutarha > Piha ja puutarha > Lumenpoisto > Jääskrapat ja lumiharjat > Jääskrapat
gid://shopify/TaxonomyCategory/hg-12-5-1-2       : Koti ja puutarha > Piha ja puutarha > Lumenpoisto > Jääskrapat ja lumiharjat > Lumiharjat
gid://shopify/TaxonomyCategory/hg-12-5-2         : Koti ja puutarha > Piha ja puutarha > Lumenpoisto > Lumilapiot
gid://shopify/TaxonomyCategory/hg-12-6           : Koti ja puutarha > Piha ja puutarha > Kastelu
gid://shopify/TaxonomyCategory/hg-12-6-1         : Koti ja puutarha > Piha ja puutarha > Kastelu > Puutarhaletkun liittimet ja venttiilit
gid://shopify/TaxonomyCategory/hg-12-6-1-1       : Koti ja puutarha > Piha ja puutarha > Kastelu > Puutarhaletkun liittimet ja venttiilit > Puutarhaletkun liittimet
gid://shopify/TaxonomyCategory/hg-12-6-1-2       : Koti ja puutarha > Piha ja puutarha > Kastelu > Puutarhaletkun liittimet ja venttiilit > Puutarhaletkun venttiilit
gid://shopify/TaxonomyCategory/hg-12-6-2         : Koti ja puutarha > Piha ja puutarha > Kastelu > Puutarhaletkun suihkupäät
gid://shopify/TaxonomyCategory/hg-12-6-3         : Koti ja puutarha > Piha ja puutarha > Kastelu > Puutarhaletkut
gid://shopify/TaxonomyCategory/hg-12-6-9         : Koti ja puutarha > Piha ja puutarha > Kastelu > Kastelujärjestelmät
gid://shopify/TaxonomyCategory/hg-12-6-4         : Koti ja puutarha > Piha ja puutarha > Kastelu > Sadettajatarvikkeet
gid://shopify/TaxonomyCategory/hg-12-6-4-1       : Koti ja puutarha > Piha ja puutarha > Kastelu > Sadettajatarvikkeet > Sprinkelin hallintalaitteet
gid://shopify/TaxonomyCategory/hg-12-6-4-2       : Koti ja puutarha > Piha ja puutarha > Kastelu > Sadettajatarvikkeet > Sprinkleriventtiilit
gid://shopify/TaxonomyCategory/hg-12-6-5         : Koti ja puutarha > Piha ja puutarha > Kastelu > Sprinklerit ja sprinkleripäät
gid://shopify/TaxonomyCategory/hg-12-6-5-1       : Koti ja puutarha > Piha ja puutarha > Kastelu > Sprinklerit ja sprinkleripäät > Sprinkleripäät
gid://shopify/TaxonomyCategory/hg-12-6-5-2       : Koti ja puutarha > Piha ja puutarha > Kastelu > Sprinklerit ja sprinkleripäät > Sprinklerit
gid://shopify/TaxonomyCategory/hg-12-6-6         : Koti ja puutarha > Piha ja puutarha > Kastelu > Kastelukannujen lisätarvikkeet
gid://shopify/TaxonomyCategory/hg-12-6-6-1       : Koti ja puutarha > Piha ja puutarha > Kastelu > Kastelukannujen lisätarvikkeet > Kaatonokan jatkeet
gid://shopify/TaxonomyCategory/hg-12-6-6-2       : Koti ja puutarha > Piha ja puutarha > Kastelu > Kastelukannujen lisätarvikkeet > Kastelukannun suuttimet
gid://shopify/TaxonomyCategory/hg-12-6-7         : Koti ja puutarha > Piha ja puutarha > Kastelu > Kastelukannut
gid://shopify/TaxonomyCategory/hg-12-6-8         : Koti ja puutarha > Piha ja puutarha > Kastelu > Kastelupallot ja -piikit
gid://shopify/TaxonomyCategory/hg-12-6-8-1       : Koti ja puutarha > Piha ja puutarha > Kastelu > Kastelupallot ja -piikit > Kastelupallot
gid://shopify/TaxonomyCategory/hg-12-6-8-2       : Koti ja puutarha > Piha ja puutarha > Kastelu > Kastelupallot ja -piikit > Kastelupiikit
gid://shopify/TaxonomyCategory/hg-13             : Koti ja puutarha > Valaistus
gid://shopify/TaxonomyCategory/hg-13-1           : Koti ja puutarha > Valaistus > Hätävalaistus
gid://shopify/TaxonomyCategory/hg-13-2           : Koti ja puutarha > Valaistus > Kelluvat ja upotettavat valot
gid://shopify/TaxonomyCategory/hg-13-3           : Koti ja puutarha > Valaistus > Kohdevalaisimet ja valonheittimet
gid://shopify/TaxonomyCategory/hg-13-4           : Koti ja puutarha > Valaistus > Maavalaisimet
gid://shopify/TaxonomyCategory/hg-13-5           : Koti ja puutarha > Valaistus > Lamput
gid://shopify/TaxonomyCategory/hg-13-5-1         : Koti ja puutarha > Valaistus > Lamput > Lukulamput
gid://shopify/TaxonomyCategory/hg-13-5-2         : Koti ja puutarha > Valaistus > Lamput > Työpöytälamput
gid://shopify/TaxonomyCategory/hg-13-5-3         : Koti ja puutarha > Valaistus > Lamput > Lattialamput
gid://shopify/TaxonomyCategory/hg-13-5-4         : Koti ja puutarha > Valaistus > Lamput > Lukulamput
gid://shopify/TaxonomyCategory/hg-13-5-5         : Koti ja puutarha > Valaistus > Lamput > Pöytälamput
gid://shopify/TaxonomyCategory/hg-13-6           : Koti ja puutarha > Valaistus > Puutarhavalaistus
gid://shopify/TaxonomyCategory/hg-13-7           : Koti ja puutarha > Valaistus > Polttimot
gid://shopify/TaxonomyCategory/hg-13-7-1         : Koti ja puutarha > Valaistus > Polttimot > Energiansäästölamput
gid://shopify/TaxonomyCategory/hg-13-7-2         : Koti ja puutarha > Valaistus > Polttimot > Loisteputket
gid://shopify/TaxonomyCategory/hg-13-7-3         : Koti ja puutarha > Valaistus > Polttimot > Hehkulamput
gid://shopify/TaxonomyCategory/hg-13-7-4         : Koti ja puutarha > Valaistus > Polttimot > LED-polttimot
gid://shopify/TaxonomyCategory/hg-13-8           : Koti ja puutarha > Valaistus > Valoköydet ja -ketjut
gid://shopify/TaxonomyCategory/hg-13-9           : Koti ja puutarha > Valaistus > Valaisimien kiinnitys
gid://shopify/TaxonomyCategory/hg-13-9-1         : Koti ja puutarha > Valaistus > Valaisimien kiinnitys > Työtasovalaisinten kiinnikkeet
gid://shopify/TaxonomyCategory/hg-13-9-2         : Koti ja puutarha > Valaistus > Valaisimien kiinnitys > Kattovalaisinten kiinnikkeet
gid://shopify/TaxonomyCategory/hg-13-9-3         : Koti ja puutarha > Valaistus > Valaisimien kiinnitys > Kattokruunut
gid://shopify/TaxonomyCategory/hg-13-9-4         : Koti ja puutarha > Valaistus > Valaisimien kiinnitys > Seinavalaisimien kiinnittimet
gid://shopify/TaxonomyCategory/hg-13-10          : Koti ja puutarha > Valaistus > Yövalot ja tunnelmavalaistus
gid://shopify/TaxonomyCategory/hg-13-11          : Koti ja puutarha > Valaistus > Tauluvalaisimet
gid://shopify/TaxonomyCategory/hg-13-12          : Koti ja puutarha > Valaistus > Soihdut ja öljylamput
gid://shopify/TaxonomyCategory/hg-13-13          : Koti ja puutarha > Valaistus > Kiskovalaistus
gid://shopify/TaxonomyCategory/hg-13-13-1        : Koti ja puutarha > Valaistus > Kiskovalaistus > Kiskovalaisintarvikkeet
gid://shopify/TaxonomyCategory/hg-13-13-1-2      : Koti ja puutarha > Valaistus > Kiskovalaistus > Kiskovalaisintarvikkeet > Päät
gid://shopify/TaxonomyCategory/hg-13-13-1-3      : Koti ja puutarha > Valaistus > Kiskovalaistus > Kiskovalaisintarvikkeet > Riipukset
gid://shopify/TaxonomyCategory/hg-13-13-1-4      : Koti ja puutarha > Valaistus > Kiskovalaistus > Kiskovalaisintarvikkeet > Tehosyötteet
gid://shopify/TaxonomyCategory/hg-13-13-1-5      : Koti ja puutarha > Valaistus > Kiskovalaistus > Kiskovalaisintarvikkeet > Kiiinnityssarjat
gid://shopify/TaxonomyCategory/hg-13-13-2        : Koti ja puutarha > Valaistus > Kiskovalaistus > Kiskovalaisinten kiinnikkeet
gid://shopify/TaxonomyCategory/hg-13-13-3        : Koti ja puutarha > Valaistus > Kiskovalaistus > Valaisinkiskot
gid://shopify/TaxonomyCategory/hg-14             : Koti ja puutarha > Valaisintarvikkeet
gid://shopify/TaxonomyCategory/hg-14-1           : Koti ja puutarha > Valaisintarvikkeet > Pylväsvalaisimen jalustat
gid://shopify/TaxonomyCategory/hg-14-2           : Koti ja puutarha > Valaisintarvikkeet > Pylväsvalaisimen asennusjalustat
gid://shopify/TaxonomyCategory/hg-14-3           : Koti ja puutarha > Valaisintarvikkeet > Lampunvarjostimet
gid://shopify/TaxonomyCategory/hg-14-4           : Koti ja puutarha > Valaisintarvikkeet > Valojen ajastimet
gid://shopify/TaxonomyCategory/hg-14-5           : Koti ja puutarha > Valaisintarvikkeet > Öljylampun polttoaine
gid://shopify/TaxonomyCategory/hg-15             : Koti ja puutarha > Liina- ja vuodevaatteet
gid://shopify/TaxonomyCategory/hg-15-1           : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet
gid://shopify/TaxonomyCategory/hg-15-1-1         : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet > Vuodekatokset
gid://shopify/TaxonomyCategory/hg-15-1-2         : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet > Lakanat
gid://shopify/TaxonomyCategory/hg-15-1-3         : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet > Helmalakanat
gid://shopify/TaxonomyCategory/hg-15-1-4         : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet > Peitot
gid://shopify/TaxonomyCategory/hg-15-1-5         : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet > Pussilakanat
gid://shopify/TaxonomyCategory/hg-15-1-6         : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet > Patjansuojat
gid://shopify/TaxonomyCategory/hg-15-1-6-1       : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet > Patjansuojat > Patjanpäälliset
gid://shopify/TaxonomyCategory/hg-15-1-6-2       : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet > Patjansuojat > Petauspatjat
gid://shopify/TaxonomyCategory/hg-15-1-7         : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet > Lattiapatjat
gid://shopify/TaxonomyCategory/hg-15-1-8         : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet > Tyynyliinat
gid://shopify/TaxonomyCategory/hg-15-1-9         : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet > Tyynyt
gid://shopify/TaxonomyCategory/hg-15-1-10        : Koti ja puutarha > Liina- ja vuodevaatteet > Vuodevaatteet > Viltit ja peitot
gid://shopify/TaxonomyCategory/hg-15-2           : Koti ja puutarha > Liina- ja vuodevaatteet > Keittiötekstiilisetit
gid://shopify/TaxonomyCategory/hg-15-3           : Koti ja puutarha > Liina- ja vuodevaatteet > Pöytäkankaat
gid://shopify/TaxonomyCategory/hg-15-3-1         : Koti ja puutarha > Liina- ja vuodevaatteet > Pöytäkankaat > Kangasservetit
gid://shopify/TaxonomyCategory/hg-15-3-2         : Koti ja puutarha > Liina- ja vuodevaatteet > Pöytäkankaat > Pitsiliinat
gid://shopify/TaxonomyCategory/hg-15-3-3         : Koti ja puutarha > Liina- ja vuodevaatteet > Pöytäkankaat > Tabletit
gid://shopify/TaxonomyCategory/hg-15-3-4         : Koti ja puutarha > Liina- ja vuodevaatteet > Pöytäkankaat > Kaitaliinat
gid://shopify/TaxonomyCategory/hg-15-3-5         : Koti ja puutarha > Liina- ja vuodevaatteet > Pöytäkankaat > Helmaliinat
gid://shopify/TaxonomyCategory/hg-15-3-6         : Koti ja puutarha > Liina- ja vuodevaatteet > Pöytäkankaat > Pöytäliinat
gid://shopify/TaxonomyCategory/hg-15-4           : Koti ja puutarha > Liina- ja vuodevaatteet > Pyyhkeet
gid://shopify/TaxonomyCategory/hg-15-4-1         : Koti ja puutarha > Liina- ja vuodevaatteet > Pyyhkeet > Kylpypyyhkeet ja liinat
gid://shopify/TaxonomyCategory/hg-15-4-1-1       : Koti ja puutarha > Liina- ja vuodevaatteet > Pyyhkeet > Kylpypyyhkeet ja liinat > Kylpypyyhkeet
gid://shopify/TaxonomyCategory/hg-15-4-1-2       : Koti ja puutarha > Liina- ja vuodevaatteet > Pyyhkeet > Kylpypyyhkeet ja liinat > Pesuliinat
gid://shopify/TaxonomyCategory/hg-15-4-2         : Koti ja puutarha > Liina- ja vuodevaatteet > Pyyhkeet > Rantapyyhkeet
gid://shopify/TaxonomyCategory/hg-15-4-5         : Koti ja puutarha > Liina- ja vuodevaatteet > Pyyhkeet > Käsipyyhkeet
gid://shopify/TaxonomyCategory/hg-15-4-4         : Koti ja puutarha > Liina- ja vuodevaatteet > Pyyhkeet > Pääpyyhkeet
