# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-lasien istuvuuden muotoilu
gid://shopify/TaxonomyAttribute/6537  : Kumiankan hahmo/teema
gid://shopify/TaxonomyAttribute/6538  : Kumiankan ominaisuudet
gid://shopify/TaxonomyAttribute/6539  : Kumiankan kokoluokka
gid://shopify/TaxonomyAttribute/10183 : Röyhelötyyli
gid://shopify/TaxonomyAttribute/3136  : Mattojen/jalkamattojen ominaisuudet
gid://shopify/TaxonomyAttribute/2787  : Mattojen/jalkamattojen materiaali
gid://shopify/TaxonomyAttribute/10911 : Rugbypäähineiden turvallisuussertifikaatti
gid://shopify/TaxonomyAttribute/10912 : Rugbyvarusteiden kokomerkintä
gid://shopify/TaxonomyAttribute/10913 : Rugbyn pelimuoto
gid://shopify/TaxonomyAttribute/10184 : Viivaimen reunan tyyppi
gid://shopify/TaxonomyAttribute/10185 : Viivaimen merkintätyyli
gid://shopify/TaxonomyAttribute/1465  : Rommiluokka
gid://shopify/TaxonomyAttribute/10914 : Jalasten konfiguraatio
gid://shopify/TaxonomyAttribute/10915 : Jalasmateriaali
gid://shopify/TaxonomyAttribute/2523  : SFX-ohjaustekniikka
gid://shopify/TaxonomyAttribute/1861  : Sim-korttivalmius
gid://shopify/TaxonomyAttribute/1855  : Sim-korttityyppi
gid://shopify/TaxonomyAttribute/1713  : Aurinkosuojakerroin (Spf-taso)
gid://shopify/TaxonomyAttribute/10916 : Satulanpäällisen tyyli
gid://shopify/TaxonomyAttribute/10917 : Satulan muotoilu
gid://shopify/TaxonomyAttribute/10918 : Satulan käyttölaji
gid://shopify/TaxonomyAttribute/2968  : Satulan materiaali
gid://shopify/TaxonomyAttribute/10919 : Satulan kiinnitystyyppi
gid://shopify/TaxonomyAttribute/10920 : Satulahuovan muoto
gid://shopify/TaxonomyAttribute/10921 : Satulan pehmustetyyli
gid://shopify/TaxonomyAttribute/10922 : Satulan täytemateriaali
gid://shopify/TaxonomyAttribute/10923 : Satulan kiskomateriaali
gid://shopify/TaxonomyAttribute/10924 : Satulapuun materiaali
gid://shopify/TaxonomyAttribute/10925 : Satulan rungon leveys
gid://shopify/TaxonomyAttribute/1716  : Turvallisuussertifikaatit
gid://shopify/TaxonomyAttribute/1725  : Turvalaitteiden asennus
gid://shopify/TaxonomyAttribute/10186 : Turvallisuusasiakirjat saatavilla
gid://shopify/TaxonomyAttribute/8678  : Mukana tulevat turvallisuusvarusteet
gid://shopify/TaxonomyAttribute/2949  : Harjoitusvälinemateriaalit
gid://shopify/TaxonomyAttribute/10187 : Turvaominaisuudet
gid://shopify/TaxonomyAttribute/10926 : Turvavaljaiden tyyppi
gid://shopify/TaxonomyAttribute/10927 : Turvallisuusmekanismityyppi
gid://shopify/TaxonomyAttribute/6125  : Turvapeilin ominaisuudet
gid://shopify/TaxonomyAttribute/1732  : Turvakaiteen asennus
gid://shopify/TaxonomyAttribute/6540  : Turvavyön tyyppi
gid://shopify/TaxonomyAttribute/6541  : Turvallisuusvaroitus
gid://shopify/TaxonomyAttribute/10928 : Purjeen muoto
gid://shopify/TaxonomyAttribute/2756  : Purjevenetyyppi
gid://shopify/TaxonomyAttribute/7920  : Salaatinkastikkeen tyyppi
gid://shopify/TaxonomyAttribute/6126  : Salaattilingon mekanismi
gid://shopify/TaxonomyAttribute/7921  : Salaatin lisäkkeen perusainesosa
gid://shopify/TaxonomyAttribute/7922  : Suolapitoisuus
gid://shopify/TaxonomyAttribute/6545  : Hiekka- ja vesimyllytuotteet sisältyvät hintaan
gid://shopify/TaxonomyAttribute/6127  : Hiekan väri
gid://shopify/TaxonomyAttribute/6542  : Hiekkakupin ominaisuudet
gid://shopify/TaxonomyAttribute/6543  : Hiekkalapion kahvan tyyli
gid://shopify/TaxonomyAttribute/6544  : Hiekkalelusetin sisältämät osat
gid://shopify/TaxonomyAttribute/6310  : Hiekkatyyppi
gid://shopify/TaxonomyAttribute/3264  : Sandaalityyli
gid://shopify/TaxonomyAttribute/10929 : Hiekkasäkin tyyli
gid://shopify/TaxonomyAttribute/2181  : Hiekkapuhallussovellus
gid://shopify/TaxonomyAttribute/6546  : Hiekkalaatikon pohjan tyyppi
gid://shopify/TaxonomyAttribute/6547  : Hiekkalaatikon vedentyhjennys
gid://shopify/TaxonomyAttribute/6548  : Hiekkalaatikon istuintyyppi
gid://shopify/TaxonomyAttribute/2182  : Hiomakonetyyppi
gid://shopify/TaxonomyAttribute/2187  : Hiontasovellus
gid://shopify/TaxonomyAttribute/7923  : Sapodillo-lajike
gid://shopify/TaxonomyAttribute/7924  : Sapotillalajike
gid://shopify/TaxonomyAttribute/1865  : Satelliitin peittoalue
gid://shopify/TaxonomyAttribute/5508  : Satelliittiviestintäkyky
gid://shopify/TaxonomyAttribute/5023  : Tuetut satelliittinavigointijärjestelmät
gid://shopify/TaxonomyAttribute/1866  : Satelliittiverkkotyyppi
gid://shopify/TaxonomyAttribute/10188 : Satiininauhan pinnan tyyppi
gid://shopify/TaxonomyAttribute/7925  : Kastikkeen koostumus
gid://shopify/TaxonomyAttribute/7926  : Kastikkeen tuotemuoto
gid://shopify/TaxonomyAttribute/7927  : Kastiketyyppi
gid://shopify/TaxonomyAttribute/6128  : Aluslautasen toiminnallisuus
gid://shopify/TaxonomyAttribute/3363  : Mukana saunatarvikkeet
gid://shopify/TaxonomyAttribute/6129  : Saunan muoto- tai rakennetyyppi
gid://shopify/TaxonomyAttribute/6130  : Saunan kiukaan tyyppi
gid://shopify/TaxonomyAttribute/10189 : Saksofonin rungon viimeistely
gid://shopify/TaxonomyAttribute/10190 : Saksofonin rungon tyyppi
gid://shopify/TaxonomyAttribute/10191 : Saksofonin rakenteen tyyli
gid://shopify/TaxonomyAttribute/10192 : Saksofonin mukana tulevat oheistarvikkeet
gid://shopify/TaxonomyAttribute/10193 : Saksofonin kosketinjärjestelmä
gid://shopify/TaxonomyAttribute/10194 : Saksofonin koskettimien kosketusmateriaali
gid://shopify/TaxonomyAttribute/10195 : Saksofonin suukappaleen bafflen tyyppi
gid://shopify/TaxonomyAttribute/10196 : Saksofonin kaulan tyyppi
gid://shopify/TaxonomyAttribute/10197 : Saksofonipaketin sisältö
gid://shopify/TaxonomyAttribute/10198 : Saksofonin kielen leikkaus
gid://shopify/TaxonomyAttribute/10199 : Saksofonin lehden materiaalin tyyppi
gid://shopify/TaxonomyAttribute/10200 : Saksofonin lehden vahvuusasteikko
gid://shopify/TaxonomyAttribute/10201 : Saksofonin pienosien kierrekoko
gid://shopify/TaxonomyAttribute/10202 : Saksofonin kuivausliinan käyttöalue
gid://shopify/TaxonomyAttribute/10203 : Tupen materiaali
gid://shopify/TaxonomyAttribute/2195  : Rakennustelineen asennustapa
gid://shopify/TaxonomyAttribute/2381  : Pienoismallien lisätarviketyyppi
gid://shopify/TaxonomyAttribute/10204 : Pienoismallin kokoonpanon tila
gid://shopify/TaxonomyAttribute/10205 : Pienoismalliauton ominaisuudet
gid://shopify/TaxonomyAttribute/10206 : Pienoismallipakkauksen kokoaminen
gid://shopify/TaxonomyAttribute/10207 : Mukana toimitettavat pienoismallipakkauksen osat
gid://shopify/TaxonomyAttribute/3284  : Pienoismallisarjan tyyppi
gid://shopify/TaxonomyAttribute/2932  : Pienoismallimateriaali
gid://shopify/TaxonomyAttribute/10208 : Pienoismallin maalaustila
gid://shopify/TaxonomyAttribute/10209 : Pienoismallin asento
gid://shopify/TaxonomyAttribute/10210 : Pienoismallin roottorin kokoonpano
gid://shopify/TaxonomyAttribute/2382  : Pienoismallin teema
gid://shopify/TaxonomyAttribute/10211 : Kuorma-auton pienoismallin aikakausi
gid://shopify/TaxonomyAttribute/10212 : Kuorma-auton pienoismallin käyttövoimatyyppi
gid://shopify/TaxonomyAttribute/10213 : Pienoismallin mittayksiköt
gid://shopify/TaxonomyAttribute/5166  : Päänahan ongelma
gid://shopify/TaxonomyAttribute/2599  : Leikkausveitsen terän numero
gid://shopify/TaxonomyAttribute/3053  : Leikkausveitsen terän muoto
gid://shopify/TaxonomyAttribute/2600  : Leikkausveitsen kahvan numero
gid://shopify/TaxonomyAttribute/3092  : Skannerin ominaisuudet
gid://shopify/TaxonomyAttribute/5384  : Skannerin kahvayhteensopivuus
gid://shopify/TaxonomyAttribute/5385  : Skannerin huoltosarjan tyyppi
gid://shopify/TaxonomyAttribute/1904  : Skannerianturityyppi
gid://shopify/TaxonomyAttribute/3256  : Huivin/hartiahuivin tyyli
gid://shopify/TaxonomyAttribute/2024  : Kuvaelmatilat
gid://shopify/TaxonomyAttribute/10930 : Hajun käyttötarkoitus
gid://shopify/TaxonomyAttribute/10931 : Hajun lähde
gid://shopify/TaxonomyAttribute/8679  : Koulubussin korityyppi
gid://shopify/TaxonomyAttribute/8680  : Koulubussin turvallisuusominaisuus
gid://shopify/TaxonomyAttribute/10214 : Askarteluliiman pestävyys
gid://shopify/TaxonomyAttribute/2344  : Saksien terän tyyppi
gid://shopify/TaxonomyAttribute/10215 : Saksisovellus
gid://shopify/TaxonomyAttribute/6131  : Kauhan vapautusmekanismi
gid://shopify/TaxonomyAttribute/6311  : Kauhan pinnan muotoilu
gid://shopify/TaxonomyAttribute/6132  : Kauhan seinämien muotoilu
gid://shopify/TaxonomyAttribute/10932 : Skootterin jarrupalojen materiaali
gid://shopify/TaxonomyAttribute/4994  : Skootterin jarrutyyppi
gid://shopify/TaxonomyAttribute/3304  : Kiikaritähtäimen muotoilu
gid://shopify/TaxonomyAttribute/3305  : Kiikaritähtäimen linssityyppi
gid://shopify/TaxonomyAttribute/2037  : Tähystyslaitteen/tähtäimen muotoilu
gid://shopify/TaxonomyAttribute/3063  : Tähtäimen/kiikaritähtäimen ominaisuudet
gid://shopify/TaxonomyAttribute/3170  : Tulostaulun ominaisuudet
gid://shopify/TaxonomyAttribute/10933 : Pisteytysmenetelmä
gid://shopify/TaxonomyAttribute/10934 : Pistelasku
gid://shopify/TaxonomyAttribute/10935 : Pistejärjestelmän tyyppi
gid://shopify/TaxonomyAttribute/10216 : Skotlantilaisen pikkupillin materiaali
gid://shopify/TaxonomyAttribute/10217 : Skotlantilaisen pikkupillin borduunapillien virityskokoonpano
gid://shopify/TaxonomyAttribute/10218 : Skotlantilaisen pikkupillin kielen tyyppi
gid://shopify/TaxonomyAttribute/2289  : Leikekirjan paperityyppi
gid://shopify/TaxonomyAttribute/10219 : Kaapimispinnan tyyppi
gid://shopify/TaxonomyAttribute/5533  : Näyttökokoonpanoon sisältyvät komponentit
gid://shopify/TaxonomyAttribute/5389  : Näytön kaarevuusluokitus
gid://shopify/TaxonomyAttribute/1424  : Suojan materiaali
gid://shopify/TaxonomyAttribute/5403  : Näytön toimintatyyppi
gid://shopify/TaxonomyAttribute/5526  : Näytön suojausominaisuudet
gid://shopify/TaxonomyAttribute/5524  : Näytönsuojan kiinnitystyyppi
gid://shopify/TaxonomyAttribute/5566  : Näytönsuojan peittävyystyyli
gid://shopify/TaxonomyAttribute/5565  : Näytönsuojan ominaisuudet
gid://shopify/TaxonomyAttribute/5419  : Näytönsuojan viimeistely
gid://shopify/TaxonomyAttribute/5673  : Näytön pintakäsittely
gid://shopify/TaxonomyAttribute/2003  : Näyttöruudun/näytön muotoilu
gid://shopify/TaxonomyAttribute/10936 : Ruuvin kannan tyyppi
gid://shopify/TaxonomyAttribute/10937 : Ruuvien kierteen koko
gid://shopify/TaxonomyAttribute/6133  : Pesupään tyyppi
gid://shopify/TaxonomyAttribute/6134  : Hankausvoimakkuus
gid://shopify/TaxonomyAttribute/10220 : Kuvanveistosaven pohjatyyppi
gid://shopify/TaxonomyAttribute/7928  : Kalan ja äyriäisten leikkaustapa
gid://shopify/TaxonomyAttribute/7929  : Merenelävien käsittelymenetelmä
gid://shopify/TaxonomyAttribute/7930  : Kalan ja äyriäisten alkuperä
gid://shopify/TaxonomyAttribute/1497  : Merenelävätyyppi
gid://shopify/TaxonomyAttribute/6135  : Pakkaukseen sisältyvät äyriäisvälineet
gid://shopify/TaxonomyAttribute/10938 : Tiivistemateriaali
gid://shopify/TaxonomyAttribute/2384  : Sinettileiman muotoilu
gid://shopify/TaxonomyAttribute/8681  : Tiivisteen tyyppi
gid://shopify/TaxonomyAttribute/10939 : Paikkausaineen koostumus
gid://shopify/TaxonomyAttribute/6136  : Saumaustilat
gid://shopify/TaxonomyAttribute/8682  : Tiivisteiden vuototyyppi
gid://shopify/TaxonomyAttribute/10940 : Sauman rakenne
gid://shopify/TaxonomyAttribute/6802  : Saumojen asettelu
gid://shopify/TaxonomyAttribute/10221 : Saumamitan asteikkotyyppi
gid://shopify/TaxonomyAttribute/10222 : Saumamitan liukusäätimen materiaali
gid://shopify/TaxonomyAttribute/10223 : Ratkojan kärjen tyyppi
gid://shopify/TaxonomyAttribute/6803  : Sauman tiivistystyyppi
gid://shopify/TaxonomyAttribute/10941 : Saumatyyppi
gid://shopify/TaxonomyAttribute/1628  : Kausi
gid://shopify/TaxonomyAttribute/10942 : Vuodenaikaluokitus
gid://shopify/TaxonomyAttribute/8683  : Suojausvuodenaika/-olosuhde
gid://shopify/TaxonomyAttribute/7931  : Maustevalikoima
gid://shopify/TaxonomyAttribute/8684  : Istuimen säätötapa
gid://shopify/TaxonomyAttribute/8685  : Turvavyön kiinnitystyyppi
gid://shopify/TaxonomyAttribute/8686  : Turvavyön lukon sähköliittimen tyyppi
gid://shopify/TaxonomyAttribute/8687  : Turvavyön lukon kiinnitystyyppi
gid://shopify/TaxonomyAttribute/8688  : Turvavyön lukon vapautuspainikkeen väri
gid://shopify/TaxonomyAttribute/8689  : Turvavyön suojuksen paikka
gid://shopify/TaxonomyAttribute/8690  : Turvavyön integrointi
gid://shopify/TaxonomyAttribute/8691  : Turvavyöt
gid://shopify/TaxonomyAttribute/8692  : Turvavyön hihnan asennuspaikka
gid://shopify/TaxonomyAttribute/8693  : Istuimen suojuksen asettelu
gid://shopify/TaxonomyAttribute/8694  : Istuinsuojan kiinnitysmenetelmä
gid://shopify/TaxonomyAttribute/8695  : Istuinsuojapakkauksen sisältö
gid://shopify/TaxonomyAttribute/2405  : Istuintyynyt
gid://shopify/TaxonomyAttribute/6953  : Istuinkangas
gid://shopify/TaxonomyAttribute/6954  : Istuimen korkeusluokka
gid://shopify/TaxonomyAttribute/6955  : Istuimen materiaali
gid://shopify/TaxonomyAttribute/8696  : Istuimen asennustyyppi
gid://shopify/TaxonomyAttribute/5035  : Paikkavaraus
gid://shopify/TaxonomyAttribute/5066  : Istuimen kierto
gid://shopify/TaxonomyAttribute/2406  : Istuimen muoto
gid://shopify/TaxonomyAttribute/1537  : Istuimen rakenne
gid://shopify/TaxonomyAttribute/5062  : Istuimen kääntömekanismi
gid://shopify/TaxonomyAttribute/1518  : Istuintyyppi
gid://shopify/TaxonomyAttribute/6956  : Istuimen pintamateriaali
gid://shopify/TaxonomyAttribute/10943 : Satulatolpan kiinnitysmekanismi
gid://shopify/TaxonomyAttribute/6957  : Asennussuunnan yhteensopivuus
gid://shopify/TaxonomyAttribute/6958  : Moduulikokoonpano
gid://shopify/TaxonomyAttribute/6959  : Kalusteen muoto
gid://shopify/TaxonomyAttribute/10944 : Turvatut osat
gid://shopify/TaxonomyAttribute/1939  : Turvallisuusalgoritmit
gid://shopify/TaxonomyAttribute/2139  : Turvallisuustaso
gid://shopify/TaxonomyAttribute/6137  : Turvallisuusanturin alatyyppi
gid://shopify/TaxonomyAttribute/7932  : Siemensisältö
gid://shopify/TaxonomyAttribute/7933  : Siemenen kokoluokitus
gid://shopify/TaxonomyAttribute/6138  : Siementen käsittely
gid://shopify/TaxonomyAttribute/10224 : Itsekiinnittyvän pinnan formaatti
gid://shopify/TaxonomyAttribute/10225 : Itsekiinnittyvä tarranauhakiinnitys
gid://shopify/TaxonomyAttribute/10226 : Itsestään kiinnittyvien tarranauhojen muoto
gid://shopify/TaxonomyAttribute/6139  : Itsepuhdistusmenetelmä
gid://shopify/TaxonomyAttribute/10227 : Itsekovettuva savipinta
gid://shopify/TaxonomyAttribute/10228 : Itsekovettuvan saven vedenkestävyys kovettumisen jälkeen
gid://shopify/TaxonomyAttribute/5024  : Selfietikun toiminnallisuustyyppi
gid://shopify/TaxonomyAttribute/5504  : Puolijohdemateriaali
gid://shopify/TaxonomyAttribute/5195  : Tuntemuksen vaikutus
gid://shopify/TaxonomyAttribute/10945 : Anturin toiminnot
gid://shopify/TaxonomyAttribute/10946 : Anturin mittaustila
gid://shopify/TaxonomyAttribute/10947 : Anturin asennussijainti
gid://shopify/TaxonomyAttribute/8697  : Anturin asennustyyppi
gid://shopify/TaxonomyAttribute/8698  : Anturin tai mittarin kiinnityskohta
gid://shopify/TaxonomyAttribute/1332  : Anturityyppi
gid://shopify/TaxonomyAttribute/2988  : Anturin/mittaustyökalun ominaisuudet
gid://shopify/TaxonomyAttribute/5168  : Aistinvarainen vaikutus
gid://shopify/TaxonomyAttribute/6549  : Aistimodaliteetti
gid://shopify/TaxonomyAttribute/6550  : Fidget-lelumekanismi
gid://shopify/TaxonomyAttribute/6551  : Aistilelun valojen ominaisuudet
gid://shopify/TaxonomyAttribute/6552  : Aistilelun pintarakenne
gid://shopify/TaxonomyAttribute/10229 : Paljettien kiinnitysmenetelmä
gid://shopify/TaxonomyAttribute/10230 : Paljettiviimeistely
gid://shopify/TaxonomyAttribute/2323  : Paljetin/kimalteen muoto
gid://shopify/TaxonomyAttribute/10231 : Saumurin ommeltoiminnot
gid://shopify/TaxonomyAttribute/10232 : Saumurin lankamäärä
gid://shopify/TaxonomyAttribute/6140  : Pakkaukseen sisältyvät tarjoiluastiat
gid://shopify/TaxonomyAttribute/8699  : Huoltoväli
gid://shopify/TaxonomyAttribute/2645  : Palvelutyyppi
gid://shopify/TaxonomyAttribute/7934  : Tarjoilulämpötila
gid://shopify/TaxonomyAttribute/7935  : Seesaminsiementen kuoren tila
gid://shopify/TaxonomyAttribute/7936  : Seesaminsiementen paahtoaste
gid://shopify/TaxonomyAttribute/7937  : Seesaminsiementen lajike
gid://shopify/TaxonomyAttribute/10948 : Pakkauksen luokitus
gid://shopify/TaxonomyAttribute/10233 : Pakkauksen osat
gid://shopify/TaxonomyAttribute/6804  : Setin mukana tulevat tarvikkeet
gid://shopify/TaxonomyAttribute/10949 : Asennusmekanismi
gid://shopify/TaxonomyAttribute/6553  : Pystytystapa
gid://shopify/TaxonomyAttribute/10234 : Tukikankaan elastisuus
gid://shopify/TaxonomyAttribute/10235 : Ommeltavan merkin paikka
gid://shopify/TaxonomyAttribute/10236 : Ommeltava reunaviimeistely
gid://shopify/TaxonomyAttribute/10237 : Ommeltavan strassin reiän suunta
gid://shopify/TaxonomyAttribute/2339  : Ompelukoneen paininjalkatyyppi
gid://shopify/TaxonomyAttribute/10238 : Ompelupakkauksen sisältämät komponentit
gid://shopify/TaxonomyAttribute/10239 : Ompelukoneen puolaluokitus
gid://shopify/TaxonomyAttribute/10240 : Ompelukoneen napinläpityyppi
gid://shopify/TaxonomyAttribute/10241 : Ompelukoneen näyttötyyppi
gid://shopify/TaxonomyAttribute/10242 : Ompelukoneen neulan kärjen tyyppi
gid://shopify/TaxonomyAttribute/10243 : Ompelukoneen neulajärjestelmä
gid://shopify/TaxonomyAttribute/10244 : Ompelukoneen neulan tyyppi
gid://shopify/TaxonomyAttribute/2340  : Ompelukoneen osaluokka
gid://shopify/TaxonomyAttribute/10245 : Ompelukoneen varsityyppi
gid://shopify/TaxonomyAttribute/10246 : Kaavan asustetyyppi
gid://shopify/TaxonomyAttribute/10247 : Kaavaa varten tarvittavat ompelutarvikkeet
gid://shopify/TaxonomyAttribute/10248 : Kaavalle suositeltu kangas
gid://shopify/TaxonomyAttribute/10249 : Kaavan kokoluokka
gid://shopify/TaxonomyAttribute/10250 : Ompelulangan kokoluokitus
gid://shopify/TaxonomyAttribute/10950 : Varren kaarevuus
gid://shopify/TaxonomyAttribute/1300  : Akselin jousto
gid://shopify/TaxonomyAttribute/10951 : Varren taipumiskohta
gid://shopify/TaxonomyAttribute/10952 : Varren pituustyyppi
gid://shopify/TaxonomyAttribute/2178  : Akselin suuntaus
gid://shopify/TaxonomyAttribute/10953 : Varren muoto
gid://shopify/TaxonomyAttribute/10251 : Rytmimunan täytemateriaali
gid://shopify/TaxonomyAttribute/6141  : Pakkaukseen sisältyvät shaker-setin osat
gid://shopify/TaxonomyAttribute/10252 : Rytmimunan kuoren materiaali
gid://shopify/TaxonomyAttribute/7938  : Salottisipulilajike
gid://shopify/TaxonomyAttribute/1653  : Shampootyyppi
gid://shopify/TaxonomyAttribute/10954 : Varren tyyli
gid://shopify/TaxonomyAttribute/73    : Muoto
gid://shopify/TaxonomyAttribute/6805  : Muotoilevan alusvaatteen toiminnallinen ominaisuus
gid://shopify/TaxonomyAttribute/1197  : Muotoilevien alusasujen tukitaso
gid://shopify/TaxonomyAttribute/1684  : Partavaahdon formulointi
gid://shopify/TaxonomyAttribute/1687  : Pakkauksen komponentit
gid://shopify/TaxonomyAttribute/6142  : Tupen materiaali
gid://shopify/TaxonomyAttribute/10253 : Suojuksen tyyppi
gid://shopify/TaxonomyAttribute/2066  : Loisto-/kiiltotaso
gid://shopify/TaxonomyAttribute/5285  : Kangasnaamion materiaali
gid://shopify/TaxonomyAttribute/10254 : Nuottipidikkeen pehmustemateriaali
gid://shopify/TaxonomyAttribute/10255 : Nuottipidikkeen jousen kireystaso
gid://shopify/TaxonomyAttribute/10256 : Nuottipidikkeen käyttöympäristö
gid://shopify/TaxonomyAttribute/6143  : Hyllyn sijainti laitteessa
gid://shopify/TaxonomyAttribute/2567  : Hyllymateriaali
gid://shopify/TaxonomyAttribute/10257 : Rungon rakenne
gid://shopify/TaxonomyAttribute/10258 : Rungon viimeistely
gid://shopify/TaxonomyAttribute/2890  : Kuori/runkomateriaali
gid://shopify/TaxonomyAttribute/7939  : Kuoren tila
gid://shopify/TaxonomyAttribute/8700  : Vaihdekepin suojakumin kiinnitystapa
gid://shopify/TaxonomyAttribute/8701  : Mukana toimitettava vaihdekepin suojakumin asennuslaite
gid://shopify/TaxonomyAttribute/8702  : Vaihdekepin nupin valaistus
gid://shopify/TaxonomyAttribute/8703  : Vaihdekepin nupin asennusmenetelmä
gid://shopify/TaxonomyAttribute/8704  : Vaihdekepin nupin muoto
gid://shopify/TaxonomyAttribute/8705  : Vaihtokuvion tyyppi
gid://shopify/TaxonomyAttribute/10955 : Vaihteenvalitsimen yhteensopivuus
gid://shopify/TaxonomyAttribute/10956 : Vaihteenvalitsimen asennusliittymä
gid://shopify/TaxonomyAttribute/10957 : Vaihteensiirron käyttötapa
