# Shopify Product Taxonomy - Categories: 2099-01
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : 动物/宠物用品
gid://shopify/TaxonomyCategory/os-11-11-3        : 办公用品 > 办公文具 > 书写/绘图工具 > 蜡笔
gid://shopify/TaxonomyCategory/os-11-11-3-1      : 办公用品 > 办公文具 > 书写/绘图工具 > 蜡笔 > 凝胶蜡笔
gid://shopify/TaxonomyCategory/os-11-11-3-2      : 办公用品 > 办公文具 > 书写/绘图工具 > 蜡笔 > 巨型蜡笔
gid://shopify/TaxonomyCategory/os-11-11-3-3      : 办公用品 > 办公文具 > 书写/绘图工具 > 蜡笔 > 金属蜡笔
gid://shopify/TaxonomyCategory/os-11-11-3-4      : 办公用品 > 办公文具 > 书写/绘图工具 > 蜡笔 > 霓虹蜡笔
gid://shopify/TaxonomyCategory/os-11-11-3-5      : 办公用品 > 办公文具 > 书写/绘图工具 > 蜡笔 > 普通蜡笔
gid://shopify/TaxonomyCategory/os-11-11-3-6      : 办公用品 > 办公文具 > 书写/绘图工具 > 蜡笔 > 香味蜡笔
gid://shopify/TaxonomyCategory/os-11-11-3-7      : 办公用品 > 办公文具 > 书写/绘图工具 > 蜡笔 > 可旋转蜡笔
gid://shopify/TaxonomyCategory/os-11-11-3-8      : 办公用品 > 办公文具 > 书写/绘图工具 > 蜡笔 > 水彩蜡笔
gid://shopify/TaxonomyCategory/os-11-11-4        : 办公用品 > 办公文具 > 书写/绘图工具 > 记号笔/荧光笔
gid://shopify/TaxonomyCategory/os-11-11-4-1      : 办公用品 > 办公文具 > 书写/绘图工具 > 记号笔/荧光笔 > 荧光笔
gid://shopify/TaxonomyCategory/os-11-11-4-2      : 办公用品 > 办公文具 > 书写/绘图工具 > 记号笔/荧光笔 > 马克笔
gid://shopify/TaxonomyCategory/os-11-11-5        : 办公用品 > 办公文具 > 书写/绘图工具 > 多功能书写工具
gid://shopify/TaxonomyCategory/os-11-11-6        : 办公用品 > 办公文具 > 书写/绘图工具 > 色粉笔/油画棒
gid://shopify/TaxonomyCategory/os-11-11-6-1      : 办公用品 > 办公文具 > 书写/绘图工具 > 色粉笔/油画棒 > 色粉粉笔
gid://shopify/TaxonomyCategory/os-11-11-6-2      : 办公用品 > 办公文具 > 书写/绘图工具 > 色粉笔/油画棒 > 硬色粉笔
gid://shopify/TaxonomyCategory/os-11-11-6-3      : 办公用品 > 办公文具 > 书写/绘图工具 > 色粉笔/油画棒 > 油画棒
gid://shopify/TaxonomyCategory/os-11-11-6-4      : 办公用品 > 办公文具 > 书写/绘图工具 > 色粉笔/油画棒 > 色粉盘
gid://shopify/TaxonomyCategory/os-11-11-6-5      : 办公用品 > 办公文具 > 书写/绘图工具 > 色粉笔/油画棒 > 色粉铅笔
gid://shopify/TaxonomyCategory/os-11-11-6-6      : 办公用品 > 办公文具 > 书写/绘图工具 > 色粉笔/油画棒 > 软色粉笔
gid://shopify/TaxonomyCategory/os-11-11-7        : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔
gid://shopify/TaxonomyCategory/os-11-11-7-1      : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔 > 钢笔/铅笔套装
gid://shopify/TaxonomyCategory/os-11-11-7-2      : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔 > 铅笔
gid://shopify/TaxonomyCategory/os-11-11-7-2-1    : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔 > 铅笔 > 美术铅笔
gid://shopify/TaxonomyCategory/os-11-11-7-2-2    : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔 > 铅笔 > 黑铅笔
gid://shopify/TaxonomyCategory/os-11-11-7-2-2-1  : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔 > 铅笔 > 黑铅笔 > 自动铅笔
gid://shopify/TaxonomyCategory/os-11-11-7-2-2-2  : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔 > 铅笔 > 黑铅笔 > 木质铅笔
gid://shopify/TaxonomyCategory/os-11-11-7-3      : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔 > 钢笔
gid://shopify/TaxonomyCategory/os-11-11-7-3-1    : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔 > 钢笔 > 圆珠笔
gid://shopify/TaxonomyCategory/os-11-11-7-3-2    : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔 > 钢笔 > 毡头笔
gid://shopify/TaxonomyCategory/os-11-11-7-3-3    : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔 > 钢笔 > 钢笔
gid://shopify/TaxonomyCategory/os-11-11-7-3-4    : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔 > 钢笔 > 中性笔
gid://shopify/TaxonomyCategory/os-11-11-7-3-5    : 办公用品 > 办公文具 > 书写/绘图工具 > 钢笔/铅笔 > 钢笔 > 滚珠笔
gid://shopify/TaxonomyCategory/os-12             : 办公用品 > 纸张处理
gid://shopify/TaxonomyCategory/os-12-1           : 办公用品 > 纸张处理 > 护指
gid://shopify/TaxonomyCategory/os-12-2           : 办公用品 > 纸张处理 > 打孔机
gid://shopify/TaxonomyCategory/os-12-3           : 办公用品 > 纸张处理 > 折纸机
gid://shopify/TaxonomyCategory/os-12-4           : 办公用品 > 纸张处理 > 撞纸机
gid://shopify/TaxonomyCategory/os-12-5           : 办公用品 > 纸张处理 > 镇纸
gid://shopify/TaxonomyCategory/os-12-6           : 办公用品 > 纸张处理 > 书写垫板
gid://shopify/TaxonomyCategory/os-13             : 办公用品 > 演示用品
gid://shopify/TaxonomyCategory/os-13-1           : 办公用品 > 演示用品 > 黑板
gid://shopify/TaxonomyCategory/os-13-2           : 办公用品 > 演示用品 > 展示板
gid://shopify/TaxonomyCategory/os-13-2-1         : 办公用品 > 演示用品 > 展示板 > 公告板配件
gid://shopify/TaxonomyCategory/os-13-2-1-1       : 办公用品 > 演示用品 > 展示板 > 公告板配件 > 公告板边框装饰品
gid://shopify/TaxonomyCategory/os-13-2-1-2       : 办公用品 > 演示用品 > 展示板 > 公告板配件 > 布告栏装饰套装
gid://shopify/TaxonomyCategory/os-13-2-2         : 办公用品 > 演示用品 > 展示板 > 公告板
gid://shopify/TaxonomyCategory/os-13-2-3         : 办公用品 > 演示用品 > 展示板 > 泡沫板
gid://shopify/TaxonomyCategory/os-13-2-4         : 办公用品 > 演示用品 > 展示板 > 安装板/裱褙板
gid://shopify/TaxonomyCategory/os-13-2-5         : 办公用品 > 演示用品 > 展示板 > 海报展板
gid://shopify/TaxonomyCategory/os-13-3           : 办公用品 > 演示用品 > 实物投影仪
gid://shopify/TaxonomyCategory/os-13-4           : 办公用品 > 演示用品 > 白板
gid://shopify/TaxonomyCategory/os-13-5           : 办公用品 > 演示用品 > 活页挂板
gid://shopify/TaxonomyCategory/os-13-6           : 办公用品 > 演示用品 > 画架
gid://shopify/TaxonomyCategory/os-13-7           : 办公用品 > 演示用品 > 激光笔
gid://shopify/TaxonomyCategory/os-13-8           : 办公用品 > 演示用品 > 讲台
gid://shopify/TaxonomyCategory/os-13-9           : 办公用品 > 演示用品 > 幻灯片
gid://shopify/TaxonomyCategory/os-13-10          : 办公用品 > 演示用品 > 无线演示器
gid://shopify/TaxonomyCategory/os-14             : 办公用品 > 包装快递用品
gid://shopify/TaxonomyCategory/os-14-1           : 办公用品 > 包装快递用品 > 搬运箱
gid://shopify/TaxonomyCategory/os-14-2           : 办公用品 > 包装快递用品 > 包装材料
gid://shopify/TaxonomyCategory/os-14-3           : 办公用品 > 包装快递用品 > 包装带
gid://shopify/TaxonomyCategory/pa                : 产品附加件
gid://shopify/TaxonomyCategory/pa-1              : 产品附加件 > 延长保修
gid://shopify/TaxonomyCategory/pa-2              : 产品附加件 > 安装服务
gid://shopify/TaxonomyCategory/pa-3              : 产品附加件 > 维护计划
gid://shopify/TaxonomyCategory/pa-4              : 产品附加件 > 产品定制
gid://shopify/TaxonomyCategory/pa-5              : 产品附加件 > 产品升级
gid://shopify/TaxonomyCategory/pa-6              : 产品附加件 > 运输保险
gid://shopify/TaxonomyCategory/pa-7              : 产品附加件 > 订阅服务
gid://shopify/TaxonomyCategory/rc                : 宗教/仪式
gid://shopify/TaxonomyCategory/rc-1              : 宗教/仪式 > 纪念仪式用品
gid://shopify/TaxonomyCategory/rc-1-1            : 宗教/仪式 > 纪念仪式用品 > 骨灰盒
gid://shopify/TaxonomyCategory/rc-2              : 宗教/仪式 > 宗教用品
gid://shopify/TaxonomyCategory/rc-2-1            : 宗教/仪式 > 宗教用品 > 念珠
gid://shopify/TaxonomyCategory/rc-2-2            : 宗教/仪式 > 宗教用品 > 祷告卡
gid://shopify/TaxonomyCategory/rc-2-3            : 宗教/仪式 > 宗教用品 > 神龛
gid://shopify/TaxonomyCategory/rc-2-4            : 宗教/仪式 > 宗教用品 > 宗教面纱
gid://shopify/TaxonomyCategory/rc-2-5            : 宗教/仪式 > 宗教用品 > 塔罗牌
gid://shopify/TaxonomyCategory/rc-3              : 宗教/仪式 > 婚庆用品
gid://shopify/TaxonomyCategory/rc-3-1            : 宗教/仪式 > 婚庆用品 > 婚礼通道用品
gid://shopify/TaxonomyCategory/rc-3-2            : 宗教/仪式 > 婚庆用品 > 花童花篮
gid://shopify/TaxonomyCategory/rc-3-3            : 宗教/仪式 > 婚庆用品 > 戒枕/戒托
gid://shopify/TaxonomyCategory/se                : 服务
gid://shopify/TaxonomyCategory/se-1              : 服务 > 汽车服务
gid://shopify/TaxonomyCategory/se-1-1            : 服务 > 汽车服务 > 汽车电力服务
gid://shopify/TaxonomyCategory/se-1-3            : 服务 > 汽车服务 > 汽车维修与保养
gid://shopify/TaxonomyCategory/se-1-4            : 服务 > 汽车服务 > 汽车防盗与安全
gid://shopify/TaxonomyCategory/se-1-2            : 服务 > 汽车服务 > 汽车代客泊车和美容
gid://shopify/TaxonomyCategory/se-1-5            : 服务 > 汽车服务 > 轮胎和车轮服务
gid://shopify/TaxonomyCategory/se-1-6            : 服务 > 汽车服务 > 车辆检验
gid://shopify/TaxonomyCategory/se-2              : 服务 > 建筑构造服务
gid://shopify/TaxonomyCategory/se-2-1            : 服务 > 建筑构造服务 > 商业建筑
gid://shopify/TaxonomyCategory/se-2-2            : 服务 > 建筑构造服务 > 户外建筑
gid://shopify/TaxonomyCategory/se-2-3            : 服务 > 建筑构造服务 > 住宅建筑/装修
gid://shopify/TaxonomyCategory/se-2-4            : 服务 > 建筑构造服务 > 专业建筑服务
gid://shopify/TaxonomyCategory/se-2-4-1          : 服务 > 建筑构造服务 > 专业建筑服务 > 木工
gid://shopify/TaxonomyCategory/se-2-4-2          : 服务 > 建筑构造服务 > 专业建筑服务 > 混凝土和地基
gid://shopify/TaxonomyCategory/se-2-4-3          : 服务 > 建筑构造服务 > 专业建筑服务 > 屋顶和天沟
gid://shopify/TaxonomyCategory/se-3              : 服务 > 商业服务
gid://shopify/TaxonomyCategory/se-3-1            : 服务 > 商业服务 > 人力资源/薪资
gid://shopify/TaxonomyCategory/se-3-2            : 服务 > 商业服务 > 物流/搬运
gid://shopify/TaxonomyCategory/se-3-3            : 服务 > 商业服务 > 办公服务
gid://shopify/TaxonomyCategory/se-3-4            : 服务 > 商业服务 > 安全服务
gid://shopify/TaxonomyCategory/se-4              : 服务 > 娱乐/休闲服务
gid://shopify/TaxonomyCategory/se-4-5            : 服务 > 娱乐/休闲服务 > 儿童活动
gid://shopify/TaxonomyCategory/se-4-1            : 服务 > 娱乐/休闲服务 > 音乐会和娱乐活动
gid://shopify/TaxonomyCategory/se-4-3            : 服务 > 娱乐/休闲服务 > 活动策划
gid://shopify/TaxonomyCategory/se-4-6            : 服务 > 娱乐/休闲服务 > 室内活动
gid://shopify/TaxonomyCategory/se-4-7            : 服务 > 娱乐/休闲服务 > 户外活动
gid://shopify/TaxonomyCategory/se-4-4            : 服务 > 娱乐/休闲服务 > 旅游与休闲
gid://shopify/TaxonomyCategory/se-8              : 服务 > 环境服务
gid://shopify/TaxonomyCategory/se-8-1            : 服务 > 环境服务 > 废弃物管理服务
gid://shopify/TaxonomyCategory/se-5              : 服务 > 家居装修服务
gid://shopify/TaxonomyCategory/se-5-1            : 服务 > 家居装修服务 > 电力服务
gid://shopify/TaxonomyCategory/se-5-2            : 服务 > 家居装修服务 > 户外服务
gid://shopify/TaxonomyCategory/se-5-3            : 服务 > 家居装修服务 > 管道
gid://shopify/TaxonomyCategory/se-5-4            : 服务 > 家居装修服务 > 专业家庭服务
gid://shopify/TaxonomyCategory/se-6              : 服务 > 个人服务
gid://shopify/TaxonomyCategory/se-6-1            : 服务 > 个人服务 > 美容与个人护理
gid://shopify/TaxonomyCategory/se-6-2            : 服务 > 个人服务 > 教育服务
gid://shopify/TaxonomyCategory/se-6-6            : 服务 > 个人服务 > 健身与保健
gid://shopify/TaxonomyCategory/se-6-3            : 服务 > 个人服务 > 医疗保健服务
gid://shopify/TaxonomyCategory/se-6-4            : 服务 > 个人服务 > 生活服务
gid://shopify/TaxonomyCategory/se-7              : 服务 > 专业服务
gid://shopify/TaxonomyCategory/se-7-1            : 服务 > 专业服务 > 咨询服务
gid://shopify/TaxonomyCategory/se-7-2            : 服务 > 专业服务 > 金融与保险
gid://shopify/TaxonomyCategory/se-7-3            : 服务 > 专业服务 > IT 与技术
gid://shopify/TaxonomyCategory/se-7-4            : 服务 > 专业服务 > 法律服务
gid://shopify/TaxonomyCategory/se-7-5            : 服务 > 专业服务 > 市场营销与广告
gid://shopify/TaxonomyCategory/se-7-8            : 服务 > 专业服务 > 物业管理
gid://shopify/TaxonomyCategory/se-7-6            : 服务 > 专业服务 > 房地产
gid://shopify/TaxonomyCategory/se-7-9            : 服务 > 专业服务 > 税务服务
gid://shopify/TaxonomyCategory/so                : 软件
gid://shopify/TaxonomyCategory/so-4              : 软件 > 云服务
gid://shopify/TaxonomyCategory/so-1              : 软件 > 电脑软件
gid://shopify/TaxonomyCategory/so-1-1            : 软件 > 电脑软件 > 防病毒与安全软件
gid://shopify/TaxonomyCategory/so-1-15           : 软件 > 电脑软件 > 人工智能 (AI) 软件
gid://shopify/TaxonomyCategory/so-1-15-1         : 软件 > 电脑软件 > 人工智能 (AI) 软件 > 机器学习软件
gid://shopify/TaxonomyCategory/so-1-2            : 软件 > 电脑软件 > 商务软件和办公软件
gid://shopify/TaxonomyCategory/so-1-2-11         : 软件 > 电脑软件 > 商务软件和办公软件 > 通讯与协作软件
gid://shopify/TaxonomyCategory/so-1-2-12         : 软件 > 电脑软件 > 商务软件和办公软件 > 客户关系管理 (CRM) 软件
gid://shopify/TaxonomyCategory/so-1-2-13         : 软件 > 电脑软件 > 商务软件和办公软件 > 数据分析与可视化软件
gid://shopify/TaxonomyCategory/so-1-2-1          : 软件 > 电脑软件 > 商务软件和办公软件 > 数据库管理软件
gid://shopify/TaxonomyCategory/so-1-2-14         : 软件 > 电脑软件 > 商务软件和办公软件 > 企业资源规划 (ERP) 软件
gid://shopify/TaxonomyCategory/so-1-2-8          : 软件 > 电脑软件 > 商务软件和办公软件 > 项目管理软件
gid://shopify/TaxonomyCategory/so-1-3            : 软件 > 电脑软件 > 编程工具/编译器
gid://shopify/TaxonomyCategory/so-1-3-1          : 软件 > 电脑软件 > 编程工具/编译器 > 软件开发工具
gid://shopify/TaxonomyCategory/so-1-4            : 软件 > 电脑软件 > 计算机实用软件与维护软件
gid://shopify/TaxonomyCategory/so-1-5            : 软件 > 电脑软件 > 字典与翻译软件
gid://shopify/TaxonomyCategory/so-1-6            : 软件 > 电脑软件 > 教育软件
gid://shopify/TaxonomyCategory/so-1-7            : 软件 > 电脑软件 > 财务/税务/会计软件
gid://shopify/TaxonomyCategory/so-1-8            : 软件 > 电脑软件 > GPS 地图数据和软件
gid://shopify/TaxonomyCategory/so-1-9            : 软件 > 电脑软件 > 手持设备/PDA 软件
gid://shopify/TaxonomyCategory/so-1-10           : 软件 > 电脑软件 > 多媒体和设计软件
gid://shopify/TaxonomyCategory/so-1-10-1         : 软件 > 电脑软件 > 多媒体和设计软件 > 3D建模软件
gid://shopify/TaxonomyCategory/so-1-10-2         : 软件 > 电脑软件 > 多媒体和设计软件 > 动画编辑软件
gid://shopify/TaxonomyCategory/so-1-10-3         : 软件 > 电脑软件 > 多媒体和设计软件 > 图形设计/插图软件
gid://shopify/TaxonomyCategory/so-1-10-4         : 软件 > 电脑软件 > 多媒体和设计软件 > 家居/室内设计软件
gid://shopify/TaxonomyCategory/so-1-10-5         : 软件 > 电脑软件 > 多媒体和设计软件 > 家用排版软件
gid://shopify/TaxonomyCategory/so-1-10-6         : 软件 > 电脑软件 > 多媒体和设计软件 > 媒体浏览软件
gid://shopify/TaxonomyCategory/so-1-10-7         : 软件 > 电脑软件 > 多媒体和设计软件 > 音乐创作软件
gid://shopify/TaxonomyCategory/so-1-10-8         : 软件 > 电脑软件 > 多媒体和设计软件 > 音频编辑软件
gid://shopify/TaxonomyCategory/so-1-10-9         : 软件 > 电脑软件 > 多媒体和设计软件 > 视频编辑软件
gid://shopify/TaxonomyCategory/so-1-10-10        : 软件 > 电脑软件 > 多媒体和设计软件 > 网络设计软件
gid://shopify/TaxonomyCategory/so-1-11           : 软件 > 电脑软件 > 网络软件
gid://shopify/TaxonomyCategory/so-1-12           : 软件 > 电脑软件 > 办公应用软件
gid://shopify/TaxonomyCategory/so-1-13           : 软件 > 电脑软件 > 操作系统
gid://shopify/TaxonomyCategory/so-1-14           : 软件 > 电脑软件 > 磁盘恢复
gid://shopify/TaxonomyCategory/so-2              : 软件 > 数字商品与货币
