# Shopify Product Taxonomy - Categories: 2025-03-rc1
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : 動物/寵物補給品
gid://shopify/TaxonomyCategory/lb-12-5           : 行李箱/袋 > 行李箱 > 兒童行李箱
gid://shopify/TaxonomyCategory/lb-12-9           : 行李箱/袋 > 行李箱 > 行李箱旅行組
gid://shopify/TaxonomyCategory/lb-13             : 行李箱/袋 > 托特包
gid://shopify/TaxonomyCategory/lb-14             : 行李箱/袋 > 手提化妝箱
gid://shopify/TaxonomyCategory/ma                : 成人用品
gid://shopify/TaxonomyCategory/ma-1              : 成人用品 > 情趣用品
gid://shopify/TaxonomyCategory/ma-1-6            : 成人用品 > 情趣用品 > 情色書刊
gid://shopify/TaxonomyCategory/ma-1-1            : 成人用品 > 情趣用品 > 情趣服飾
gid://shopify/TaxonomyCategory/ma-1-2            : 成人用品 > 情趣用品 > 調情春藥
gid://shopify/TaxonomyCategory/ma-1-3            : 成人用品 > 情趣用品 > 成人雜誌
gid://shopify/TaxonomyCategory/ma-1-5            : 成人用品 > 情趣用品 > 色情影片
gid://shopify/TaxonomyCategory/ma-1-4            : 成人用品 > 情趣用品 > 色情玩具/遊戲
gid://shopify/TaxonomyCategory/ma-2              : 成人用品 > 武器配件
gid://shopify/TaxonomyCategory/ma-2-1            : 成人用品 > 武器配件 > 武器保養/配件
gid://shopify/TaxonomyCategory/ma-2-1-1          : 成人用品 > 武器配件 > 武器保養/配件 > 彈藥
gid://shopify/TaxonomyCategory/ma-2-1-2          : 成人用品 > 武器配件 > 武器保養/配件 > 子彈盒/容器
gid://shopify/TaxonomyCategory/ma-2-1-3          : 成人用品 > 武器配件 > 武器保養/配件 > 彈藥重裝/裝備
gid://shopify/TaxonomyCategory/ma-2-1-3-1        : 成人用品 > 武器配件 > 武器保養/配件 > 彈藥重裝/裝備 > 裝彈壓床
gid://shopify/TaxonomyCategory/ma-2-1-4          : 成人用品 > 武器配件 > 武器保養/配件 > 武器箱/勤務裝備包
gid://shopify/TaxonomyCategory/ma-2-1-5          : 成人用品 > 武器配件 > 武器保養/配件 > 武器清潔
gid://shopify/TaxonomyCategory/ma-2-1-5-1        : 成人用品 > 武器配件 > 武器保養/配件 > 武器清潔 > 清潔布/棉棒
gid://shopify/TaxonomyCategory/ma-2-1-5-2        : 成人用品 > 武器配件 > 武器保養/配件 > 武器清潔 > 清潔棉紙
gid://shopify/TaxonomyCategory/ma-2-1-5-3        : 成人用品 > 武器配件 > 武器保養/配件 > 武器清潔 > 清潔劑
gid://shopify/TaxonomyCategory/ma-2-1-6          : 成人用品 > 武器配件 > 武器保養/配件 > 武器握柄
gid://shopify/TaxonomyCategory/ma-2-1-7          : 成人用品 > 武器配件 > 武器保養/配件 > 武器皮套
gid://shopify/TaxonomyCategory/ma-2-1-8          : 成人用品 > 武器配件 > 武器保養/配件 > 武器燈
gid://shopify/TaxonomyCategory/ma-2-1-9          : 成人用品 > 武器配件 > 武器保養/配件 > 武器導軌
gid://shopify/TaxonomyCategory/ma-2-1-10         : 成人用品 > 武器配件 > 武器保養/配件 > 武器背帶
gid://shopify/TaxonomyCategory/ma-2-2            : 成人用品 > 武器配件 > 武器
gid://shopify/TaxonomyCategory/ma-2-2-1          : 成人用品 > 武器配件 > 武器 > 手指虎
gid://shopify/TaxonomyCategory/ma-2-2-2          : 成人用品 > 武器配件 > 武器 > 棍/棒
gid://shopify/TaxonomyCategory/ma-2-2-3          : 成人用品 > 武器配件 > 武器 > 戰鬥刀
gid://shopify/TaxonomyCategory/ma-2-2-12         : 成人用品 > 武器配件 > 武器 > 槍
gid://shopify/TaxonomyCategory/ma-2-2-4          : 成人用品 > 武器配件 > 武器 > 梅西/辣椒噴霧
gid://shopify/TaxonomyCategory/ma-2-2-5          : 成人用品 > 武器配件 > 武器 > 雙截棍
gid://shopify/TaxonomyCategory/ma-2-2-6          : 成人用品 > 武器配件 > 武器 > 標槍
gid://shopify/TaxonomyCategory/ma-2-2-7          : 成人用品 > 武器配件 > 武器 > 棍/棒武器
gid://shopify/TaxonomyCategory/ma-2-2-8          : 成人用品 > 武器配件 > 武器 > 電擊槍
gid://shopify/TaxonomyCategory/ma-2-2-9          : 成人用品 > 武器配件 > 武器 > 劍
gid://shopify/TaxonomyCategory/ma-2-2-10         : 成人用品 > 武器配件 > 武器 > 流星鏢
gid://shopify/TaxonomyCategory/ma-2-2-11         : 成人用品 > 武器配件 > 武器 > 鞭子
gid://shopify/TaxonomyCategory/me                : 媒體
gid://shopify/TaxonomyCategory/me-8              : 媒體 > 學術論文/研究
gid://shopify/TaxonomyCategory/me-1              : 媒體 > 書籍
gid://shopify/TaxonomyCategory/me-1-1            : 媒體 > 書籍 > 有聲書
gid://shopify/TaxonomyCategory/me-1-2            : 媒體 > 書籍 > 電子書
gid://shopify/TaxonomyCategory/me-1-3            : 媒體 > 書籍 > 印刷書
gid://shopify/TaxonomyCategory/me-2              : 媒體 > 雜誌/報紙
gid://shopify/TaxonomyCategory/me-2-1            : 媒體 > 雜誌/報紙 > 雜誌
gid://shopify/TaxonomyCategory/me-2-1-1          : 媒體 > 雜誌/報紙 > 雜誌 > 消費者雜誌
gid://shopify/TaxonomyCategory/me-2-1-2          : 媒體 > 雜誌/報紙 > 雜誌 > 內部雜誌
gid://shopify/TaxonomyCategory/me-2-1-3          : 媒體 > 雜誌/報紙 > 雜誌 > 專業雜誌
gid://shopify/TaxonomyCategory/me-2-2            : 媒體 > 雜誌/報紙 > 報紙
gid://shopify/TaxonomyCategory/me-2-2-1          : 媒體 > 雜誌/報紙 > 報紙 > 國際報紙
gid://shopify/TaxonomyCategory/me-2-2-2          : 媒體 > 雜誌/報紙 > 報紙 > 當地報紙
gid://shopify/TaxonomyCategory/me-2-2-3          : 媒體 > 雜誌/報紙 > 報紙 > 國家報紙
gid://shopify/TaxonomyCategory/me-3              : 媒體 > 唱片/卡帶/錄製品
gid://shopify/TaxonomyCategory/me-3-1            : 媒體 > 唱片/卡帶/錄製品 > 數位下載音樂
gid://shopify/TaxonomyCategory/me-3-3            : 媒體 > 唱片/卡帶/錄製品 > 音樂 CD
gid://shopify/TaxonomyCategory/me-3-2            : 媒體 > 唱片/卡帶/錄製品 > 音樂錄音帶
gid://shopify/TaxonomyCategory/me-3-4            : 媒體 > 唱片/卡帶/錄製品 > 唱片和黑膠唱片
gid://shopify/TaxonomyCategory/me-3-5            : 媒體 > 唱片/卡帶/錄製品 > 口述和田野錄音
gid://shopify/TaxonomyCategory/me-3-6            : 媒體 > 唱片/卡帶/錄製品 > 乙烯基
gid://shopify/TaxonomyCategory/me-4              : 媒體 > Podcast/直播
gid://shopify/TaxonomyCategory/me-4-1            : 媒體 > Podcast/直播 > 直播
gid://shopify/TaxonomyCategory/me-4-2            : 媒體 > Podcast/直播 > Podcast 節目
gid://shopify/TaxonomyCategory/me-4-3            : 媒體 > Podcast/直播 > 廣播節目
gid://shopify/TaxonomyCategory/me-5              : 媒體 > 產品使用手冊
gid://shopify/TaxonomyCategory/me-6              : 媒體 > 樂譜
gid://shopify/TaxonomyCategory/me-7              : 媒體 > 影片
gid://shopify/TaxonomyCategory/me-7-1            : 媒體 > 影片 > 藍光
gid://shopify/TaxonomyCategory/me-7-3            : 媒體 > 影片 > DVD
gid://shopify/TaxonomyCategory/me-7-2            : 媒體 > 影片 > 數位下載
gid://shopify/TaxonomyCategory/me-7-4            : 媒體 > 影片 > 錄影帶
gid://shopify/TaxonomyCategory/os                : 辦公室用品
gid://shopify/TaxonomyCategory/os-1              : 辦公室用品 > 書本配件
gid://shopify/TaxonomyCategory/os-1-1            : 辦公室用品 > 書本配件 > 書衣
gid://shopify/TaxonomyCategory/os-1-2            : 辦公室用品 > 書本配件 > 夾書燈
gid://shopify/TaxonomyCategory/os-1-3            : 辦公室用品 > 書本配件 > 看書架
gid://shopify/TaxonomyCategory/os-1-4            : 辦公室用品 > 書本配件 > 書籤
gid://shopify/TaxonomyCategory/os-2              : 辦公室用品 > 桌墊
gid://shopify/TaxonomyCategory/os-3              : 辦公室用品 > 收納整理用品
gid://shopify/TaxonomyCategory/os-3-1            : 辦公室用品 > 收納整理用品 > 通訊錄
gid://shopify/TaxonomyCategory/os-3-2            : 辦公室用品 > 收納整理用品 > 裝訂用品
gid://shopify/TaxonomyCategory/os-3-2-1          : 辦公室用品 > 收納整理用品 > 裝訂用品 > 裝訂配件
gid://shopify/TaxonomyCategory/os-3-2-1-1        : 辦公室用品 > 收納整理用品 > 裝訂用品 > 裝訂配件 > 活頁圈
gid://shopify/TaxonomyCategory/os-3-2-1-2        : 辦公室用品 > 收納整理用品 > 裝訂用品 > 裝訂配件 > 分頁紙
gid://shopify/TaxonomyCategory/os-3-2-1-3        : 辦公室用品 > 收納整理用品 > 裝訂用品 > 裝訂配件 > 透明資料袋
gid://shopify/TaxonomyCategory/os-3-2-2          : 辦公室用品 > 收納整理用品 > 裝訂用品 > 資料孔夾
gid://shopify/TaxonomyCategory/os-3-2-3          : 辦公室用品 > 收納整理用品 > 裝訂用品 > 裝訂線圈
gid://shopify/TaxonomyCategory/os-3-2-4          : 辦公室用品 > 收納整理用品 > 裝訂用品 > 包紮機
gid://shopify/TaxonomyCategory/os-3-2-4-1        : 辦公室用品 > 收納整理用品 > 裝訂用品 > 包紮機 > 電動包紮機
gid://shopify/TaxonomyCategory/os-3-2-4-2        : 辦公室用品 > 收納整理用品 > 裝訂用品 > 包紮機 > 手動包紮機
gid://shopify/TaxonomyCategory/os-3-3            : 辦公室用品 > 收納整理用品 > 名片冊
gid://shopify/TaxonomyCategory/os-3-4            : 辦公室用品 > 收納整理用品 > 名片臺
gid://shopify/TaxonomyCategory/os-3-9            : 辦公室用品 > 收納整理用品 > CD/DVD 收納用品
gid://shopify/TaxonomyCategory/os-3-5            : 辦公室用品 > 收納整理用品 > 日曆/手帳/日誌
gid://shopify/TaxonomyCategory/os-3-5-1          : 辦公室用品 > 收納整理用品 > 日曆/手帳/日誌 > 桌曆
gid://shopify/TaxonomyCategory/os-3-5-2          : 辦公室用品 > 收納整理用品 > 日曆/手帳/日誌 > 行事曆
gid://shopify/TaxonomyCategory/os-3-5-3          : 辦公室用品 > 收納整理用品 > 日曆/手帳/日誌 > 行程規劃用品
gid://shopify/TaxonomyCategory/os-3-5-4          : 辦公室用品 > 收納整理用品 > 日曆/手帳/日誌 > 掛曆
gid://shopify/TaxonomyCategory/os-3-6            : 辦公室用品 > 收納整理用品 > 卡片檔案
gid://shopify/TaxonomyCategory/os-3-7            : 辦公室用品 > 收納整理用品 > 卡套
gid://shopify/TaxonomyCategory/os-3-8            : 辦公室用品 > 收納整理用品 > 錢鈔收納盒
gid://shopify/TaxonomyCategory/os-3-10           : 辦公室用品 > 收納整理用品 > 桌面收納用品
gid://shopify/TaxonomyCategory/os-3-10-1         : 辦公室用品 > 收納整理用品 > 桌面收納用品 > 桌上收納用品
gid://shopify/TaxonomyCategory/os-3-10-2         : 辦公室用品 > 收納整理用品 > 桌面收納用品 > 抽屜收納用品
gid://shopify/TaxonomyCategory/os-3-10-3         : 辦公室用品 > 收納整理用品 > 桌面收納用品 > 文件分類夾
gid://shopify/TaxonomyCategory/os-3-10-4         : 辦公室用品 > 收納整理用品 > 桌面收納用品 > 筆筒
gid://shopify/TaxonomyCategory/os-3-11           : 辦公室用品 > 收納整理用品 > 文件收納盒
gid://shopify/TaxonomyCategory/os-3-12           : 辦公室用品 > 收納整理用品 > 檔案夾/文件袋
gid://shopify/TaxonomyCategory/os-3-13           : 辦公室用品 > 收納整理用品 > 檔案夾/資料夾
gid://shopify/TaxonomyCategory/os-3-13-1         : 辦公室用品 > 收納整理用品 > 檔案夾/資料夾 > 柵欄式折頁機
gid://shopify/TaxonomyCategory/os-3-13-2         : 辦公室用品 > 收納整理用品 > 檔案夾/資料夾 > 報告封面
gid://shopify/TaxonomyCategory/os-3-14           : 辦公室用品 > 收納整理用品 > 卡片收納盒
gid://shopify/TaxonomyCategory/os-3-15           : 辦公室用品 > 收納整理用品 > 郵件分類櫃
gid://shopify/TaxonomyCategory/os-3-16           : 辦公室用品 > 收納整理用品 > 鉛筆盒
gid://shopify/TaxonomyCategory/os-3-17           : 辦公室用品 > 收納整理用品 > 檔案冊
gid://shopify/TaxonomyCategory/os-3-17-1         : 辦公室用品 > 收納整理用品 > 檔案冊 > 文件夾
gid://shopify/TaxonomyCategory/os-3-17-2         : 辦公室用品 > 收納整理用品 > 檔案冊 > 資料夾
gid://shopify/TaxonomyCategory/os-3-18           : 辦公室用品 > 收納整理用品 > 食譜卡盒
gid://shopify/TaxonomyCategory/os-4              : 辦公室用品 > 一般事務用品
gid://shopify/TaxonomyCategory/os-4-1            : 辦公室用品 > 一般事務用品 > 文具釘
gid://shopify/TaxonomyCategory/os-4-2            : 辦公室用品 > 一般事務用品 > 修正液/修正帶
gid://shopify/TaxonomyCategory/os-4-2-1          : 辦公室用品 > 一般事務用品 > 修正液/修正帶 > 修正液
gid://shopify/TaxonomyCategory/os-4-2-2          : 辦公室用品 > 一般事務用品 > 修正液/修正帶 > 筆型修正液
gid://shopify/TaxonomyCategory/os-4-2-3          : 辦公室用品 > 一般事務用品 > 修正液/修正帶 > 修正帶
gid://shopify/TaxonomyCategory/os-4-3            : 辦公室用品 > 一般事務用品 > 橡皮擦
gid://shopify/TaxonomyCategory/os-4-3-1          : 辦公室用品 > 一般事務用品 > 橡皮擦 > 繪圖橡皮擦
gid://shopify/TaxonomyCategory/os-4-3-2          : 辦公室用品 > 一般事務用品 > 橡皮擦 > 機械橡皮擦
gid://shopify/TaxonomyCategory/os-4-3-3          : 辦公室用品 > 一般事務用品 > 橡皮擦 > 標準橡皮擦
gid://shopify/TaxonomyCategory/os-4-4            : 辦公室用品 > 一般事務用品 > 標籤貼紙/標籤
gid://shopify/TaxonomyCategory/os-4-4-1          : 辦公室用品 > 一般事務用品 > 標籤貼紙/標籤 > 地址標籤貼紙
gid://shopify/TaxonomyCategory/os-4-4-2          : 辦公室用品 > 一般事務用品 > 標籤貼紙/標籤 > 索引夾
gid://shopify/TaxonomyCategory/os-4-4-3          : 辦公室用品 > 一般事務用品 > 標籤貼紙/標籤 > 標籤夾
gid://shopify/TaxonomyCategory/os-4-4-4          : 辦公室用品 > 一般事務用品 > 標籤貼紙/標籤 > 標籤帶和補充紙捲
gid://shopify/TaxonomyCategory/os-4-4-5          : 辦公室用品 > 一般事務用品 > 標籤貼紙/標籤 > 運送地點/資料標籤
gid://shopify/TaxonomyCategory/os-4-4-6          : 辦公室用品 > 一般事務用品 > 標籤貼紙/標籤 > 運輸吊牌
gid://shopify/TaxonomyCategory/os-4-5            : 辦公室用品 > 一般事務用品 > 護貝膠膜
gid://shopify/TaxonomyCategory/os-4-5-1          : 辦公室用品 > 一般事務用品 > 護貝膠膜 > 護貝膠膜卷
gid://shopify/TaxonomyCategory/os-4-5-2          : 辦公室用品 > 一般事務用品 > 護貝膠膜 > 護貝袋
gid://shopify/TaxonomyCategory/os-4-5-3          : 辦公室用品 > 一般事務用品 > 護貝膠膜 > 護貝板
gid://shopify/TaxonomyCategory/os-4-6            : 辦公室用品 > 一般事務用品 > 萬能黏土
gid://shopify/TaxonomyCategory/os-4-7            : 辦公室用品 > 一般事務用品 > 事務用膠帶
gid://shopify/TaxonomyCategory/os-4-7-1          : 辦公室用品 > 一般事務用品 > 事務用膠帶 > 隱形膠帶
gid://shopify/TaxonomyCategory/os-4-7-2          : 辦公室用品 > 一般事務用品 > 事務用膠帶 > 透明膠帶
gid://shopify/TaxonomyCategory/os-4-8            : 辦公室用品 > 一般事務用品 > 迴紋針/長尾夾
gid://shopify/TaxonomyCategory/os-4-8-1          : 辦公室用品 > 一般事務用品 > 迴紋針/長尾夾 > 活頁夾
gid://shopify/TaxonomyCategory/os-4-8-2          : 辦公室用品 > 一般事務用品 > 迴紋針/長尾夾 > 迴紋針
gid://shopify/TaxonomyCategory/os-4-9            : 辦公室用品 > 一般事務用品 > 紙製品
gid://shopify/TaxonomyCategory/os-4-9-1          : 辦公室用品 > 一般事務用品 > 紙製品 > 活頁紙
gid://shopify/TaxonomyCategory/os-4-9-2          : 辦公室用品 > 一般事務用品 > 紙製品 > 空白名牌
gid://shopify/TaxonomyCategory/os-4-9-3          : 辦公室用品 > 一般事務用品 > 紙製品 > 名片
gid://shopify/TaxonomyCategory/os-4-9-4          : 辦公室用品 > 一般事務用品 > 紙製品 > 商務表格和收據
gid://shopify/TaxonomyCategory/os-4-9-5          : 辦公室用品 > 一般事務用品 > 紙製品 > 支票
gid://shopify/TaxonomyCategory/os-4-9-6          : 辦公室用品 > 一般事務用品 > 紙製品 > 書面紙
gid://shopify/TaxonomyCategory/os-4-9-7          : 辦公室用品 > 一般事務用品 > 紙製品 > 信封
gid://shopify/TaxonomyCategory/os-4-9-8          : 辦公室用品 > 一般事務用品 > 紙製品 > 索引卡
gid://shopify/TaxonomyCategory/os-4-9-9          : 辦公室用品 > 一般事務用品 > 紙製品 > 筆記本/便條本
gid://shopify/TaxonomyCategory/os-4-9-9-3        : 辦公室用品 > 一般事務用品 > 紙製品 > 筆記本/便條本 > 日記
gid://shopify/TaxonomyCategory/os-4-9-9-4        : 辦公室用品 > 一般事務用品 > 紙製品 > 筆記本/便條本 > 便條紙
gid://shopify/TaxonomyCategory/os-4-9-9-5        : 辦公室用品 > 一般事務用品 > 紙製品 > 筆記本/便條本 > 記事本
gid://shopify/TaxonomyCategory/os-4-9-9-6        : 辦公室用品 > 一般事務用品 > 紙製品 > 筆記本/便條本 > 口袋筆記本
gid://shopify/TaxonomyCategory/os-4-9-10         : 辦公室用品 > 一般事務用品 > 紙製品 > 明信片
gid://shopify/TaxonomyCategory/os-4-9-11         : 辦公室用品 > 一般事務用品 > 紙製品 > 影印紙
gid://shopify/TaxonomyCategory/os-4-9-12         : 辦公室用品 > 一般事務用品 > 紙製品 > 感熱紙捲
gid://shopify/TaxonomyCategory/os-4-9-13         : 辦公室用品 > 一般事務用品 > 紙製品 > 信封信紙組
gid://shopify/TaxonomyCategory/os-4-9-14         : 辦公室用品 > 一般事務用品 > 紙製品 > 便利貼
gid://shopify/TaxonomyCategory/os-4-10           : 辦公室用品 > 一般事務用品 > 橡皮筋
gid://shopify/TaxonomyCategory/os-4-11           : 辦公室用品 > 一般事務用品 > 釘書針
gid://shopify/TaxonomyCategory/os-4-12           : 辦公室用品 > 一般事務用品 > 圖釘
gid://shopify/TaxonomyCategory/os-5              : 辦公室用品 > 瞬熱式封口機
gid://shopify/TaxonomyCategory/os-5-1            : 辦公室用品 > 瞬熱式封口機 > 手持瞬熱式封口機
gid://shopify/TaxonomyCategory/os-5-2            : 辦公室用品 > 瞬熱式封口機 > 桌上瞬熱式封口機
gid://shopify/TaxonomyCategory/os-6              : 辦公室用品 > 膝上桌
gid://shopify/TaxonomyCategory/os-7              : 辦公室用品 > 名牌
gid://shopify/TaxonomyCategory/os-7-1            : 辦公室用品 > 名牌 > 辦公桌名牌
gid://shopify/TaxonomyCategory/os-7-2            : 辦公室用品 > 名牌 > 辦公室名牌
gid://shopify/TaxonomyCategory/os-8              : 辦公室用品 > 辦公室/椅用地墊
gid://shopify/TaxonomyCategory/os-8-1            : 辦公室用品 > 辦公室/椅用地墊 > 抗疲勞地墊
gid://shopify/TaxonomyCategory/os-8-2            : 辦公室用品 > 辦公室/椅用地墊 > 椅用地墊
gid://shopify/TaxonomyCategory/os-8-3            : 辦公室用品 > 辦公室/椅用地墊 > 辦公室地墊
gid://shopify/TaxonomyCategory/os-9              : 辦公室用品 > 辦公室推車
gid://shopify/TaxonomyCategory/os-9-1            : 辦公室用品 > 辦公室推車 > 視聽設備移動推車
