# Shopify Product Taxonomy - Attributes: 2026-05
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D 眼鏡配戴設計
gid://shopify/TaxonomyAttribute/10973 : 羽毛球羽毛材質
gid://shopify/TaxonomyAttribute/10974 : 羽毛球等級
gid://shopify/TaxonomyAttribute/10975 : 羽毛球速度等級
gid://shopify/TaxonomyAttribute/8714  : 側板安裝狀態
gid://shopify/TaxonomyAttribute/5671  : 側板樣式
gid://shopify/TaxonomyAttribute/6960  : 側欄機制
gid://shopify/TaxonomyAttribute/2917  : 牆面板材質
gid://shopify/TaxonomyAttribute/5445  : 信號路徑技術
gid://shopify/TaxonomyAttribute/8715  : 訊號來源
gid://shopify/TaxonomyAttribute/5585  : 訊號技術
gid://shopify/TaxonomyAttribute/5563  : 封鎖的訊號類型
gid://shopify/TaxonomyAttribute/2363  : 簽名位置
gid://shopify/TaxonomyAttribute/6154  : 簽名有無
gid://shopify/TaxonomyAttribute/2004  : 消音器/滅音箱類型
gid://shopify/TaxonomyAttribute/10263 : 絲纖維類型
gid://shopify/TaxonomyAttribute/10976 : 模擬獵物物種
gid://shopify/TaxonomyAttribute/10977 : 背心剪裁樣式
gid://shopify/TaxonomyAttribute/6155  : 水槽置物架功能
gid://shopify/TaxonomyAttribute/6961  : 水槽材質
gid://shopify/TaxonomyAttribute/2154  : 水槽安裝類型
gid://shopify/TaxonomyAttribute/2155  : 水槽類型
gid://shopify/TaxonomyAttribute/10978 : 鉛錘固定樣式
gid://shopify/TaxonomyAttribute/10979 : 鉛錘表面處理
gid://shopify/TaxonomyAttribute/2881  : 沉降片材質
gid://shopify/TaxonomyAttribute/10980 : 鉛錘形狀
gid://shopify/TaxonomyAttribute/8716  : 包含警報器系統
gid://shopify/TaxonomyAttribute/8717  : 警報器系統類型
gid://shopify/TaxonomyAttribute/2778  : 尺寸
gid://shopify/TaxonomyAttribute/6156  : 尺寸可調性
gid://shopify/TaxonomyAttribute/10264 : 尺寸標示
gid://shopify/TaxonomyAttribute/10265 : 尺寸系統
gid://shopify/TaxonomyAttribute/10266 : 嘶嘶聲機制
gid://shopify/TaxonomyAttribute/10981 : 冰刀項目
gid://shopify/TaxonomyAttribute/10982 : 溜冰鞋煞車類型
gid://shopify/TaxonomyAttribute/5634  : 腳貼形狀
gid://shopify/TaxonomyAttribute/10983 : 滑板螺帽螺紋尺寸
gid://shopify/TaxonomyAttribute/1313  : 滑板風格
gid://shopify/TaxonomyAttribute/10267 : 捲紗器軸承/軸套類型
gid://shopify/TaxonomyAttribute/10268 : 捲紗器驅動類型
gid://shopify/TaxonomyAttribute/6157  : 烤肉串籤尖類型
gid://shopify/TaxonomyAttribute/10984 : 滑雪板固定器機制
gid://shopify/TaxonomyAttribute/10985 : 滑雪板固定器零件類型
gid://shopify/TaxonomyAttribute/10986 : 滑雪靴鞋底標準
gid://shopify/TaxonomyAttribute/2868  : 滑雪板結構
gid://shopify/TaxonomyAttribute/1317  : 滑雪風格
gid://shopify/TaxonomyAttribute/10987 : 技能重點
gid://shopify/TaxonomyAttribute/2358  : 技能等級
gid://shopify/TaxonomyAttribute/10988 : 淺灘衝浪板結構
gid://shopify/TaxonomyAttribute/1617  : 皮膚護理效果
gid://shopify/TaxonomyAttribute/2991  : 護膚品特點
gid://shopify/TaxonomyAttribute/3343  : 護膚面膜類型
gid://shopify/TaxonomyAttribute/5256  : 護膚工具特色
gid://shopify/TaxonomyAttribute/7942  : 帶皮與否
gid://shopify/TaxonomyAttribute/1615  : 膚色
gid://shopify/TaxonomyAttribute/1616  : 肌底色調
gid://shopify/TaxonomyAttribute/3253  : 短裙款式
gid://shopify/TaxonomyAttribute/1190  : 裙子/禮服長度類型
gid://shopify/TaxonomyAttribute/10269 : 拍板把手類型
gid://shopify/TaxonomyAttribute/10270 : 拍板打擊表面材質
gid://shopify/TaxonomyAttribute/1515  : 板條材料
gid://shopify/TaxonomyAttribute/10989 : 雪橇煞車類型
gid://shopify/TaxonomyAttribute/10990 : 雪橇拖曳方式
gid://shopify/TaxonomyAttribute/6962  : 睡姿適用性
gid://shopify/TaxonomyAttribute/10991 : 睡袋形狀
gid://shopify/TaxonomyAttribute/10992 : 睡墊類型
gid://shopify/TaxonomyAttribute/6158  : 適用睡姿
gid://shopify/TaxonomyAttribute/6808  : 包含睡衣套組件數
gid://shopify/TaxonomyAttribute/10993 : 袖套軸承類型
gid://shopify/TaxonomyAttribute/6159  : 杯套隔熱性
gid://shopify/TaxonomyAttribute/15    : 袖長類型
gid://shopify/TaxonomyAttribute/6809  : 袖子樣式
gid://shopify/TaxonomyAttribute/5601  : 套管樣式
gid://shopify/TaxonomyAttribute/6160  : 切片樣式
gid://shopify/TaxonomyAttribute/10994 : 包含滑板配件
gid://shopify/TaxonomyAttribute/6554  : 滑梯安裝類型
gid://shopify/TaxonomyAttribute/10271 : 滑片適用手指
gid://shopify/TaxonomyAttribute/6555  : 滑梯安全功能
gid://shopify/TaxonomyAttribute/10272 : 滑管類型
gid://shopify/TaxonomyAttribute/6556  : 滑梯用水功能
gid://shopify/TaxonomyAttribute/6557  : 包含史萊姆/黏土套件組件
gid://shopify/TaxonomyAttribute/10995 : 吊帶材質
gid://shopify/TaxonomyAttribute/6313  : 沙發套彈性類型
gid://shopify/TaxonomyAttribute/3268  : 拖鞋款式
gid://shopify/TaxonomyAttribute/3393  : 吃角子老虎機類型
gid://shopify/TaxonomyAttribute/3241  : 小動物飼料形式
gid://shopify/TaxonomyAttribute/3242  : 小動物飼料配料
gid://shopify/TaxonomyAttribute/3243  : 小動物棲息地/籠類型
gid://shopify/TaxonomyAttribute/1960  : 智慧電視平台
gid://shopify/TaxonomyAttribute/5556  : 智慧眼鏡功能
gid://shopify/TaxonomyAttribute/3007  : 智慧手錶功能
gid://shopify/TaxonomyAttribute/10996 : 史密斯訓練機槓鈴軌跡
gid://shopify/TaxonomyAttribute/8718  : 煙霧顏色
gid://shopify/TaxonomyAttribute/10273 : 煙燻麥芽煙燻材質
gid://shopify/TaxonomyAttribute/6161  : 煙燻爐類型
gid://shopify/TaxonomyAttribute/6314  : 煙燻木片尺寸
gid://shopify/TaxonomyAttribute/7943  : 綜合零食種類
gid://shopify/TaxonomyAttribute/7944  : 零食加工方式
gid://shopify/TaxonomyAttribute/7945  : 零食質地
gid://shopify/TaxonomyAttribute/10274 : 暗扣安裝方式
gid://shopify/TaxonomyAttribute/10275 : 小鼓軸承邊緣輪廓
gid://shopify/TaxonomyAttribute/10276 : 小鼓表面處理類型
gid://shopify/TaxonomyAttribute/10277 : 小鼓鼓框類型
gid://shopify/TaxonomyAttribute/10278 : 小鼓安裝類型
gid://shopify/TaxonomyAttribute/10279 : 小鼓鼓肚材質
gid://shopify/TaxonomyAttribute/10280 : 小鼓響弦開關機制
gid://shopify/TaxonomyAttribute/10281 : 小鼓響弦開關類型
gid://shopify/TaxonomyAttribute/10282 : 小鼓鼓框類型
gid://shopify/TaxonomyAttribute/10283 : 小鼓響線開關類型
gid://shopify/TaxonomyAttribute/3269  : 運動鞋款式
gid://shopify/TaxonomyAttribute/10284 : 鐵皮剪彈簧機制
gid://shopify/TaxonomyAttribute/10997 : 浮潛呼吸管安裝位置
gid://shopify/TaxonomyAttribute/2867  : 浮潛呼吸管形狀
gid://shopify/TaxonomyAttribute/10998 : 浮潛呼吸管頂部類型
gid://shopify/TaxonomyAttribute/6162  : 吹雪機分級類型
gid://shopify/TaxonomyAttribute/10999 : 雪況適用性
gid://shopify/TaxonomyAttribute/11000 : 雪上運動頭盔安全認證
gid://shopify/TaxonomyAttribute/11001 : 滑雪板底材質
gid://shopify/TaxonomyAttribute/2894  : 滑雪板構造
gid://shopify/TaxonomyAttribute/1325  : 滑雪板設計
gid://shopify/TaxonomyAttribute/11002 : 滑雪板寬度等級
gid://shopify/TaxonomyAttribute/1323  : 單板滑雪風格
gid://shopify/TaxonomyAttribute/2753  : 摩托雪橇類型
gid://shopify/TaxonomyAttribute/6163  : 給皂機操作類型
gid://shopify/TaxonomyAttribute/5236  : 肥皂製造方法
gid://shopify/TaxonomyAttribute/11003 : 足球隔層類型
gid://shopify/TaxonomyAttribute/11004 : 足球用球類型
gid://shopify/TaxonomyAttribute/11005 : 足球假人底座類型
gid://shopify/TaxonomyAttribute/11006 : 足球假人設計
gid://shopify/TaxonomyAttribute/11007 : 足球門靶樣式
gid://shopify/TaxonomyAttribute/11008 : 足球門類型
gid://shopify/TaxonomyAttribute/6810  : 襪子緩衝墊
gid://shopify/TaxonomyAttribute/6811  : 襪子緩衝墊等級
gid://shopify/TaxonomyAttribute/6812  : 襪子抓地類型
gid://shopify/TaxonomyAttribute/6813  : 襪尖樣式
gid://shopify/TaxonomyAttribute/2214  : 套筒扳手末端
gid://shopify/TaxonomyAttribute/2170  : 插座類型
gid://shopify/TaxonomyAttribute/1406  : 包括氣泡水機配件
gid://shopify/TaxonomyAttribute/1480  : 碳酸飲料種類
gid://shopify/TaxonomyAttribute/11009 : 軟餌釣法
gid://shopify/TaxonomyAttribute/8719  : 軟頂固定類型
gid://shopify/TaxonomyAttribute/8720  : 軟頂包含框架/五金配件
gid://shopify/TaxonomyAttribute/8721  : 軟頂安裝類型
gid://shopify/TaxonomyAttribute/8722  : 軟頂車窗配置
gid://shopify/TaxonomyAttribute/11010 : 壘球認證
gid://shopify/TaxonomyAttribute/3169  : 壘球訓練
gid://shopify/TaxonomyAttribute/2052  : 柔光箱安裝類型
gid://shopify/TaxonomyAttribute/2053  : 柔光箱形狀
gid://shopify/TaxonomyAttribute/10285 : 柔軟度等級
gid://shopify/TaxonomyAttribute/3167  : 軟體功能
gid://shopify/TaxonomyAttribute/2655  : 軟體工具類型
gid://shopify/TaxonomyAttribute/2096  : 軟質木材等級
gid://shopify/TaxonomyAttribute/6164  : 土壤質地
gid://shopify/TaxonomyAttribute/2172  : 太陽能電池類型
gid://shopify/TaxonomyAttribute/2173  : 太陽能板連接
gid://shopify/TaxonomyAttribute/2171  : 太陽能板設計
gid://shopify/TaxonomyAttribute/6558  : 太陽系模型包含天體
gid://shopify/TaxonomyAttribute/6559  : 太陽系模型比例
gid://shopify/TaxonomyAttribute/11011 : Sold Secure 認證等級
gid://shopify/TaxonomyAttribute/11012 : Sold Secure 評級
gid://shopify/TaxonomyAttribute/2071  : 焊料/助焊劑應用
gid://shopify/TaxonomyAttribute/11013 : 鞋底結構
gid://shopify/TaxonomyAttribute/6814  : 鞋底類型
gid://shopify/TaxonomyAttribute/1376  : 底板類型
gid://shopify/TaxonomyAttribute/1599  : 溶解度
gid://shopify/TaxonomyAttribute/1690  : 溶液類型
gid://shopify/TaxonomyAttribute/2072  : 溶劑/稀釋劑應用
gid://shopify/TaxonomyAttribute/5345  : 聲納成像模式
gid://shopify/TaxonomyAttribute/1741  : 舒緩的聲音
gid://shopify/TaxonomyAttribute/10286 : 高音薩克斯風管身樣式
gid://shopify/TaxonomyAttribute/10287 : 高音薩克斯風吹嘴導流板類型
gid://shopify/TaxonomyAttribute/10288 : 高音薩克斯風吹嘴內膛尺寸
gid://shopify/TaxonomyAttribute/10289 : 高音薩克斯風吹嘴表面處理
gid://shopify/TaxonomyAttribute/10290 : 高音薩克斯風吹嘴包含配件
gid://shopify/TaxonomyAttribute/10291 : 高音薩克斯風吹嘴音色特性
gid://shopify/TaxonomyAttribute/10292 : 聲音特性
gid://shopify/TaxonomyAttribute/2420  : 聲音控制
gid://shopify/TaxonomyAttribute/2431  : 音效
gid://shopify/TaxonomyAttribute/10293 : 音色擴充方式
gid://shopify/TaxonomyAttribute/3323  : 隔音
gid://shopify/TaxonomyAttribute/10294 : 音源機音色庫重點
gid://shopify/TaxonomyAttribute/2402  : 聲音選項
gid://shopify/TaxonomyAttribute/10295 : 音孔類型
gid://shopify/TaxonomyAttribute/10296 : 聲音靈敏度控制
gid://shopify/TaxonomyAttribute/10297 : 聲音合成器音色記憶
gid://shopify/TaxonomyAttribute/6560  : 聲音類型
gid://shopify/TaxonomyAttribute/10298 : 響板材質
gid://shopify/TaxonomyAttribute/7946  : 湯品或高湯種類
gid://shopify/TaxonomyAttribute/7947  : 酸奶油種類
gid://shopify/TaxonomyAttribute/7948  : 醬油種類
gid://shopify/TaxonomyAttribute/6165  : SPA 安裝類型
gid://shopify/TaxonomyAttribute/6166  : 電暖器安全功能
gid://shopify/TaxonomyAttribute/8723  : 火星塞電極材質
gid://shopify/TaxonomyAttribute/8724  : 火星塞座類型
gid://shopify/TaxonomyAttribute/8725  : 火星塞端子類型
gid://shopify/TaxonomyAttribute/10299 : 仙女棒形狀
gid://shopify/TaxonomyAttribute/8726  : 揚聲器音盆材質
gid://shopify/TaxonomyAttribute/2411  : 揚聲器配置
gid://shopify/TaxonomyAttribute/1819  : 揚聲器設計
gid://shopify/TaxonomyAttribute/5440  : 揚聲器箱體類型
gid://shopify/TaxonomyAttribute/3065  : 揚聲器特點
gid://shopify/TaxonomyAttribute/5651  : 筆記型電腦內的揚聲器位置
gid://shopify/TaxonomyAttribute/8727  : 揚聲器尺寸
gid://shopify/TaxonomyAttribute/1820  : 揚聲器技術
gid://shopify/TaxonomyAttribute/2693  : 免持電話類型
gid://shopify/TaxonomyAttribute/10300 : 特效輸出介面
gid://shopify/TaxonomyAttribute/10301 : 特效架穩定性功能
gid://shopify/TaxonomyAttribute/10302 : 特殊麥芽名稱/類型
gid://shopify/TaxonomyAttribute/10303 : 標本呈現方式
gid://shopify/TaxonomyAttribute/11014 : 包含速度球配件
gid://shopify/TaxonomyAttribute/11015 : 速度評級
gid://shopify/TaxonomyAttribute/1273  : 速度設定
gid://shopify/TaxonomyAttribute/8728  : 速度計背光類型
gid://shopify/TaxonomyAttribute/8729  : 速度計顯示類型
gid://shopify/TaxonomyAttribute/8730  : 速度計測量單位
gid://shopify/TaxonomyAttribute/6167  : 香料收納架功能
gid://shopify/TaxonomyAttribute/2121  : 尖頭設計
gid://shopify/TaxonomyAttribute/11016 : 鞋釘可替換性
gid://shopify/TaxonomyAttribute/11017 : 鞋釘形狀
gid://shopify/TaxonomyAttribute/11018 : 鞋釘螺紋尺寸
gid://shopify/TaxonomyAttribute/11019 : 旋轉分類
gid://shopify/TaxonomyAttribute/11020 : 旋轉特性
gid://shopify/TaxonomyAttribute/11021 : 支援的旋轉類型
gid://shopify/TaxonomyAttribute/7949  : 菠菜處理方式
gid://shopify/TaxonomyAttribute/7950  : 菠菜品種
gid://shopify/TaxonomyAttribute/10304 : 紡綞軸承表面材質
gid://shopify/TaxonomyAttribute/10305 : 主軸軸承類型
gid://shopify/TaxonomyAttribute/10306 : 紡綞表面處理
gid://shopify/TaxonomyAttribute/10307 : 紡錘鉤類型
gid://shopify/TaxonomyAttribute/10308 : 紡綞支撐方式
gid://shopify/TaxonomyAttribute/10309 : 紡綞尖端樣式
gid://shopify/TaxonomyAttribute/10310 : 主軸輪位置
gid://shopify/TaxonomyAttribute/11022 : 旋轉亮片形狀
gid://shopify/TaxonomyAttribute/10311 : 紡車控制卡設計/類型
gid://shopify/TaxonomyAttribute/11023 : 旋轉器子類型
gid://shopify/TaxonomyAttribute/2224  : 旋轉器類型
gid://shopify/TaxonomyAttribute/10312 : 紡紗油塗抹區域
gid://shopify/TaxonomyAttribute/10313 : 紡紗油塗抹工具
gid://shopify/TaxonomyAttribute/10314 : 紡紗油功能
gid://shopify/TaxonomyAttribute/6561  : 陀螺功能
gid://shopify/TaxonomyAttribute/6562  : 陀螺發射機制
gid://shopify/TaxonomyAttribute/10315 : 紡車煞車/張力系統類型
gid://shopify/TaxonomyAttribute/10316 : 紡車傳動系統
gid://shopify/TaxonomyAttribute/10317 : 紡車鉤系統
gid://shopify/TaxonomyAttribute/10318 : 紡車零件應用
gid://shopify/TaxonomyAttribute/10319 : 紡車便攜性/可折疊性
gid://shopify/TaxonomyAttribute/10320 : 紡車張力調整類型
gid://shopify/TaxonomyAttribute/1466  : 酒精稀釋
gid://shopify/TaxonomyAttribute/8731  : 接合/終端類型
gid://shopify/TaxonomyAttribute/5097  : 夾板／支撐條配置
gid://shopify/TaxonomyAttribute/11024 : 咬鉛開口類型
gid://shopify/TaxonomyAttribute/11025 : 咬鉛形狀
gid://shopify/TaxonomyAttribute/11026 : 咬鉛尺寸
gid://shopify/TaxonomyAttribute/1868  : 分配器用途
gid://shopify/TaxonomyAttribute/3079  : 分路器/開關特點
gid://shopify/TaxonomyAttribute/8732  : 擾流板可調整性
gid://shopify/TaxonomyAttribute/11027 : 輻條配件功能
gid://shopify/TaxonomyAttribute/11028 : 輻條變徑輪廓
gid://shopify/TaxonomyAttribute/11029 : 輻條線徑
gid://shopify/TaxonomyAttribute/11030 : 輻條介面類型
gid://shopify/TaxonomyAttribute/11031 : 輻條形狀
gid://shopify/TaxonomyAttribute/1604  : 海綿形狀
gid://shopify/TaxonomyAttribute/10321 : 線軸外型規格
gid://shopify/TaxonomyAttribute/1291  : 線軸材料
gid://shopify/TaxonomyAttribute/11032 : 湯匙樣式
gid://shopify/TaxonomyAttribute/6815  : 運動內衣襯墊類型
gid://shopify/TaxonomyAttribute/10322 : 運動帽樣式
gid://shopify/TaxonomyAttribute/11033 : 體育管理機構認證
gid://shopify/TaxonomyAttribute/3283  : 運動標誌
gid://shopify/TaxonomyAttribute/11034 : 運動場地相容性
gid://shopify/TaxonomyAttribute/2370  : 體育運動主題
gid://shopify/TaxonomyAttribute/6563  : 運動玩具組內容
gid://shopify/TaxonomyAttribute/1787  : 噴嘴類型
gid://shopify/TaxonomyAttribute/6168  : 噴灑樣式
gid://shopify/TaxonomyAttribute/5275  : 噴霧用途
gid://shopify/TaxonomyAttribute/10323 : 噴彩罐清理方式
gid://shopify/TaxonomyAttribute/10324 : 噴彩罐表面處理/效果
gid://shopify/TaxonomyAttribute/10325 : 噴彩罐配方類型
gid://shopify/TaxonomyAttribute/10326 : 噴彩罐建議表面
gid://shopify/TaxonomyAttribute/10327 : 噴彩罐氣味
gid://shopify/TaxonomyAttribute/10328 : 噴彩罐適合年齡層
gid://shopify/TaxonomyAttribute/6169  : 噴霧器操作機制
gid://shopify/TaxonomyAttribute/7951  : 抹醬濃稠度
gid://shopify/TaxonomyAttribute/7952  : 抹醬種類
gid://shopify/TaxonomyAttribute/11035 : 舒展桿類型
gid://shopify/TaxonomyAttribute/2014  : 腳架類型
gid://shopify/TaxonomyAttribute/6170  : 彈簧類型
gid://shopify/TaxonomyAttribute/6171  : 撒粉孔樣式
gid://shopify/TaxonomyAttribute/1434  : 噴水頭類型
gid://shopify/TaxonomyAttribute/6172  : 灑水頭方向
gid://shopify/TaxonomyAttribute/6173  : 灑水頭反應類型
gid://shopify/TaxonomyAttribute/2767  : 噴頭形狀
gid://shopify/TaxonomyAttribute/6174  : 灑水器類型
gid://shopify/TaxonomyAttribute/6175  : 灑水閥類型
gid://shopify/TaxonomyAttribute/11036 : 競速輕艇級別
gid://shopify/TaxonomyAttribute/7953  : 芽菜呈現方式
gid://shopify/TaxonomyAttribute/7954  : 南瓜和葫蘆品種
gid://shopify/TaxonomyAttribute/2349  : 刮刀刀片設計
gid://shopify/TaxonomyAttribute/6176  : 松鼠飼料類型
gid://shopify/TaxonomyAttribute/6177  : 防松鼠設計
gid://shopify/TaxonomyAttribute/11037 : 穩定性級別
gid://shopify/TaxonomyAttribute/11038 : 穩定器螺紋尺寸
gid://shopify/TaxonomyAttribute/11039 : 穩定器類型
gid://shopify/TaxonomyAttribute/1928  : 堆疊配置
gid://shopify/TaxonomyAttribute/6178  : 可堆疊性
gid://shopify/TaxonomyAttribute/6179  : 可堆疊設計
gid://shopify/TaxonomyAttribute/6180  : 堆疊能力
gid://shopify/TaxonomyAttribute/1766  : 發展時期
gid://shopify/TaxonomyAttribute/10329 : 支援級數
gid://shopify/TaxonomyAttribute/8733  : 去污劑格式
gid://shopify/TaxonomyAttribute/6181  : 不鏽鋼清潔劑功能
gid://shopify/TaxonomyAttribute/1583  : 樓梯升降機控制類型
gid://shopify/TaxonomyAttribute/3113  : 樓梯特點
gid://shopify/TaxonomyAttribute/1585  : 樓梯類型
gid://shopify/TaxonomyAttribute/11040 : 營釘形狀
gid://shopify/TaxonomyAttribute/10330 : 印章板功能
gid://shopify/TaxonomyAttribute/10331 : 印章板類型
gid://shopify/TaxonomyAttribute/6564  : 包含印章組件數
gid://shopify/TaxonomyAttribute/2373  : 郵票主題
gid://shopify/TaxonomyAttribute/2251  : 郵票類型
gid://shopify/TaxonomyAttribute/10332 : 支架墊材質
gid://shopify/TaxonomyAttribute/3282  : 支架/顯示器類型
gid://shopify/TaxonomyAttribute/6182  : 訂書針塗層
gid://shopify/TaxonomyAttribute/10333 : 短纖維動物纖維類型
gid://shopify/TaxonomyAttribute/10334 : 短纖維捲曲度
gid://shopify/TaxonomyAttribute/10335 : 短纖維製備類型
gid://shopify/TaxonomyAttribute/10336 : 短纖維來源類型
gid://shopify/TaxonomyAttribute/2243  : 釘書針線規
gid://shopify/TaxonomyAttribute/6183  : 訂書針／大頭針形狀
gid://shopify/TaxonomyAttribute/3161  : 訂書機特點
gid://shopify/TaxonomyAttribute/1401  : 星級評等
gid://shopify/TaxonomyAttribute/7955  : 澱粉加工類型
