# Shopify Product Taxonomy - Categories: 9999-13-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Ζώα και προμήθειες για κατοικίδια ζώα
gid://shopify/TaxonomyCategory/sg-4-5-2          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου
gid://shopify/TaxonomyCategory/sg-4-5-2-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Στόμια χαλινού
gid://shopify/TaxonomyCategory/sg-4-5-2-1-1      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Στόμια χαλινού > Προστατευτικά στομίου χαλινού
gid://shopify/TaxonomyCategory/sg-4-5-2-1-2      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Στόμια χαλινού > Κυρτά στόμια χαλινού
gid://shopify/TaxonomyCategory/sg-4-5-2-1-3      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Στόμια χαλινού > Απλά στόμια χαλινού
gid://shopify/TaxonomyCategory/sg-4-5-2-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Χαλινοί
gid://shopify/TaxonomyCategory/sg-4-5-2-2-1      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Χαλινοί > Ανταλλακτικά χαλινού
gid://shopify/TaxonomyCategory/sg-4-5-2-2-2      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Χαλινοί > Χαλινάρια
gid://shopify/TaxonomyCategory/sg-4-5-2-3        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Ζώνες σέλας
gid://shopify/TaxonomyCategory/sg-4-5-2-4        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Χαλινάρια αλόγου
gid://shopify/TaxonomyCategory/sg-4-5-2-5        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Ζυγοί για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-2-6        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Οδηγοί για άλογα
gid://shopify/TaxonomyCategory/sg-4-5-2-7        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Ηνία
gid://shopify/TaxonomyCategory/sg-4-5-2-8        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Σέλες
gid://shopify/TaxonomyCategory/sg-4-5-2-9        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Εξοπλισμός αλόγου > Αναβολείς
gid://shopify/TaxonomyCategory/sg-4-5-3          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Αξεσουάρ εξοπλισμού αλόγου
gid://shopify/TaxonomyCategory/sg-4-5-3-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Αξεσουάρ εξοπλισμού αλόγου > Κουτιά εξοπλισμού αλόγου
gid://shopify/TaxonomyCategory/sg-4-5-3-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Αξεσουάρ εξοπλισμού αλόγου > Αξεσουάρ σέλας
gid://shopify/TaxonomyCategory/sg-4-5-3-2-1      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Αξεσουάρ εξοπλισμού αλόγου > Αξεσουάρ σέλας > Σάκοι & σακίδια σέλας
gid://shopify/TaxonomyCategory/sg-4-5-3-2-2      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Αξεσουάρ εξοπλισμού αλόγου > Αξεσουάρ σέλας > Καλύμματα & θήκες σέλας
gid://shopify/TaxonomyCategory/sg-4-5-3-2-3      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Αξεσουάρ εξοπλισμού αλόγου > Αξεσουάρ σέλας > Επιθέματα & κουβέρτες σέλας
gid://shopify/TaxonomyCategory/sg-4-5-3-2-4      : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Αξεσουάρ εξοπλισμού αλόγου > Αξεσουάρ σέλας > Σχάρες σέλας
gid://shopify/TaxonomyCategory/sg-4-5-4          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Αξεσουάρ ιππικής ακροβατικής ιππασίας
gid://shopify/TaxonomyCategory/sg-4-5-4-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Αξεσουάρ ιππικής ακροβατικής ιππασίας > Καλύμματα ακροβατικής ιππασίας
gid://shopify/TaxonomyCategory/sg-4-5-4-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Αξεσουάρ ιππικής ακροβατικής ιππασίας > Χαλινάρια ακροβατικής ιππασίας
gid://shopify/TaxonomyCategory/sg-4-5-4-3        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Αξεσουάρ ιππικής ακροβατικής ιππασίας > Υποστηρίγματα ακροβατικής ιππασίας
gid://shopify/TaxonomyCategory/sg-4-5-5          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Ενδύματα & αξεσουάρ ιππασίας
gid://shopify/TaxonomyCategory/sg-4-5-5-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Ενδύματα & αξεσουάρ ιππασίας > Γάντια ιππασίας
gid://shopify/TaxonomyCategory/sg-4-5-5-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Ενδύματα & αξεσουάρ ιππασίας > Κράνη ιππασίας
gid://shopify/TaxonomyCategory/sg-4-5-5-3        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Ενδύματα & αξεσουάρ ιππασίας > Καμτσίκια & καμουτσίκια ιππασίας
gid://shopify/TaxonomyCategory/sg-4-5-5-4        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ιππασία > Ενδύματα & αξεσουάρ ιππασίας > Παντελόνια ιππασίας
gid://shopify/TaxonomyCategory/sg-4-6            : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα
gid://shopify/TaxonomyCategory/sg-4-6-1          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Συναγερμοί για τσιμπήματος
gid://shopify/TaxonomyCategory/sg-4-6-1-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Συναγερμοί για τσιμπήματος > Συναγερμοί ψαρέματος για τσιμπήματα
gid://shopify/TaxonomyCategory/sg-4-6-1-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Συναγερμοί για τσιμπήματος > Δείκτες ψαρέματος για τσιμπήματα
gid://shopify/TaxonomyCategory/sg-4-6-1-3        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Συναγερμοί για τσιμπήματος > Κρεμάστρες αλυσίδων ψαρέματος
gid://shopify/TaxonomyCategory/sg-4-6-2          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Μπότες στήθους για Ψάρεμα & Κυνήγι
gid://shopify/TaxonomyCategory/sg-4-6-2-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Μπότες στήθους για Ψάρεμα & Κυνήγι > Μπότες στήθους ψαρέματος
gid://shopify/TaxonomyCategory/sg-4-6-2-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Μπότες στήθους για Ψάρεμα & Κυνήγι > Μπότες στήθους κυνηγιού
gid://shopify/TaxonomyCategory/sg-4-6-2-3        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Μπότες στήθους για Ψάρεμα & Κυνήγι > Σετ επισκευής για μπότες στήθους
gid://shopify/TaxonomyCategory/sg-4-6-3          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Δολώματα ψαρέματος και δοχεία ψαριών
gid://shopify/TaxonomyCategory/sg-4-6-4          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Γάντζοι ψαρέματος
gid://shopify/TaxonomyCategory/sg-4-6-5          : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Εργαλεία αφαίρεσης αγκίστρων ψαρέματος
gid://shopify/TaxonomyCategory/sg-4-6-5-1        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Εργαλεία αφαίρεσης αγκίστρων ψαρέματος > Σετ βελόνες για όλες τις χρήσεις
gid://shopify/TaxonomyCategory/sg-4-6-5-2        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Εργαλεία αφαίρεσης αγκίστρων ψαρέματος > Τρυπάνια για δολώματα
gid://shopify/TaxonomyCategory/sg-4-6-5-3        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Εργαλεία αφαίρεσης αγκίστρων ψαρέματος > Πιστόλια για δολώματα
gid://shopify/TaxonomyCategory/sg-4-6-5-4        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Εργαλεία αφαίρεσης αγκίστρων ψαρέματος > Τρυπάνια Boilie
gid://shopify/TaxonomyCategory/sg-4-6-5-5        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Εργαλεία αφαίρεσης αγκίστρων ψαρέματος > Βελτιωτικά Boilie Hair
gid://shopify/TaxonomyCategory/sg-4-6-5-6        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Εργαλεία αφαίρεσης αγκίστρων ψαρέματος > Τραπέζια ρολαρίσματος Boilie
gid://shopify/TaxonomyCategory/sg-4-6-5-7        : Αθλητικά είδη > Υπαίθριες δραστηριότητες αναψυχής > Ψάρεμα > Εργαλεία αφαίρεσης αγκίστρων ψαρέματος > Καλύμματα στοπ Boilie
