# Shopify Product Taxonomy - Categories: 2099-01
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Artigos para animais e animais estimação
gid://shopify/TaxonomyCategory/sg-4-9-6-2-1      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Acessórios de tiro e carreira de tiro > Bipés e monopés para tiro > Bipés para tiro
gid://shopify/TaxonomyCategory/sg-4-9-6-2-2      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Acessórios de tiro e carreira de tiro > Bipés e monopés para tiro > Monopés para tiro
gid://shopify/TaxonomyCategory/sg-4-9-6-2-3      : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Acessórios de tiro e carreira de tiro > Bipés e monopés para tiro > Bastões para tiro
gid://shopify/TaxonomyCategory/sg-4-9-6-3        : Artigos de desporto > Atividades recreativas no exterior > Caça e tiro > Acessórios de tiro e carreira de tiro > Alvos para tiro
gid://shopify/TaxonomyCategory/sg-4-10           : Artigos de desporto > Atividades recreativas no exterior > Acessórios para sistema de hidratação
gid://shopify/TaxonomyCategory/sg-4-10-1         : Artigos de desporto > Atividades recreativas no exterior > Acessórios para sistema de hidratação > Kits de tubos para bebida
gid://shopify/TaxonomyCategory/sg-4-10-2         : Artigos de desporto > Atividades recreativas no exterior > Acessórios para sistema de hidratação > Sacos de hidratação
gid://shopify/TaxonomyCategory/sg-4-10-3         : Artigos de desporto > Atividades recreativas no exterior > Acessórios para sistema de hidratação > Cintos de hidratação
gid://shopify/TaxonomyCategory/sg-4-10-4         : Artigos de desporto > Atividades recreativas no exterior > Acessórios para sistema de hidratação > Bexigas de hidratação
gid://shopify/TaxonomyCategory/sg-4-10-5         : Artigos de desporto > Atividades recreativas no exterior > Acessórios para sistema de hidratação > Pacotes de hidratação
gid://shopify/TaxonomyCategory/sg-4-10-6         : Artigos de desporto > Atividades recreativas no exterior > Acessórios para sistema de hidratação > Frascos para sistema de hidratação
gid://shopify/TaxonomyCategory/sg-4-10-7         : Artigos de desporto > Atividades recreativas no exterior > Acessórios para sistema de hidratação > Bocais para sistema de hidratação
gid://shopify/TaxonomyCategory/sg-4-10-8         : Artigos de desporto > Atividades recreativas no exterior > Acessórios para sistema de hidratação > Palhinhas para sistema de hidratação
gid://shopify/TaxonomyCategory/sg-4-10-9         : Artigos de desporto > Atividades recreativas no exterior > Acessórios para sistema de hidratação > Coletes de hidratação
gid://shopify/TaxonomyCategory/sg-4-10-10        : Artigos de desporto > Atividades recreativas no exterior > Acessórios para sistema de hidratação > Pacotes de hidratação para cintura
gid://shopify/TaxonomyCategory/sg-4-11           : Artigos de desporto > Atividades recreativas no exterior > Sistemas de hidratação
gid://shopify/TaxonomyCategory/sg-4-12           : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas
gid://shopify/TaxonomyCategory/sg-4-12-1         : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Equipamento de proteção para patinagem com patins em linha e de 4 rodas
gid://shopify/TaxonomyCategory/sg-4-12-1-1       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Equipamento de proteção para patinagem com patins em linha e de 4 rodas > Proteções para patinagem com patins de 4 rodas
gid://shopify/TaxonomyCategory/sg-4-12-2         : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Proteções para patinagem com patins em linha
gid://shopify/TaxonomyCategory/sg-4-12-2-1       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Proteções para patinagem com patins em linha > Rolamentos de patins em linha
gid://shopify/TaxonomyCategory/sg-4-12-2-2       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Proteções para patinagem com patins em linha > Travões para patins em linha
gid://shopify/TaxonomyCategory/sg-4-12-2-3       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Proteções para patinagem com patins em linha > Rodas para patins em linha
gid://shopify/TaxonomyCategory/sg-4-12-3         : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Patins em linha
gid://shopify/TaxonomyCategory/sg-4-12-3-1       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Patins em linha > Patins em linha para fitness
gid://shopify/TaxonomyCategory/sg-4-12-3-2       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Patins em linha > Patins em linha para corrida
gid://shopify/TaxonomyCategory/sg-4-12-3-3       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Patins em linha > Patins em linha recreativos
gid://shopify/TaxonomyCategory/sg-4-12-3-4       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Patins em linha > Patins em linha urbanos
gid://shopify/TaxonomyCategory/sg-4-12-4         : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Peças para patins de 4 rodas
gid://shopify/TaxonomyCategory/sg-4-12-4-1       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Peças para patins de 4 rodas > Rolamentos para patins de 4 rodas
gid://shopify/TaxonomyCategory/sg-4-12-4-2       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Peças para patins de 4 rodas > Travões para patins de 4 rodas
gid://shopify/TaxonomyCategory/sg-4-12-4-3       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Peças para patins de 4 rodas > Rodas para patins de 4 rodas
gid://shopify/TaxonomyCategory/sg-4-12-5         : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Patins de 4 rodas
gid://shopify/TaxonomyCategory/sg-4-12-5-1       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Patins de 4 rodas > Patins de 4 rodas para fitness
gid://shopify/TaxonomyCategory/sg-4-12-5-2       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Patins de 4 rodas > Patins de 4 rodas para corrida
gid://shopify/TaxonomyCategory/sg-4-12-5-3       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Patins de 4 rodas > Patins de 4 rodas recreativos
gid://shopify/TaxonomyCategory/sg-4-12-5-4       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Patins de 4 rodas > Patins de 4 rodas urbanos
gid://shopify/TaxonomyCategory/sg-4-12-6         : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Esquis com rodas
gid://shopify/TaxonomyCategory/sg-4-12-6-1       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Esquis com rodas > Esquis com rodas para fitness
gid://shopify/TaxonomyCategory/sg-4-12-6-2       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Esquis com rodas > Esquis com rodas para corrida
gid://shopify/TaxonomyCategory/sg-4-12-6-3       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Esquis com rodas > Esquis com rodas recreativos
gid://shopify/TaxonomyCategory/sg-4-12-6-4       : Artigos de desporto > Atividades recreativas no exterior > Patinagem com patins em linha e de 4 rodas > Esquis com rodas > Esquis com rodas urbanos
gid://shopify/TaxonomyCategory/sg-4-13           : Artigos de desporto > Atividades recreativas no exterior > Kite Buggying
gid://shopify/TaxonomyCategory/sg-4-13-1         : Artigos de desporto > Atividades recreativas no exterior > Kite Buggying > Kite Buggies
gid://shopify/TaxonomyCategory/sg-4-13-2         : Artigos de desporto > Atividades recreativas no exterior > Kite Buggying > Acessórios para Kite Buggy
gid://shopify/TaxonomyCategory/sg-4-13-2-1       : Artigos de desporto > Atividades recreativas no exterior > Kite Buggying > Acessórios para Kite Buggy > Capas de assento para Kite Buggy
gid://shopify/TaxonomyCategory/sg-4-13-2-2       : Artigos de desporto > Atividades recreativas no exterior > Kite Buggying > Acessórios para Kite Buggy > Conjuntos de rodas para Kite Buggy
gid://shopify/TaxonomyCategory/sg-4-13-2-3       : Artigos de desporto > Atividades recreativas no exterior > Kite Buggying > Acessórios para Kite Buggy > Velas de vento para Kite Buggy
gid://shopify/TaxonomyCategory/sg-4-14           : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior
gid://shopify/TaxonomyCategory/sg-4-14-1         : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Badminton
gid://shopify/TaxonomyCategory/sg-4-14-1-1       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Badminton > Redes de badminton
gid://shopify/TaxonomyCategory/sg-4-14-1-2       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Badminton > Conjuntos e raquetes de badminton
gid://shopify/TaxonomyCategory/sg-4-14-1-2-1     : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Badminton > Conjuntos e raquetes de badminton > Conjuntos de raquetes de badminton
gid://shopify/TaxonomyCategory/sg-4-14-1-2-2     : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Badminton > Conjuntos e raquetes de badminton > Raquetes de badminton
gid://shopify/TaxonomyCategory/sg-4-14-1-4       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Badminton > Calçado de badminton
gid://shopify/TaxonomyCategory/sg-4-14-1-3       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Badminton > Volantes
gid://shopify/TaxonomyCategory/sg-4-14-1-3-1     : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Badminton > Volantes > Volantes de penas
gid://shopify/TaxonomyCategory/sg-4-14-1-3-2     : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Badminton > Volantes > Volantes sintéticos
gid://shopify/TaxonomyCategory/sg-4-14-2         : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Shuffleboard
gid://shopify/TaxonomyCategory/sg-4-14-2-1       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Shuffleboard > Tacos de Shuffleboard
gid://shopify/TaxonomyCategory/sg-4-14-2-2       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Shuffleboard > Discos de Shuffleboard
gid://shopify/TaxonomyCategory/sg-4-14-3         : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Disc Golf
gid://shopify/TaxonomyCategory/sg-4-14-3-1       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Disc Golf > Sacos para Disc Golf
gid://shopify/TaxonomyCategory/sg-4-14-3-2       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Disc Golf > Cestos para Disc Golf
gid://shopify/TaxonomyCategory/sg-4-14-4         : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Jogos de relvado
gid://shopify/TaxonomyCategory/sg-4-14-4-1       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Jogos de relvado > Conjuntos de bolas de boche
gid://shopify/TaxonomyCategory/sg-4-14-4-2       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Jogos de relvado > Conjuntos de cornhole
gid://shopify/TaxonomyCategory/sg-4-14-4-3       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Jogos de relvado > Conjuntos de croquet
gid://shopify/TaxonomyCategory/sg-4-14-4-4       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Jogos de relvado > Conjuntos de ferraduras
gid://shopify/TaxonomyCategory/sg-4-14-5         : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Conjuntos de padbol
gid://shopify/TaxonomyCategory/sg-4-14-6         : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Pickleball
gid://shopify/TaxonomyCategory/sg-4-14-6-1       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Pickleball > Raquetes de Pickleball
gid://shopify/TaxonomyCategory/sg-4-14-6-2       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Pickleball > Bolas de Pickleball
gid://shopify/TaxonomyCategory/sg-4-14-7         : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Padel e ténis em plataforma
gid://shopify/TaxonomyCategory/sg-4-14-7-1       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Padel e ténis em plataforma > Raquetes de padel e ténis em plataforma
gid://shopify/TaxonomyCategory/sg-4-14-7-2       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Padel e ténis em plataforma > Bolas de ténis em plataforma
gid://shopify/TaxonomyCategory/sg-4-14-8         : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Tetherball
gid://shopify/TaxonomyCategory/sg-4-14-8-1       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Tetherball > Postes de Tetherball
gid://shopify/TaxonomyCategory/sg-4-14-8-2       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Tetherball > Conjuntos de Tetherball
gid://shopify/TaxonomyCategory/sg-4-14-8-3       : Artigos de desporto > Atividades recreativas no exterior > Jogos de exterior > Tetherball > Bolas de Tetherball
gid://shopify/TaxonomyCategory/sg-4-15           : Artigos de desporto > Atividades recreativas no exterior > Scooters
gid://shopify/TaxonomyCategory/sg-4-15-1         : Artigos de desporto > Atividades recreativas no exterior > Scooters > Scooters eletrónicas
gid://shopify/TaxonomyCategory/sg-4-15-1-1       : Artigos de desporto > Atividades recreativas no exterior > Scooters > Scooters eletrónicas > Scooters elétricas para trajetos diários
gid://shopify/TaxonomyCategory/sg-4-15-1-2       : Artigos de desporto > Atividades recreativas no exterior > Scooters > Scooters eletrónicas > Scooters elétricas off-road
