# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-briller passformdesign
gid://shopify/TaxonomyAttribute/3410  : Kjøretøysvæsketype
gid://shopify/TaxonomyAttribute/3206  : Kjøretøysrammer/karosserifunksjoner
gid://shopify/TaxonomyAttribute/8842  : Form for glassrens for kjøretøy
gid://shopify/TaxonomyAttribute/8843  : Belysningstype for kjøretøyets tilhengerfeste
gid://shopify/TaxonomyAttribute/8844  : Monteringstype for deksel til tilhengerfeste
gid://shopify/TaxonomyAttribute/8845  : Finish for kjøretøys nummerskilt
gid://shopify/TaxonomyAttribute/8846  : Tyverisikringsdesign for nummerskiltramme
gid://shopify/TaxonomyAttribute/8847  : Rammeplatestandard for kjøretøysnummerskilt
gid://shopify/TaxonomyAttribute/8848  : Rammeprofil for kjøretøysnummerskilt
gid://shopify/TaxonomyAttribute/8849  : Antall monteringshull for nummerskilt for kjøretøy
gid://shopify/TaxonomyAttribute/8850  : Monterinshullmønster for nummerskilt til kjøretøy
gid://shopify/TaxonomyAttribute/8851  : Reflektivitet for kjøretøys nummerskilt
gid://shopify/TaxonomyAttribute/8852  : Størrelsesstandard for nummerskilt på kjøretøy
gid://shopify/TaxonomyAttribute/8853  : Tekststil for nummerskilt på kjøretøy
gid://shopify/TaxonomyAttribute/8854  : Tema for nummerskilt for kjøretøy
gid://shopify/TaxonomyAttribute/8855  : Aktueringsmetode for kjøretøylift/jekk
gid://shopify/TaxonomyAttribute/8856  : Monteringstype for kjøretøyslift
gid://shopify/TaxonomyAttribute/8857  : Type løftesystem for kjøretøy
gid://shopify/TaxonomyAttribute/8858  : Festetype for kjøretøysmagnet
gid://shopify/TaxonomyAttribute/8859  : Tiltenkt bruk av kjøretøymagnet
gid://shopify/TaxonomyAttribute/8860  : Justeringstype for kjøretøysspeil
gid://shopify/TaxonomyAttribute/3408  : Kjøretøyspeildesign
gid://shopify/TaxonomyAttribute/3207  : Kjøretøyspeilfunksjoner
gid://shopify/TaxonomyAttribute/8861  : Glassype i kjøretøyspeil
gid://shopify/TaxonomyAttribute/3409  : Kjøretøyspeiltype
gid://shopify/TaxonomyAttribute/5431  : Kjøretøy monteringsplassering
gid://shopify/TaxonomyAttribute/3202  : Kjøretøyoljefunksjoner
gid://shopify/TaxonomyAttribute/8862  : Organiseringsfunksjoner i kjøretøy
gid://shopify/TaxonomyAttribute/8863  : Kjemi/base for billakk
gid://shopify/TaxonomyAttribute/2713  : Lakktype for kjøretøy
gid://shopify/TaxonomyAttribute/1271  : Plassering av kjøretøy
gid://shopify/TaxonomyAttribute/8864  : Bruksmetode for bilpolering
gid://shopify/TaxonomyAttribute/8865  : Utstyrspakke for utrykningskjøretøy
gid://shopify/TaxonomyAttribute/8866  : Plassering av kjøretøyets sikkerhetsutstyr
gid://shopify/TaxonomyAttribute/8867  : Synlighetsfunksjoner for kjøretøysikkerhetsutstyr
gid://shopify/TaxonomyAttribute/8868  : Bilseterekke
gid://shopify/TaxonomyAttribute/3208  : Kjøretøysetefunksjoner
gid://shopify/TaxonomyAttribute/8869  : Type styringsassistent for kjøretøy
gid://shopify/TaxonomyAttribute/8870  : Formfaktor for rattlås i kjøretøy
gid://shopify/TaxonomyAttribute/3209  : Kjøretøyfjæringsfunksjoner
gid://shopify/TaxonomyAttribute/2701  : Dekktype for kjøretøy
gid://shopify/TaxonomyAttribute/2705  : Kjøretøystype
gid://shopify/TaxonomyAttribute/8871  : Produktform for bilvoks/-polering
gid://shopify/TaxonomyAttribute/8872  : Ventilstammetype for kjøretøyhjul
gid://shopify/TaxonomyAttribute/8873  : Formel for spylervæske
gid://shopify/TaxonomyAttribute/6849  : Type slørlengde
gid://shopify/TaxonomyAttribute/10497 : Pergamentets opasitetsnivå
gid://shopify/TaxonomyAttribute/6251  : Type ventilasjonsrør
gid://shopify/TaxonomyAttribute/6252  : Ventilstil
gid://shopify/TaxonomyAttribute/8874  : Ventilasjonskonfigurasjon
gid://shopify/TaxonomyAttribute/11176 : Kontrolltype for ventilasjon
gid://shopify/TaxonomyAttribute/8875  : Ventilasjonsnivå
gid://shopify/TaxonomyAttribute/5582  : Ventilasjonstype
gid://shopify/TaxonomyAttribute/8876  : Ventilasjonsdesign
gid://shopify/TaxonomyAttribute/2607  : Verifikasjonsteknologi
gid://shopify/TaxonomyAttribute/11177 : Vestibyletype
gid://shopify/TaxonomyAttribute/10498 : Materiale for vibrafonstang
gid://shopify/TaxonomyAttribute/10499 : Vibrafonmotortype
gid://shopify/TaxonomyAttribute/10500 : Vibrafonregister (oktaver)
gid://shopify/TaxonomyAttribute/10501 : Materiale for vibrafonresonatorrør
gid://shopify/TaxonomyAttribute/10502 : Standard for stemming av vibrafon
gid://shopify/TaxonomyAttribute/1963  : Støttede kodeker/formater
gid://shopify/TaxonomyAttribute/3168  : Innholdsfunksjoner i videospill
gid://shopify/TaxonomyAttribute/4678  : Videospillformat
gid://shopify/TaxonomyAttribute/2677  : Videospillsjanger
gid://shopify/TaxonomyAttribute/3380  : Videospillplattform
gid://shopify/TaxonomyAttribute/2678  : Undersjanger av videospill
gid://shopify/TaxonomyAttribute/1916  : Videoporttype
gid://shopify/TaxonomyAttribute/5412  : Videoopptaker type
gid://shopify/TaxonomyAttribute/1965  : Videoregionkode
gid://shopify/TaxonomyAttribute/1805  : Støttet videooppløsning
gid://shopify/TaxonomyAttribute/5411  : Videosignalstandard
gid://shopify/TaxonomyAttribute/2640  : Høyde for visningsområde
gid://shopify/TaxonomyAttribute/2641  : Bredde for visningsområde
gid://shopify/TaxonomyAttribute/11178 : Visningssider
gid://shopify/TaxonomyAttribute/1483  : Eddikdrikke-variant
gid://shopify/TaxonomyAttribute/1489  : Edikkvariant
gid://shopify/TaxonomyAttribute/8877  : Gammeldags og klassisk førerhus i lastebil
gid://shopify/TaxonomyAttribute/10503 : Tiår for eldre reklame
gid://shopify/TaxonomyAttribute/10504 : Format for vintage reklame
gid://shopify/TaxonomyAttribute/10505 : Emnekategori for eldre reklame
gid://shopify/TaxonomyAttribute/11179 : Virginia Tech Helmet-stjernevurdering
gid://shopify/TaxonomyAttribute/10506 : Formfaktor for virtuell analog synthesizer
gid://shopify/TaxonomyAttribute/2711  : Viskositet
gid://shopify/TaxonomyAttribute/10507 : Viskositet/tykkelse
gid://shopify/TaxonomyAttribute/11180 : Tvingekonfigurasjon
gid://shopify/TaxonomyAttribute/8878  : Synlighetsfunksjoner
gid://shopify/TaxonomyAttribute/5225  : Type synkorreksjon
gid://shopify/TaxonomyAttribute/8879  : Visirkonfigurasjon
gid://shopify/TaxonomyAttribute/11182 : Overflatebehandling på visirglasset
gid://shopify/TaxonomyAttribute/11183 : Visirstil
gid://shopify/TaxonomyAttribute/11181 : Visir- eller bremtype
gid://shopify/TaxonomyAttribute/2303  : Visuell effekt
gid://shopify/TaxonomyAttribute/1942  : Voip-protokollstøtte
gid://shopify/TaxonomyAttribute/7991  : Basisingrediens i vodka
gid://shopify/TaxonomyAttribute/8882  : Konfigurasjon av talespole
gid://shopify/TaxonomyAttribute/6614  : Stemmeeffekter
gid://shopify/TaxonomyAttribute/5464  : Stemmeopptaker formfaktor
gid://shopify/TaxonomyAttribute/8883  : Spenningsklassifiseringstype
gid://shopify/TaxonomyAttribute/8884  : Tilkoblingstype for spenningsregulator
gid://shopify/TaxonomyAttribute/5353  : WAN-grensesnitttype
gid://shopify/TaxonomyAttribute/11184 : Type fot på vadebukse
gid://shopify/TaxonomyAttribute/11185 : Vadesåletype
gid://shopify/TaxonomyAttribute/3185  : Vadetype
gid://shopify/TaxonomyAttribute/6253  : Vaffelstil
gid://shopify/TaxonomyAttribute/37    : Midjeløft
gid://shopify/TaxonomyAttribute/6850  : Linningsstil
gid://shopify/TaxonomyAttribute/11186 : Monteringsmønster for wakeboard-binding
gid://shopify/TaxonomyAttribute/11187 : Wakeboard-kjørestil
gid://shopify/TaxonomyAttribute/5074  : Gåstolbremsetype
gid://shopify/TaxonomyAttribute/5075  : Gåstolsetetype
gid://shopify/TaxonomyAttribute/5073  : Gåstoltype
gid://shopify/TaxonomyAttribute/5068  : Ganghjelpemiddelspisstype
gid://shopify/TaxonomyAttribute/10508 : Stil på veggdekal
gid://shopify/TaxonomyAttribute/1449  : Veggmateriale
gid://shopify/TaxonomyAttribute/2077  : Påføring av vegglapping
gid://shopify/TaxonomyAttribute/2174  : Veggplatestil
gid://shopify/TaxonomyAttribute/3005  : Lommebokfunksjoner
gid://shopify/TaxonomyAttribute/1357  : Påføringsmetode for tapet
gid://shopify/TaxonomyAttribute/6254  : Type fjerning av tapet
gid://shopify/TaxonomyAttribute/2665  : Bakgrunnstema
gid://shopify/TaxonomyAttribute/6255  : Vurdering av tapeters vaskbarhet
gid://shopify/TaxonomyAttribute/11188 : Inkludert wallyball-utstyr
gid://shopify/TaxonomyAttribute/6256  : Type oppvarmingsenhet
gid://shopify/TaxonomyAttribute/6257  : Varmenivå
gid://shopify/TaxonomyAttribute/6258  : Varmevurdering
gid://shopify/TaxonomyAttribute/2631  : Advarselskategori
gid://shopify/TaxonomyAttribute/10509 : Type warp-bjelke
gid://shopify/TaxonomyAttribute/10510 : Vaskbarhet
gid://shopify/TaxonomyAttribute/2128  : Skiveform
gid://shopify/TaxonomyAttribute/3141  : Vaskemaskin-/tørketrommelfunksjoner
gid://shopify/TaxonomyAttribute/1389  : Vaskemetode
gid://shopify/TaxonomyAttribute/1377  : Vaskeprogrammer
gid://shopify/TaxonomyAttribute/6259  : Funksjoner på lokket til avfallsbeholder
gid://shopify/TaxonomyAttribute/6260  : Melding på avfallsbeholder
gid://shopify/TaxonomyAttribute/1202  : Stil for klokketilbehør
gid://shopify/TaxonomyAttribute/6851  : Klokkereimdesign
gid://shopify/TaxonomyAttribute/1201  : Klokkevisning
gid://shopify/TaxonomyAttribute/3008  : Klokkefunksjoner
gid://shopify/TaxonomyAttribute/6852  : Klokkebevegelse
gid://shopify/TaxonomyAttribute/2951  : Klokke/båndmateriale
gid://shopify/TaxonomyAttribute/8885  : Vannaktivering
gid://shopify/TaxonomyAttribute/6973  : Konfigurasjon av vannkammer
gid://shopify/TaxonomyAttribute/11189 : Vannutløpsmekanisme
gid://shopify/TaxonomyAttribute/6615  : Beskyttelsesnivå for vanneksponering
gid://shopify/TaxonomyAttribute/1407  : Vannfilterbruk
gid://shopify/TaxonomyAttribute/6261  : Vannfiltreringsteknologi
gid://shopify/TaxonomyAttribute/5191  : Moduser for vannirrigator
gid://shopify/TaxonomyAttribute/6616  : Funksjoner i vannpistol
gid://shopify/TaxonomyAttribute/6617  : Vannpistolens driftsmekanisme
gid://shopify/TaxonomyAttribute/6618  : Vannpistolens spraymønster
gid://shopify/TaxonomyAttribute/6262  : Koblingstype for varmtvannsberederelement
gid://shopify/TaxonomyAttribute/11190 : Metode for oppvarming av vann
gid://shopify/TaxonomyAttribute/6974  : Konstruksjon av vannmadrass
gid://shopify/TaxonomyAttribute/6619  : Funksjoner for vannlek
gid://shopify/TaxonomyAttribute/11191 : Godkjenning av vannpoloturnering
gid://shopify/TaxonomyAttribute/11192 : Type vannpolomål
gid://shopify/TaxonomyAttribute/8887  : Type vannpumpedrift
gid://shopify/TaxonomyAttribute/8888  : Materiale i vannpumpehuset
gid://shopify/TaxonomyAttribute/8889  : Materiale i vannpumpens løpehjul
gid://shopify/TaxonomyAttribute/8890  : Monteringstype for vannpumpe
gid://shopify/TaxonomyAttribute/7992  : Rensemetode for vann
gid://shopify/TaxonomyAttribute/11193 : Vannbestandighet
gid://shopify/TaxonomyAttribute/10511 : Vannbestandighetsgrad
gid://shopify/TaxonomyAttribute/10512 : Vannmotstandsgrad (beskyttelsesgrad for kabinettet)
gid://shopify/TaxonomyAttribute/10513 : Innhold i vannrakettsettet
gid://shopify/TaxonomyAttribute/10514 : Fremdriftstype for vannrakett
gid://shopify/TaxonomyAttribute/10515 : Gjenvinningssystem for vannraketter
gid://shopify/TaxonomyAttribute/6263  : Vannsensordesign
gid://shopify/TaxonomyAttribute/11194 : Utforming av vannskibase
gid://shopify/TaxonomyAttribute/11195 : Type vannskifinne
gid://shopify/TaxonomyAttribute/7993  : Vannkilde
gid://shopify/TaxonomyAttribute/1249  : Vannsport
gid://shopify/TaxonomyAttribute/11196 : Sikkerhetsstandard for vannsport
gid://shopify/TaxonomyAttribute/6264  : Vannforsyningstype
gid://shopify/TaxonomyAttribute/6620  : Egenskaper for vannbord
gid://shopify/TaxonomyAttribute/6621  : Inkluderte elementer i vannbord
gid://shopify/TaxonomyAttribute/6622  : Vannkildetype for vannbord
gid://shopify/TaxonomyAttribute/8886  : Vannforsynt utforming
gid://shopify/TaxonomyAttribute/6975  : Stabiliseringsnivå for vannseng
gid://shopify/TaxonomyAttribute/10516 : Vannfasthet for akvarellfarge (etter tørking)
gid://shopify/TaxonomyAttribute/8891  : Anvendelsesområde for båtpleie
gid://shopify/TaxonomyAttribute/11197 : Drivmekanisme for båt
gid://shopify/TaxonomyAttribute/2737  : Motorkontrolltype for vannfartøy
gid://shopify/TaxonomyAttribute/3216  : Båtfunksjoner
gid://shopify/TaxonomyAttribute/8892  : Mønster for nivåføleren i båtens drivstofftank
gid://shopify/TaxonomyAttribute/8893  : Formen på båtens drivstofftank
gid://shopify/TaxonomyAttribute/8894  : Båtens skrogmateriale
gid://shopify/TaxonomyAttribute/8895  : Spenning i båtens tenningsdel
gid://shopify/TaxonomyAttribute/8896  : Materialkvalitet for impeller i båt
gid://shopify/TaxonomyAttribute/8897  : Sertifisering og samsvar av båtens belysning
gid://shopify/TaxonomyAttribute/8898  : Funksjoner for justering av båtens motorfeste
gid://shopify/TaxonomyAttribute/2739  : Motorfestetype for vannfartøy
gid://shopify/TaxonomyAttribute/8899  : Båtens stempeltype
gid://shopify/TaxonomyAttribute/8900  : Vinkel på båtens propellblad
gid://shopify/TaxonomyAttribute/8901  : Propellens rotasjonsretning på båten
gid://shopify/TaxonomyAttribute/2863  : Fremdriftstype for båt
gid://shopify/TaxonomyAttribute/8902  : Pumpetrinn / impelleroppgave for båt
gid://shopify/TaxonomyAttribute/8903  : Båtens registreringsstatus
gid://shopify/TaxonomyAttribute/8904  : Aktiveringstype for sikkerhetsutstyr på båt
gid://shopify/TaxonomyAttribute/8905  : Kjernemateriale i båtens styrekabel
gid://shopify/TaxonomyAttribute/8906  : Monteringsutstyr for båtens styrekabel inkludert
gid://shopify/TaxonomyAttribute/8907  : Type styrekabelsystem for båt
gid://shopify/TaxonomyAttribute/8908  : Hulltype for ratt til vannfartøy
gid://shopify/TaxonomyAttribute/2743  : Ratt-type for vannfartøy
gid://shopify/TaxonomyAttribute/2755  : Båttype
gid://shopify/TaxonomyAttribute/7994  : Engelskkarse-variant
gid://shopify/TaxonomyAttribute/6265  : Vanningsbehov
gid://shopify/TaxonomyAttribute/11198 : Vanntetthetsgrad
gid://shopify/TaxonomyAttribute/2893  : Vokspåføringsmetode
gid://shopify/TaxonomyAttribute/10517 : Sammensetning av voksblanding
gid://shopify/TaxonomyAttribute/11199 : Voksbeleggstype
gid://shopify/TaxonomyAttribute/11200 : Voksens hardhet
gid://shopify/TaxonomyAttribute/6266  : Format på vokspapir
gid://shopify/TaxonomyAttribute/10518 : Voksens fysisk form
gid://shopify/TaxonomyAttribute/10519 : Voks anbefalt for påføring av stearinlys
gid://shopify/TaxonomyAttribute/11201 : Klebrighetsnivå for voks
gid://shopify/TaxonomyAttribute/2279  : Vokstype
gid://shopify/TaxonomyAttribute/8909  : Integrasjon av våpensystem
gid://shopify/TaxonomyAttribute/5223  : Bruksplan
gid://shopify/TaxonomyAttribute/5471  : Værvarslingsteknologi
gid://shopify/TaxonomyAttribute/6267  : Monteringsmetode for værbeskyttelse
gid://shopify/TaxonomyAttribute/2105  : Design av værlister
gid://shopify/TaxonomyAttribute/11202 : Værforhold
gid://shopify/TaxonomyAttribute/3325  : Værforsyningspåføringsmetode
gid://shopify/TaxonomyAttribute/2104  : Bruk av værbeskyttelse
gid://shopify/TaxonomyAttribute/6854  : Type veving
gid://shopify/TaxonomyAttribute/10520 : Vevetype
gid://shopify/TaxonomyAttribute/6853  : Veving/overflatebehandling
gid://shopify/TaxonomyAttribute/10521 : Veving med slagkant
gid://shopify/TaxonomyAttribute/10522 : Stil for vevskje
gid://shopify/TaxonomyAttribute/10523 : Vevingsskyttelens spissform
gid://shopify/TaxonomyAttribute/10524 : Bruksområde for vevskyttelen
gid://shopify/TaxonomyAttribute/11203 : Konstruksjonstype for webbing
gid://shopify/TaxonomyAttribute/11204 : Bånddesign
gid://shopify/TaxonomyAttribute/2033  : Webkameradesign
gid://shopify/TaxonomyAttribute/11205 : Justerbarhet for vekt
gid://shopify/TaxonomyAttribute/1233  : Vektstangaktivitet
gid://shopify/TaxonomyAttribute/1234  : Vektstangtype
gid://shopify/TaxonomyAttribute/11206 : Vektintegrasjonssystem
gid://shopify/TaxonomyAttribute/5139  : Vekttapsmekanisme
gid://shopify/TaxonomyAttribute/11207 : Kompatibilitet med vektskiver
gid://shopify/TaxonomyAttribute/11208 : Vektskivestil
gid://shopify/TaxonomyAttribute/2392  : Vekttype
gid://shopify/TaxonomyAttribute/1552  : Støttet vektenhet
gid://shopify/TaxonomyAttribute/11209 : Vektløftingsbeltestil
gid://shopify/TaxonomyAttribute/11210 : Sertifisering av vektløfterforbundet
gid://shopify/TaxonomyAttribute/3059  : Sveisehjelmfunksjoner
gid://shopify/TaxonomyAttribute/11211 : Høyde på våtdraktens støvel
gid://shopify/TaxonomyAttribute/11212 : System for å ta på våtdrakt
gid://shopify/TaxonomyAttribute/11213 : Konstruksjon av sømmer på våtdrakten
gid://shopify/TaxonomyAttribute/7995  : Produktformat for hvete
gid://shopify/TaxonomyAttribute/10525 : Hjularrangement
gid://shopify/TaxonomyAttribute/6268  : Hjullagertype
gid://shopify/TaxonomyAttribute/11214 : Bremsetype for hjul
gid://shopify/TaxonomyAttribute/8910  : Stoppklossens gripeegenskaper
gid://shopify/TaxonomyAttribute/8911  : Syre- og pH-kategori for felgrensemidler
gid://shopify/TaxonomyAttribute/8912  : Type felgrens
gid://shopify/TaxonomyAttribute/8913  : Konstruksjonstype for hjul
gid://shopify/TaxonomyAttribute/8914  : Mål for forurensning av felg
gid://shopify/TaxonomyAttribute/11215 : Kjernetype for hjul
gid://shopify/TaxonomyAttribute/8915  : Gjengestandard for hjulsylinderens inngangsåpning
gid://shopify/TaxonomyAttribute/8916  : Festetype for hjul
gid://shopify/TaxonomyAttribute/1314  : Hjulhardhet
gid://shopify/TaxonomyAttribute/1315  : Hjulnavplassering
gid://shopify/TaxonomyAttribute/11216 : Hjulbelysning
gid://shopify/TaxonomyAttribute/11217 : Hjulmateriale
gid://shopify/TaxonomyAttribute/2704  : Deletype for dekk
gid://shopify/TaxonomyAttribute/11218 : Hjulprofil
gid://shopify/TaxonomyAttribute/11219 : Type oppsett for hjul
gid://shopify/TaxonomyAttribute/5641  : Rattstil
gid://shopify/TaxonomyAttribute/8917  : Overflatebehandling av hjulsystemet
gid://shopify/TaxonomyAttribute/6269  : Hjulmønsterstil
gid://shopify/TaxonomyAttribute/1283  : Hjultype
gid://shopify/TaxonomyAttribute/1587  : Rullestoltype
gid://shopify/TaxonomyAttribute/11220 : Piskestil
gid://shopify/TaxonomyAttribute/7996  : Basismateriale i pisket krem
gid://shopify/TaxonomyAttribute/7997  : Form for pisket krem
gid://shopify/TaxonomyAttribute/1469  : Whisky-stil
gid://shopify/TaxonomyAttribute/1470  : Whisky-variant
gid://shopify/TaxonomyAttribute/10526 : Materiale i fløytehode
gid://shopify/TaxonomyAttribute/10527 : Funksjoner til fløytelyset
gid://shopify/TaxonomyAttribute/11221 : Formålet med fløyten
gid://shopify/TaxonomyAttribute/10528 : Stilen til fløytelyden
gid://shopify/TaxonomyAttribute/6270  : Plystring
gid://shopify/TaxonomyAttribute/10529 : Utseende på hvitlim når det har tørket
gid://shopify/TaxonomyAttribute/10530 : Vaskbarhet for hvitt lim
gid://shopify/TaxonomyAttribute/11222 : Kajakkstil ved elvepadling
gid://shopify/TaxonomyAttribute/11223 : Elvepadlingsrangering (klasse)
gid://shopify/TaxonomyAttribute/10531 : Monteringsgrensesnitt for spinnehjul
gid://shopify/TaxonomyAttribute/1940  : Wi-Fi-bånd
gid://shopify/TaxonomyAttribute/1847  : Wi-Fi-standard
gid://shopify/TaxonomyAttribute/10532 : Konstruksjonstype for veke
gid://shopify/TaxonomyAttribute/10533 : Type vekekjerne
gid://shopify/TaxonomyAttribute/6271  : Vekemateriale
gid://shopify/TaxonomyAttribute/10534 : Vekeholderens krympetype
