# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Produkter til dyr og husdyr
gid://shopify/TaxonomyCategory/sg-1-3-3-1        : Sportsutstyr > Friidrett > Basketball > Opplæringshjelp for basketball > Forsvarsdukker for basketball
gid://shopify/TaxonomyCategory/sg-1-3-3-2        : Sportsutstyr > Friidrett > Basketball > Opplæringshjelp for basketball > Driblebriller for basketball
gid://shopify/TaxonomyCategory/sg-1-3-3-3        : Sportsutstyr > Friidrett > Basketball > Opplæringshjelp for basketball > Hoppetreningshjelpemidler for basketball
gid://shopify/TaxonomyCategory/sg-1-3-3-4        : Sportsutstyr > Friidrett > Basketball > Opplæringshjelp for basketball > Kastehjelpemidler for basketball
gid://shopify/TaxonomyCategory/sg-1-3-4          : Sportsutstyr > Friidrett > Basketball > Basketballer
gid://shopify/TaxonomyCategory/sg-1-4            : Sportsutstyr > Friidrett > Boksing og kampsport
gid://shopify/TaxonomyCategory/sg-1-4-1          : Sportsutstyr > Friidrett > Boksing og kampsport > Beskyttelsesutstyr for boksing og kampsport
gid://shopify/TaxonomyCategory/sg-1-4-1-4        : Sportsutstyr > Friidrett > Boksing og kampsport > Beskyttelsesutstyr for boksing og kampsport > Hansker og puter for boksing og MMA
gid://shopify/TaxonomyCategory/sg-1-4-1-4-1      : Sportsutstyr > Friidrett > Boksing og kampsport > Beskyttelsesutstyr for boksing og kampsport > Hansker og puter for boksing og MMA > Treningshansker
gid://shopify/TaxonomyCategory/sg-1-4-1-4-2      : Sportsutstyr > Friidrett > Boksing og kampsport > Beskyttelsesutstyr for boksing og kampsport > Hansker og puter for boksing og MMA > Kamphansker
gid://shopify/TaxonomyCategory/sg-1-4-1-4-3      : Sportsutstyr > Friidrett > Boksing og kampsport > Beskyttelsesutstyr for boksing og kampsport > Hansker og puter for boksing og MMA > MMA-hansker
gid://shopify/TaxonomyCategory/sg-1-4-1-4-4      : Sportsutstyr > Friidrett > Boksing og kampsport > Beskyttelsesutstyr for boksing og kampsport > Hansker og puter for boksing og MMA > Sparringshansker
gid://shopify/TaxonomyCategory/sg-1-4-1-5        : Sportsutstyr > Friidrett > Boksing og kampsport > Beskyttelsesutstyr for boksing og kampsport > Bandasje for boksing og MMA
gid://shopify/TaxonomyCategory/sg-1-4-1-1        : Sportsutstyr > Friidrett > Boksing og kampsport > Beskyttelsesutstyr for boksing og kampsport > Armbeskyttelse for boksing og kampsport
gid://shopify/TaxonomyCategory/sg-1-4-1-2        : Sportsutstyr > Friidrett > Boksing og kampsport > Beskyttelsesutstyr for boksing og kampsport > Kroppsbeskyttelse for boksing og kampsport
gid://shopify/TaxonomyCategory/sg-1-4-1-3        : Sportsutstyr > Friidrett > Boksing og kampsport > Beskyttelsesutstyr for boksing og kampsport > Hodebeskyttelse for boksing og kampsport
gid://shopify/TaxonomyCategory/sg-1-4-1-6        : Sportsutstyr > Friidrett > Boksing og kampsport > Beskyttelsesutstyr for boksing og kampsport > MMA-leggbeskyttere
gid://shopify/TaxonomyCategory/sg-1-4-2          : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport
gid://shopify/TaxonomyCategory/sg-1-4-2-1        : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Slagputer for boksing og MMA
gid://shopify/TaxonomyCategory/sg-1-4-2-2        : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Grapplingmodeller
gid://shopify/TaxonomyCategory/sg-1-4-2-3        : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Tilbehør til punching- og treningsbager
gid://shopify/TaxonomyCategory/sg-1-4-2-3-1      : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Tilbehør til punching- og treningsbager > Slag- og treningsbur
gid://shopify/TaxonomyCategory/sg-1-4-2-3-2      : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Tilbehør til punching- og treningsbager > Slag- og treningskroker
gid://shopify/TaxonomyCategory/sg-1-4-2-3-3      : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Tilbehør til punching- og treningsbager > Slag- og treningstau
gid://shopify/TaxonomyCategory/sg-1-4-2-4        : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Punching- og treningsbager
gid://shopify/TaxonomyCategory/sg-1-4-2-4-1      : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Punching- og treningsbager > Motstandersekker for slag og trening
gid://shopify/TaxonomyCategory/sg-1-4-2-4-2      : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Punching- og treningsbager > Doble sekker for slag og trening
gid://shopify/TaxonomyCategory/sg-1-4-2-4-3      : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Punching- og treningsbager > Tunge sekker for slag og trening
gid://shopify/TaxonomyCategory/sg-1-4-2-4-4      : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Punching- og treningsbager > Maissekker for slag og trening
gid://shopify/TaxonomyCategory/sg-1-4-2-4-5      : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Punching- og treningsbager > Pidestallsekker for slag og trening
gid://shopify/TaxonomyCategory/sg-1-4-2-4-6      : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Punching- og treningsbager > Slagputer for slag og trening
gid://shopify/TaxonomyCategory/sg-1-4-2-4-7      : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Punching- og treningsbager > Hurtigsekker for slag og trening
gid://shopify/TaxonomyCategory/sg-1-4-2-4-8      : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Punching- og treningsbager > Uppercutsekker for slag og trening
gid://shopify/TaxonomyCategory/sg-1-4-2-4-9      : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Punching- og treningsbager > Veggsekker for slag og trening
gid://shopify/TaxonomyCategory/sg-1-4-2-5        : Sportsutstyr > Friidrett > Boksing og kampsport > Treningsutstyr for boksing og kampsport > Treningsskjold
gid://shopify/TaxonomyCategory/sg-1-4-3          : Sportsutstyr > Friidrett > Boksing og kampsport > Deler til bokseringer
gid://shopify/TaxonomyCategory/sg-1-4-3-1        : Sportsutstyr > Friidrett > Boksing og kampsport > Deler til bokseringer > Takhengere for bokseringer
gid://shopify/TaxonomyCategory/sg-1-4-3-2        : Sportsutstyr > Friidrett > Boksing og kampsport > Deler til bokseringer > Nett til bokseringer
gid://shopify/TaxonomyCategory/sg-1-4-3-3        : Sportsutstyr > Friidrett > Boksing og kampsport > Deler til bokseringer > Stenger til bokseringer
gid://shopify/TaxonomyCategory/sg-1-4-4          : Sportsutstyr > Friidrett > Boksing og kampsport > Bokseringer
gid://shopify/TaxonomyCategory/sg-1-4-5          : Sportsutstyr > Friidrett > Boksing og kampsport > Kampsportbelter
gid://shopify/TaxonomyCategory/sg-1-4-6          : Sportsutstyr > Friidrett > Boksing og kampsport > Kampsportvåpen
gid://shopify/TaxonomyCategory/sg-1-4-6-1        : Sportsutstyr > Friidrett > Boksing og kampsport > Kampsportvåpen > Bo Staffs
gid://shopify/TaxonomyCategory/sg-1-4-6-2        : Sportsutstyr > Friidrett > Boksing og kampsport > Kampsportvåpen > Nunchucks
gid://shopify/TaxonomyCategory/sg-1-4-6-3        : Sportsutstyr > Friidrett > Boksing og kampsport > Kampsportvåpen > Sais
gid://shopify/TaxonomyCategory/sg-1-4-6-4        : Sportsutstyr > Friidrett > Boksing og kampsport > Kampsportvåpen > Tonfaer
gid://shopify/TaxonomyCategory/sg-1-5            : Sportsutstyr > Friidrett > Broomballutstyr
gid://shopify/TaxonomyCategory/sg-1-5-1          : Sportsutstyr > Friidrett > Broomballutstyr > Broomball-baller
gid://shopify/TaxonomyCategory/sg-1-5-2          : Sportsutstyr > Friidrett > Broomballutstyr > Broomball-koster
gid://shopify/TaxonomyCategory/sg-1-5-3          : Sportsutstyr > Friidrett > Broomballutstyr > Broomball-mål
gid://shopify/TaxonomyCategory/sg-1-6            : Sportsutstyr > Friidrett > Cheerleading
gid://shopify/TaxonomyCategory/sg-1-6-1          : Sportsutstyr > Friidrett > Cheerleading > Pom Poms til cheerleading
gid://shopify/TaxonomyCategory/sg-1-7            : Sportsutstyr > Friidrett > Dømming
gid://shopify/TaxonomyCategory/sg-1-7-1          : Sportsutstyr > Friidrett > Dømming > Kapteinarmbånd
gid://shopify/TaxonomyCategory/sg-1-7-2          : Sportsutstyr > Friidrett > Dømming > Banemarkører
gid://shopify/TaxonomyCategory/sg-1-7-2-1        : Sportsutstyr > Friidrett > Dømming > Banemarkører > Grensekjegler
gid://shopify/TaxonomyCategory/sg-1-7-2-2        : Sportsutstyr > Friidrett > Dømming > Banemarkører > Feltmarkeringsmaling
gid://shopify/TaxonomyCategory/sg-1-7-2-3        : Sportsutstyr > Friidrett > Dømming > Banemarkører > Feltmarkeringstape
gid://shopify/TaxonomyCategory/sg-1-7-3          : Sportsutstyr > Friidrett > Dømming > Kastemynter og -skiver
gid://shopify/TaxonomyCategory/sg-1-7-3-1        : Sportsutstyr > Friidrett > Dømming > Kastemynter og -skiver > Kastemynter
gid://shopify/TaxonomyCategory/sg-1-7-3-2        : Sportsutstyr > Friidrett > Dømming > Kastemynter og -skiver > Kasteskiver
gid://shopify/TaxonomyCategory/sg-1-7-4          : Sportsutstyr > Friidrett > Dømming > Dommerflagg
gid://shopify/TaxonomyCategory/sg-1-7-4-1        : Sportsutstyr > Friidrett > Dømming > Dommerflagg > Rutete flagg
gid://shopify/TaxonomyCategory/sg-1-7-4-2        : Sportsutstyr > Friidrett > Dømming > Dommerflagg > Hjørneflagg
gid://shopify/TaxonomyCategory/sg-1-7-4-3        : Sportsutstyr > Friidrett > Dømming > Dommerflagg > Linjedommerflagg
gid://shopify/TaxonomyCategory/sg-1-7-5          : Sportsutstyr > Friidrett > Dømming > Dommerkort og -flagg
gid://shopify/TaxonomyCategory/sg-1-7-5-1        : Sportsutstyr > Friidrett > Dømming > Dommerkort og -flagg > Dommerkort
gid://shopify/TaxonomyCategory/sg-1-7-5-2        : Sportsutstyr > Friidrett > Dømming > Dommerkort og -flagg > Dommerflagg
gid://shopify/TaxonomyCategory/sg-1-7-6          : Sportsutstyr > Friidrett > Dømming > Banetellere
gid://shopify/TaxonomyCategory/sg-1-7-7          : Sportsutstyr > Friidrett > Dømming > Dommerbur og -stoler
gid://shopify/TaxonomyCategory/sg-1-7-7-1        : Sportsutstyr > Friidrett > Dømming > Dommerbur og -stoler > Dommerstoler
gid://shopify/TaxonomyCategory/sg-1-7-7-2        : Sportsutstyr > Friidrett > Dømming > Dommerbur og -stoler > Dommertårn
gid://shopify/TaxonomyCategory/sg-1-7-8          : Sportsutstyr > Friidrett > Dømming > Dommerbøker
gid://shopify/TaxonomyCategory/sg-1-7-9          : Sportsutstyr > Friidrett > Dømming > Poengtavler
gid://shopify/TaxonomyCategory/sg-1-7-9-1        : Sportsutstyr > Friidrett > Dømming > Poengtavler > Elektroniske resultattavler
gid://shopify/TaxonomyCategory/sg-1-7-9-2        : Sportsutstyr > Friidrett > Dømming > Poengtavler > Manuelle resultattavler
gid://shopify/TaxonomyCategory/sg-1-7-10         : Sportsutstyr > Friidrett > Dømming > Sports- og sikkerhetsfløyter
gid://shopify/TaxonomyCategory/sg-1-7-10-2       : Sportsutstyr > Friidrett > Dømming > Sports- og sikkerhetsfløyter > Fløyter med fingergrep
gid://shopify/TaxonomyCategory/sg-1-7-10-1       : Sportsutstyr > Friidrett > Dømming > Sports- og sikkerhetsfløyter > Fløyter med flippgrep
gid://shopify/TaxonomyCategory/sg-1-7-10-3       : Sportsutstyr > Friidrett > Dømming > Sports- og sikkerhetsfløyter > Tradisjonelle fløyter
gid://shopify/TaxonomyCategory/sg-1-7-11         : Sportsutstyr > Friidrett > Dømming > Umpire-indikator
gid://shopify/TaxonomyCategory/sg-1-8            : Sportsutstyr > Friidrett > Cricket
gid://shopify/TaxonomyCategory/sg-1-8-1          : Sportsutstyr > Friidrett > Cricket > Cricketballer
gid://shopify/TaxonomyCategory/sg-1-8-2          : Sportsutstyr > Friidrett > Cricket > Tilbehør til cricketballtrær
gid://shopify/TaxonomyCategory/sg-1-8-2-1        : Sportsutstyr > Friidrett > Cricket > Tilbehør til cricketballtrær > Grep til cricketballtrær
gid://shopify/TaxonomyCategory/sg-1-8-3          : Sportsutstyr > Friidrett > Cricket > Cricketballtrær
gid://shopify/TaxonomyCategory/sg-1-8-4          : Sportsutstyr > Friidrett > Cricket > Utstyrssett for cricket
gid://shopify/TaxonomyCategory/sg-1-8-5          : Sportsutstyr > Friidrett > Cricket > Beskyttelsesutstyr for cricket
gid://shopify/TaxonomyCategory/sg-1-8-5-1        : Sportsutstyr > Friidrett > Cricket > Beskyttelsesutstyr for cricket > Crickethansker
gid://shopify/TaxonomyCategory/sg-1-8-5-2        : Sportsutstyr > Friidrett > Cricket > Beskyttelsesutstyr for cricket > Crickethjelmer
gid://shopify/TaxonomyCategory/sg-1-8-5-3        : Sportsutstyr > Friidrett > Cricket > Beskyttelsesutstyr for cricket > Benbeskyttere for cricket
gid://shopify/TaxonomyCategory/sg-1-8-8          : Sportsutstyr > Friidrett > Cricket > Cricketsko
gid://shopify/TaxonomyCategory/sg-1-8-6          : Sportsutstyr > Friidrett > Cricket > Cricketstumper
gid://shopify/TaxonomyCategory/sg-1-8-7          : Sportsutstyr > Friidrett > Cricket > Treningsutstyr for cricket
gid://shopify/TaxonomyCategory/sg-1-8-7-1        : Sportsutstyr > Friidrett > Cricket > Treningsutstyr for cricket > Slagstenger for cricket
gid://shopify/TaxonomyCategory/sg-1-8-7-2        : Sportsutstyr > Friidrett > Cricket > Treningsutstyr for cricket > Grensetau for cricket
gid://shopify/TaxonomyCategory/sg-1-8-7-3        : Sportsutstyr > Friidrett > Cricket > Treningsutstyr for cricket > Bowlingmaskiner for cricket
gid://shopify/TaxonomyCategory/sg-1-8-7-4        : Sportsutstyr > Friidrett > Cricket > Treningsutstyr for cricket > Bowlingmarkører for cricket
gid://shopify/TaxonomyCategory/sg-1-8-7-5        : Sportsutstyr > Friidrett > Cricket > Treningsutstyr for cricket > Banehjelpemidler for cricket
gid://shopify/TaxonomyCategory/sg-1-8-7-6        : Sportsutstyr > Friidrett > Cricket > Treningsutstyr for cricket > Cricketnett
gid://shopify/TaxonomyCategory/sg-1-8-7-7        : Sportsutstyr > Friidrett > Cricket > Treningsutstyr for cricket > Cricketbanematter
gid://shopify/TaxonomyCategory/sg-1-8-7-8        : Sportsutstyr > Friidrett > Cricket > Treningsutstyr for cricket > Cricket-reboundere
gid://shopify/TaxonomyCategory/sg-1-8-7-9        : Sportsutstyr > Friidrett > Cricket > Treningsutstyr for cricket > Stubbemål for cricket
gid://shopify/TaxonomyCategory/sg-1-26           : Sportsutstyr > Friidrett > Curling
gid://shopify/TaxonomyCategory/sg-1-26-2         : Sportsutstyr > Friidrett > Curling > Curlingkoster
gid://shopify/TaxonomyCategory/sg-1-26-3         : Sportsutstyr > Friidrett > Curling > Curlingsko
gid://shopify/TaxonomyCategory/sg-1-26-1         : Sportsutstyr > Friidrett > Curling > Curlingsteiner
gid://shopify/TaxonomyCategory/sg-1-26-4         : Sportsutstyr > Friidrett > Curling > Treningsutstyr for curling
gid://shopify/TaxonomyCategory/sg-1-9            : Sportsutstyr > Friidrett > Dansing
gid://shopify/TaxonomyCategory/sg-1-9-1          : Sportsutstyr > Friidrett > Dansing > Ballettstenger
gid://shopify/TaxonomyCategory/sg-1-9-2          : Sportsutstyr > Friidrett > Dansing > Dansesko
gid://shopify/TaxonomyCategory/sg-1-10           : Sportsutstyr > Friidrett > Fekting
gid://shopify/TaxonomyCategory/sg-1-10-1         : Sportsutstyr > Friidrett > Fekting > Beskyttelsesutstyr for fekting
gid://shopify/TaxonomyCategory/sg-1-10-1-1       : Sportsutstyr > Friidrett > Fekting > Beskyttelsesutstyr for fekting > Brystbeskyttere for fekting
gid://shopify/TaxonomyCategory/sg-1-10-1-2       : Sportsutstyr > Friidrett > Fekting > Beskyttelsesutstyr for fekting > Fektehansker og -mansjetter
gid://shopify/TaxonomyCategory/sg-1-10-1-3       : Sportsutstyr > Friidrett > Fekting > Beskyttelsesutstyr for fekting > Fektejakker og laméer
gid://shopify/TaxonomyCategory/sg-1-10-1-4       : Sportsutstyr > Friidrett > Fekting > Beskyttelsesutstyr for fekting > Fektemasker
gid://shopify/TaxonomyCategory/sg-1-10-1-5       : Sportsutstyr > Friidrett > Fekting > Beskyttelsesutstyr for fekting > Plastroner for fekting
