# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Đồ dùng cho động vật & thú cưng
gid://shopify/TaxonomyCategory/sg-4-4-1-4        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Lồng xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-4-1      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Lồng xe đạp > Lồng chai nước trên xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-4-2      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Lồng xe đạp > Lồng chứa xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-5        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Phụ tùng & bộ phận ghế ngồi trẻ em cho xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-6        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Ghế ngồi xe đạp trẻ em
gid://shopify/TaxonomyCategory/sg-4-4-1-7        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Phụ kiện cho đồng hồ xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-7-1      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Phụ kiện cho đồng hồ xe đạp > Pin máy tính xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-7-2      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Phụ kiện cho đồng hồ xe đạp > Cảm biến nhịp máy tính xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-7-3      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Phụ kiện cho đồng hồ xe đạp > Ốp máy tính xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-7-4      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Phụ kiện cho đồng hồ xe đạp > Khung gắn máy tính xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-7-5      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Phụ kiện cho đồng hồ xe đạp > Cảm biến RPM máy tính xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-7-6      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Phụ kiện cho đồng hồ xe đạp > Bộ truyền tín hiệu máy tính xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-8        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Máy tính cho xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-9        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Bạt phủ xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-10       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Chắn bùn xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-11       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Giá trước & sau xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-12       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Bọc và trang trí tay lái xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-13       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Khóa xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-13-1     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Khóa xe đạp > Khóa xe đạp dạng dây
gid://shopify/TaxonomyCategory/sg-4-4-1-13-2     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Khóa xe đạp > Khóa xe đạp dạng xích
gid://shopify/TaxonomyCategory/sg-4-4-1-13-3     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Khóa xe đạp > Khóa xe đạp dạng đĩa
gid://shopify/TaxonomyCategory/sg-4-4-1-13-4     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Khóa xe đạp > Khóa xe đạp gấp được
gid://shopify/TaxonomyCategory/sg-4-4-1-13-5     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Khóa xe đạp > Neo mặt đất khóa xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-13-6     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Khóa xe đạp > Que khóa xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-13-7     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Khóa xe đạp > Khóa vòng xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-13-8     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Khóa xe đạp > Khóa chữ U xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-13-9     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Khóa xe đạp > Khóa bánh xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-13-10    : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Khóa xe đạp > Dây thít buộc xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-14       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Kính xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-15       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Bơm xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-16       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Bọc yên và ghế xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-17       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Ống bơm phuộc cho xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-18       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Hạt căm xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-19       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Giá treo xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-20       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Bộ dụng cụ vá xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-20-1     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Bộ dụng cụ vá xe đạp > Thanh bẩy lốp xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-20-2     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Bộ dụng cụ vá xe đạp > Bộ sản phẩm sửa chữa lốp xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-20-3     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Bộ dụng cụ vá xe đạp > Miếng vá sửa lốp xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-20-4     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Bộ dụng cụ vá xe đạp > Chân trống sửa chữa lốp xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-20-5     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Bộ dụng cụ vá xe đạp > Keo tự vá lốp xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-21       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Dây đai pedal và dây kẹp ống quần khi đi xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-22       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Dụng cụ xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-22-1     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Dụng cụ xe đạp > Dụng cụ xích xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-22-2     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Dụng cụ xe đạp > Dụng cụ đa năng dành cho xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-23       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Rơ-moóc xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-24       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Huấn luyện viên xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-24-1     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Huấn luyện viên xe đạp > Khung đạp xe kháng lực bằng chất lỏng
gid://shopify/TaxonomyCategory/sg-4-4-1-24-2     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Huấn luyện viên xe đạp > Khung đạp xe kháng lực từ
gid://shopify/TaxonomyCategory/sg-4-4-1-24-3     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Huấn luyện viên xe đạp > Khung đạp xe kháng lực con lăn
gid://shopify/TaxonomyCategory/sg-4-4-1-24-4     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Huấn luyện viên xe đạp > Khung đáp xe kháng lực gió
gid://shopify/TaxonomyCategory/sg-4-4-1-25       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Bánh phụ xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-26       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Túi đựng xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-1-27       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Giá đỡ gắn trên xe đạp dùng để vận chuyển ván trượt nước
gid://shopify/TaxonomyCategory/sg-4-4-1-28       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Linh kiện xe đạp > Bộ chuyển đổi cho xe đạp điện
gid://shopify/TaxonomyCategory/sg-4-4-2          : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-1        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phụ tùng phanh xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-1-1      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phụ tùng phanh xe đạp > Đĩa phanh xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-1-2      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phụ tùng phanh xe đạp > Tay phanh xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-1-3      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phụ tùng phanh xe đạp > Rô-to phanh xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-1-4      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phụ tùng phanh xe đạp > Bộ phanh xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-2        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Vỏ dây phanh xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-3        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Dây phanh xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-4        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ phận truyền động của xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-4-1      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ phận truyền động của xe đạp > Trục giữa xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-4-2      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ phận truyền động của xe đạp > Líp xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-4-2-1    : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ phận truyền động của xe đạp > Líp xe đạp > Líp nhả xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-4-2-2    : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ phận truyền động của xe đạp > Líp xe đạp > Líp vặn xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-4-3      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ phận truyền động của xe đạp > Đĩa xích xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-4-4      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ phận truyền động của xe đạp > Xích xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-4-5      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ phận truyền động của xe đạp > Ổ đĩa xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-4-6      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ phận truyền động của xe đạp > Bộ đề xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-4-7      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ phận truyền động của xe đạp > Pê-đan xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-4-8      : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ phận truyền động của xe đạp > Tay gạt chuyển số xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-5        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phuộc xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-6        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Khung xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-7        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ phụ tùng lắp ráp xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-8        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Tay lái xe đạp gắn thêm
gid://shopify/TaxonomyCategory/sg-4-4-2-9        : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Ghi đông xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-10       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phụ kiện bộ cổ xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-10-1     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phụ kiện bộ cổ xe đạp > Bộ chén cổ xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-10-2     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phụ kiện bộ cổ xe đạp > Vòng chêm cổ xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-11       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Bộ cổ xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-12       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Chân chống xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-13       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Yên xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-14       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Kẹp vặn yên xe
gid://shopify/TaxonomyCategory/sg-4-4-2-15       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Cọc yên xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-16       : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phụ tùng nhỏ xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-16-1     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phụ tùng nhỏ xe đạp > Đầu cáp xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-16-2     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phụ tùng nhỏ xe đạp > Mắt xích xe đạp
gid://shopify/TaxonomyCategory/sg-4-4-2-16-3     : Dụng cụ thể thao > Giải trí ngoài trời > Đạp xe > Phụ tùng xe đạp > Phụ tùng nhỏ xe đạp > Đai ốc căm xe đạp
