# Shopify Product Taxonomy - Categories: 2025-01-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Zwierzęta i artykuły dla zwierząt
gid://shopify/TaxonomyCategory/sg-1-8-5-1        : Sprzęt sportowy > Sport > Krykiet > Ochraniacze do krykieta > Rękawiczki i rękawice do krykieta
gid://shopify/TaxonomyCategory/sg-1-8-5-2        : Sprzęt sportowy > Sport > Krykiet > Ochraniacze do krykieta > Kaski do krykieta
gid://shopify/TaxonomyCategory/sg-1-8-5-3        : Sprzęt sportowy > Sport > Krykiet > Ochraniacze do krykieta > Krykietowe ochraniacze na nogi
gid://shopify/TaxonomyCategory/sg-1-8-8          : Sprzęt sportowy > Sport > Krykiet > Buty do krykieta
gid://shopify/TaxonomyCategory/sg-1-8-6          : Sprzęt sportowy > Sport > Krykiet > Słupki do bramek krykietowych
gid://shopify/TaxonomyCategory/sg-1-8-7          : Sprzęt sportowy > Sport > Krykiet > Pomoce treningowe do krykieta
gid://shopify/TaxonomyCategory/sg-1-8-7-1        : Sprzęt sportowy > Sport > Krykiet > Pomoce treningowe do krykieta > Słupki do krykieta
gid://shopify/TaxonomyCategory/sg-1-8-7-2        : Sprzęt sportowy > Sport > Krykiet > Pomoce treningowe do krykieta > Liny do krykieta
gid://shopify/TaxonomyCategory/sg-1-8-7-3        : Sprzęt sportowy > Sport > Krykiet > Pomoce treningowe do krykieta > Kręgle do krykieta
gid://shopify/TaxonomyCategory/sg-1-8-7-4        : Sprzęt sportowy > Sport > Krykiet > Pomoce treningowe do krykieta > Markery do kręgli do krykieta
gid://shopify/TaxonomyCategory/sg-1-8-7-5        : Sprzęt sportowy > Sport > Krykiet > Pomoce treningowe do krykieta > Pomoce do gry w krykieta
gid://shopify/TaxonomyCategory/sg-1-8-7-6        : Sprzęt sportowy > Sport > Krykiet > Pomoce treningowe do krykieta > Siatki do krykieta
gid://shopify/TaxonomyCategory/sg-1-8-7-7        : Sprzęt sportowy > Sport > Krykiet > Pomoce treningowe do krykieta > Maty na boisko do krykieta
gid://shopify/TaxonomyCategory/sg-1-8-7-8        : Sprzęt sportowy > Sport > Krykiet > Pomoce treningowe do krykieta > Odbijacze do krykieta
gid://shopify/TaxonomyCategory/sg-1-8-7-9        : Sprzęt sportowy > Sport > Krykiet > Pomoce treningowe do krykieta > Tarcze na słupki do krykieta
gid://shopify/TaxonomyCategory/sg-1-9            : Sprzęt sportowy > Sport > Taniec
gid://shopify/TaxonomyCategory/sg-1-9-1          : Sprzęt sportowy > Sport > Taniec > Poręcze baletowe
gid://shopify/TaxonomyCategory/sg-1-9-2          : Sprzęt sportowy > Sport > Taniec > Buty do tańca
gid://shopify/TaxonomyCategory/sg-1-10           : Sprzęt sportowy > Sport > Szermierka
gid://shopify/TaxonomyCategory/sg-1-10-1         : Sprzęt sportowy > Sport > Szermierka > Ochraniacze do szermierki
gid://shopify/TaxonomyCategory/sg-1-10-1-1       : Sprzęt sportowy > Sport > Szermierka > Ochraniacze do szermierki > Ochraniacze klatki piersiowej do szermierki
gid://shopify/TaxonomyCategory/sg-1-10-1-2       : Sprzęt sportowy > Sport > Szermierka > Ochraniacze do szermierki > Rękawice szermiercze
gid://shopify/TaxonomyCategory/sg-1-10-1-3       : Sprzęt sportowy > Sport > Szermierka > Ochraniacze do szermierki > Plastrony i kamizelki elektryczne do szermierki
gid://shopify/TaxonomyCategory/sg-1-10-1-4       : Sprzęt sportowy > Sport > Szermierka > Ochraniacze do szermierki > Maski do szermierki
gid://shopify/TaxonomyCategory/sg-1-10-1-5       : Sprzęt sportowy > Sport > Szermierka > Ochraniacze do szermierki > Plastrony szermiercze
gid://shopify/TaxonomyCategory/sg-1-10-2         : Sprzęt sportowy > Sport > Szermierka > Sprzęt do punktacji w szermierce
gid://shopify/TaxonomyCategory/sg-1-10-3         : Sprzęt sportowy > Sport > Szermierka > Pomoce treningowe do szermierki
gid://shopify/TaxonomyCategory/sg-1-10-3-1       : Sprzęt sportowy > Sport > Szermierka > Pomoce treningowe do szermierki > Linki do szermierki
gid://shopify/TaxonomyCategory/sg-1-10-3-2       : Sprzęt sportowy > Sport > Szermierka > Pomoce treningowe do szermierki > Manekiny do szermierki
gid://shopify/TaxonomyCategory/sg-1-10-3-3       : Sprzęt sportowy > Sport > Szermierka > Pomoce treningowe do szermierki > Trenażery szermiercze nogi
gid://shopify/TaxonomyCategory/sg-1-10-3-4       : Sprzęt sportowy > Sport > Szermierka > Pomoce treningowe do szermierki > Trenażery szermiercze chwyt
gid://shopify/TaxonomyCategory/sg-1-10-3-5       : Sprzęt sportowy > Sport > Szermierka > Pomoce treningowe do szermierki > Trenażery szermiercze wypad
gid://shopify/TaxonomyCategory/sg-1-10-3-6       : Sprzęt sportowy > Sport > Szermierka > Pomoce treningowe do szermierki > Taśmy treningowe do szermierki
gid://shopify/TaxonomyCategory/sg-1-10-3-7       : Sprzęt sportowy > Sport > Szermierka > Pomoce treningowe do szermierki > Cele szermiercze
gid://shopify/TaxonomyCategory/sg-1-10-3-8       : Sprzęt sportowy > Sport > Szermierka > Pomoce treningowe do szermierki > Torby treningowe do szermierki
gid://shopify/TaxonomyCategory/sg-1-10-4         : Sprzęt sportowy > Sport > Szermierka > Broń do szermierki
gid://shopify/TaxonomyCategory/sg-1-10-4-1       : Sprzęt sportowy > Sport > Szermierka > Broń do szermierki > Szpady
gid://shopify/TaxonomyCategory/sg-1-10-4-2       : Sprzęt sportowy > Sport > Szermierka > Broń do szermierki > Brzeszczoty szermiercze
gid://shopify/TaxonomyCategory/sg-1-10-4-3       : Sprzęt sportowy > Sport > Szermierka > Broń do szermierki > Szable treningowe
gid://shopify/TaxonomyCategory/sg-1-10-4-4       : Sprzęt sportowy > Sport > Szermierka > Broń do szermierki > Szable do szermierki
gid://shopify/TaxonomyCategory/sg-1-11           : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-1         : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Ochraniacze do hokeja na trawie i lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-1-1       : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Ochraniacze do hokeja na trawie i lacrosse > Rękawice do hokeja na trawie i lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-1-2       : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Ochraniacze do hokeja na trawie i lacrosse > Kaski do hokeja na trawie i lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-1-3       : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Ochraniacze do hokeja na trawie i lacrosse > Maski i gogle do hokeja na trawie i lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-1-4       : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Ochraniacze do hokeja na trawie i lacrosse > Ochraniacze hokejowe i do lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-12        : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Buty do gry w hokeja na trawie i lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-2         : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Piłki do hokeja na trawie
gid://shopify/TaxonomyCategory/sg-1-11-3         : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Bramki do hokeja na trawie
gid://shopify/TaxonomyCategory/sg-1-11-4         : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Kije do hokeja na trawie
gid://shopify/TaxonomyCategory/sg-1-11-5         : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Pomoce treningowe do hokeja na trawie
gid://shopify/TaxonomyCategory/sg-1-11-5-1       : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Pomoce treningowe do hokeja na trawie > Pomoce treningowe dla bramkarzy hokeja na trawie
gid://shopify/TaxonomyCategory/sg-1-11-5-2       : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Pomoce treningowe do hokeja na trawie > Wzmacniacze chwytu do hokeja na trawie
gid://shopify/TaxonomyCategory/sg-1-11-5-3       : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Pomoce treningowe do hokeja na trawie > Tablice treningowe do hokeja na trawie
gid://shopify/TaxonomyCategory/sg-1-11-5-4       : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Pomoce treningowe do hokeja na trawie > Cele do hokeja na trawie
gid://shopify/TaxonomyCategory/sg-1-11-5-5       : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Pomoce treningowe do hokeja na trawie > Plecaki treningowe do hokeja na trawie
gid://shopify/TaxonomyCategory/sg-1-11-6         : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Piłki do lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-7         : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Zestawy do lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-8         : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Bramki do lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-9         : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Części kijów do lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-9-1       : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Części kijów do lacrosse > Naciągi i linki do rakiet do lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-9-2       : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Części kijów do lacrosse > Kosze kijów do lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-9-3       : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Części kijów do lacrosse > Rękojeści kijów do lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-10        : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Kije do lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-11        : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Sprzęt treningowy do lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-11-1      : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Sprzęt treningowy do lacrosse > Odbijacze treningowe do lacrosse
gid://shopify/TaxonomyCategory/sg-1-11-11-2      : Sprzęt sportowy > Sport > Hokej na trawie i lacrosse > Sprzęt treningowy do lacrosse > Odbijacze do lacrosse
gid://shopify/TaxonomyCategory/sg-1-12           : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej
gid://shopify/TaxonomyCategory/sg-1-12-1         : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja
gid://shopify/TaxonomyCategory/sg-1-12-1-1       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja > D eski do balansowania do łyżwiarstwa figurowego i hokeja
gid://shopify/TaxonomyCategory/sg-1-12-1-2       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja > Skakanki do łyżwiarstwa figurowego i hokeja
gid://shopify/TaxonomyCategory/sg-1-12-1-3       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja > Tarcze strzeleckie do łyżwiarstwa figurowego i hokeja
gid://shopify/TaxonomyCategory/sg-1-12-1-4       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja > Deski do łyżwiarstwa figurowego i hokeja
gid://shopify/TaxonomyCategory/sg-1-12-1-5       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja > Taśmy rozciągające do łyżwiarstwa figurowego i hokeja
gid://shopify/TaxonomyCategory/sg-1-12-1-6       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja > Uprzęże treningowe do łyżwiarstwa figurowego i hokeja
gid://shopify/TaxonomyCategory/sg-1-12-1-7       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja > Maty treningowe do łyżwiarstwa figurowego i hokeja
gid://shopify/TaxonomyCategory/sg-1-12-1-8       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja > Trenażery do łyżwiarstwa figurowego wyskoki
gid://shopify/TaxonomyCategory/sg-1-12-1-9       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja > Trenażery do łyżwiarstwa figurowego obroty
gid://shopify/TaxonomyCategory/sg-1-12-1-10      : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja > Trenażery do hokeja podania
gid://shopify/TaxonomyCategory/sg-1-12-1-11      : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja > Tablice trenerskie do hokeja do strzałów
gid://shopify/TaxonomyCategory/sg-1-12-1-12      : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Pomoce treningowe do łyżwiarstwa figurowego i hokeja > Trenażery do hokeja szybkość
gid://shopify/TaxonomyCategory/sg-1-12-2         : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Piłki i krążki hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-2-1       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Piłki i krążki hokejowe > Piłki hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-2-2       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Piłki i krążki hokejowe > Krążki hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-3         : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Bramki hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-4         : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Ochraniacze hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-4-1       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Ochraniacze hokejowe > Hokejowe ochraniacze łokci
gid://shopify/TaxonomyCategory/sg-1-12-4-2       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Ochraniacze hokejowe > Rękawice hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-4-3       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Ochraniacze hokejowe > Zestawy ochronne dla bramkarzy hokejowych
gid://shopify/TaxonomyCategory/sg-1-12-4-4       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Ochraniacze hokejowe > Kaski hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-4-5       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Ochraniacze hokejowe > Spodnie hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-4-6       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Ochraniacze hokejowe > Hokejowe ochraniacze na nogi i golenie
gid://shopify/TaxonomyCategory/sg-1-12-4-7       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Ochraniacze hokejowe > Hokejowe naramienniki i ochraniacze tułowia
gid://shopify/TaxonomyCategory/sg-1-12-4-8       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Ochraniacze hokejowe > Szelki i pasy hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-5         : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Sledge hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-6         : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Środki do konserwacji kijów hokejowych
gid://shopify/TaxonomyCategory/sg-1-12-6-1       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Środki do konserwacji kijów hokejowych > Torby na kije hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-6-2       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Środki do konserwacji kijów hokejowych > Pokrowce na kije hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-6-3       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Środki do konserwacji kijów hokejowych > Taśma do kijów hokejowych
gid://shopify/TaxonomyCategory/sg-1-12-6-4       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Środki do konserwacji kijów hokejowych > Wosk do kijów hokejowych
gid://shopify/TaxonomyCategory/sg-1-12-7         : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Części kijów hokejowych
gid://shopify/TaxonomyCategory/sg-1-12-7-1       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Części kijów hokejowych > Łopatki kijów hokejowych
gid://shopify/TaxonomyCategory/sg-1-12-7-2       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Części kijów hokejowych > Rękojeści kijów hokejowych
gid://shopify/TaxonomyCategory/sg-1-12-8         : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Kije hokejowe
gid://shopify/TaxonomyCategory/sg-1-12-9         : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Części i akcesoria do łyżew
gid://shopify/TaxonomyCategory/sg-1-12-9-1       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Części i akcesoria do łyżew > Buty do łyżew figurowych
gid://shopify/TaxonomyCategory/sg-1-12-9-2       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Części i akcesoria do łyżew > Płozy łyżew
gid://shopify/TaxonomyCategory/sg-1-12-9-3       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Części i akcesoria do łyżew > Ostrzałki do łyżew
gid://shopify/TaxonomyCategory/sg-1-12-9-4       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Części i akcesoria do łyżew > Ochraniacze płozy łyżwy
gid://shopify/TaxonomyCategory/sg-1-12-9-5       : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Części i akcesoria do łyżew > Napinacze do sznurowadeł
gid://shopify/TaxonomyCategory/sg-1-12-10        : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Łyżwy
gid://shopify/TaxonomyCategory/sg-1-12-10-1      : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Łyżwy > Łyżwy z podwójnym ostrzem
gid://shopify/TaxonomyCategory/sg-1-12-10-2      : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Łyżwy > Łyżwy figurowe
gid://shopify/TaxonomyCategory/sg-1-12-10-3      : Sprzęt sportowy > Sport > Łyżwiarstwo figurowe i hokej > Łyżwy > Łyżwy hokejowe
