# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : 3D-brilledesign
gid://shopify/TaxonomyAttribute/11084 : Halefacon for surfboard
gid://shopify/TaxonomyAttribute/2029  : Overvågningskameradesign
gid://shopify/TaxonomyAttribute/2030  : Overvågningskameramonteringstype
gid://shopify/TaxonomyAttribute/3299  : Undersøgelsestilbehør medfølger
gid://shopify/TaxonomyAttribute/1200  : Suspenderstil
gid://shopify/TaxonomyAttribute/8759  : Type af affjedringsbøsning
gid://shopify/TaxonomyAttribute/11085 : Affjedringskonfiguration
gid://shopify/TaxonomyAttribute/6963  : Materiale til ophæng
gid://shopify/TaxonomyAttribute/11086 : Medfølgende tilbehør til suspension trainer
gid://shopify/TaxonomyAttribute/11087 : Ankertype for suspension trainer
gid://shopify/TaxonomyAttribute/11088 : Affjedringstype
gid://shopify/TaxonomyAttribute/10367 : Formfaktor for sustainpedal
gid://shopify/TaxonomyAttribute/10368 : Kontakttype for sustainpedal
gid://shopify/TaxonomyAttribute/1356  : Bæredygtighed
gid://shopify/TaxonomyAttribute/10369 : Bæredygtighedscertificering
gid://shopify/TaxonomyAttribute/5304  : Vatpindende-konfiguration
gid://shopify/TaxonomyAttribute/10370 : Tilsigtet fagotsektion for swab
gid://shopify/TaxonomyAttribute/2939  : Swabmateriale
gid://shopify/TaxonomyAttribute/10371 : Swabstil
gid://shopify/TaxonomyAttribute/10372 : Vægtmateriale for swab
gid://shopify/TaxonomyAttribute/10373 : Vægtningstype for swab
gid://shopify/TaxonomyAttribute/8760  : Justerbarhed for krængningsstabilisator
gid://shopify/TaxonomyAttribute/8761  : Belægning for krængningsstabilisator
gid://shopify/TaxonomyAttribute/8762  : Pasform for krængningsstabilisator (foran, bagpå eller sæt)
gid://shopify/TaxonomyAttribute/6826  : Lommetype for sweatshirt
gid://shopify/TaxonomyAttribute/7970  : Sødkartoffelvariant
gid://shopify/TaxonomyAttribute/11089 : Sweet spot-position
gid://shopify/TaxonomyAttribute/7971  : Sødemiddeltilsætning
gid://shopify/TaxonomyAttribute/6201  : Sødemiddeltype
gid://shopify/TaxonomyAttribute/7972  : Sødetype
gid://shopify/TaxonomyAttribute/11090 : Konstruktionstype for svømmevinger
gid://shopify/TaxonomyAttribute/11091 : Formål med svømmebælte
gid://shopify/TaxonomyAttribute/11092 : Funktioner for svømmebræt
gid://shopify/TaxonomyAttribute/6827  : Længde på svømmeunderdel
gid://shopify/TaxonomyAttribute/11093 : Funktioner for svømmebøje
gid://shopify/TaxonomyAttribute/11094 : Badehættestil
gid://shopify/TaxonomyAttribute/6828  : Svømmeblefunktion
gid://shopify/TaxonomyAttribute/11095 : Funktioner for svømmetræner
gid://shopify/TaxonomyAttribute/11096 : Svømmetræner-type
gid://shopify/TaxonomyAttribute/11097 : Svømmetræningsfokus
gid://shopify/TaxonomyAttribute/11098 : Type af svømmevægt
gid://shopify/TaxonomyAttribute/11099 : Opdrift for swimbait
gid://shopify/TaxonomyAttribute/11100 : Swimbait-stil
gid://shopify/TaxonomyAttribute/2999  : Badetøjsfunktioner
gid://shopify/TaxonomyAttribute/6829  : Medfølgende dele i badetøj
gid://shopify/TaxonomyAttribute/6830  : Medfølgende dele i badetøjssæt
gid://shopify/TaxonomyAttribute/6569  : Fastgørelses- eller forbindelsestype for gynge
gid://shopify/TaxonomyAttribute/1228  : Gyngestil
gid://shopify/TaxonomyAttribute/11101 : Swingtrainer-type
gid://shopify/TaxonomyAttribute/11102 : Træningsmål for swingtrainer
gid://shopify/TaxonomyAttribute/1210  : Gyngevægtning
gid://shopify/TaxonomyAttribute/2168  : Kontaktkontroltype
gid://shopify/TaxonomyAttribute/8763  : Elektriske positioner for kontakt
gid://shopify/TaxonomyAttribute/5356  : Switch-administrationstype
gid://shopify/TaxonomyAttribute/5341  : Kontaktmekanisme
gid://shopify/TaxonomyAttribute/5629  : Kontaktstammekompatibilitet
gid://shopify/TaxonomyAttribute/5358  : Switchlag
gid://shopify/TaxonomyAttribute/1889  : Skiftemetode
gid://shopify/TaxonomyAttribute/11103 : Swiveltype
gid://shopify/TaxonomyAttribute/10374 : Materiale til sværdskede
gid://shopify/TaxonomyAttribute/2469  : Syntesemetode
gid://shopify/TaxonomyAttribute/10375 : Formfaktor for synthesizer
gid://shopify/TaxonomyAttribute/10376 : Stil for syntetisk fjer
gid://shopify/TaxonomyAttribute/8764  : Syntetisk formuleringstype
gid://shopify/TaxonomyAttribute/7973  : Basisingrediens i sirup
gid://shopify/TaxonomyAttribute/7974  : Sirupvariant
gid://shopify/TaxonomyAttribute/5467  : Systemkomponenter inkluderet
gid://shopify/TaxonomyAttribute/2199  : Målesystem
gid://shopify/TaxonomyAttribute/1575  : Systemrækkevidde
gid://shopify/TaxonomyAttribute/5614  : System-/strømkabelstiktype (ende A)
gid://shopify/TaxonomyAttribute/5615  : System-/strømkabelstiktype (ende B)
gid://shopify/TaxonomyAttribute/10377 : Pasform for T-shirt
gid://shopify/TaxonomyAttribute/8795  : Frekvensbånd for TPMS-sensor
gid://shopify/TaxonomyAttribute/5626  : Understøttede tv-sendestandarder
gid://shopify/TaxonomyAttribute/2235  : Fanestil
gid://shopify/TaxonomyAttribute/10378 : Medfølgende komponenter til tabla
gid://shopify/TaxonomyAttribute/10379 : Medfølgende dele i tablasæt
gid://shopify/TaxonomyAttribute/10380 : Tonalt interval eller pitch-interval for tabla (bayan)
gid://shopify/TaxonomyAttribute/6964  : Materiale i bordbase
gid://shopify/TaxonomyAttribute/6965  : Bordbasetype
gid://shopify/TaxonomyAttribute/11104 : Dækningsposition for bordtennisbord
gid://shopify/TaxonomyAttribute/11105 : Reservedelstype for bordhockey
gid://shopify/TaxonomyAttribute/6966  : Design af bordben
gid://shopify/TaxonomyAttribute/11106 : Bordstørrelse
gid://shopify/TaxonomyAttribute/11107 : Størrelseskategori for bord
gid://shopify/TaxonomyAttribute/6202  : Bordskørtets lægtype
gid://shopify/TaxonomyAttribute/11108 : Bordtenniscertificering
gid://shopify/TaxonomyAttribute/6203  : Dugklemmedesign
gid://shopify/TaxonomyAttribute/6204  : Dugs egenskaber
gid://shopify/TaxonomyAttribute/5618  : Tablet-coverets funktionelle funktioner
gid://shopify/TaxonomyAttribute/6967  : Vippefunktion for bordplade
gid://shopify/TaxonomyAttribute/2819  : Materiale til service og bestik
gid://shopify/TaxonomyAttribute/2245  : Klæbe/nøglehoveddesign
gid://shopify/TaxonomyAttribute/11109 : Medfølgende fiskegrejskomponenter
gid://shopify/TaxonomyAttribute/2220  : Skiltefastgørelse
gid://shopify/TaxonomyAttribute/5295  : Talkumindhold
gid://shopify/TaxonomyAttribute/10381 : Medfølgende tilbehør til talking drum
gid://shopify/TaxonomyAttribute/10382 : Snoremateriale til talking drum
gid://shopify/TaxonomyAttribute/10383 : Stemmemekanisme for talking drum
gid://shopify/TaxonomyAttribute/10384 : Konstruktionstype for tam-tam
gid://shopify/TaxonomyAttribute/10385 : Medfølgende dele til tam-tam
gid://shopify/TaxonomyAttribute/7975  : Tamarillovariant
gid://shopify/TaxonomyAttribute/7976  : Tamarindvariant
gid://shopify/TaxonomyAttribute/10386 : Rammestil for tamburin
gid://shopify/TaxonomyAttribute/10387 : Materiale i tamburinskind
gid://shopify/TaxonomyAttribute/10388 : Jinglekonfiguration for tamburin
gid://shopify/TaxonomyAttribute/10389 : Jinglemateriale for tamburin
gid://shopify/TaxonomyAttribute/10390 : Monteringstype for tamburin
gid://shopify/TaxonomyAttribute/10391 : Stemmemekanisme for tamburin
gid://shopify/TaxonomyAttribute/6205  : Manipulationssikring
gid://shopify/TaxonomyAttribute/3345  : Tamponabsorberingsniveau
gid://shopify/TaxonomyAttribute/3134  : Tamponfunktioner
gid://shopify/TaxonomyAttribute/1633  : Solfarvetype
gid://shopify/TaxonomyAttribute/6206  : Tangtype
gid://shopify/TaxonomyAttribute/10392 : Skala for tankmodel
gid://shopify/TaxonomyAttribute/6831  : Rygstil for tanktop
gid://shopify/TaxonomyAttribute/11110 : Påføringsområde for tape
gid://shopify/TaxonomyAttribute/5663  : Båndkassetteformat
gid://shopify/TaxonomyAttribute/5662  : Båndkassettegeneration
gid://shopify/TaxonomyAttribute/10393 : Tapefinish
gid://shopify/TaxonomyAttribute/2203  : Tapemateriale
gid://shopify/TaxonomyAttribute/11111 : Formål med tape
gid://shopify/TaxonomyAttribute/5475  : Understøttet båndhastighed
gid://shopify/TaxonomyAttribute/11112 : Tapetype
gid://shopify/TaxonomyAttribute/7977  : Hovedingredienser i tapenade
gid://shopify/TaxonomyAttribute/10394 : Vævformat for gobelinvæv
gid://shopify/TaxonomyAttribute/10395 : Skaftningsmetode for gobelinvæv
gid://shopify/TaxonomyAttribute/10396 : Spændingssystem for gobelinvæv
gid://shopify/TaxonomyAttribute/10397 : Materiale i tar-skind
gid://shopify/TaxonomyAttribute/10398 : Spillestil for tar-tromme
gid://shopify/TaxonomyAttribute/10399 : Stemmesystem for tar
gid://shopify/TaxonomyAttribute/2537  : Målgruppe
gid://shopify/TaxonomyAttribute/8765  : Målkomponenter
gid://shopify/TaxonomyAttribute/5301  : Målrettet ansigtsområde
gid://shopify/TaxonomyAttribute/837   : Målkøn
gid://shopify/TaxonomyAttribute/10400 : Relativ målfugtighed (RH)
gid://shopify/TaxonomyAttribute/11113 : Nulstillingsmekanisme for mål
gid://shopify/TaxonomyAttribute/11114 : Type af måltræner
gid://shopify/TaxonomyAttribute/11115 : Målkontaminanter
gid://shopify/TaxonomyAttribute/11116 : Målrettet muskelgruppe
gid://shopify/TaxonomyAttribute/1425  : Målrettede skadedyr
gid://shopify/TaxonomyAttribute/5292  : Målrettet hudproblem
gid://shopify/TaxonomyAttribute/1386  : Målrettede pletter
gid://shopify/TaxonomyAttribute/7978  : Tarovariant
gid://shopify/TaxonomyAttribute/10401 : Type af topkant for kvastbånd
gid://shopify/TaxonomyAttribute/10402 : Anvendelsesområde for kvastbånd
gid://shopify/TaxonomyAttribute/7979  : Smagsprofil
gid://shopify/TaxonomyAttribute/1482  : Teinputtype
gid://shopify/TaxonomyAttribute/7980  : Tevariant
gid://shopify/TaxonomyAttribute/6207  : Tekandetuds udformning
gid://shopify/TaxonomyAttribute/10403 : Stil for teasing tool
gid://shopify/TaxonomyAttribute/1572  : Teknologiniveau
gid://shopify/TaxonomyAttribute/11117 : Basestil for tee
gid://shopify/TaxonomyAttribute/1896  : Telefonkabelinterface
gid://shopify/TaxonomyAttribute/5616  : Telefonkablets anden grænseflade
gid://shopify/TaxonomyAttribute/5025  : Telefonledningsstil
gid://shopify/TaxonomyAttribute/1850  : Telefonstil
gid://shopify/TaxonomyAttribute/3306  : Teleskopniveau
gid://shopify/TaxonomyAttribute/3307  : Teleskopsporingssystem
gid://shopify/TaxonomyAttribute/5503  : Halvledermateriale
gid://shopify/TaxonomyAttribute/5409  : Tv-højttalerposition
gid://shopify/TaxonomyAttribute/3094  : Specialiserede funktioner for tv
gid://shopify/TaxonomyAttribute/10404 : Temperering eller hårdhed
gid://shopify/TaxonomyAttribute/2351  : Temperatur
gid://shopify/TaxonomyAttribute/1774  : Temperaturkontrol
gid://shopify/TaxonomyAttribute/10405 : Temperaturstyringstype
gid://shopify/TaxonomyAttribute/1555  : Temperaturmåling
gid://shopify/TaxonomyAttribute/6208  : Temperaturzoner
gid://shopify/TaxonomyAttribute/2668  : Skabelontype
gid://shopify/TaxonomyAttribute/11118 : Tenkara-aktionsforhold
gid://shopify/TaxonomyAttribute/11119 : Baneoverflade for tennisbold
gid://shopify/TaxonomyAttribute/11120 : Tryktype for tennisbold
gid://shopify/TaxonomyAttribute/11121 : Grebsstørrelse for tennisketsjer
gid://shopify/TaxonomyAttribute/10406 : Fingersystem for tenorflutofon
gid://shopify/TaxonomyAttribute/10407 : Samlingstype for tenorblokfløjte
gid://shopify/TaxonomyAttribute/10408 : Klapmekanisme for tenorsaxofon
gid://shopify/TaxonomyAttribute/10409 : Pudemateriale for tenorsaxofon
gid://shopify/TaxonomyAttribute/10410 : Trækstype for tenortrombone
gid://shopify/TaxonomyAttribute/10411 : Ventilkonfiguration for tenortrombone
gid://shopify/TaxonomyAttribute/2446  : Spænding
gid://shopify/TaxonomyAttribute/10412 : Spændingskontroltype
gid://shopify/TaxonomyAttribute/10413 : Spændingsmekanisme
gid://shopify/TaxonomyAttribute/10415 : Spændingssystem
gid://shopify/TaxonomyAttribute/10414 : Spændings- eller tonehøjdemodulationssystem
gid://shopify/TaxonomyAttribute/5402  : Opstramningssystem
gid://shopify/TaxonomyAttribute/11122 : Teltstofmateriale
gid://shopify/TaxonomyAttribute/11123 : Sæsonvurdering for telt
gid://shopify/TaxonomyAttribute/5213  : Teltopsætningsstil
gid://shopify/TaxonomyAttribute/11124 : Opsætningstype for telt
gid://shopify/TaxonomyAttribute/11125 : Teltstil
gid://shopify/TaxonomyAttribute/1468  : Tequilavariant
gid://shopify/TaxonomyAttribute/2609  : Terminaldrift
gid://shopify/TaxonomyAttribute/5548  : Termineringsmetode
gid://shopify/TaxonomyAttribute/1326  : Terræn
gid://shopify/TaxonomyAttribute/1553  : Testformat
gid://shopify/TaxonomyAttribute/1576  : Testmetode
gid://shopify/TaxonomyAttribute/8766  : Outputmetode for testresultat
gid://shopify/TaxonomyAttribute/1556  : Testprøve
gid://shopify/TaxonomyAttribute/8767  : Tether- eller stropsystem
gid://shopify/TaxonomyAttribute/2892  : Stangtennisudstyr medfølger
gid://shopify/TaxonomyAttribute/5529  : Politik for internetdeling
gid://shopify/TaxonomyAttribute/10416 : Tekstfarve
gid://shopify/TaxonomyAttribute/3020  : Funktioner for maskine til tekstilarbejde
gid://shopify/TaxonomyAttribute/10417 : Betjeningstype for tekstilhåndværksmaskine
gid://shopify/TaxonomyAttribute/2315  : Tekstilhåndværkprojekttype
gid://shopify/TaxonomyAttribute/10418 : Tekstilfinish eller -behandling
gid://shopify/TaxonomyAttribute/1558  : Struktur
gid://shopify/TaxonomyAttribute/7981  : Teksturindeslutninger
gid://shopify/TaxonomyAttribute/1568  : Teksturniveau
gid://shopify/TaxonomyAttribute/134   : Tema
gid://shopify/TaxonomyAttribute/5096  : Terapeutiske funktioner
gid://shopify/TaxonomyAttribute/5078  : Terapeutisk gyngetilbehør inkluderet
gid://shopify/TaxonomyAttribute/11126 : Terapeutisk teknologi
gid://shopify/TaxonomyAttribute/5085  : Understøttet terapitilstand
gid://shopify/TaxonomyAttribute/5117  : Terapitemperaturtype
gid://shopify/TaxonomyAttribute/2204  : Termisk detektortype
gid://shopify/TaxonomyAttribute/5119  : Termisk fornemmelse
gid://shopify/TaxonomyAttribute/6832  : Komponenter i termosæt
gid://shopify/TaxonomyAttribute/6833  : Varmevægt
gid://shopify/TaxonomyAttribute/6209  : Termoelements forbindelsestype
gid://shopify/TaxonomyAttribute/2205  : Termoelementtype
gid://shopify/TaxonomyAttribute/6210  : Termometerdesign
gid://shopify/TaxonomyAttribute/6211  : Termokandes håndtagstype
gid://shopify/TaxonomyAttribute/8768  : Termostattype
gid://shopify/TaxonomyAttribute/2219  : Tykkelsestype
gid://shopify/TaxonomyAttribute/10419 : Størrelse på fingerbølsguide
gid://shopify/TaxonomyAttribute/10434 : Monterings- eller fastgørelsesstil for tråd- og garnguide
gid://shopify/TaxonomyAttribute/10435 : Spændingskontrol for tråd- og garnguide
gid://shopify/TaxonomyAttribute/10436 : Funktioner for tråd- og garnorganizer
gid://shopify/TaxonomyAttribute/11127 : Gevindtilslutningsstørrelse
gid://shopify/TaxonomyAttribute/10420 : Trådkonstruktion
gid://shopify/TaxonomyAttribute/10422 : Formfaktor for trådklipper
gid://shopify/TaxonomyAttribute/10423 : Trådklippermekanisme
gid://shopify/TaxonomyAttribute/10424 : Sikkerhedsfunktioner for trådklipper
gid://shopify/TaxonomyAttribute/10425 : Brug eller anvendelse af trådklipper
gid://shopify/TaxonomyAttribute/2126  : Gevindretning
gid://shopify/TaxonomyAttribute/10426 : Trådfinish eller -behandling
gid://shopify/TaxonomyAttribute/10427 : Trådmateriale
gid://shopify/TaxonomyAttribute/10428 : Trådmateriale (fiber)
gid://shopify/TaxonomyAttribute/10429 : Trådemballageformat
gid://shopify/TaxonomyAttribute/10430 : Kompatibel spoletype for trådstativ
gid://shopify/TaxonomyAttribute/6212  : Gevindstandard
gid://shopify/TaxonomyAttribute/10431 : Standardstørrelse for tråd
gid://shopify/TaxonomyAttribute/10432 : Trådtype
gid://shopify/TaxonomyAttribute/10433 : Trådvægtssystem
gid://shopify/TaxonomyAttribute/10421 : Tråd- eller snortype (perlemønster)
gid://shopify/TaxonomyAttribute/2127  : Gevindstangstørrelse
gid://shopify/TaxonomyAttribute/10437 : Tilsigtet brug af tråder
gid://shopify/TaxonomyAttribute/10438 : Trådningssystem
gid://shopify/TaxonomyAttribute/6834  : Trådningstype
gid://shopify/TaxonomyAttribute/8769  : Gastype (scooterkonvertering)
gid://shopify/TaxonomyAttribute/8770  : Endefastgørelse for kasteline
gid://shopify/TaxonomyAttribute/8771  : Opbevarings- eller emballagetype for kasteline
gid://shopify/TaxonomyAttribute/8772  : Synlighedsfunktioner for kasteline
gid://shopify/TaxonomyAttribute/11128 : Betjeningstype for kaster
gid://shopify/TaxonomyAttribute/11129 : Tommeldesign
gid://shopify/TaxonomyAttribute/5628  : Tommelfingergrebsprofil
gid://shopify/TaxonomyAttribute/6835  : Tiaradesign
gid://shopify/TaxonomyAttribute/3010  : Yderligere funktioner for billet
gid://shopify/TaxonomyAttribute/5036  : Billetklasse
gid://shopify/TaxonomyAttribute/2276  : Billettype
gid://shopify/TaxonomyAttribute/8773  : Fastgørelsespunkter eller stropper inkluderet
gid://shopify/TaxonomyAttribute/2101  : Flisedesign
gid://shopify/TaxonomyAttribute/3394  : Type af brikspil
gid://shopify/TaxonomyAttribute/3324  : Klinkeinstallationsmetode
gid://shopify/TaxonomyAttribute/2102  : Fliselook
gid://shopify/TaxonomyAttribute/2918  : Klinkemateriale
gid://shopify/TaxonomyAttribute/2103  : Flisetekstur
gid://shopify/TaxonomyAttribute/10439 : Fliseformat
gid://shopify/TaxonomyAttribute/6213  : Vippemekanisme
gid://shopify/TaxonomyAttribute/6214  : Tidsformat
gid://shopify/TaxonomyAttribute/2534  : Tidsperiode
gid://shopify/TaxonomyAttribute/2403  : Tidssignaturer
gid://shopify/TaxonomyAttribute/2202  : Tidsvægtning
gid://shopify/TaxonomyAttribute/8774  : Tid-strøm-karakteristik
gid://shopify/TaxonomyAttribute/3042  : Urfunktioner
gid://shopify/TaxonomyAttribute/6570  : Tællefunktion for timeren
gid://shopify/TaxonomyAttribute/2040  : Timerdesign
gid://shopify/TaxonomyAttribute/6571  : Displaytype for timeren
gid://shopify/TaxonomyAttribute/6215  : Timermekanisme
gid://shopify/TaxonomyAttribute/10440 : Driftstilstande for timer
gid://shopify/TaxonomyAttribute/1439  : Timertype
gid://shopify/TaxonomyAttribute/8775  : Konstruktionsmateriale i tandrem (gummiblanding)
gid://shopify/TaxonomyAttribute/8776  : Tandremprofil
gid://shopify/TaxonomyAttribute/8777  : Materiale i tandremmens forstærkningssnor
gid://shopify/TaxonomyAttribute/8778  : Materiale i timingkomponent
gid://shopify/TaxonomyAttribute/10441 : Kropsmateriale for tin whistle
gid://shopify/TaxonomyAttribute/10442 : Boringstype for tin whistle
gid://shopify/TaxonomyAttribute/10443 : Medfølgende tilbehør til tin whistle
gid://shopify/TaxonomyAttribute/6216  : Tandposition
gid://shopify/TaxonomyAttribute/5289  : Prikkende fornemmelsesintensitet
gid://shopify/TaxonomyAttribute/2603  : Spidsesign
gid://shopify/TaxonomyAttribute/8779  : Finish eller belægning på spids
gid://shopify/TaxonomyAttribute/1635  : Tipmateriale
gid://shopify/TaxonomyAttribute/2460  : Spidsåbning
