# Shopify Product Taxonomy - Categories: 2099-02-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Dyr og tilbehør til kæledyr
gid://shopify/TaxonomyCategory/os-11-11-6-2      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Pasteller > Hårde pasteller
gid://shopify/TaxonomyCategory/os-11-11-6-3      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Pasteller > Oliepasteller
gid://shopify/TaxonomyCategory/os-11-11-6-4      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Pasteller > Pandepasteller
gid://shopify/TaxonomyCategory/os-11-11-6-5      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Pasteller > Pastelblyanter
gid://shopify/TaxonomyCategory/os-11-11-6-6      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Pasteller > Bløde pasteller
gid://shopify/TaxonomyCategory/os-11-11-7        : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter
gid://shopify/TaxonomyCategory/os-11-11-7-1      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter > Kuglepen- og blyantsæt
gid://shopify/TaxonomyCategory/os-11-11-7-2      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter > Blyanter
gid://shopify/TaxonomyCategory/os-11-11-7-2-1    : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter > Blyanter > Kunstblyanter
gid://shopify/TaxonomyCategory/os-11-11-7-2-2    : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter > Blyanter > Skriveblyanter
gid://shopify/TaxonomyCategory/os-11-11-7-2-2-1  : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter > Blyanter > Skriveblyanter > Mekaniske blyanter
gid://shopify/TaxonomyCategory/os-11-11-7-2-2-2  : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter > Blyanter > Skriveblyanter > Blyanter i træ
gid://shopify/TaxonomyCategory/os-11-11-7-3      : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter > Kuglepenne
gid://shopify/TaxonomyCategory/os-11-11-7-3-1    : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter > Kuglepenne > Kuglepenne
gid://shopify/TaxonomyCategory/os-11-11-7-3-2    : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter > Kuglepenne > Tusser
gid://shopify/TaxonomyCategory/os-11-11-7-3-3    : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter > Kuglepenne > Fyldepenne
gid://shopify/TaxonomyCategory/os-11-11-7-3-4    : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter > Kuglepenne > Gelpenne
gid://shopify/TaxonomyCategory/os-11-11-7-3-5    : Kontorforsyning > Kontorredskaber > Skrive- og tegneredskaber > Kuglepenne og blyanter > Kuglepenne > Rullekuglepenne
gid://shopify/TaxonomyCategory/os-12             : Kontorforsyning > Papirhåndtering
gid://shopify/TaxonomyCategory/os-12-1           : Kontorforsyning > Papirhåndtering > Bladvendere
gid://shopify/TaxonomyCategory/os-12-2           : Kontorforsyning > Papirhåndtering > Hullemaskiner
gid://shopify/TaxonomyCategory/os-12-3           : Kontorforsyning > Papirhåndtering > Papirfoldemaskiner
gid://shopify/TaxonomyCategory/os-12-4           : Kontorforsyning > Papirhåndtering > Papirstablere
gid://shopify/TaxonomyCategory/os-12-5           : Kontorforsyning > Papirhåndtering > Brevvægte
gid://shopify/TaxonomyCategory/os-12-6           : Kontorforsyning > Papirhåndtering > Tegneunderlag
gid://shopify/TaxonomyCategory/os-13             : Kontorforsyning > Præsentationsmaterialer
gid://shopify/TaxonomyCategory/os-13-1           : Kontorforsyning > Præsentationsmaterialer > Skrivetavler
gid://shopify/TaxonomyCategory/os-13-2           : Kontorforsyning > Præsentationsmaterialer > Præsentationstavler
gid://shopify/TaxonomyCategory/os-13-2-1         : Kontorforsyning > Præsentationsmaterialer > Præsentationstavler > Tilbehør til opslagstavler
gid://shopify/TaxonomyCategory/os-13-2-1-1       : Kontorforsyning > Præsentationsmaterialer > Præsentationstavler > Tilbehør til opslagstavler > Pynt til opslagstavle
gid://shopify/TaxonomyCategory/os-13-2-1-2       : Kontorforsyning > Præsentationsmaterialer > Præsentationstavler > Tilbehør til opslagstavler > Dekorationssæt til opslagstavler
gid://shopify/TaxonomyCategory/os-13-2-2         : Kontorforsyning > Præsentationsmaterialer > Præsentationstavler > Opslagstavler
gid://shopify/TaxonomyCategory/os-13-2-3         : Kontorforsyning > Præsentationsmaterialer > Præsentationstavler > Skumplader
gid://shopify/TaxonomyCategory/os-13-2-4         : Kontorforsyning > Præsentationsmaterialer > Præsentationstavler > Opklæbningsplader
gid://shopify/TaxonomyCategory/os-13-2-5         : Kontorforsyning > Præsentationsmaterialer > Præsentationstavler > Plakattavler
gid://shopify/TaxonomyCategory/os-13-3           : Kontorforsyning > Præsentationsmaterialer > Dokumentkameraer
gid://shopify/TaxonomyCategory/os-13-4           : Kontorforsyning > Præsentationsmaterialer > Whiteboards
gid://shopify/TaxonomyCategory/os-13-5           : Kontorforsyning > Præsentationsmaterialer > Flipoverblokke
gid://shopify/TaxonomyCategory/os-13-6           : Kontorforsyning > Præsentationsmaterialer > Staffelier
gid://shopify/TaxonomyCategory/os-13-7           : Kontorforsyning > Præsentationsmaterialer > Laserpegepinde
gid://shopify/TaxonomyCategory/os-13-8           : Kontorforsyning > Præsentationsmaterialer > Læsepulte
gid://shopify/TaxonomyCategory/os-13-9           : Kontorforsyning > Præsentationsmaterialer > Transparenter
gid://shopify/TaxonomyCategory/os-13-10          : Kontorforsyning > Præsentationsmaterialer > Trådløse præsentationsprodukter
gid://shopify/TaxonomyCategory/os-14             : Kontorforsyning > Forsendelsesmaterialer
gid://shopify/TaxonomyCategory/os-14-1           : Kontorforsyning > Forsendelsesmaterialer > Forsendelseskasser og flyttekasser
gid://shopify/TaxonomyCategory/os-14-2           : Kontorforsyning > Forsendelsesmaterialer > Pakkemateriale
gid://shopify/TaxonomyCategory/os-14-3           : Kontorforsyning > Forsendelsesmaterialer > Pakketape
gid://shopify/TaxonomyCategory/pa                : Produkttilføjelser
gid://shopify/TaxonomyCategory/pa-1              : Produkttilføjelser > Udvidede garantier
gid://shopify/TaxonomyCategory/pa-2              : Produkttilføjelser > Installationstjenester
gid://shopify/TaxonomyCategory/pa-3              : Produkttilføjelser > Vedligeholdelsesplaner
gid://shopify/TaxonomyCategory/pa-4              : Produkttilføjelser > Produkttilpasning
gid://shopify/TaxonomyCategory/pa-5              : Produkttilføjelser > Produktopgraderinger
gid://shopify/TaxonomyCategory/pa-6              : Produkttilføjelser > Leveringsforsikring
gid://shopify/TaxonomyCategory/pa-7              : Produkttilføjelser > Abonnementstjenester
gid://shopify/TaxonomyCategory/rc                : Religiøst og ceremonielt
gid://shopify/TaxonomyCategory/rc-1              : Religiøst og ceremonielt > Ting til mindeceremoni
gid://shopify/TaxonomyCategory/rc-1-1            : Religiøst og ceremonielt > Ting til mindeceremoni > Ceremoniel urne
gid://shopify/TaxonomyCategory/rc-2              : Religiøst og ceremonielt > Religiøse ting
gid://shopify/TaxonomyCategory/rc-2-1            : Religiøst og ceremonielt > Religiøse ting > Bedeperler
gid://shopify/TaxonomyCategory/rc-2-2            : Religiøst og ceremonielt > Religiøse ting > Bedekort
gid://shopify/TaxonomyCategory/rc-2-3            : Religiøst og ceremonielt > Religiøse ting > Religiøse altre
gid://shopify/TaxonomyCategory/rc-2-4            : Religiøst og ceremonielt > Religiøse ting > Religiøse slør
gid://shopify/TaxonomyCategory/rc-2-5            : Religiøst og ceremonielt > Religiøse ting > Tarotkort
gid://shopify/TaxonomyCategory/rc-3              : Religiøst og ceremonielt > Ting til bryllup
gid://shopify/TaxonomyCategory/rc-3-1            : Religiøst og ceremonielt > Ting til bryllup > Dekorative løbere
gid://shopify/TaxonomyCategory/rc-3-2            : Religiøst og ceremonielt > Ting til bryllup > Blomsterpigekurve
gid://shopify/TaxonomyCategory/rc-3-3            : Religiøst og ceremonielt > Ting til bryllup > Puder til ringe
gid://shopify/TaxonomyCategory/se                : Service
gid://shopify/TaxonomyCategory/se-1              : Service > Bilservice
gid://shopify/TaxonomyCategory/se-1-1            : Service > Bilservice > Service til elbiler
gid://shopify/TaxonomyCategory/se-1-3            : Service > Bilservice > Bilreparation og vedligeholdelse
gid://shopify/TaxonomyCategory/se-1-4            : Service > Bilservice > Bilsikkerhed og sikkerhedsservice
gid://shopify/TaxonomyCategory/se-1-2            : Service > Bilservice > Bilparkering og detaljering
gid://shopify/TaxonomyCategory/se-1-5            : Service > Bilservice > Dæk- og hjulservice
gid://shopify/TaxonomyCategory/se-1-6            : Service > Bilservice > Bilsyn
gid://shopify/TaxonomyCategory/se-2              : Service > Bygge- og anlægsydelser
gid://shopify/TaxonomyCategory/se-2-1            : Service > Bygge- og anlægsydelser > Erhvervsbyggeri
gid://shopify/TaxonomyCategory/se-2-2            : Service > Bygge- og anlægsydelser > Udendørs byggeri
gid://shopify/TaxonomyCategory/se-2-3            : Service > Bygge- og anlægsydelser > Boligbyggeri og renovering
gid://shopify/TaxonomyCategory/se-2-4            : Service > Bygge- og anlægsydelser > Specialiseret byggeservice
gid://shopify/TaxonomyCategory/se-2-4-1          : Service > Bygge- og anlægsydelser > Specialiseret byggeservice > Tømrerarbejde
gid://shopify/TaxonomyCategory/se-2-4-2          : Service > Bygge- og anlægsydelser > Specialiseret byggeservice > Beton og fundamenter
gid://shopify/TaxonomyCategory/se-2-4-3          : Service > Bygge- og anlægsydelser > Specialiseret byggeservice > Tag og tagrender
gid://shopify/TaxonomyCategory/se-3              : Service > Virksomhedsservice
gid://shopify/TaxonomyCategory/se-3-1            : Service > Virksomhedsservice > HR og løn
gid://shopify/TaxonomyCategory/se-3-2            : Service > Virksomhedsservice > Logistik og flytning
gid://shopify/TaxonomyCategory/se-3-3            : Service > Virksomhedsservice > Kontortjenester
gid://shopify/TaxonomyCategory/se-3-4            : Service > Virksomhedsservice > Sikkerhedstjenester
gid://shopify/TaxonomyCategory/se-4              : Service > Underholdning og fritidstjenester
gid://shopify/TaxonomyCategory/se-4-5            : Service > Underholdning og fritidstjenester > Børneaktiviteter
gid://shopify/TaxonomyCategory/se-4-1            : Service > Underholdning og fritidstjenester > Koncerter og underholdningsbegivenheder
gid://shopify/TaxonomyCategory/se-4-3            : Service > Underholdning og fritidstjenester > Eventplanlægning
gid://shopify/TaxonomyCategory/se-4-6            : Service > Underholdning og fritidstjenester > Indendørsaktiviteter
gid://shopify/TaxonomyCategory/se-4-7            : Service > Underholdning og fritidstjenester > Udendørsaktiviteter
gid://shopify/TaxonomyCategory/se-4-4            : Service > Underholdning og fritidstjenester > Rejser og fritid
gid://shopify/TaxonomyCategory/se-8              : Service > Miljøtjenester
gid://shopify/TaxonomyCategory/se-8-1            : Service > Miljøtjenester > Affaldstjenester
gid://shopify/TaxonomyCategory/se-5              : Service > Boligforbedringstjenester
gid://shopify/TaxonomyCategory/se-5-1            : Service > Boligforbedringstjenester > Elektriske tjenester
gid://shopify/TaxonomyCategory/se-5-2            : Service > Boligforbedringstjenester > Udendørs tjenester
gid://shopify/TaxonomyCategory/se-5-3            : Service > Boligforbedringstjenester > Sanitet
gid://shopify/TaxonomyCategory/se-5-4            : Service > Boligforbedringstjenester > Specialiseret hjemmeservice
gid://shopify/TaxonomyCategory/se-6              : Service > Personlige tjenester
gid://shopify/TaxonomyCategory/se-6-1            : Service > Personlige tjenester > Skønhed og personlig pleje
gid://shopify/TaxonomyCategory/se-6-2            : Service > Personlige tjenester > Uddannelsesservice
gid://shopify/TaxonomyCategory/se-6-6            : Service > Personlige tjenester > Fitness og velvære
gid://shopify/TaxonomyCategory/se-6-3            : Service > Personlige tjenester > Sundhedsydelser
gid://shopify/TaxonomyCategory/se-6-4            : Service > Personlige tjenester > Livsstilstjenester
gid://shopify/TaxonomyCategory/se-7              : Service > Professionelle ydelser
gid://shopify/TaxonomyCategory/se-7-1            : Service > Professionelle ydelser > Konsulentydelser
gid://shopify/TaxonomyCategory/se-7-2            : Service > Professionelle ydelser > Finans og forsikring
gid://shopify/TaxonomyCategory/se-7-3            : Service > Professionelle ydelser > IT og teknologi
gid://shopify/TaxonomyCategory/se-7-4            : Service > Professionelle ydelser > Juridiske tjenesteydelser
gid://shopify/TaxonomyCategory/se-7-5            : Service > Professionelle ydelser > Marketing og reklamer
gid://shopify/TaxonomyCategory/se-7-8            : Service > Professionelle ydelser > Ejendomsadministration
gid://shopify/TaxonomyCategory/se-7-6            : Service > Professionelle ydelser > Ejendom
gid://shopify/TaxonomyCategory/se-7-9            : Service > Professionelle ydelser > Skattetjenester
gid://shopify/TaxonomyCategory/so                : Software
gid://shopify/TaxonomyCategory/so-4              : Software > Skytjenester
gid://shopify/TaxonomyCategory/so-1              : Software > Computersoftware
gid://shopify/TaxonomyCategory/so-1-1            : Software > Computersoftware > Antivirus- og sikkerhedssoftware
gid://shopify/TaxonomyCategory/so-1-15           : Software > Computersoftware > Software til kunstig intelligens (AI)
gid://shopify/TaxonomyCategory/so-1-15-1         : Software > Computersoftware > Software til kunstig intelligens (AI) > Software til maskinel indlæring
gid://shopify/TaxonomyCategory/so-1-2            : Software > Computersoftware > Forretnings- og produktivitetssoftware
gid://shopify/TaxonomyCategory/so-1-2-11         : Software > Computersoftware > Forretnings- og produktivitetssoftware > Software til kommunikation og samarbejde
gid://shopify/TaxonomyCategory/so-1-2-12         : Software > Computersoftware > Forretnings- og produktivitetssoftware > Software til administration af kunderelationer (CRM)
gid://shopify/TaxonomyCategory/so-1-2-13         : Software > Computersoftware > Forretnings- og produktivitetssoftware > Software til dataanalyse og visualisering
gid://shopify/TaxonomyCategory/so-1-2-1          : Software > Computersoftware > Forretnings- og produktivitetssoftware > Software til databasestyring
gid://shopify/TaxonomyCategory/so-1-2-14         : Software > Computersoftware > Forretnings- og produktivitetssoftware > Software til Enterprise Resource Planning (ERP)
gid://shopify/TaxonomyCategory/so-1-2-8          : Software > Computersoftware > Forretnings- og produktivitetssoftware > Software til projektledelse
gid://shopify/TaxonomyCategory/so-1-3            : Software > Computersoftware > Compilere og programmeringsværktøjer
gid://shopify/TaxonomyCategory/so-1-3-1          : Software > Computersoftware > Compilere og programmeringsværktøjer > Softwareudviklingsværktøjer
gid://shopify/TaxonomyCategory/so-1-4            : Software > Computersoftware > Software til computervedligeholdelse
gid://shopify/TaxonomyCategory/so-1-5            : Software > Computersoftware > Ordbøger og oversættelsessoftware
gid://shopify/TaxonomyCategory/so-1-6            : Software > Computersoftware > Uddannelsessoftware
gid://shopify/TaxonomyCategory/so-1-7            : Software > Computersoftware > Software til økonomi, moms og regnskab
gid://shopify/TaxonomyCategory/so-1-8            : Software > Computersoftware > GPS-kortdata og -software
gid://shopify/TaxonomyCategory/so-1-9            : Software > Computersoftware > Software til håndholdte enheder og PDA'er
gid://shopify/TaxonomyCategory/so-1-10           : Software > Computersoftware > Multimedie- og designsoftware
gid://shopify/TaxonomyCategory/so-1-10-1         : Software > Computersoftware > Multimedie- og designsoftware > Software til 3D-modellering
gid://shopify/TaxonomyCategory/so-1-10-2         : Software > Computersoftware > Multimedie- og designsoftware > Software til animering
gid://shopify/TaxonomyCategory/so-1-10-3         : Software > Computersoftware > Multimedie- og designsoftware > Software til grafisk design og illustration
gid://shopify/TaxonomyCategory/so-1-10-4         : Software > Computersoftware > Multimedie- og designsoftware > Software til indretning af hjemmet
gid://shopify/TaxonomyCategory/so-1-10-5         : Software > Computersoftware > Multimedie- og designsoftware > Software til publicering for private
gid://shopify/TaxonomyCategory/so-1-10-6         : Software > Computersoftware > Multimedie- og designsoftware > Software til visning af medier
