# Shopify Product Taxonomy - Categories: 2026-02-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Živali in pripomočki za hišne ljubljenčke
gid://shopify/TaxonomyCategory/hg-11-8-37        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Posodice za ledene kocke
gid://shopify/TaxonomyCategory/hg-11-8-38        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Stroji za izdelavo govejih trakcev
gid://shopify/TaxonomyCategory/hg-11-8-39        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski noži
gid://shopify/TaxonomyCategory/hg-11-8-39-1      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski noži > Noži za kruh
gid://shopify/TaxonomyCategory/hg-11-8-39-2      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski noži > Profesionalni noži
gid://shopify/TaxonomyCategory/hg-11-8-39-3      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski noži > Noži za lupljenje
gid://shopify/TaxonomyCategory/hg-11-8-39-4      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski noži > Noži Santoku
gid://shopify/TaxonomyCategory/hg-11-8-39-5      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski noži > Nazobčani noži
gid://shopify/TaxonomyCategory/hg-11-8-40        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski kalupi
gid://shopify/TaxonomyCategory/hg-11-8-41        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji
gid://shopify/TaxonomyCategory/hg-11-8-41-1      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Organizatorji pločevink
gid://shopify/TaxonomyCategory/hg-11-8-41-2      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala za pijačo
gid://shopify/TaxonomyCategory/hg-11-8-41-3      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Organizatorji za kuhinjske omarice
gid://shopify/TaxonomyCategory/hg-11-8-41-4      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Organizatorji kuhinjskih pultov in postaj za pijače
gid://shopify/TaxonomyCategory/hg-11-8-41-5      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in stojala za kuhinjske pripomočke
gid://shopify/TaxonomyCategory/hg-11-8-41-5-1    : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in stojala za kuhinjske pripomočke > Držala za kuhinjske pripomočke
gid://shopify/TaxonomyCategory/hg-11-8-41-5-2    : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in stojala za kuhinjske pripomočke > Stojala za kuhinjske pripomočke
gid://shopify/TaxonomyCategory/hg-11-8-41-6      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Bloki in držala za nože
gid://shopify/TaxonomyCategory/hg-11-8-41-6-1    : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Bloki in držala za nože > Bloki za nože
gid://shopify/TaxonomyCategory/hg-11-8-41-6-2    : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Bloki in držala za nože > Držala za nože
gid://shopify/TaxonomyCategory/hg-11-8-41-7      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in podajalniki za prtičke
gid://shopify/TaxonomyCategory/hg-11-8-41-7-1    : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in podajalniki za prtičke > Podajalniki za prtičke
gid://shopify/TaxonomyCategory/hg-11-8-41-7-2    : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in podajalniki za prtičke > Držala za prtičke
gid://shopify/TaxonomyCategory/hg-11-8-41-8      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in podajalniki za papirnate brisače
gid://shopify/TaxonomyCategory/hg-11-8-41-8-1    : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in podajalniki za papirnate brisače > Podajalniki za papirnate brisače
gid://shopify/TaxonomyCategory/hg-11-8-41-8-2    : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in podajalniki za papirnate brisače > Držala za papirnate brisače
gid://shopify/TaxonomyCategory/hg-11-8-41-9      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Stojala za lonce
gid://shopify/TaxonomyCategory/hg-11-8-41-10     : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Organizatorji začimb
gid://shopify/TaxonomyCategory/hg-11-8-41-11     : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in podajalniki za slamice
gid://shopify/TaxonomyCategory/hg-11-8-41-11-1   : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in podajalniki za slamice > Podajalniki za slamice
gid://shopify/TaxonomyCategory/hg-11-8-41-11-2   : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in podajalniki za slamice > Držala za slamice
gid://shopify/TaxonomyCategory/hg-11-8-41-12     : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Posodice za sladkor
gid://shopify/TaxonomyCategory/hg-11-8-41-13     : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in podajalniki za zobotrebce
gid://shopify/TaxonomyCategory/hg-11-8-41-13-1   : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in podajalniki za zobotrebce > Podajalniki za zobotrebce
gid://shopify/TaxonomyCategory/hg-11-8-41-13-2   : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Držala in podajalniki za zobotrebce > Držala za zobotrebce
gid://shopify/TaxonomyCategory/hg-11-8-41-14     : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Podstavki za pripomočke in jedilni pribor
gid://shopify/TaxonomyCategory/hg-11-8-41-14-1   : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Podstavki za pripomočke in jedilni pribor > Podstavki za jedilni pribor
gid://shopify/TaxonomyCategory/hg-11-8-41-14-2   : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski organizatorji > Podstavki za pripomočke in jedilni pribor > Podstavki za pripomočke
gid://shopify/TaxonomyCategory/hg-11-8-42        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjska strgala
gid://shopify/TaxonomyCategory/hg-11-8-42-1      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjska strgala > Strgala za razrezovanje testa
gid://shopify/TaxonomyCategory/hg-11-8-42-2      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjska strgala > Strgala za sklede
gid://shopify/TaxonomyCategory/hg-11-8-42-3      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjska strgala > Strgala za žar
gid://shopify/TaxonomyCategory/hg-11-8-43        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjske škarje
gid://shopify/TaxonomyCategory/hg-11-8-44        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjski rezalniki
gid://shopify/TaxonomyCategory/hg-11-8-45        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kompleti kuhinjskih pripomočkov
gid://shopify/TaxonomyCategory/hg-11-8-46        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Zajemalke
gid://shopify/TaxonomyCategory/hg-11-8-47        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Tlačilci
gid://shopify/TaxonomyCategory/hg-11-8-48        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Merilne skodelice in žlice
gid://shopify/TaxonomyCategory/hg-11-8-48-1      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Merilne skodelice in žlice > Merilne skodelice
gid://shopify/TaxonomyCategory/hg-11-8-48-2      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Merilne skodelice in žlice > Merilne žlice
gid://shopify/TaxonomyCategory/hg-11-8-49        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Mehčalci mesa
gid://shopify/TaxonomyCategory/hg-11-8-50        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Sklede za mešanje
gid://shopify/TaxonomyCategory/hg-11-8-51        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Možnarji in terilniki
gid://shopify/TaxonomyCategory/hg-11-8-52        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Posode za olje in kis
gid://shopify/TaxonomyCategory/hg-11-8-52-1      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Posode za olje in kis > Posode za olje
gid://shopify/TaxonomyCategory/hg-11-8-52-2      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Posode za olje in kis > Posode za kis
gid://shopify/TaxonomyCategory/hg-11-8-53        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Vrečke za pečico
gid://shopify/TaxonomyCategory/hg-11-8-54        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kuhinjske rokavice in držala za lonce
gid://shopify/TaxonomyCategory/hg-11-8-55        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kalupi in šablone za testenine
gid://shopify/TaxonomyCategory/hg-11-8-55-1      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kalupi in šablone za testenine > Kalupi za testenine
gid://shopify/TaxonomyCategory/hg-11-8-55-2      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Kalupi in šablone za testenine > Šablone za testenine
gid://shopify/TaxonomyCategory/hg-11-8-56        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Mešalniki za pecivo
gid://shopify/TaxonomyCategory/hg-11-8-57        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Podloge za peko
gid://shopify/TaxonomyCategory/hg-11-8-58        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Dodatki za rezalnik za pico
gid://shopify/TaxonomyCategory/hg-11-8-58-1      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Dodatki za rezalnik za pico > Rezila za rezalnik za pico
gid://shopify/TaxonomyCategory/hg-11-8-58-4      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Dodatki za rezalnik za pico > Stojala za rezalnik za pico
gid://shopify/TaxonomyCategory/hg-11-8-59        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Rezalniki za pico
gid://shopify/TaxonomyCategory/hg-11-8-60        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Stiskalnice za pire
gid://shopify/TaxonomyCategory/hg-11-8-61        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Dodatki za valjarje
gid://shopify/TaxonomyCategory/hg-11-8-61-1      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Dodatki za valjarje > Prevleke in ovitki za valjarje
gid://shopify/TaxonomyCategory/hg-11-8-61-1-1    : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Dodatki za valjarje > Prevleke in ovitki za valjarje > Prevleke za valjarje
gid://shopify/TaxonomyCategory/hg-11-8-61-1-2    : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Dodatki za valjarje > Prevleke in ovitki za valjarje > Ovitki za valjarje
gid://shopify/TaxonomyCategory/hg-11-8-61-2      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Dodatki za valjarje > Obroči za valjarje
gid://shopify/TaxonomyCategory/hg-11-8-62        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Valjarji
gid://shopify/TaxonomyCategory/hg-11-8-63        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Mešalniki in stresalniki za solatni preliv
gid://shopify/TaxonomyCategory/hg-11-8-63-1      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Mešalniki in stresalniki za solatni preliv > Mešalniki
gid://shopify/TaxonomyCategory/hg-11-8-63-2      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Mešalniki in stresalniki za solatni preliv > Šejkerji
gid://shopify/TaxonomyCategory/hg-11-8-64        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Odcejalniki solate
gid://shopify/TaxonomyCategory/hg-11-8-65        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Lopatke
gid://shopify/TaxonomyCategory/hg-11-8-65-1      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Lopatke > Lopatke za sladoled
gid://shopify/TaxonomyCategory/hg-11-8-65-2      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Lopatke > Lopatke za led
gid://shopify/TaxonomyCategory/hg-11-8-65-3      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Lopatke > Žlice za sadno pulpo
gid://shopify/TaxonomyCategory/hg-11-8-65-4      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Lopatke > Lopatke za pokovko in ocvrt krompirček
gid://shopify/TaxonomyCategory/hg-11-8-65-4-1    : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Lopatke > Lopatke za pokovko in ocvrt krompirček > Lopatke za ocvrt krompirček
gid://shopify/TaxonomyCategory/hg-11-8-65-4-2    : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Lopatke > Lopatke za pokovko in ocvrt krompirček > Lopatke za pokovko
gid://shopify/TaxonomyCategory/hg-11-8-66        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Košarice za pomivalno korito
gid://shopify/TaxonomyCategory/hg-11-8-67        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Podloge in rešetke za korita
gid://shopify/TaxonomyCategory/hg-11-8-67-1      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Podloge in rešetke za korita > Rešetke za korita
gid://shopify/TaxonomyCategory/hg-11-8-67-2      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Podloge in rešetke za korita > Podloge za korita
gid://shopify/TaxonomyCategory/hg-11-8-68        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Penovke
gid://shopify/TaxonomyCategory/hg-11-8-69        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Lopatice
gid://shopify/TaxonomyCategory/hg-11-8-70        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Dodatki za mlinčke za začimbe
gid://shopify/TaxonomyCategory/hg-11-8-70-5      : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Dodatki za mlinčke za začimbe > Nadomestni deli za mlinčke za začimbe
gid://shopify/TaxonomyCategory/hg-11-8-71        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Mlinčki za začimbe
gid://shopify/TaxonomyCategory/hg-11-8-72        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Podstavki za žlice
gid://shopify/TaxonomyCategory/hg-11-8-73        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Razdelilniki sladkorja
gid://shopify/TaxonomyCategory/hg-11-8-74        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Podloge za suši
gid://shopify/TaxonomyCategory/hg-11-8-75        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Cedila za čaj
gid://shopify/TaxonomyCategory/hg-11-8-76        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Klešče
gid://shopify/TaxonomyCategory/hg-11-8-77        : Dom in vrt > Kuhinja in jedilnica > Kuhinjska orodja in pripomočki > Metlice
gid://shopify/TaxonomyCategory/hg-11-11          : Dom in vrt > Kuhinja in jedilnica > Zunanje kuhinje
gid://shopify/TaxonomyCategory/hg-11-9           : Dom in vrt > Kuhinja in jedilnica > Montažne kuhinje in kuhinjske niše
gid://shopify/TaxonomyCategory/hg-11-10          : Dom in vrt > Kuhinja in jedilnica > Namizni pribor
gid://shopify/TaxonomyCategory/hg-11-10-1        : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Kompleti za kavo in čaj
gid://shopify/TaxonomyCategory/hg-11-10-1-1      : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Kompleti za kavo in čaj > Kompleti za kavo
gid://shopify/TaxonomyCategory/hg-11-10-1-2      : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Kompleti za kavo in čaj > Kompleti za čaj
gid://shopify/TaxonomyCategory/hg-11-10-2        : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Vrči za kavo in čajniki
gid://shopify/TaxonomyCategory/hg-11-10-2-1      : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Vrči za kavo in čajniki > Vrči za kavo
gid://shopify/TaxonomyCategory/hg-11-10-2-2      : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Vrči za kavo in čajniki > Čajniki
gid://shopify/TaxonomyCategory/hg-11-10-3        : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Posipalci za začimbe
gid://shopify/TaxonomyCategory/hg-11-10-3-1      : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Posipalci za začimbe > Posipalci za sir
gid://shopify/TaxonomyCategory/hg-11-10-3-2      : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Posipalci za začimbe > Poprnice
gid://shopify/TaxonomyCategory/hg-11-10-3-3      : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Posipalci za začimbe > Solnice
gid://shopify/TaxonomyCategory/hg-11-10-3-4      : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Posipalci za začimbe > Kompleti posipalcev
gid://shopify/TaxonomyCategory/hg-11-10-4        : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Jedilni servisi
gid://shopify/TaxonomyCategory/hg-11-10-4-1      : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Jedilni servisi > Sklede
gid://shopify/TaxonomyCategory/hg-11-10-4-2      : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Jedilni servisi > Kompleti jedilnih servisov
gid://shopify/TaxonomyCategory/hg-11-10-4-3      : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Jedilni servisi > Krožniki
gid://shopify/TaxonomyCategory/hg-11-10-5        : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Kozarci
gid://shopify/TaxonomyCategory/hg-11-10-5-1      : Dom in vrt > Kuhinja in jedilnica > Namizni pribor > Kozarci > Kozarci za pivo
