# Shopify Product Taxonomy - Categories: 2025-05-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Articoli per animali
gid://shopify/TaxonomyCategory/sg-4-6-9-6        : Articoli sportivi > Ricreazione outdoor > Pesca > Mulinelli da pesca > Mulinelli da pesca Triggerspin
gid://shopify/TaxonomyCategory/sg-4-6-9-7        : Articoli sportivi > Ricreazione outdoor > Pesca > Mulinelli da pesca > Mulinelli da pesca alla traina
gid://shopify/TaxonomyCategory/sg-4-6-10         : Articoli sportivi > Ricreazione outdoor > Pesca > Accessori per canne da pesca
gid://shopify/TaxonomyCategory/sg-4-6-10-1       : Articoli sportivi > Ricreazione outdoor > Pesca > Accessori per canne da pesca > Custodie e borse per canne da pesca
gid://shopify/TaxonomyCategory/sg-4-6-10-2       : Articoli sportivi > Ricreazione outdoor > Pesca > Accessori per canne da pesca > Sostegni e rastrelliere per canne da pesca
gid://shopify/TaxonomyCategory/sg-4-6-11         : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca
gid://shopify/TaxonomyCategory/sg-4-6-11-1       : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca > Canne da pesca con baitcasting
gid://shopify/TaxonomyCategory/sg-4-6-11-2       : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca > Canne da pesca al granchio
gid://shopify/TaxonomyCategory/sg-4-6-11-3       : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca > Canne da pesca a mosca
gid://shopify/TaxonomyCategory/sg-4-6-11-4       : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca > Canne da pesca sul ghiaccio
gid://shopify/TaxonomyCategory/sg-4-6-11-5       : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca > Canne da pesca a vite
gid://shopify/TaxonomyCategory/sg-4-6-11-6       : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca > Canne per pesca a spinning
gid://shopify/TaxonomyCategory/sg-4-6-11-7       : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca > Canne da pesca a spinning
gid://shopify/TaxonomyCategory/sg-4-6-11-8       : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca > Canne da pesca surf
gid://shopify/TaxonomyCategory/sg-4-6-11-9       : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca > Canne da pesca telescopiche
gid://shopify/TaxonomyCategory/sg-4-6-11-10      : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca > Canne da pesca Tenkara
gid://shopify/TaxonomyCategory/sg-4-6-11-11      : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca > Canne da pesca alla traina
gid://shopify/TaxonomyCategory/sg-4-6-11-12      : Articoli sportivi > Ricreazione outdoor > Pesca > Canne da pesca > Canne da pesca ultraleggere
gid://shopify/TaxonomyCategory/sg-4-6-12         : Articoli sportivi > Ricreazione outdoor > Pesca > Fiocine
gid://shopify/TaxonomyCategory/sg-4-6-13         : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-1       : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Esche e richiami da pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-1-1     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Esche e richiami da pesca > Esche artificiali per pesci
gid://shopify/TaxonomyCategory/sg-4-6-13-1-2     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Esche e richiami da pesca > Mosche da pesca artificiali
gid://shopify/TaxonomyCategory/sg-4-6-13-1-3     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Esche e richiami da pesca > Esche da pesca artificiali
gid://shopify/TaxonomyCategory/sg-4-6-13-1-4     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Esche e richiami da pesca > Tappi da pesca artificiali
gid://shopify/TaxonomyCategory/sg-4-6-13-1-5     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Esche e richiami da pesca > Popper da pesca artificiali
gid://shopify/TaxonomyCategory/sg-4-6-13-1-6     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Esche e richiami da pesca > Spinner da pesca artificiali
gid://shopify/TaxonomyCategory/sg-4-6-13-1-7     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Esche e richiami da pesca > Cucchiai da pesca artificiali
gid://shopify/TaxonomyCategory/sg-4-6-13-1-8     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Esche e richiami da pesca > Esca artificiale da pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-1-9     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Esche e richiami da pesca > Wobbler artificiali da pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-1-10    : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Esche e richiami da pesca > Esche artificiali in plastica morbida
gid://shopify/TaxonomyCategory/sg-4-6-13-1-11    : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Esche e richiami da pesca > Kit di attrezzatura da pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-2       : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Galleggianti da pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-3       : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Ami da pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-3-1     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Ami da pesca > Ami da pesca doppi e tripli
gid://shopify/TaxonomyCategory/sg-4-6-13-3-2     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Ami da pesca > Ami da pesca singoli
gid://shopify/TaxonomyCategory/sg-4-6-13-4       : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Piombi da pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-4-1     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Piombi da pesca > Perline da pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-4-2     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Piombi da pesca > Botti da pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-4-3     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Piombi da pesca > Proiettili da pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-4-4     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Piombi da pesca > Dipsey di pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-4-5     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Piombi da pesca > Piramidi di pesca
gid://shopify/TaxonomyCategory/sg-4-6-13-4-6     : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Piombi da pesca > Pesca a colpi divisi
gid://shopify/TaxonomyCategory/sg-4-6-13-5       : Articoli sportivi > Ricreazione outdoor > Pesca > Attrezzatura da pesca > Anelli e girelle da pesca
gid://shopify/TaxonomyCategory/sg-4-6-14         : Articoli sportivi > Ricreazione outdoor > Pesca > Trappole da pesca
gid://shopify/TaxonomyCategory/sg-4-6-15         : Articoli sportivi > Ricreazione outdoor > Pesca > Materiali per pesca con la mosca
gid://shopify/TaxonomyCategory/sg-4-6-15-1       : Articoli sportivi > Ricreazione outdoor > Pesca > Materiali per pesca con la mosca > Perline da pesca
gid://shopify/TaxonomyCategory/sg-4-6-15-2       : Articoli sportivi > Ricreazione outdoor > Pesca > Materiali per pesca con la mosca > Filo da pesca
gid://shopify/TaxonomyCategory/sg-4-6-16         : Articoli sportivi > Ricreazione outdoor > Pesca > Esche vive
gid://shopify/TaxonomyCategory/sg-4-6-17         : Articoli sportivi > Ricreazione outdoor > Pesca > Borse e cassette per l'attrezzatura da pesca
gid://shopify/TaxonomyCategory/sg-4-7            : Articoli sportivi > Ricreazione outdoor > Golf
gid://shopify/TaxonomyCategory/sg-4-7-1          : Articoli sportivi > Ricreazione outdoor > Golf > Alza pitch
gid://shopify/TaxonomyCategory/sg-4-7-2          : Articoli sportivi > Ricreazione outdoor > Golf > Set di accessori da golf
gid://shopify/TaxonomyCategory/sg-4-7-3          : Articoli sportivi > Ricreazione outdoor > Golf > Accessori sacche da golf
gid://shopify/TaxonomyCategory/sg-4-7-3-1        : Articoli sportivi > Ricreazione outdoor > Golf > Accessori sacche da golf > Carrelli per sacche da golf
gid://shopify/TaxonomyCategory/sg-4-7-3-2        : Articoli sportivi > Ricreazione outdoor > Golf > Accessori sacche da golf > Coperture e astucci sacche golf
gid://shopify/TaxonomyCategory/sg-4-7-4          : Articoli sportivi > Ricreazione outdoor > Golf > Sacche da golf
gid://shopify/TaxonomyCategory/sg-4-7-5          : Articoli sportivi > Ricreazione outdoor > Golf > Pennarelli per palline da golf
gid://shopify/TaxonomyCategory/sg-4-7-6          : Articoli sportivi > Ricreazione outdoor > Golf > Palline da golf
gid://shopify/TaxonomyCategory/sg-4-7-7          : Articoli sportivi > Ricreazione outdoor > Golf > Parti e accessori mazze golf
gid://shopify/TaxonomyCategory/sg-4-7-7-1        : Articoli sportivi > Ricreazione outdoor > Golf > Parti e accessori mazze golf > Impugnature mazze da golf
gid://shopify/TaxonomyCategory/sg-4-7-7-2        : Articoli sportivi > Ricreazione outdoor > Golf > Parti e accessori mazze golf > Coperture per mazze da golf
gid://shopify/TaxonomyCategory/sg-4-7-7-3        : Articoli sportivi > Ricreazione outdoor > Golf > Parti e accessori mazze golf > Canne per mazze da golf
gid://shopify/TaxonomyCategory/sg-4-7-8          : Articoli sportivi > Ricreazione outdoor > Golf > Set di mazze da golf
gid://shopify/TaxonomyCategory/sg-4-7-9          : Articoli sportivi > Ricreazione outdoor > Golf > Mazze da golf
gid://shopify/TaxonomyCategory/sg-4-7-10         : Articoli sportivi > Ricreazione outdoor > Golf > Bandierine da golf
gid://shopify/TaxonomyCategory/sg-4-7-11         : Articoli sportivi > Ricreazione outdoor > Golf > Guanti da golf
gid://shopify/TaxonomyCategory/sg-4-7-15         : Articoli sportivi > Ricreazione outdoor > Golf > Scarpe da golf
gid://shopify/TaxonomyCategory/sg-4-7-12         : Articoli sportivi > Ricreazione outdoor > Golf > Tee da golf
gid://shopify/TaxonomyCategory/sg-4-7-13         : Articoli sportivi > Ricreazione outdoor > Golf > Asciugamani da golf
gid://shopify/TaxonomyCategory/sg-4-7-14         : Articoli sportivi > Ricreazione outdoor > Golf > Attrezzatura allenamento golf
gid://shopify/TaxonomyCategory/sg-4-7-14-1       : Articoli sportivi > Ricreazione outdoor > Golf > Attrezzatura allenamento golf > Dama del putt da golf
gid://shopify/TaxonomyCategory/sg-4-7-14-2       : Articoli sportivi > Ricreazione outdoor > Golf > Attrezzatura allenamento golf > Tappetini da golf
gid://shopify/TaxonomyCategory/sg-4-7-14-3       : Articoli sportivi > Ricreazione outdoor > Golf > Attrezzatura allenamento golf > Partner per il putting del golf
gid://shopify/TaxonomyCategory/sg-4-7-14-4       : Articoli sportivi > Ricreazione outdoor > Golf > Attrezzatura allenamento golf > Istruttori di swing da golf
gid://shopify/TaxonomyCategory/sg-4-8            : Articoli sportivi > Ricreazione outdoor > Paracadutismo e volo libero
gid://shopify/TaxonomyCategory/sg-4-8-1          : Articoli sportivi > Ricreazione outdoor > Paracadutismo e volo libero > Tute da paracadutismo
gid://shopify/TaxonomyCategory/sg-4-8-2          : Articoli sportivi > Ricreazione outdoor > Paracadutismo e volo libero > Deltaplani
gid://shopify/TaxonomyCategory/sg-4-8-3          : Articoli sportivi > Ricreazione outdoor > Paracadutismo e volo libero > Paracaduti
gid://shopify/TaxonomyCategory/sg-4-9            : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno
gid://shopify/TaxonomyCategory/sg-4-9-7          : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Airsoft
gid://shopify/TaxonomyCategory/sg-4-9-7-1        : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Airsoft > Parti di ricambio e accessori pistole aria compressa
gid://shopify/TaxonomyCategory/sg-4-9-7-1-1      : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Airsoft > Parti di ricambio e accessori pistole aria compressa > Batterie per pistole ad aria compressa
gid://shopify/TaxonomyCategory/sg-4-9-7-2        : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Airsoft > Pistole ad aria compressa
gid://shopify/TaxonomyCategory/sg-4-9-7-3        : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Airsoft > Pallini per aria compressa
gid://shopify/TaxonomyCategory/sg-4-9-7-4        : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Airsoft > Equipaggiamento protettivo per softair
gid://shopify/TaxonomyCategory/sg-4-9-7-4-1      : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Airsoft > Equipaggiamento protettivo per softair > Guanti da softair
gid://shopify/TaxonomyCategory/sg-4-9-7-4-2      : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Airsoft > Equipaggiamento protettivo per softair > Occhiali e maschere per softair
gid://shopify/TaxonomyCategory/sg-4-9-7-4-3      : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Airsoft > Equipaggiamento protettivo per softair > Cuscinetti per softair
gid://shopify/TaxonomyCategory/sg-4-9-7-4-4      : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Airsoft > Equipaggiamento protettivo per softair > Gilet da softair
gid://shopify/TaxonomyCategory/sg-4-9-1          : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco
gid://shopify/TaxonomyCategory/sg-4-9-1-11       : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Accessori per tiro con l'arco
gid://shopify/TaxonomyCategory/sg-4-9-1-11-1     : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Accessori per tiro con l'arco > Parabraccio per tiro con l'arco
gid://shopify/TaxonomyCategory/sg-4-9-1-11-2     : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Accessori per tiro con l'arco > Guanti e sganci per tiro con l'arco
gid://shopify/TaxonomyCategory/sg-4-9-1-11-5     : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Accessori per tiro con l'arco > Accessori per tiro con l'arco
gid://shopify/TaxonomyCategory/sg-4-9-1-11-3     : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Accessori per tiro con l'arco > Bersagli tiro con l'arco
gid://shopify/TaxonomyCategory/sg-4-9-1-11-4     : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Accessori per tiro con l'arco > Faretre
gid://shopify/TaxonomyCategory/sg-4-9-1-10       : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Strumenti e attrezzature per il tiro con l'arco
gid://shopify/TaxonomyCategory/sg-4-9-1-10-1     : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Strumenti e attrezzature per il tiro con l'arco > Accessori per attrezzature da tiro con l'arco
gid://shopify/TaxonomyCategory/sg-4-9-1-10-2     : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Strumenti e attrezzature per il tiro con l'arco > Attrezzature per tiro con l'arco
gid://shopify/TaxonomyCategory/sg-4-9-1-10-3     : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Strumenti e attrezzature per il tiro con l'arco > Presse per tiro con l’arco
gid://shopify/TaxonomyCategory/sg-4-9-1-4        : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Parti frecce e accessori
gid://shopify/TaxonomyCategory/sg-4-9-1-4-1      : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Parti frecce e accessori > Alette per frecce
gid://shopify/TaxonomyCategory/sg-4-9-1-4-2      : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Parti frecce e accessori > Cocche per frecce
gid://shopify/TaxonomyCategory/sg-4-9-1-4-2-1    : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Parti frecce e accessori > Cocche per frecce > Cocche per frecce adattabili
gid://shopify/TaxonomyCategory/sg-4-9-1-4-2-2    : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Parti frecce e accessori > Cocche per frecce > Cocche per frecce illuminate
gid://shopify/TaxonomyCategory/sg-4-9-1-4-2-3    : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Parti frecce e accessori > Cocche per frecce > Cocche per frecce
gid://shopify/TaxonomyCategory/sg-4-9-1-4-2-4    : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Parti frecce e accessori > Cocche per frecce > Cocche per frecce push-in
gid://shopify/TaxonomyCategory/sg-4-9-1-4-2-5    : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Parti frecce e accessori > Cocche per frecce > Cocche a freccia coniche
gid://shopify/TaxonomyCategory/sg-4-9-1-4-3      : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Parti frecce e accessori > Punte ampie o da campo
gid://shopify/TaxonomyCategory/sg-4-9-1-4-3-1    : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Parti frecce e accessori > Punte ampie o da campo > Punte ampie
gid://shopify/TaxonomyCategory/sg-4-9-1-4-3-2    : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Parti frecce e accessori > Punte ampie o da campo > Punti da campo
gid://shopify/TaxonomyCategory/sg-4-9-1-5        : Articoli sportivi > Ricreazione outdoor > Caccia e tiro a segno > Tiro con l'arco > Frecce e dardi
