# Shopify Product Taxonomy - Categories: 2024-10-unstable
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : ペット・ペット用品
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-3    : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用グルーミング用品 > 馬用グルーミングコーム・ブラシ > 馬のグルーミングデシェッダー
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-4    : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用グルーミング用品 > 馬用グルーミングコーム・ブラシ > 馬用グルーミンググローブ
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-5    : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用グルーミング用品 > 馬用グルーミングコーム・ブラシ > 馬のグルーミンググルーマー
gid://shopify/TaxonomyCategory/sg-4-5-1-5-2-6    : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用グルーミング用品 > 馬用グルーミングコーム・ブラシ > 馬の手入れ用トリミングナイフ
gid://shopify/TaxonomyCategory/sg-4-5-1-6        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用おやつ
gid://shopify/TaxonomyCategory/sg-4-5-1-7        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用ビタミン剤・サプリメント
gid://shopify/TaxonomyCategory/sg-4-5-1-8        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬用品 > 馬用駆虫薬
gid://shopify/TaxonomyCategory/sg-4-5-2          : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具
gid://shopify/TaxonomyCategory/sg-4-5-2-1        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > ハミ
gid://shopify/TaxonomyCategory/sg-4-5-2-1-1      : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > ハミ > ハミビットガード
gid://shopify/TaxonomyCategory/sg-4-5-2-1-2      : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > ハミ > ハミカーブビット
gid://shopify/TaxonomyCategory/sg-4-5-2-1-3      : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > ハミ > ハミスナッフルビット
gid://shopify/TaxonomyCategory/sg-4-5-2-2        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > 頭絡
gid://shopify/TaxonomyCategory/sg-4-5-2-2-1      : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > 頭絡 > ハミ交換パーツ
gid://shopify/TaxonomyCategory/sg-4-5-2-2-2      : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > 頭絡 > ヘッドストール
gid://shopify/TaxonomyCategory/sg-4-5-2-3        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > 鞍帯
gid://shopify/TaxonomyCategory/sg-4-5-2-4        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > 馬用ホルター
gid://shopify/TaxonomyCategory/sg-4-5-2-5        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > 馬車ハーネス
gid://shopify/TaxonomyCategory/sg-4-5-2-6        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > 馬用リードロープ
gid://shopify/TaxonomyCategory/sg-4-5-2-7        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > 手綱
gid://shopify/TaxonomyCategory/sg-4-5-2-8        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > 鞍
gid://shopify/TaxonomyCategory/sg-4-5-2-9        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具 > 鐙
gid://shopify/TaxonomyCategory/sg-4-5-3          : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具関連用品
gid://shopify/TaxonomyCategory/sg-4-5-3-1        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具関連用品 > 馬具収納庫
gid://shopify/TaxonomyCategory/sg-4-5-3-2        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具関連用品 > 鞍関連用品
gid://shopify/TaxonomyCategory/sg-4-5-3-2-1      : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具関連用品 > 鞍関連用品 > サドルバッグ・パニエ
gid://shopify/TaxonomyCategory/sg-4-5-3-2-2      : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具関連用品 > 鞍関連用品 > 鞍カバー/ケース
gid://shopify/TaxonomyCategory/sg-4-5-3-2-3      : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具関連用品 > 鞍関連用品 > サドルパッド
gid://shopify/TaxonomyCategory/sg-4-5-3-2-4      : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬具関連用品 > 鞍関連用品 > サドルスタンド
gid://shopify/TaxonomyCategory/sg-4-5-4          : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬術関連用品
gid://shopify/TaxonomyCategory/sg-4-5-4-1        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬術関連用品 > 馬術用カバー
gid://shopify/TaxonomyCategory/sg-4-5-4-2        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬術関連用品 > 馬術用手綱
gid://shopify/TaxonomyCategory/sg-4-5-4-3        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 馬術関連用品 > 馬術用サポート
gid://shopify/TaxonomyCategory/sg-4-5-5          : スポーツ用品 > 屋外レクリエーション > 乗馬 > 乗馬用品
gid://shopify/TaxonomyCategory/sg-4-5-5-1        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 乗馬用品 > 乗馬用グローブ
gid://shopify/TaxonomyCategory/sg-4-5-5-2        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 乗馬用品 > 乗馬用ヘルメット
gid://shopify/TaxonomyCategory/sg-4-5-5-3        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 乗馬用品 > 乗馬用鞭
gid://shopify/TaxonomyCategory/sg-4-5-5-4        : スポーツ用品 > 屋外レクリエーション > 乗馬 > 乗馬用品 > 乗馬用ズボン
gid://shopify/TaxonomyCategory/sg-4-6            : スポーツ用品 > 屋外レクリエーション > 釣り
gid://shopify/TaxonomyCategory/sg-4-6-1          : スポーツ用品 > 屋外レクリエーション > 釣り > バイトアラーム
gid://shopify/TaxonomyCategory/sg-4-6-1-1        : スポーツ用品 > 屋外レクリエーション > 釣り > バイトアラーム > 釣り用バイトアラーム
gid://shopify/TaxonomyCategory/sg-4-6-1-2        : スポーツ用品 > 屋外レクリエーション > 釣り > バイトアラーム > 釣り用バイトインジケーター
gid://shopify/TaxonomyCategory/sg-4-6-1-3        : スポーツ用品 > 屋外レクリエーション > 釣り > バイトアラーム > 釣り用チェーンハンガー
gid://shopify/TaxonomyCategory/sg-4-6-2          : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り・狩猟用ウェーダー
gid://shopify/TaxonomyCategory/sg-4-6-2-1        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り・狩猟用ウェーダー > 釣り用ウェーダー
gid://shopify/TaxonomyCategory/sg-4-6-2-2        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り・狩猟用ウェーダー > 狩猟用ウェーダー
gid://shopify/TaxonomyCategory/sg-4-6-2-3        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り・狩猟用ウェーダー > ウェーダー修理キット
gid://shopify/TaxonomyCategory/sg-4-6-3          : スポーツ用品 > 屋外レクリエーション > 釣り > 生餌容器
gid://shopify/TaxonomyCategory/sg-4-6-4          : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り用ギャフ
gid://shopify/TaxonomyCategory/sg-4-6-5          : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し
gid://shopify/TaxonomyCategory/sg-4-6-5-1        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > 万能針セット
gid://shopify/TaxonomyCategory/sg-4-6-5-2        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > バイトドリル
gid://shopify/TaxonomyCategory/sg-4-6-5-3        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > バイトガン
gid://shopify/TaxonomyCategory/sg-4-6-5-4        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > ボイリードリル
gid://shopify/TaxonomyCategory/sg-4-6-5-5        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > ボイリーヘアエクステンダー
gid://shopify/TaxonomyCategory/sg-4-6-5-6        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > ボイリーローリングテーブル
gid://shopify/TaxonomyCategory/sg-4-6-5-7        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > ボイリーストップキャップ
gid://shopify/TaxonomyCategory/sg-4-6-5-8        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > ボイリーストップ
gid://shopify/TaxonomyCategory/sg-4-6-5-9        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > コーティング除去ツール
gid://shopify/TaxonomyCategory/sg-4-6-5-10       : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > コーンボイリーストップ
gid://shopify/TaxonomyCategory/sg-4-6-5-11       : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > カッティングプライヤー
gid://shopify/TaxonomyCategory/sg-4-6-5-12       : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > ファインリップクローズニードル
gid://shopify/TaxonomyCategory/sg-4-6-5-13       : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > フライタイイングハサミ
gid://shopify/TaxonomyCategory/sg-4-6-5-14       : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > フライタイイングツールセット
gid://shopify/TaxonomyCategory/sg-4-6-5-15       : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > ヘアエクステンダーストップ
gid://shopify/TaxonomyCategory/sg-4-6-5-16       : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > ヘビーリップクローズニードル
gid://shopify/TaxonomyCategory/sg-4-6-5-17       : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > マルチプルツール
gid://shopify/TaxonomyCategory/sg-4-6-5-18       : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > ペレットストップ
gid://shopify/TaxonomyCategory/sg-4-6-5-19       : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > ストリンガーニードル
gid://shopify/TaxonomyCategory/sg-4-6-5-20       : スポーツ用品 > 屋外レクリエーション > 釣り > 釣針外し > スローイングスティック
gid://shopify/TaxonomyCategory/sg-4-6-6          : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り用ライン・ハリス
gid://shopify/TaxonomyCategory/sg-4-6-6-1        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り用ライン・ハリス > 釣り用ライン（Braid）
gid://shopify/TaxonomyCategory/sg-4-6-6-2        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り用ライン・ハリス > 釣り用フロロカーボン
gid://shopify/TaxonomyCategory/sg-4-6-6-3        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り用ライン・ハリス > 釣り用モノフィラメント
gid://shopify/TaxonomyCategory/sg-4-6-6-4        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り用ライン・ハリス > 釣り用ワイヤー
gid://shopify/TaxonomyCategory/sg-4-6-7          : スポーツ用品 > 屋外レクリエーション > 釣り > 漁網
gid://shopify/TaxonomyCategory/sg-4-6-8          : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り用リール関連用品
gid://shopify/TaxonomyCategory/sg-4-6-8-1        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り用リール関連用品 > 釣り用リールケース
gid://shopify/TaxonomyCategory/sg-4-6-8-2        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り用リール関連用品 > リール用潤滑剤
gid://shopify/TaxonomyCategory/sg-4-6-8-3        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り用リール関連用品 > 交換用スプール
gid://shopify/TaxonomyCategory/sg-4-6-9          : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り用リール
gid://shopify/TaxonomyCategory/sg-4-6-9-1        : スポーツ用品 > 屋外レクリエーション > 釣り > 釣り用リール > ベイトキャスティング フィッシングリール
