# Shopify Product Taxonomy - Attributes: 2026-08-unstable
# Format: {GID} : {Attribute name}

gid://shopify/TaxonomyAttribute/5398  : การออกแบบการสวมใส่แว่น 3D
gid://shopify/TaxonomyAttribute/8911  : ระดับความเป็นกรดหรือค่า pH ของน้ำยาทำความสะอาดล้อ
gid://shopify/TaxonomyAttribute/8912  : สูตรน้ำยาทำความสะอาดล้อรถยนต์
gid://shopify/TaxonomyAttribute/8913  : ประเภทโครงสร้างล้อ
gid://shopify/TaxonomyAttribute/8914  : เป้าหมายการปนเปื้อนของล้อ
gid://shopify/TaxonomyAttribute/11215 : ประเภทแกนล้อ
gid://shopify/TaxonomyAttribute/8915  : เกลียวพอร์ตทางเข้ากระบอกล้อแบบมาตรฐาน
gid://shopify/TaxonomyAttribute/8916  : ประเภทที่นั่งยึดล้อ
gid://shopify/TaxonomyAttribute/1314  : ความแข็งของล้อ
gid://shopify/TaxonomyAttribute/1315  : ตำแหน่งดุมล้อ
gid://shopify/TaxonomyAttribute/11216 : ไฟส่องล้อ
gid://shopify/TaxonomyAttribute/11217 : วัสดุล้อ
gid://shopify/TaxonomyAttribute/2704  : ประเภทชิ้นส่วนล้อ
gid://shopify/TaxonomyAttribute/11218 : รูปทรงล้อ
gid://shopify/TaxonomyAttribute/11219 : ประเภทการติดตั้งล้อ
gid://shopify/TaxonomyAttribute/5641  : รูปแบบพวงมาลัย
gid://shopify/TaxonomyAttribute/8917  : การตกแต่งระบบล้อ
gid://shopify/TaxonomyAttribute/6269  : รูปแบบดอกยางของล้อ
gid://shopify/TaxonomyAttribute/1283  : ประเภทล้อ
gid://shopify/TaxonomyAttribute/1587  : ประเภทวีลแชร์
gid://shopify/TaxonomyAttribute/11220 : สไตล์แส้
gid://shopify/TaxonomyAttribute/7996  : ฐานวิปครีม
gid://shopify/TaxonomyAttribute/7997  : รูปแบบของวิปครีม
gid://shopify/TaxonomyAttribute/1469  : สไตล์วิสกี้
gid://shopify/TaxonomyAttribute/1470  : ลักษณะวิสกี้
gid://shopify/TaxonomyAttribute/10526 : วัสดุที่ใช้ทำหัวนกหวีด
gid://shopify/TaxonomyAttribute/10527 : คุณสมบัติไฟนกหวีด
gid://shopify/TaxonomyAttribute/11221 : จุดประสงค์ของนกหวีด
gid://shopify/TaxonomyAttribute/10528 : สไตล์เสียงนกหวีด
gid://shopify/TaxonomyAttribute/6270  : เสียงหวีด
gid://shopify/TaxonomyAttribute/10529 : เมื่อแห้งแล้วจะมีลักษณะเป็นสีขาวคล้ายกาว
gid://shopify/TaxonomyAttribute/10530 : ความสามารถในการล้างคราบกาวขาว
gid://shopify/TaxonomyAttribute/11222 : สไตล์เรือคายัคล่องแก่ง
gid://shopify/TaxonomyAttribute/11223 : ระดับความยากของกระแสน้ำเชี่ยว (ระดับชั้น)
gid://shopify/TaxonomyAttribute/10531 : ส่วนต่อประสานการติดตั้งแบบเกลียว
gid://shopify/TaxonomyAttribute/1940  : แบนด์ไวไฟ
gid://shopify/TaxonomyAttribute/1847  : มาตรฐานไวไฟ
gid://shopify/TaxonomyAttribute/10532 : ประเภทโครงสร้างไส้เทียน
gid://shopify/TaxonomyAttribute/10533 : ประเภทแกนไส้ตะเกียง
gid://shopify/TaxonomyAttribute/6271  : วัสดุไส้เทียน
gid://shopify/TaxonomyAttribute/10534 : ไส้ตะเกียง ชนิดจีบ
gid://shopify/TaxonomyAttribute/10535 : วัสดุที่ใช้ทำฐานรองไส้เทียน
gid://shopify/TaxonomyAttribute/10536 : รูปทรงแถบไส้ตะเกียง
gid://shopify/TaxonomyAttribute/10537 : รวมถึงประเภทไส้ตะเกียง
gid://shopify/TaxonomyAttribute/5061  : การปรับความกว้าง
gid://shopify/TaxonomyAttribute/6855  : วัสดุเส้นใยสำหรับวิกผม
gid://shopify/TaxonomyAttribute/11224 : กลิ่นดึงดูดสัตว์ป่า
gid://shopify/TaxonomyAttribute/11225 : เกรดวิลโลว์
gid://shopify/TaxonomyAttribute/11226 : ประเภทวิลโลว์
gid://shopify/TaxonomyAttribute/6623  : ประเภทกลไกไขลาน
gid://shopify/TaxonomyAttribute/6624  : รูปแบบการเคลื่อนไหวของของเล่นไขลาน
gid://shopify/TaxonomyAttribute/11227 : จุดประสงค์ในการป้องกันลม
gid://shopify/TaxonomyAttribute/3024  : คุณลักษณะของกล่องหมุน
gid://shopify/TaxonomyAttribute/11228 : ระบบติดตั้งบอร์ดวินด์ฟอยล์
gid://shopify/TaxonomyAttribute/11229 : สไตล์ใบเรือวินด์ฟอยล์
gid://shopify/TaxonomyAttribute/6856  : ทิศทางการคดเคี้ยว
gid://shopify/TaxonomyAttribute/10538 : วิธีการพัน
gid://shopify/TaxonomyAttribute/10539 : ประเภทควบคุมความเร็วในการหมุน
gid://shopify/TaxonomyAttribute/10540 : ประเภทขดลวด
gid://shopify/TaxonomyAttribute/8918  : ประเภทสถานีควบคุมกว้าน
gid://shopify/TaxonomyAttribute/2730  : การออกแบบเครื่องกว้าน
gid://shopify/TaxonomyAttribute/8919  : แบบติดตั้งกว้าน
gid://shopify/TaxonomyAttribute/8920  : ส่วนประกอบหน้าต่างโซล
gid://shopify/TaxonomyAttribute/11230 : การกำหนดค่าหน้าต่าง
gid://shopify/TaxonomyAttribute/6272  : พื้นผิวสำหรับติดตั้งฟิล์มกรองแสง
gid://shopify/TaxonomyAttribute/6273  : ประเภทของฟิล์มกรองแสง
gid://shopify/TaxonomyAttribute/8921  : การก่อสร้างกระจกหน้าต่าง
gid://shopify/TaxonomyAttribute/8922  : คุณสมบัติของกระจกหน้าต่าง
gid://shopify/TaxonomyAttribute/8923  : การตกแต่งกระจกหน้าต่าง
gid://shopify/TaxonomyAttribute/8924  : สีของกระจกสีตัดแสงหน้าต่าง
gid://shopify/TaxonomyAttribute/8925  : ระดับความเข้มของฟิล์มกรองแสงหน้าต่าง
gid://shopify/TaxonomyAttribute/8926  : กลไกตัวล็อคตาข่ายหน้าต่าง
gid://shopify/TaxonomyAttribute/8927  : ฮาร์ดแวร์ติดมุ้งลวดหน้าต่าง
gid://shopify/TaxonomyAttribute/8928  : ทิศทางการเปิดมุ้งลวดหน้าต่าง
gid://shopify/TaxonomyAttribute/8929  : การทำงานของกลไกปรับระดับกระจก
gid://shopify/TaxonomyAttribute/6274  : ประเภทของราวผ้าม่าน
gid://shopify/TaxonomyAttribute/6275  : ประเภทของมุ้งลวดหน้าต่าง
gid://shopify/TaxonomyAttribute/6276  : ประเภทของซับหลังตกแต่งหน้าต่าง
gid://shopify/TaxonomyAttribute/2807  : วัสดุที่ใช้ทำผลิตภัณฑ์ตกแต่งหน้าต่าง
gid://shopify/TaxonomyAttribute/8930  : พื้นที่ครอบคลุมของกระจกหน้ารถ
gid://shopify/TaxonomyAttribute/8931  : วิธีการติดตั้งอุปกรณ์เสริมแบบยึดกระจกหน้ารถ
gid://shopify/TaxonomyAttribute/8932  : ฤดูกาลของน้ำยาฉีดกระจกหน้ารถ
gid://shopify/TaxonomyAttribute/11231 : สไตล์ครีบวินด์เซิร์ฟ
gid://shopify/TaxonomyAttribute/2869  : สไตล์กระดานวินเซอร์ฟ
gid://shopify/TaxonomyAttribute/11232 : มาตรฐานการเชื่อมต่อวินด์เซิร์ฟ
gid://shopify/TaxonomyAttribute/11233 : สไตล์การแล่นเรือวินด์เซิร์ฟ
gid://shopify/TaxonomyAttribute/10541 : ประเภทสารเติมแต่งไวน์
gid://shopify/TaxonomyAttribute/6277  : ประเภทของอุปกรณ์เติมอากาศไวน์
gid://shopify/TaxonomyAttribute/7998  : ตัวไวน์
gid://shopify/TaxonomyAttribute/7999  : การอัดแก๊สในไวน์
gid://shopify/TaxonomyAttribute/6278  : รูปแบบแก้วไวน์
gid://shopify/TaxonomyAttribute/10542 : ส่วนผสมในการผลิตไวน์
gid://shopify/TaxonomyAttribute/10543 : ขั้นตอนการผลิตไวน์
gid://shopify/TaxonomyAttribute/1526  : การออกแบบชั้นเก็บไวน์
gid://shopify/TaxonomyAttribute/8000  : สไตล์ไวน์
gid://shopify/TaxonomyAttribute/1475  : ความหวานของไวน์
gid://shopify/TaxonomyAttribute/1476  : ลักษณะไวน์
gid://shopify/TaxonomyAttribute/10544 : ขั้นตอนการผลิตไวน์
gid://shopify/TaxonomyAttribute/6625  : จำนวนปีก
gid://shopify/TaxonomyAttribute/11234 : ประเภทด้ามจับปีก
gid://shopify/TaxonomyAttribute/11235 : ประเภทชิ้นส่วนปีก
gid://shopify/TaxonomyAttribute/5319  : รูปแบบปีก
gid://shopify/TaxonomyAttribute/11236 : สไตล์วิงฟอยล์
gid://shopify/TaxonomyAttribute/3032  : คุณลักษณะของเครื่องจ่าย/เครื่องอุ่นทิชชู่เปียก
