# Shopify Product Taxonomy - Categories: 2025-09
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Potreby pre zvieratá a domácich miláčikov
gid://shopify/TaxonomyCategory/sg-4-6-8-2        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Príslušenstvo k rybárskym navijakom > Mazivá na rybárske navijaky
gid://shopify/TaxonomyCategory/sg-4-6-8-3        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Príslušenstvo k rybárskym navijakom > Náhradné cievky pre rybárske navijaky
gid://shopify/TaxonomyCategory/sg-4-6-9          : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske navijaky
gid://shopify/TaxonomyCategory/sg-4-6-9-1        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske navijaky > Rybárske navijaky na baitcasting
gid://shopify/TaxonomyCategory/sg-4-6-9-2        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske navijaky > Rybárske muškárske navijaky
gid://shopify/TaxonomyCategory/sg-4-6-9-3        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske navijaky > Muškárske navijaky
gid://shopify/TaxonomyCategory/sg-4-6-9-4        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske navijaky > Rybárske navijaky Spincast
gid://shopify/TaxonomyCategory/sg-4-6-9-5        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske navijaky > Prívlačové rybárske navijaky
gid://shopify/TaxonomyCategory/sg-4-6-9-6        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske navijaky > Rybárske navijaky Triggerspin
gid://shopify/TaxonomyCategory/sg-4-6-9-7        : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske navijaky > Multiplikátorové rybárske navijaky
gid://shopify/TaxonomyCategory/sg-4-6-10         : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Príslušenstvo k rybárskym prútom
gid://shopify/TaxonomyCategory/sg-4-6-10-1       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Príslušenstvo k rybárskym prútom > Tašky a puzdrá na rybárske prúty
gid://shopify/TaxonomyCategory/sg-4-6-10-2       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Príslušenstvo k rybárskym prútom > Držiaky a úložné stojany na rybárske prúty
gid://shopify/TaxonomyCategory/sg-4-6-11         : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty
gid://shopify/TaxonomyCategory/sg-4-6-11-1       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty > Rybárske prúty na baitcasting
gid://shopify/TaxonomyCategory/sg-4-6-11-2       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty > Rybárske prúty na kraby
gid://shopify/TaxonomyCategory/sg-4-6-11-3       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty > Muškárske prúty
gid://shopify/TaxonomyCategory/sg-4-6-11-4       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty > Rybárske prúty na ľade
gid://shopify/TaxonomyCategory/sg-4-6-11-5       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty > Skrutkové rybárske prúty
gid://shopify/TaxonomyCategory/sg-4-6-11-6       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty > Rybárske prúty na spincasting
gid://shopify/TaxonomyCategory/sg-4-6-11-7       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty > Prívlačové rybárske prúty
gid://shopify/TaxonomyCategory/sg-4-6-11-8       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty > Surfovacie rybárske prúty
gid://shopify/TaxonomyCategory/sg-4-6-11-9       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty > Teleskopické rybárske prúty
gid://shopify/TaxonomyCategory/sg-4-6-11-10      : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty > Rybárske prúty Tenkara
gid://shopify/TaxonomyCategory/sg-4-6-11-11      : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty > Rybárske prúty s multiplikátorom
gid://shopify/TaxonomyCategory/sg-4-6-11-12      : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske prúty > Ultraľahké rybárske prúty
gid://shopify/TaxonomyCategory/sg-4-6-12         : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske oštepy
gid://shopify/TaxonomyCategory/sg-4-6-13         : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby
gid://shopify/TaxonomyCategory/sg-4-6-13-1       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske návnady a nástrahy
gid://shopify/TaxonomyCategory/sg-4-6-13-1-1     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske návnady a nástrahy > Umelé návnady na ryby
gid://shopify/TaxonomyCategory/sg-4-6-13-1-2     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske návnady a nástrahy > Umelé mušky na ryby
gid://shopify/TaxonomyCategory/sg-4-6-13-1-3     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske návnady a nástrahy > Umelé pohyblivé návnady na ryby
gid://shopify/TaxonomyCategory/sg-4-6-13-1-4     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske návnady a nástrahy > Umelé woblery na ryby
gid://shopify/TaxonomyCategory/sg-4-6-13-1-5     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske návnady a nástrahy > Umelé skákajúce návnady na ryby
gid://shopify/TaxonomyCategory/sg-4-6-13-1-6     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske návnady a nástrahy > Umelé točiace sa návnady na ryby
gid://shopify/TaxonomyCategory/sg-4-6-13-1-7     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske návnady a nástrahy > Umelé návnady na ryby v tvare lyžice
gid://shopify/TaxonomyCategory/sg-4-6-13-1-8     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske návnady a nástrahy > Umelé plávajúce návnady na ryby
gid://shopify/TaxonomyCategory/sg-4-6-13-1-9     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske návnady a nástrahy > Umelé rybárske voblery
gid://shopify/TaxonomyCategory/sg-4-6-13-1-10    : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske návnady a nástrahy > Umelé návnady z mäkkého plastu
gid://shopify/TaxonomyCategory/sg-4-6-13-1-11    : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske návnady a nástrahy > Súpravy rybárskych potrieb
gid://shopify/TaxonomyCategory/sg-4-6-13-2       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske plaváky
gid://shopify/TaxonomyCategory/sg-4-6-13-3       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske háčiky
gid://shopify/TaxonomyCategory/sg-4-6-13-3-1     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske háčiky > Dvojité a trojité rybárske háčiky
gid://shopify/TaxonomyCategory/sg-4-6-13-3-2     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske háčiky > Jednoduché rybárske háčiky
gid://shopify/TaxonomyCategory/sg-4-6-13-4       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske závažíčka
gid://shopify/TaxonomyCategory/sg-4-6-13-4-1     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske závažíčka > Rybárske nádoby
gid://shopify/TaxonomyCategory/sg-4-6-13-4-2     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske závažíčka > Rybárske sudy
gid://shopify/TaxonomyCategory/sg-4-6-13-4-3     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske závažíčka > Rybárske závažia
gid://shopify/TaxonomyCategory/sg-4-6-13-4-4     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske závažíčka > Rybárske ťažítka
gid://shopify/TaxonomyCategory/sg-4-6-13-4-5     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske závažíčka > Rybárske pyramídy
gid://shopify/TaxonomyCategory/sg-4-6-13-4-6     : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske závažíčka > Rybárske vyvažovacie olovká
gid://shopify/TaxonomyCategory/sg-4-6-13-5       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske potreby > Rybárske karabínky s obratlíkom
gid://shopify/TaxonomyCategory/sg-4-6-14         : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Rybárske pasce
gid://shopify/TaxonomyCategory/sg-4-6-15         : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Materiály na viazanie mušiek
gid://shopify/TaxonomyCategory/sg-4-6-15-1       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Materiály na viazanie mušiek > Rybárske korálky
gid://shopify/TaxonomyCategory/sg-4-6-15-2       : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Materiály na viazanie mušiek > Rybárska priadza
gid://shopify/TaxonomyCategory/sg-4-6-16         : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Živá návnada
gid://shopify/TaxonomyCategory/sg-4-6-17         : Športový tovar > Exteriérové rekreakčné športy > Rybolov > Tašky a krabice na náradie
gid://shopify/TaxonomyCategory/sg-4-7            : Športový tovar > Exteriérové rekreakčné športy > Golf
gid://shopify/TaxonomyCategory/sg-4-7-1          : Športový tovar > Exteriérové rekreakčné športy > Golf > Vypichovátka
gid://shopify/TaxonomyCategory/sg-4-7-2          : Športový tovar > Exteriérové rekreakčné športy > Golf > Súpravy golfového príslušenstva
gid://shopify/TaxonomyCategory/sg-4-7-3          : Športový tovar > Exteriérové rekreakčné športy > Golf > Príslušenstvo golfových tašiek
gid://shopify/TaxonomyCategory/sg-4-7-3-1        : Športový tovar > Exteriérové rekreakčné športy > Golf > Príslušenstvo golfových tašiek > Vozíky na golfové tašky
gid://shopify/TaxonomyCategory/sg-4-7-3-2        : Športový tovar > Exteriérové rekreakčné športy > Golf > Príslušenstvo golfových tašiek > Obaly a puzdrá na golfové tašky
gid://shopify/TaxonomyCategory/sg-4-7-4          : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfové tašky
gid://shopify/TaxonomyCategory/sg-4-7-5          : Športový tovar > Exteriérové rekreakčné športy > Golf > Markovátka
gid://shopify/TaxonomyCategory/sg-4-7-6          : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfové loptičky
gid://shopify/TaxonomyCategory/sg-4-7-7          : Športový tovar > Exteriérové rekreakčné športy > Golf > Časti a príslušenstvo golfových palíc
gid://shopify/TaxonomyCategory/sg-4-7-7-1        : Športový tovar > Exteriérové rekreakčné športy > Golf > Časti a príslušenstvo golfových palíc > Gripy na golfové palice
gid://shopify/TaxonomyCategory/sg-4-7-7-2        : Športový tovar > Exteriérové rekreakčné športy > Golf > Časti a príslušenstvo golfových palíc > Obaly na golfové palice
gid://shopify/TaxonomyCategory/sg-4-7-7-3        : Športový tovar > Exteriérové rekreakčné športy > Golf > Časti a príslušenstvo golfových palíc > Tyče golfových palíc
gid://shopify/TaxonomyCategory/sg-4-7-8          : Športový tovar > Exteriérové rekreakčné športy > Golf > Sady golfových palíc
gid://shopify/TaxonomyCategory/sg-4-7-9          : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfové palice
gid://shopify/TaxonomyCategory/sg-4-7-10         : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfové vlajky
gid://shopify/TaxonomyCategory/sg-4-7-11         : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfové rukavice
gid://shopify/TaxonomyCategory/sg-4-7-15         : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfová obuv
gid://shopify/TaxonomyCategory/sg-4-7-12         : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfové tričká
gid://shopify/TaxonomyCategory/sg-4-7-13         : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfové uteráky
gid://shopify/TaxonomyCategory/sg-4-7-14         : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfové tréningové pomôcky
gid://shopify/TaxonomyCategory/sg-4-7-14-1       : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfové tréningové pomôcky > Golfové patovacie zameriavače
gid://shopify/TaxonomyCategory/sg-4-7-14-2       : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfové tréningové pomôcky > Golfové patovacie podložky
gid://shopify/TaxonomyCategory/sg-4-7-14-3       : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfové tréningové pomôcky > Golfové trenažéry patovania
gid://shopify/TaxonomyCategory/sg-4-7-14-4       : Športový tovar > Exteriérové rekreakčné športy > Golf > Golfové tréningové pomôcky > Golfové trenažéry švihu
gid://shopify/TaxonomyCategory/sg-4-8            : Športový tovar > Exteriérové rekreakčné športy > Závesné lietanie a parašutizmus
gid://shopify/TaxonomyCategory/sg-4-8-1          : Športový tovar > Exteriérové rekreakčné športy > Závesné lietanie a parašutizmus > Kombinézy na lietanie
gid://shopify/TaxonomyCategory/sg-4-8-2          : Športový tovar > Exteriérové rekreakčné športy > Závesné lietanie a parašutizmus > Závesné klzáky
gid://shopify/TaxonomyCategory/sg-4-8-3          : Športový tovar > Exteriérové rekreakčné športy > Závesné lietanie a parašutizmus > Padáky
gid://shopify/TaxonomyCategory/sg-4-9            : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba
gid://shopify/TaxonomyCategory/sg-4-9-7          : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Airsoft
gid://shopify/TaxonomyCategory/sg-4-9-7-1        : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Airsoft > Diely a príslušenstvo pre airsoftové zbrane
gid://shopify/TaxonomyCategory/sg-4-9-7-1-1      : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Airsoft > Diely a príslušenstvo pre airsoftové zbrane > Batérie do airsoftových zbraní
gid://shopify/TaxonomyCategory/sg-4-9-7-2        : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Airsoft > Airsoftové zbrane
gid://shopify/TaxonomyCategory/sg-4-9-7-3        : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Airsoft > Airsoftové pelety
gid://shopify/TaxonomyCategory/sg-4-9-7-4        : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Airsoft > Airsoftové ochranné vybavenie
gid://shopify/TaxonomyCategory/sg-4-9-7-4-1      : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Airsoft > Airsoftové ochranné vybavenie > Airsoftové rukavice
gid://shopify/TaxonomyCategory/sg-4-9-7-4-2      : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Airsoft > Airsoftové ochranné vybavenie > Airsoftové okuliare a masky
gid://shopify/TaxonomyCategory/sg-4-9-7-4-3      : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Airsoft > Airsoftové ochranné vybavenie > Airsoftové chrániče
gid://shopify/TaxonomyCategory/sg-4-9-7-4-4      : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Airsoft > Airsoftové ochranné vybavenie > Airsoftové vesty
gid://shopify/TaxonomyCategory/sg-4-9-1          : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Lukostreľba
gid://shopify/TaxonomyCategory/sg-4-9-1-11       : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Lukostreľba > Príslušenstvo pre lukostreľbu
gid://shopify/TaxonomyCategory/sg-4-9-1-11-1     : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Lukostreľba > Príslušenstvo pre lukostreľbu > Chrániče rúk na lukostreľbu
gid://shopify/TaxonomyCategory/sg-4-9-1-11-2     : Športový tovar > Exteriérové rekreakčné športy > Poľovníctvo a streľba > Lukostreľba > Príslušenstvo pre lukostreľbu > Lukostrelecké rukavice a stredy lukov
