# Shopify Product Taxonomy - Categories: 2025-04
# Format: {GID} : {Ancestor name} > ... > {Category name}

gid://shopify/TaxonomyCategory/ap                : Állatok és kisállatkellékek
gid://shopify/TaxonomyCategory/sg-1-13-9         : Sportszerek > Atlétika > Általános célú atlétikai felszerelések > Tornaszőnyegek
gid://shopify/TaxonomyCategory/sg-1-13-10        : Sportszerek > Atlétika > Általános célú atlétikai felszerelések > Gyakorlóhálók és -képernyők
gid://shopify/TaxonomyCategory/sg-1-13-11        : Sportszerek > Atlétika > Általános célú atlétikai felszerelések > Gyorsaság és ügyességi létrák és gátak
gid://shopify/TaxonomyCategory/sg-1-13-12        : Sportszerek > Atlétika > Általános célú atlétikai felszerelések > Gyorsaság és ügyességi kúpok
gid://shopify/TaxonomyCategory/sg-1-13-13        : Sportszerek > Atlétika > Általános célú atlétikai felszerelések > Sportmegafonok
gid://shopify/TaxonomyCategory/sg-1-13-14        : Sportszerek > Atlétika > Általános célú atlétikai felszerelések > Sportfogvédők
gid://shopify/TaxonomyCategory/sg-1-13-15        : Sportszerek > Atlétika > Általános célú atlétikai felszerelések > Stadionülések és -párnák
gid://shopify/TaxonomyCategory/sg-1-13-15-1      : Sportszerek > Atlétika > Általános célú atlétikai felszerelések > Stadionülések és -párnák > Stadionpárnák
gid://shopify/TaxonomyCategory/sg-1-13-15-2      : Sportszerek > Atlétika > Általános célú atlétikai felszerelések > Stadionülések és -párnák > Stadionülések
gid://shopify/TaxonomyCategory/sg-1-13-16        : Sportszerek > Atlétika > Általános célú atlétikai felszerelések > Edzőmezek
gid://shopify/TaxonomyCategory/sg-1-14           : Sportszerek > Atlétika > Gimnasztika
gid://shopify/TaxonomyCategory/sg-1-14-1         : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai rudak és egyensúlyozó gerendák
gid://shopify/TaxonomyCategory/sg-1-14-2         : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai védőfelszerelés
gid://shopify/TaxonomyCategory/sg-1-14-2-1       : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai védőfelszerelés > Gimnasztikai markolatok
gid://shopify/TaxonomyCategory/sg-1-14-3         : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai gyűrűk
gid://shopify/TaxonomyCategory/sg-1-14-4         : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai ugródeszkák
gid://shopify/TaxonomyCategory/sg-1-14-5         : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai edzősegédek
gid://shopify/TaxonomyCategory/sg-1-14-5-1       : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai edzősegédek > Gimnasztikai gerendapárnák
gid://shopify/TaxonomyCategory/sg-1-14-5-2       : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai edzősegédek > Gimnasztikai talajgyakorlat-edzők
gid://shopify/TaxonomyCategory/sg-1-14-5-3       : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai edzősegédek > Gimnasztikai habgödrök
gid://shopify/TaxonomyCategory/sg-1-14-5-4       : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai edzősegédek > Gimnasztikai lólengés-edzők
gid://shopify/TaxonomyCategory/sg-1-14-5-5       : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai edzősegédek > Gimnasztikai segítőblokkok
gid://shopify/TaxonomyCategory/sg-1-14-5-6       : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai edzősegédek > Gimnasztikai edzőpántok
gid://shopify/TaxonomyCategory/sg-1-14-5-7       : Sportszerek > Atlétika > Gimnasztika > Gimnasztikai edzősegédek > Gimnasztikai ugróedzők
gid://shopify/TaxonomyCategory/sg-1-14-6         : Sportszerek > Atlétika > Gimnasztika > Lólengők
gid://shopify/TaxonomyCategory/sg-1-15           : Sportszerek > Atlétika > Raketball és squash
gid://shopify/TaxonomyCategory/sg-1-15-1         : Sportszerek > Atlétika > Raketball és squash > Raketball és squash labdák
gid://shopify/TaxonomyCategory/sg-1-15-2         : Sportszerek > Atlétika > Raketball és squash > Raketball és squash szemfedők
gid://shopify/TaxonomyCategory/sg-1-15-3         : Sportszerek > Atlétika > Raketball és squash > Raketball és squash kesztyűk
gid://shopify/TaxonomyCategory/sg-1-15-7         : Sportszerek > Atlétika > Raketball és squash > Raketball és squash cipők
gid://shopify/TaxonomyCategory/sg-1-15-4         : Sportszerek > Atlétika > Raketball és squash > Raketball és squash edzési segédeszközök
gid://shopify/TaxonomyCategory/sg-1-15-4-1       : Sportszerek > Atlétika > Raketball és squash > Raketball és squash edzési segédeszközök > Raketball és squash fitneszfelszerelés
gid://shopify/TaxonomyCategory/sg-1-15-4-2       : Sportszerek > Atlétika > Raketball és squash > Raketball és squash edzési segédeszközök > Raketball és squash markolatfokozók
gid://shopify/TaxonomyCategory/sg-1-15-4-3       : Sportszerek > Atlétika > Raketball és squash > Raketball és squash edzési segédeszközök > Raketball és squash gyakorlófalak
gid://shopify/TaxonomyCategory/sg-1-15-4-4       : Sportszerek > Atlétika > Raketball és squash > Raketball és squash edzési segédeszközök > Raketball és squash visszapattanók
gid://shopify/TaxonomyCategory/sg-1-15-4-5       : Sportszerek > Atlétika > Raketball és squash > Raketball és squash edzési segédeszközök > Raketball és squash célpontedzők
gid://shopify/TaxonomyCategory/sg-1-15-4-6       : Sportszerek > Atlétika > Raketball és squash > Raketball és squash edzési segédeszközök > Raketball és squash edzőhátizsákok
gid://shopify/TaxonomyCategory/sg-1-15-4-7       : Sportszerek > Atlétika > Raketball és squash > Raketball és squash edzési segédeszközök > Raketball és squash edzőtáskák
gid://shopify/TaxonomyCategory/sg-1-15-4-8       : Sportszerek > Atlétika > Raketball és squash > Raketball és squash edzési segédeszközök > Raketball és squash edzőszemüvegek
gid://shopify/TaxonomyCategory/sg-1-15-5         : Sportszerek > Atlétika > Raketball és squash > Raketball ütők
gid://shopify/TaxonomyCategory/sg-1-15-6         : Sportszerek > Atlétika > Raketball és squash > Squash ütők
gid://shopify/TaxonomyCategory/sg-1-16           : Sportszerek > Atlétika > Rounders
gid://shopify/TaxonomyCategory/sg-1-16-1         : Sportszerek > Atlétika > Rounders > Rounders ütők
gid://shopify/TaxonomyCategory/sg-1-16-2         : Sportszerek > Atlétika > Rounders > Rounders kesztyűk
gid://shopify/TaxonomyCategory/sg-1-16-3         : Sportszerek > Atlétika > Rounders > Rounders edzési segédeszközök
gid://shopify/TaxonomyCategory/sg-1-16-3-1       : Sportszerek > Atlétika > Rounders > Rounders edzési segédeszközök > Rounders ütőállványok
gid://shopify/TaxonomyCategory/sg-1-16-3-2       : Sportszerek > Atlétika > Rounders > Rounders edzési segédeszközök > Rounders visszapattanó táblák
gid://shopify/TaxonomyCategory/sg-1-16-3-3       : Sportszerek > Atlétika > Rounders > Rounders edzési segédeszközök > Rounders edzési alapok
gid://shopify/TaxonomyCategory/sg-1-17           : Sportszerek > Atlétika > Rögbi
gid://shopify/TaxonomyCategory/sg-1-17-1         : Sportszerek > Atlétika > Rögbi > Rögbilabdák
gid://shopify/TaxonomyCategory/sg-1-17-2         : Sportszerek > Atlétika > Rögbi > Rögbikesztyűk
gid://shopify/TaxonomyCategory/sg-1-17-3         : Sportszerek > Atlétika > Rögbi > Rögbioszlopok
gid://shopify/TaxonomyCategory/sg-1-17-4         : Sportszerek > Atlétika > Rögbi > Rögbi-védőfelszerelés
gid://shopify/TaxonomyCategory/sg-1-17-4-1       : Sportszerek > Atlétika > Rögbi > Rögbi-védőfelszerelés > Rögbifejfedő
gid://shopify/TaxonomyCategory/sg-1-17-6         : Sportszerek > Atlétika > Rögbi > Rögbicipők
gid://shopify/TaxonomyCategory/sg-1-17-5         : Sportszerek > Atlétika > Rögbi > Rögbi edzési segédeszközök
gid://shopify/TaxonomyCategory/sg-1-17-5-1       : Sportszerek > Atlétika > Rögbi > Rögbi edzési segédeszközök > Rögbi-rúgóállványok
gid://shopify/TaxonomyCategory/sg-1-17-5-2       : Sportszerek > Atlétika > Rögbi > Rögbi edzési segédeszközök > Rögbi-szerelőzsákok
gid://shopify/TaxonomyCategory/sg-1-18           : Sportszerek > Atlétika > Futball
gid://shopify/TaxonomyCategory/sg-1-18-1         : Sportszerek > Atlétika > Futball > Futball-labdák
gid://shopify/TaxonomyCategory/sg-1-18-2         : Sportszerek > Atlétika > Futball > Futballsarokzászlók
gid://shopify/TaxonomyCategory/sg-1-18-3         : Sportszerek > Atlétika > Futball > Futballkesztyűk
gid://shopify/TaxonomyCategory/sg-1-18-4         : Sportszerek > Atlétika > Futball > Futballkapu-kiegészítők
gid://shopify/TaxonomyCategory/sg-1-18-4-1       : Sportszerek > Atlétika > Futball > Futballkapu-kiegészítők > Futballkapu-horgok
gid://shopify/TaxonomyCategory/sg-1-18-4-2       : Sportszerek > Atlétika > Futball > Futballkapu-kiegészítők > Futballkapu-ellensúlyok
gid://shopify/TaxonomyCategory/sg-1-18-4-3       : Sportszerek > Atlétika > Futball > Futballkapu-kiegészítők > Futballkapu-babák
gid://shopify/TaxonomyCategory/sg-1-18-4-4       : Sportszerek > Atlétika > Futball > Futballkapu-kiegészítők > Futballkapu-rögzítő készletek
gid://shopify/TaxonomyCategory/sg-1-18-4-5       : Sportszerek > Atlétika > Futball > Futballkapu-kiegészítők > Futballkapu-hálók
gid://shopify/TaxonomyCategory/sg-1-18-4-6       : Sportszerek > Atlétika > Futball > Futballkapu-kiegészítők > Futballkapu-célpontok
gid://shopify/TaxonomyCategory/sg-1-18-5         : Sportszerek > Atlétika > Futball > Futballkapuk
gid://shopify/TaxonomyCategory/sg-1-18-6         : Sportszerek > Atlétika > Futball > Futball-védőfelszerelés
gid://shopify/TaxonomyCategory/sg-1-18-6-1       : Sportszerek > Atlétika > Futball > Futball-védőfelszerelés > Futball-lábszárvédők
gid://shopify/TaxonomyCategory/sg-1-18-6-1-1     : Sportszerek > Atlétika > Futball > Futball-védőfelszerelés > Futball-lábszárvédők > Bokavédők
gid://shopify/TaxonomyCategory/sg-1-18-6-1-2     : Sportszerek > Atlétika > Futball > Futball-védőfelszerelés > Futball-lábszárvédők > Sípcsontvédő hüvelyek
gid://shopify/TaxonomyCategory/sg-1-18-8         : Sportszerek > Atlétika > Futball > Futballcipők
gid://shopify/TaxonomyCategory/sg-1-18-7         : Sportszerek > Atlétika > Futball > Futball edzési segédeszközök
gid://shopify/TaxonomyCategory/sg-1-18-7-1       : Sportszerek > Atlétika > Futball > Futball edzési segédeszközök > Futball ügyességi rudak
gid://shopify/TaxonomyCategory/sg-1-18-7-2       : Sportszerek > Atlétika > Futball > Futball edzési segédeszközök > Futball labdaindítók
gid://shopify/TaxonomyCategory/sg-1-18-7-3       : Sportszerek > Atlétika > Futball > Futball edzési segédeszközök > Futball-passzívek
gid://shopify/TaxonomyCategory/sg-1-18-7-4       : Sportszerek > Atlétika > Futball > Futball edzési segédeszközök > Futball-visszapattanók
gid://shopify/TaxonomyCategory/sg-1-18-7-5       : Sportszerek > Atlétika > Futball > Futball edzési segédeszközök > Futball-edzőhátizsákok
gid://shopify/TaxonomyCategory/sg-1-18-7-6       : Sportszerek > Atlétika > Futball > Futball edzési segédeszközök > Futball-edzőmanökenek
gid://shopify/TaxonomyCategory/sg-1-19           : Sportszerek > Atlétika > Csapatkézilabda
gid://shopify/TaxonomyCategory/sg-1-19-1         : Sportszerek > Atlétika > Csapatkézilabda > Kézilabdák
gid://shopify/TaxonomyCategory/sg-1-19-2         : Sportszerek > Atlétika > Csapatkézilabda > Csapatkézilabda edzési segédeszközök
gid://shopify/TaxonomyCategory/sg-1-19-2-1       : Sportszerek > Atlétika > Csapatkézilabda > Csapatkézilabda edzési segédeszközök > Csapatkézilabda ügyességi gyűrűk
gid://shopify/TaxonomyCategory/sg-1-19-2-2       : Sportszerek > Atlétika > Csapatkézilabda > Csapatkézilabda edzési segédeszközök > Csapatkézilabda-fitneszfelszerelés
gid://shopify/TaxonomyCategory/sg-1-19-2-3       : Sportszerek > Atlétika > Csapatkézilabda > Csapatkézilabda edzési segédeszközök > Csapatkézilabda-kapusedzéssegédek
gid://shopify/TaxonomyCategory/sg-1-19-2-4       : Sportszerek > Atlétika > Csapatkézilabda > Csapatkézilabda edzési segédeszközök > Csapatkézilabda-passzcélok
gid://shopify/TaxonomyCategory/sg-1-19-2-5       : Sportszerek > Atlétika > Csapatkézilabda > Csapatkézilabda edzési segédeszközök > Csapatkézilabda visszapattanó táblák
gid://shopify/TaxonomyCategory/sg-1-19-2-6       : Sportszerek > Atlétika > Csapatkézilabda > Csapatkézilabda edzési segédeszközök > Csapatkézilabda-lövőcélok
gid://shopify/TaxonomyCategory/sg-1-19-2-7       : Sportszerek > Atlétika > Csapatkézilabda > Csapatkézilabda edzési segédeszközök > Csapatkézilabda-edzőtáskák
gid://shopify/TaxonomyCategory/sg-1-20           : Sportszerek > Atlétika > Tenisz
gid://shopify/TaxonomyCategory/sg-1-20-1         : Sportszerek > Atlétika > Tenisz > Teniszlabdagyűjtők és -kocsik
gid://shopify/TaxonomyCategory/sg-1-20-2         : Sportszerek > Atlétika > Tenisz > Teniszlabdagépek
gid://shopify/TaxonomyCategory/sg-1-20-3         : Sportszerek > Atlétika > Tenisz > Teniszlabdavédők
gid://shopify/TaxonomyCategory/sg-1-20-4         : Sportszerek > Atlétika > Tenisz > Teniszlabdák
gid://shopify/TaxonomyCategory/sg-1-20-5         : Sportszerek > Atlétika > Tenisz > Teniszhálók
gid://shopify/TaxonomyCategory/sg-1-20-6         : Sportszerek > Atlétika > Tenisz > Teniszütő-kiegészítők
gid://shopify/TaxonomyCategory/sg-1-20-6-1       : Sportszerek > Atlétika > Tenisz > Teniszütő-kiegészítők > Ütő-rezgéscsillapítók
gid://shopify/TaxonomyCategory/sg-1-20-6-2       : Sportszerek > Atlétika > Tenisz > Teniszütő-kiegészítők > Teniszütő táskák
gid://shopify/TaxonomyCategory/sg-1-20-6-3       : Sportszerek > Atlétika > Tenisz > Teniszütő-kiegészítők > Teniszütő markolatok és szalagok
gid://shopify/TaxonomyCategory/sg-1-20-6-3-1     : Sportszerek > Atlétika > Tenisz > Teniszütő-kiegészítők > Teniszütő markolatok és szalagok > Teniszütő-szalagmarkolatok
gid://shopify/TaxonomyCategory/sg-1-20-6-3-2     : Sportszerek > Atlétika > Tenisz > Teniszütő-kiegészítők > Teniszütő markolatok és szalagok > Teniszütő-cseremarkolatok
gid://shopify/TaxonomyCategory/sg-1-20-6-3-3     : Sportszerek > Atlétika > Tenisz > Teniszütő-kiegészítők > Teniszütő markolatok és szalagok > Teniszütő szalag
gid://shopify/TaxonomyCategory/sg-1-20-6-4       : Sportszerek > Atlétika > Tenisz > Teniszütő-kiegészítők > Teniszütő-tömítések
gid://shopify/TaxonomyCategory/sg-1-20-6-5       : Sportszerek > Atlétika > Tenisz > Teniszütő-kiegészítők > Teniszütő húr
gid://shopify/TaxonomyCategory/sg-1-20-7         : Sportszerek > Atlétika > Tenisz > Teniszütők
gid://shopify/TaxonomyCategory/sg-1-20-9         : Sportszerek > Atlétika > Tenisz > Teniszcipők
gid://shopify/TaxonomyCategory/sg-1-20-8         : Sportszerek > Atlétika > Tenisz > Tenisz edzési segédeszközök
gid://shopify/TaxonomyCategory/sg-1-20-8-1       : Sportszerek > Atlétika > Tenisz > Tenisz edzési segédeszközök > Tenisz-fitneszfelszerelések
gid://shopify/TaxonomyCategory/sg-1-20-8-2       : Sportszerek > Atlétika > Tenisz > Tenisz edzési segédeszközök > Tenisz-lábedzők
gid://shopify/TaxonomyCategory/sg-1-20-8-3       : Sportszerek > Atlétika > Tenisz > Tenisz edzési segédeszközök > Tenisz-markolatedzők
gid://shopify/TaxonomyCategory/sg-1-20-8-4       : Sportszerek > Atlétika > Tenisz > Tenisz edzési segédeszközök > Tenisz-visszapattanók
gid://shopify/TaxonomyCategory/sg-1-20-8-5       : Sportszerek > Atlétika > Tenisz > Tenisz edzési segédeszközök > Tenisz-céledzők
gid://shopify/TaxonomyCategory/sg-1-20-8-6       : Sportszerek > Atlétika > Tenisz > Tenisz edzési segédeszközök > Tenisz-edzőhátizsákok
gid://shopify/TaxonomyCategory/sg-1-21           : Sportszerek > Atlétika > Atlétika
gid://shopify/TaxonomyCategory/sg-1-21-1         : Sportszerek > Atlétika > Atlétika > Diszkosz
gid://shopify/TaxonomyCategory/sg-1-21-2         : Sportszerek > Atlétika > Atlétika > Magasugráskeresztrudak
gid://shopify/TaxonomyCategory/sg-1-21-3         : Sportszerek > Atlétika > Atlétika > Magasugrásgödrök
gid://shopify/TaxonomyCategory/sg-1-21-4         : Sportszerek > Atlétika > Atlétika > Gerelyek
gid://shopify/TaxonomyCategory/sg-1-21-5         : Sportszerek > Atlétika > Atlétika > Rúdugrásgödrök
gid://shopify/TaxonomyCategory/sg-1-21-6         : Sportszerek > Atlétika > Atlétika > Váltóbotok
gid://shopify/TaxonomyCategory/sg-1-21-7         : Sportszerek > Atlétika > Atlétika > Súlylökés
gid://shopify/TaxonomyCategory/sg-1-21-8         : Sportszerek > Atlétika > Atlétika > Indítópisztolyok
gid://shopify/TaxonomyCategory/sg-1-21-9         : Sportszerek > Atlétika > Atlétika > Kalapácsdobás
gid://shopify/TaxonomyCategory/sg-1-21-10        : Sportszerek > Atlétika > Atlétika > Atlétika edzési segédeszközök
gid://shopify/TaxonomyCategory/sg-1-21-10-1      : Sportszerek > Atlétika > Atlétika > Atlétika edzési segédeszközök > Atlétika távolugrási deszkák
gid://shopify/TaxonomyCategory/sg-1-21-10-2      : Sportszerek > Atlétika > Atlétika > Atlétika edzési segédeszközök > Atlétika ellenállási szalagok
gid://shopify/TaxonomyCategory/sg-1-21-10-3      : Sportszerek > Atlétika > Atlétika > Atlétika edzési segédeszközök > Atlétika súlylökések
gid://shopify/TaxonomyCategory/sg-1-21-10-4      : Sportszerek > Atlétika > Atlétika > Atlétika edzési segédeszközök > Atlétikai stopperrendszerek
gid://shopify/TaxonomyCategory/sg-1-21-11        : Sportszerek > Atlétika > Atlétika > Pályaakadályok
gid://shopify/TaxonomyCategory/sg-1-21-12        : Sportszerek > Atlétika > Atlétika > Pályatüskék
gid://shopify/TaxonomyCategory/sg-1-21-13        : Sportszerek > Atlétika > Atlétika > Pálya-kezdőblokkok
gid://shopify/TaxonomyCategory/sg-1-21-14        : Sportszerek > Atlétika > Atlétika > Ugrórudak
